year,ltla,ppln_ltla,patients_from_ltla_to_trust,total_patients_of_ltla,tfp_ltla,etc_ltla,total_trust_patients,ltla_frac_tp
2012,E06000006,107000,173,60645,0.002852667161348833,305.2353862643252,349295,0.0004952833564751856
2012,E06000007,174825,1559,82177,0.01897124499555837,3316.6479063484912,349295,0.0044632760274266724
2012,E06000008,121888,1249,62605,0.019950483188243752,2431.7244948486546,349295,0.003575774059176341
2012,E06000009,122973,808,66746,0.012105594342732149,1488.6612531088003,349295,0.0023132309366008675
2012,E06000021,212264,156,95599,0.0016318162323873682,346.3758407514723,349295,0.0004466138937001675
2012,E06000049,323740,14093,153305,0.09192785623430416,29760.724177293632,349295,0.04034698464049013
2012,E06000050,287140,1625,137440,0.011823341094295692,3394.954161816065,349295,0.0046522280593767435
2012,E06000051,270408,18,112511,0.000159984357085085,43.26105003066367,349295,5.1532372350019315e-05
2012,E07000026,84603,9,38423,0.00023423470317257886,19.816958592509685,349295,2.5766186175009657e-05
2012,E07000027,59605,531,33555,0.015824765310683952,943.235136343317,349295,0.0015202049843255699
2012,E07000029,61561,79,30456,0.002593905962700289,159.68344496979248,349295,0.00022616985642508482
2012,E07000030,46708,43,20574,0.0020900165257120643,97.62049188295909,349295,0.00012310511172504616
2012,E07000031,92344,740,43808,0.01689189189189189,1559.864864864865,349295,0.0021185530855007944
2012,E07000035,63176,63,25776,0.0024441340782122905,154.41061452513966,349295,0.00018036330322506765
2012,E07000037,79262,4172,37389,0.11158362085105243,8844.340955896121,349295,0.01194405874690448
2012,E07000117,73824,800,39396,0.02030663011473246,1499.1166615900088,349295,0.002290327660000859
2012,E07000118,94099,808,43299,0.0186609390517102,1755.975703826878,349295,0.0023132309366008675
2012,E07000119,67306,425,34630,0.012272596015015885,826.019347386659,349295,0.0012167365693754562
2012,E07000120,67848,619,35197,0.01758672614143251,1193.2241952439128,349295,0.0017721410269256645
2012,E07000121,122480,893,58256,0.015328893161219444,1877.4828343861575,349295,0.002556578250475959
2012,E07000122,75413,767,38227,0.020064352421063646,1513.113009129673,349295,0.0021958516440258235
2012,E07000123,119904,913,55817,0.016357023845781752,1961.2725872046149,349295,0.00261383644197598
2012,E07000124,50207,389,21032,0.01849562571319894,928.609880182579,349295,0.0011136718246754177
2012,E07000125,58333,1093,30334,0.036032175117030385,2101.864871101734,349295,0.003129160165476173
2012,E07000126,94276,772,43179,0.017879061580861066,1685.566409597258,349295,0.002210166191900829
2012,E07000127,96475,290,50823,0.005706077956830569,550.4938708852292,349295,0.0008302437767503114
2012,E07000128,95364,600,47092,0.012741017582604264,1215.034400747473,349295,0.0017177457450006444
2012,E07000163,49012,29,22982,0.0012618571055608738,61.84614045774954,349295,8.302437767503114e-05
2012,E07000195,108788,139,44576,0.0031182699210337396,339.2303481694185,349295,0.00039794443092514925
2012,E07000197,115202,10,18346,0.0005450779461462988,62.79406955194593,349295,2.8629095750010737e-05
2012,E07000198,85699,417,33697,0.012374988871412886,1060.5241712912132,349295,0.0011938332927754474
2012,E08000001,235726,7006,112874,0.062069209915480976,14631.326576536667,349295,0.02005754448245752
2012,E08000002,157851,7824,77482,0.1009782917322733,15939.524328231071,349295,0.0223994045148084
2012,E08000003,432176,140045,202390,0.6919561243144424,299046.82998171845,349295,0.4009361714310253
2012,E08000004,187471,8331,92566,0.09000064818615906,16872.511516107425,349295,0.023850899669333944
2012,E08000005,178301,7072,90673,0.07799455185115746,13906.506589613226,349295,0.020246496514407592
2012,E08000006,201508,18199,103999,0.1749920672314157,35262.30148366811,349295,0.05210209135544454
2012,E08000007,243617,30522,126590,0.2411090923453669,58738.27374990125,349295,0.08738172604818277
2012,E08000008,187743,18744,102088,0.18360630044667345,34470.79766475981,349295,0.05366237707382012
2012,E08000009,193157,69633,78792,0.8837572342369784,170703.89609351204,349295,0.19935298243604976
2012,E08000010,273635,6407,135347,0.04733758413559222,12953.219834942776,349295,0.018342661647031883
2012,E08000011,124845,38,75174,0.0005054939207704792,63.10838853859047,349295,0.0001087905638500408
2012,E08000012,411127,145,204887,0.0007077071751746085,290.95752780801126,349295,0.0004151218883751557
2012,E08000013,152378,355,80634,0.004402609321130045,670.8608031351539,349295,0.0010163328991253814
2012,E08000014,239436,161,125362,0.0012842807230261165,307.50303919848125,349295,0.00046092844157517285
2012,E08000015,276255,148,136749,0.001082274824678791,298.98383169163935,349295,0.0004237106171001589
2012,E08000019,479989,8,201177,3.976597722403655e-05,19.087231641788076,349295,2.290327660000859e-05
2012,E08000032,430517,35,208198,0.0001681092037387487,72.37387006599486,349295,0.00010020183512503759
2012,E08000033,175125,217,80800,0.0026856435643564354,470.32332920792084,349295,0.0006212513777752329
2012,E08000034,359822,105,161897,0.0006485605045183048,233.36633785678544,349295,0.0003006055053751127
2012,E08000035,650488,18,278907,6.453764157945121e-05,41.980961395734056,349295,5.1532372350019315e-05
2013,E06000006,107007,216,63089,0.0034237347239613877,366.3635816069362,375386,0.0005754077136600727
2013,E06000007,175782,1849,85298,0.021676944359773968,3810.416633449788,375386,0.004925596585914232
2013,E06000008,121618,1355,64521,0.02100091443096046,2554.089211264549,375386,0.003609617833376844
2013,E06000009,122385,818,69229,0.011815857516358752,1446.0837221395661,375386,0.002179090323027497
2013,E06000021,211913,113,98288,0.001149682565521732,243.6326815074068,375386,0.00030102347983142685
2013,E06000047,449534,9,241974,3.719407870267054e-05,16.720002975526302,375386,2.3975321402503024e-05
2013,E06000049,323963,14669,157506,0.09313296001422168,30171.633125087294,375386,0.03907710996147965
