year,ltla,ppln_ltla,patients_from_ltla_to_trust,total_patients_of_ltla,tfp_ltla,etc_ltla,total_trust_patients,ltla_frac_tp
2012,E06000011,295410,92,135862,0.0006771577041409665,200.03915738028286,40698,0.002260553344144675
2012,E06000012,136938,646,56123,0.011510432443026923,1576.2155978832209,40698,0.015873015873015872
2012,E06000013,144746,632,64293,0.00982999704477937,1422.8527522436345,40698,0.015529018624993856
2012,E06000018,264844,9,92131,9.768698917845242e-05,25.871812961978048,40698,0.00022114108801415302
2012,E07000032,107364,20,43253,0.00046239567197651035,49.64464892608604,40698,0.0004914246400314512
2012,E07000033,66393,319,30676,0.010399008997261705,690.4214043551963,40698,0.007838223008501646
2012,E07000034,90706,672,42672,0.015748031496062992,1428.4409448818897,40698,0.016511867905056758
2012,E07000035,63176,438,25776,0.016992551210428305,1073.5214152700187,40698,0.01076219961668878
2012,E07000037,79262,208,37389,0.005563133541950842,440.94509080210764,40698,0.005110816256327092
2012,E07000038,87420,1035,39038,0.026512628720733643,2317.734002766535,40698,0.0254312251216276
2012,E07000137,121632,165,58719,0.002809993358197517,341.78511214428033,40698,0.004054253280259473
2012,E07000138,82595,28,37254,0.000751597143930853,62.078166102968815,40698,0.0006879944960440316
2012,E07000139,95459,40,43909,0.0009109749709626726,86.9607597531258,40698,0.0009828492800629024
2012,E07000142,79049,127,35487,0.0035787753261757827,282.89861075886944,40698,0.0031205464641997148
2012,E07000169,72840,11,30979,0.00035507924723199584,25.863972368378572,40698,0.0002702835520172981
2012,E07000170,103121,46,46100,0.0009978308026030367,102.89731019522776,40698,0.0011302766720723376
2012,E07000171,98683,958,45394,0.02110411067541966,2082.6169537824385,40698,0.023539240257506512
2012,E07000174,90432,62,43644,0.0014205847310054074,128.46631839428102,40698,0.001523416384097499
2012,E07000175,100376,80,47688,0.001677570877369569,168.38785438684783,40698,0.0019656985601258048
2012,E08000016,201425,2583,112864,0.022885951233342784,4609.80272717607,40698,0.06346749226006193
