year,ltla,ppln_ltla,patients_from_ltla_to_trust,total_patients_of_ltla,tfp_ltla,etc_ltla,total_trust_patients,ltla_frac_tp
2012,E06000023,370002,8,155896,5.131626212346693e-05,18.98711961820701,295105,2.710899510343776e-05
2012,E06000032,168608,1057,74717,0.014146713599314747,2385.249086553261,295105,0.003581775978041714
2012,E06000033,149971,83,65002,0.0012768837881911325,191.49553859881237,295105,0.00028125582419816675
2012,E06000034,133030,111,54562,0.002034382903852498,270.6339576994978,295105,0.0003761373070601989
2012,E06000039,114370,81,56955,0.0014221754016328682,162.65420068475112,295105,0.00027447857542230733
2012,E06000040,123999,27,52599,0.0005133177436833401,63.65088689899047,295105,9.149285847410244e-05
2012,E06000042,208763,33,89101,0.00037036621362274266,77.31876185452464,295105,0.00011182460480168076
2012,E06000055,135579,37,62653,0.0005905543230172538,80.06676456035625,295105,0.00012537910235339963
2012,E06000056,221430,913,96230,0.009487685752883716,2100.8582562610413,295105,0.0030938140661798345
2012,E06000060,433892,381,166677,0.002285858276786839,991.8156194315953,295105,0.0012910658918012232
2012,E07000008,108246,13,33750,0.0003851851851851852,41.694755555555545,295105,4.405211704308636e-05
2012,E07000062,77859,21,35671,0.0005887135207871941,45.83664601497015,295105,7.116111214652411e-05
2012,E07000064,81041,9,36343,0.0002476405360041824,20.069036678314944,295105,3.049761949136748e-05
2012,E07000066,149654,113,63209,0.0017877201031498676,267.5394643167903,295105,0.0003829145558360584
2012,E07000067,126572,47,47302,0.0009936154919453722,125.76390004650965,295105,0.00015926534623269682
2012,E07000068,64362,79,25133,0.0031432777623045397,202.3076433374448,295105,0.00026770132664644786
2012,E07000069,77734,10,33596,0.0002976544826765091,23.137873556375762,295105,3.3886243879297196e-05
2012,E07000070,145696,101,53300,0.0018949343339587238,276.08435272045034,295105,0.0003422510631809017
2012,E07000071,151484,10,60713,0.00016470937031607728,24.95083425296065,295105,3.3886243879297196e-05
2012,E07000072,108575,1008,49553,0.020341856194377738,2208.617036304563,295105,0.003415733383033157
2012,E07000073,69476,354,34022,0.010405032038093,722.9000058785492,295105,0.0011995730333271208
2012,E07000074,54259,83,20429,0.004062851828283322,220.44627735082486,295105,0.00028125582419816675
2012,E07000076,122140,30,59034,0.0005081817257851408,62.0693159873971,295105,0.0001016587316378916
2012,E07000077,69300,71,25250,0.002811881188118812,194.86336633663362,295105,0.00024059233154301006
2012,E07000094,101984,8,43412,0.0001842808440062656,18.793697595134986,295105,2.710899510343776e-05
2012,E07000095,80326,13283,35735,0.3717084091227088,29857.849671190703,295105,0.04501109774487047
2012,E07000096,124567,1230,51258,0.023996254243240082,2989.1414023176867,295105,0.004168007997153556
2012,E07000098,85396,19869,39008,0.5093570549630845,43497.05506562757,295105,0.0673285779637756
2012,E07000099,109421,447,42753,0.010455406638130658,1144.0410497508947,295105,0.0015147151014045848
2012,E07000102,75558,1296,33439,0.0387571398666228,2928.4119740422857,295105,0.004391657206756917
2012,E07000103,77025,1202,33268,0.03613081640014428,2782.9761332211133,295105,0.004073126514291522
2012,E07000107,83285,18,34845,0.0005165733964700818,43.022815325010754,295105,6.099523898273496e-05
2012,E07000109,86789,10,36840,0.0002714440825190011,23.55836047774159,295105,3.3886243879297196e-05
2012,E07000112,94658,8,40817,0.00019599676605336008,18.55266188107896,295105,2.710899510343776e-05
2012,E07000114,116775,16,54304,0.0002946375957572186,34.406305244549195,295105,5.421799020687552e-05
2012,E07000115,103667,8,38784,0.00020627062706270627,21.38345709570957,295105,2.710899510343776e-05
2012,E07000116,98459,8,37771,0.00021180270577956636,20.853882608350318,295105,2.710899510343776e-05
2012,E07000178,131247,8,43044,0.00018585633305454881,24.393086144410372,295105,2.710899510343776e-05
2012,E07000207,110154,10,43038,0.0002323528044983503,25.594590826711283,295105,3.3886243879297196e-05
