year,ltla,ppln_ltla,patients_from_ltla_to_trust,total_patients_of_ltla,tfp_ltla,etc_ltla,sex,ag,ag_ppln_ltla,agf_ppln_ltla,ag_trust_factor
2018,E06000006,128432,8,70096,0.00011412919424788861,14.657840675644831,female,0-4,3719,0.028956957767534573,3.3048342578788604e-06
2018,E06000006,128432,8,70096,0.00011412919424788861,14.657840675644831,male,0-4,3957,0.030810078485112743,3.516329432220126e-06
2018,E07000118,116821,677,47400,0.014282700421940929,1668.5193459915613,female,0-4,3150,0.02696433004339973,0.0003851234480882198
2018,E07000118,116821,677,47400,0.014282700421940929,1668.5193459915613,male,0-4,3289,0.028154184607219593,0.0004021177843689381
2018,E07000119,79770,8,37683,0.00021229732240002122,16.934957407849694,female,0-4,1615,0.02024570640591701,4.2981092600731384e-06
2018,E07000119,79770,8,37683,0.00021229732240002122,16.934957407849694,male,0-4,1714,0.02148677447662028,4.561584688399603e-06
2018,E07000121,144246,8,61595,0.00012988067213247828,18.73476743242146,female,0-4,3717,0.025768478848633584,3.34682735269208e-06
2018,E07000121,144246,8,61595,0.00012988067213247828,18.73476743242146,male,0-4,3685,0.025546635608613064,3.318014203570168e-06
2018,E07000123,141818,59,58635,0.001006224950967852,142.70081009635882,female,0-4,4543,0.032034015428224906,3.223342560356902e-05
2018,E07000123,141818,59,58635,0.001006224950967852,142.70081009635882,male,0-4,4775,0.03366991496142944,3.387950853115608e-05
2018,E07000126,110527,285,44872,0.006351399536459262,702.0011365662328,female,0-4,2923,0.02644602676269147,0.00016796928212174786
2018,E07000126,110527,285,44872,0.006351399536459262,702.0011365662328,male,0-4,3083,0.027893636848914743,0.0001771636321523601
2018,E07000127,113949,30923,52870,0.5848874598070739,66647.34115755626,female,0-4,2676,0.023484190295658583,0.013735608407653685
2018,E07000127,113949,30923,52870,0.5848874598070739,66647.34115755626,male,0-4,2872,0.025204258045265864,0.014741654464417558
2018,E08000010,326088,824,150594,0.005471665537803631,1784.2444718913105,female,0-4,8913,0.027333112534039892,0.00014955764989341456
2018,E08000010,326088,824,150594,0.005471665537803631,1784.2444718913105,male,0-4,9537,0.029246706410539485,0.00016002819556080943
2018,E08000011,149571,1992,86346,0.023069974289486483,3450.5991244527827,female,0-4,4852,0.03243944347500518,0.0007483771269336196
2018,E08000011,149571,1992,86346,0.023069974289486483,3450.5991244527827,male,0-4,5224,0.03492655661859585,0.0008057547632113003
2018,E08000012,494814,737,235300,0.0031321716957076074,1549.842405439864,female,0-4,14411,0.029124074904913765,9.122160308083912e-05
2018,E08000012,494814,737,235300,0.0031321716957076074,1549.842405439864,male,0-4,15265,0.0308499759505592,9.662742148560191e-05
2018,E08000013,180049,398,91513,0.004349108869778065,783.0527028946708,female,0-4,4946,0.02747029975173425,0.0001194713243057296
2018,E08000013,180049,398,91513,0.004349108869778065,783.0527028946708,male,0-4,5336,0.029636376764103106,0.00012889182905284535
2018,E08000014,275396,45342,143631,0.31568394009649725,86938.09436681496,female,0-4,7016,0.025476041772574766,0.008042377244829355
2018,E08000014,275396,45342,143631,0.31568394009649725,86938.09436681496,male,0-4,7425,0.02696117590669436,0.008511210239860028
2018,E06000006,128432,8,70096,0.00011412919424788861,14.657840675644831,female,5-9,4181,0.03255419210165691,3.7153837139530825e-06
2018,E06000006,128432,8,70096,0.00011412919424788861,14.657840675644831,male,5-9,4307,0.033535256010963,3.827351747427871e-06
2018,E07000118,116821,677,47400,0.014282700421940929,1668.5193459915613,female,5-9,3458,0.029600842314309928,0.0004227799630124013
2018,E07000118,116821,677,47400,0.014282700421940929,1668.5193459915613,male,5-9,3659,0.0313214233742221,0.00044735450684279247
2018,E07000119,79770,8,37683,0.00021229732240002122,16.934957407849694,female,5-9,2078,0.026049893443650496,5.530322626892868e-06
2018,E07000119,79770,8,37683,0.00021229732240002122,16.934957407849694,male,5-9,2059,0.025811708662404412,5.47975663559789e-06
2018,E07000121,144246,8,61595,0.00012988067213247828,18.73476743242146,female,5-9,3814,0.026440941169945786,3.4341672109678753e-06
2018,E07000121,144246,8,61595,0.00012988067213247828,18.73476743242146,male,5-9,4180,0.02897827322768049,3.763717604049743e-06
2018,E07000123,141818,59,58635,0.001006224950967852,142.70081009635882,female,5-9,4542,0.03202696413713351,3.222633041853632e-05
2018,E07000123,141818,59,58635,0.001006224950967852,142.70081009635882,male,5-9,4735,0.033387863317773485,3.3595701129847966e-05
2018,E07000126,110527,285,44872,0.006351399536459262,702.0011365662328,female,5-9,3217,0.02910601029612674,0.00018486390030299788
2018,E07000126,110527,285,44872,0.006351399536459262,702.0011365662328,male,5-9,3457,0.03127742542546165,0.00019865542534891627
2018,E07000127,113949,30923,52870,0.5848874598070739,66647.34115755626,female,5-9,3179,0.02789844579592625,0.016317451094144644
2018,E07000127,113949,30923,52870,0.5848874598070739,66647.34115755626,male,5-9,3242,0.028451324715442875,0.016640823040961605
2018,E08000010,326088,824,150594,0.005471665537803631,1784.2444718913105,female,5-9,9673,0.02966377174259709,0.00016231023756524166
2018,E08000010,326088,824,150594,0.005471665537803631,1784.2444718913105,male,5-9,10318,0.031641765413017345,0.0001731331573656739
2018,E08000011,149571,1992,86346,0.023069974289486483,3450.5991244527827,female,5-9,4621,0.03089502644229162,0.0007127474656966728
2018,E08000011,149571,1992,86346,0.023069974289486483,3450.5991244527827,male,5-9,5009,0.03348911219420877,0.0007725929572981246
2018,E08000012,494814,737,235300,0.0031321716957076074,1549.842405439864,female,5-9,13533,0.027349670785386023,8.566386472090736e-05
