date,covidOccupiedBeds,covidOccupiedMVBeds,estimatedNewAdmissions
2021-12-21,65.0,7.0,
2021-12-20,68.0,8.0,
2021-12-19,63.0,9.0,8.0
2021-12-18,67.0,7.0,9.0
2021-12-17,63.0,9.0,3.0
2021-12-16,60.0,12.0,7.0
2021-12-15,59.0,8.0,6.0
2021-12-14,49.0,8.0,8.0
2021-12-13,43.0,7.0,21.0
2021-12-12,42.0,7.0,9.0
2021-12-11,38.0,7.0,5.0
2021-12-10,43.0,6.0,3.0
2021-12-09,47.0,7.0,5.0
2021-12-08,50.0,8.0,2.0
2021-12-07,50.0,8.0,5.0
2021-12-06,48.0,8.0,7.0
2021-12-05,49.0,9.0,4.0
2021-12-04,51.0,10.0,4.0
2021-12-03,49.0,11.0,4.0
2021-12-02,51.0,11.0,2.0
2021-12-01,51.0,11.0,4.0
2021-11-30,54.0,11.0,3.0
2021-11-29,59.0,11.0,2.0
2021-11-28,57.0,11.0,4.0
2021-11-27,53.0,10.0,4.0
2021-11-26,51.0,7.0,4.0
2021-11-25,51.0,8.0,7.0
2021-11-24,50.0,9.0,3.0
2021-11-23,52.0,9.0,4.0
2021-11-22,52.0,7.0,2.0
2021-11-21,46.0,7.0,7.0
2021-11-20,46.0,6.0,4.0
2021-11-19,49.0,8.0,2.0
2021-11-18,49.0,8.0,3.0
2021-11-17,47.0,8.0,4.0
2021-11-16,44.0,6.0,5.0
2021-11-15,44.0,7.0,2.0
2021-11-14,44.0,12.0,6.0
2021-11-13,47.0,11.0,2.0
2021-11-12,48.0,14.0,2.0
2021-11-11,47.0,12.0,4.0
2021-11-10,39.0,10.0,7.0
2021-11-09,36.0,10.0,7.0
2021-11-08,41.0,11.0,7.0
2021-11-07,41.0,11.0,1.0
2021-11-06,41.0,11.0,2.0
2021-11-05,41.0,12.0,0.0
2021-11-04,42.0,10.0,1.0
2021-11-03,40.0,8.0,6.0
2021-11-02,36.0,10.0,5.0
2021-11-01,31.0,9.0,5.0
2021-10-31,29.0,9.0,6.0
2021-10-30,28.0,8.0,1.0
2021-10-29,35.0,8.0,2.0
2021-10-28,34.0,8.0,1.0
2021-10-27,33.0,10.0,2.0
2021-10-26,34.0,11.0,4.0
2021-10-25,31.0,10.0,2.0
2021-10-24,28.0,11.0,5.0
2021-10-23,29.0,11.0,5.0
2021-10-22,26.0,11.0,1.0
2021-10-21,30.0,9.0,0.0
2021-10-20,28.0,8.0,8.0
2021-10-19,27.0,8.0,3.0
2021-10-18,,,7.0
2021-10-17,25.0,6.0,1.0
2021-10-16,28.0,7.0,0.0
2021-10-15,33.0,8.0,2.0
2021-10-14,29.0,8.0,4.0
2021-10-13,29.0,8.0,3.0
2021-10-12,32.0,8.0,2.0
2021-10-11,34.0,7.0,3.0
2021-10-10,34.0,11.0,2.0
2021-10-09,33.0,12.0,2.0
2021-10-08,35.0,13.0,1.0
2021-10-07,36.0,13.0,1.0
2021-10-06,34.0,12.0,3.0
2021-10-05,37.0,10.0,2.0
2021-10-04,37.0,8.0,4.0
2021-10-03,31.0,8.0,4.0
2021-10-02,32.0,8.0,4.0
2021-10-01,36.0,8.0,0.0
2021-09-30,41.0,8.0,0.0
2021-09-29,41.0,7.0,1.0
2021-09-28,41.0,7.0,2.0
2021-09-27,44.0,7.0,2.0
2021-09-26,42.0,9.0,3.0
2021-09-25,41.0,7.0,2.0
2021-09-24,44.0,7.0,4.0
2021-09-23,41.0,8.0,5.0
2021-09-22,44.0,10.0,2.0
2021-09-21,45.0,9.0,0.0
2021-09-20,42.0,10.0,1.0
2021-09-19,43.0,11.0,1.0
2021-09-18,41.0,10.0,3.0
2021-09-17,41.0,11.0,3.0
2021-09-16,46.0,11.0,0.0
2021-09-15,50.0,12.0,1.0
2021-09-14,50.0,12.0,2.0
2021-09-13,48.0,12.0,2.0
2021-09-12,48.0,10.0,2.0
2021-09-11,45.0,9.0,3.0
2021-09-10,45.0,8.0,5.0
2021-09-09,40.0,9.0,3.0
2021-09-08,43.0,9.0,4.0
2021-09-07,38.0,10.0,7.0
2021-09-06,36.0,11.0,7.0
2021-09-05,32.0,9.0,5.0
2021-09-04,32.0,9.0,3.0
2021-09-03,36.0,8.0,5.0
2021-09-02,34.0,8.0,5.0
2021-09-01,38.0,10.0,3.0
2021-08-31,46.0,11.0,3.0
2021-08-30,43.0,10.0,2.0
2021-08-29,43.0,9.0,2.0
2021-08-28,42.0,11.0,8.0
2021-08-27,47.0,11.0,0.0
2021-08-26,50.0,11.0,0.0
2021-08-25,49.0,11.0,4.0
2021-08-24,46.0,11.0,11.0
2021-08-23,44.0,8.0,9.0
2021-08-22,46.0,10.0,3.0
2021-08-21,52.0,10.0,2.0
2021-08-20,58.0,12.0,5.0
2021-08-19,52.0,12.0,10.0
2021-08-18,52.0,13.0,7.0
2021-08-17,49.0,13.0,6.0
2021-08-16,42.0,12.0,10.0
2021-08-15,44.0,13.0,1.0
2021-08-14,46.0,12.0,3.0
2021-08-13,45.0,12.0,3.0
2021-08-12,42.0,12.0,8.0
2021-08-11,37.0,10.0,6.0
2021-08-10,40.0,12.0,3.0
2021-08-09,36.0,11.0,5.0
2021-08-08,39.0,11.0,2.0
2021-08-07,38.0,11.0,4.0
2021-08-06,40.0,9.0,7.0
2021-08-05,42.0,11.0,6.0
2021-08-04,47.0,12.0,3.0
2021-08-03,53.0,13.0,3.0
2021-08-02,92.0,24.0,5.0
2021-08-01,48.0,13.0,5.0
2021-07-31,48.0,12.0,4.0
2021-07-30,47.0,10.0,4.0
2021-07-29,42.0,11.0,2.0
2021-07-28,42.0,10.0,4.0
2021-07-27,42.0,13.0,5.0
2021-07-26,34.0,12.0,9.0
2021-07-25,36.0,13.0,2.0
2021-07-24,40.0,12.0,4.0
2021-07-23,30.0,9.0,4.0
2021-07-22,26.0,7.0,8.0
2021-07-21,27.0,6.0,4.0
2021-07-20,23.0,5.0,3.0
2021-07-19,22.0,4.0,2.0
2021-07-18,25.0,4.0,2.0
