date,covidOccupiedBeds,covidOccupiedMVBeds,estimatedNewAdmissions
2022-01-18,455.0,13.0,
2022-01-17,469.0,13.0,
2022-01-16,448.0,15.0,28.0
2022-01-15,443.0,14.0,44.0
2022-01-14,442.0,13.0,31.0
2022-01-13,464.0,14.0,37.0
2022-01-12,485.0,15.0,42.0
2022-01-11,489.0,15.0,47.0
2022-01-10,485.0,15.0,37.0
2022-01-09,441.0,14.0,53.0
2022-01-08,433.0,14.0,55.0
2022-01-07,439.0,15.0,37.0
2022-01-06,425.0,13.0,39.0
2022-01-05,412.0,12.0,49.0
2022-01-04,390.0,12.0,53.0
2022-01-03,354.0,12.0,61.0
2022-01-02,303.0,12.0,65.0
2022-01-01,300.0,13.0,59.0
2021-12-31,286.0,12.0,59.0
2021-12-30,241.0,16.0,50.0
2021-12-29,231.0,12.0,64.0
2021-12-28,210.0,13.0,34.0
2021-12-27,175.0,13.0,35.0
2021-12-26,159.0,15.0,43.0
2021-12-25,152.0,17.0,24.0
2021-12-24,152.0,17.0,26.0
2021-12-23,141.0,18.0,18.0
2021-12-22,149.0,16.0,21.0
2021-12-21,147.0,15.0,30.0
2021-12-20,139.0,16.0,19.0
2021-12-19,132.0,18.0,22.0
2021-12-18,126.0,17.0,16.0
2021-12-17,131.0,15.0,16.0
2021-12-16,135.0,16.0,14.0
2021-12-15,135.0,16.0,14.0
2021-12-14,137.0,15.0,13.0
2021-12-13,135.0,15.0,13.0
2021-12-12,127.0,15.0,12.0
2021-12-11,120.0,15.0,17.0
2021-12-10,124.0,15.0,10.0
2021-12-09,119.0,12.0,20.0
2021-12-08,105.0,13.0,13.0
2021-12-07,111.0,13.0,14.0
2021-12-06,106.0,13.0,13.0
2021-12-05,99.0,12.0,10.0
2021-12-04,96.0,12.0,11.0
2021-12-03,106.0,11.0,5.0
2021-12-02,107.0,10.0,6.0
2021-12-01,113.0,10.0,11.0
2021-11-30,108.0,12.0,8.0
2021-11-29,108.0,11.0,10.0
2021-11-28,111.0,10.0,8.0
2021-11-27,110.0,12.0,9.0
2021-11-26,111.0,12.0,14.0
2021-11-25,113.0,10.0,11.0
2021-11-24,122.0,8.0,9.0
2021-11-23,123.0,9.0,10.0
2021-11-22,129.0,10.0,9.0
2021-11-21,131.0,9.0,12.0
2021-11-20,120.0,10.0,11.0
2021-11-19,120.0,10.0,10.0
2021-11-18,127.0,12.0,6.0
2021-11-17,128.0,12.0,13.0
2021-11-16,124.0,12.0,20.0
2021-11-15,140.0,13.0,7.0
2021-11-14,139.0,12.0,8.0
2021-11-13,135.0,11.0,12.0
2021-11-12,140.0,10.0,9.0
2021-11-11,149.0,10.0,9.0
2021-11-10,151.0,9.0,13.0
2021-11-09,160.0,12.0,10.0
2021-11-08,160.0,13.0,15.0
2021-11-07,157.0,17.0,9.0
2021-11-06,159.0,14.0,6.0
2021-11-05,155.0,14.0,13.0
2021-11-04,154.0,15.0,24.0
2021-11-03,156.0,16.0,17.0
2021-11-02,167.0,15.0,11.0
2021-11-01,176.0,16.0,9.0
2021-10-31,166.0,15.0,15.0
2021-10-30,155.0,15.0,15.0
2021-10-29,158.0,16.0,23.0
2021-10-28,158.0,13.0,13.0
2021-10-27,158.0,14.0,13.0
2021-10-26,161.0,16.0,17.0
2021-10-25,164.0,13.0,9.0
2021-10-24,159.0,12.0,12.0
2021-10-23,159.0,12.0,13.0
2021-10-22,150.0,13.0,18.0
2021-10-21,146.0,16.0,20.0
2021-10-20,143.0,16.0,18.0
2021-10-19,151.0,15.0,13.0
2021-10-18,141.0,15.0,15.0
2021-10-17,141.0,15.0,17.0
2021-10-16,129.0,15.0,10.0
2021-10-15,133.0,15.0,18.0
2021-10-14,138.0,14.0,5.0
2021-10-13,137.0,13.0,14.0
2021-10-12,139.0,13.0,16.0
2021-10-11,139.0,13.0,10.0
2021-10-10,126.0,12.0,18.0
2021-10-09,120.0,11.0,13.0
2021-10-08,129.0,11.0,8.0
2021-10-07,132.0,11.0,7.0
2021-10-06,134.0,13.0,11.0
2021-10-05,138.0,14.0,14.0
