loss,mean_absolute_error,val_loss,val_mean_absolute_error,method,history,ahead
0.9987799525260925,0.5066516995429993,0.5181658864021301,0.5046027898788452,LSTM,19,15
0.9976438879966736,0.5074005722999573,0.517987072467804,0.5060406923294067,LSTM,19,15
0.9965111017227173,0.5081589818000793,0.5182856321334839,0.5070688724517822,LSTM,19,15
0.995212733745575,0.508908748626709,0.5187283158302307,0.508030891418457,LSTM,19,15
0.9937241673469543,0.509681761264801,0.5195897817611694,0.5094919800758362,LSTM,19,15
0.9918633103370667,0.5101504921913147,0.5203152298927307,0.5105739235877991,LSTM,19,15
0.9889561533927917,0.5105351209640503,0.5220546126365662,0.5123950242996216,LSTM,19,15
0.9853827953338623,0.5113239288330078,0.5238243341445923,0.513990581035614,LSTM,19,15
0.9804354310035706,0.5120012760162354,0.5261858701705933,0.5161550641059875,LSTM,19,15
0.9759382009506226,0.5121989846229553,0.5291045904159546,0.518616259098053,LSTM,19,15
0.9714191555976868,0.5125216245651245,0.5327309966087341,0.5214586853981018,LSTM,19,15
