loss,mean_absolute_error,val_loss,val_mean_absolute_error,method,history,ahead
0.9990499019622803,0.5066031813621521,0.5182203650474548,0.5042412877082825,LSTM,27,15
0.9977812767028809,0.507620632648468,0.5183573961257935,0.5058642625808716,LSTM,27,15
0.9966386556625366,0.5081372857093811,0.5184208154678345,0.5068734288215637,LSTM,27,15
0.9954357743263245,0.5086653828620911,0.5193537473678589,0.5085002779960632,LSTM,27,15
0.9942931532859802,0.5093364715576172,0.5205313563346863,0.5101698637008667,LSTM,27,15
0.9926632046699524,0.5099816918373108,0.5231330394744873,0.5129711627960205,LSTM,27,15
0.9906415939331055,0.510595440864563,0.5244437456130981,0.5144830942153931,LSTM,27,15
0.9886167049407959,0.5115397572517395,0.5263715982437134,0.5163412094116211,LSTM,27,15
0.9854493141174316,0.5121147036552429,0.5286611318588257,0.5185167789459229,LSTM,27,15
0.9828870296478271,0.5129818320274353,0.5315277576446533,0.5209784507751465,LSTM,27,15
