loss,mean_absolute_error,val_loss,val_mean_absolute_error,method,history,ahead
0.9988991618156433,0.506430983543396,0.5179281830787659,0.5051959753036499,LSTM,18,15
0.9974658489227295,0.5074045658111572,0.5180292725563049,0.5065076351165771,LSTM,18,15
0.9961413145065308,0.5083820819854736,0.5183945298194885,0.5072388648986816,LSTM,18,15
0.9946019649505615,0.5093005895614624,0.5197551250457764,0.5090458393096924,LSTM,18,15
0.9927873611450195,0.5100489854812622,0.5215579271316528,0.5114104747772217,LSTM,18,15
0.9903699159622192,0.510697603225708,0.5239385962486267,0.514003574848175,LSTM,18,15
0.9869823455810547,0.5115160942077637,0.526702880859375,0.5168764591217041,LSTM,18,15
0.9819998741149902,0.512559175491333,0.5295482873916626,0.5194835066795349,LSTM,18,15
0.9761738181114197,0.5131523609161377,0.5320680141448975,0.521281898021698,LSTM,18,15
0.9707055687904358,0.5134826302528381,0.5355520248413086,0.5240577459335327,LSTM,18,15
