loss,mean_absolute_error,val_loss,val_mean_absolute_error,method,history,ahead
0.9991102814674377,0.506729006767273,0.518380880355835,0.5044246315956116,LSTM,28,15
0.9977642297744751,0.5074962973594666,0.5183191299438477,0.5054318308830261,LSTM,28,15
0.9968594908714294,0.5083507895469666,0.5186478495597839,0.5066728591918945,LSTM,28,15
0.9957102537155151,0.5090932846069336,0.5201499462127686,0.5090051889419556,LSTM,28,15
0.9939292073249817,0.5098860859870911,0.5208476185798645,0.510055422782898,LSTM,28,15
0.9923956990242004,0.5104974508285522,0.5229024291038513,0.5126191973686218,LSTM,28,15
0.9899006485939026,0.5111340284347534,0.5249485373497009,0.5147107839584351,LSTM,28,15
0.9870229959487915,0.5119634866714478,0.5272371768951416,0.5169049501419067,LSTM,28,15
0.9826207756996155,0.5122579336166382,0.5301638245582581,0.5194413661956787,LSTM,28,15
0.9791619777679443,0.5128924250602722,0.5346588492393494,0.5233675241470337,LSTM,28,15
0.9751337766647339,0.513608992099762,0.5394285321235657,0.5271275639533997,LSTM,28,15
