year,ltla,ag,ag_ppln_ltla,agf_ppln_ltla,tfp_ltla_ag,ag_ltla_frac_tp,ppln_ltla,patients_from_ltla_to_trust,total_patients_of_ltla,tfp_ltla,etc_ltla,total_trust_patients,ltla_frac_tp
2019,E06000035,0-4,18326,0.06578928473987278,4.973298918235082e-06,2.4524219650481442e-05,278556,8,105828,7.559436066069472e-05,21.05726272820048,21461,0.0003727692092633149
2019,E06000035,10-14,17640,0.06332658424158875,4.787132648568528e-06,2.3606200733083737e-05,278556,8,105828,7.559436066069472e-05,21.05726272820048,21461,0.0003727692092633149
2019,E06000035,15-19,16089,0.05775858355231982,4.366223196304934e-06,2.153062151896736e-05,278556,8,105828,7.559436066069472e-05,21.05726272820048,21461,0.0003727692092633149
2019,E06000035,20-24,16329,0.058620169732477495,4.431354252748044e-06,2.1851794318056938e-05,278556,8,105828,7.559436066069472e-05,21.05726272820048,21461,0.0003727692092633149
2019,E06000035,25-29,19880,0.07136805525639368,5.395022508704214e-06,2.660381352458643e-05,278556,8,105828,7.559436066069472e-05,21.05726272820048,21461,0.0003727692092633149
2019,E06000035,30-34,19818,0.07114547882651961,5.378196985789744e-06,2.652084388482163e-05,278556,8,105828,7.559436066069472e-05,21.05726272820048,21461,0.0003727692092633149
2019,E06000035,35-39,18705,0.06714987291603843,5.076151711534825e-06,2.5031405029043726e-05,278556,8,105828,7.559436066069472e-05,21.05726272820048,21461,0.0003727692092633149
2019,E06000035,40-44,17258,0.06195522623817114,4.683465717063245e-06,2.309500069453284e-05,278556,8,105828,7.559436066069472e-05,21.05726272820048,21461,0.0003727692092633149
2019,E06000035,45-49,18344,0.06585390370338459,4.978183747468315e-06,2.4548307610413158e-05,278556,8,105828,7.559436066069472e-05,21.05726272820048,21461,0.0003727692092633149
2019,E06000035,5-9,19107,0.06859302976780252,5.185246231077032e-06,2.5569369467518766e-05,278556,8,105828,7.559436066069472e-05,21.05726272820048,21461,0.0003727692092633149
2019,E06000035,50-54,19471,0.06989976880770832,5.284028333349082e-06,2.6056481546137952e-05,278556,8,105828,7.559436066069472e-05,21.05726272820048,21461,0.0003727692092633149
2019,E06000035,55-59,17916,0.06431740834877009,4.862033363478103e-06,2.3975549452036752e-05,278556,8,105828,7.559436066069472e-05,21.05726272820048,21461,0.0003727692092633149
2019,E06000035,60-64,14814,0.0531814069702322,4.020214458950917e-06,1.9824391023804e-05,278556,8,105828,7.559436066069472e-05,21.05726272820048,21461,0.0003727692092633149
2019,E06000035,65-69,12719,0.0456604776059392,3.4516746120829425e-06,1.7020820131751248e-05,278556,8,105828,7.559436066069472e-05,21.05726272820048,21461,0.0003727692092633149
