year,ltla,ag,ag_ppln_ltla,agf_ppln_ltla,tfp_ltla_ag,ag_ltla_frac_tp,ppln_ltla,patients_from_ltla_to_trust,total_patients_of_ltla,tfp_ltla,etc_ltla,total_trust_patients,ltla_frac_tp
2019,E06000006,0-4,7580,0.058573526002627316,0.0012051856298358884,0.0033100687579178025,129410,1442,70083,0.020575603213332763,2662.6888118373927,25517,0.056511345377591414
2019,E06000006,10-14,8379,0.06474770110501507,0.0013322230069122572,0.003658979699550564,129410,1442,70083,0.020575603213332763,2662.6888118373927,25517,0.056511345377591414
2019,E06000006,15-19,7040,0.05440074182829766,0.0011193280783700073,0.003074259110256112,129410,1442,70083,0.020575603213332763,2662.6888118373927,25517,0.056511345377591414
2019,E06000006,20-24,6927,0.053527548102928674,0.0011013615907484436,0.00302491375806024,129410,1442,70083,0.020575603213332763,2662.6888118373927,25517,0.056511345377591414
2019,E06000006,25-29,8133,0.0628467660922649,0.001293110122355578,0.0035515553045046824,129410,1442,70083,0.020575603213332763,2662.6888118373927,25517,0.056511345377591414
2019,E06000006,30-34,8347,0.06450042500579553,0.0013271351520105757,0.003645005794503945,129410,1442,70083,0.020575603213332763,2662.6888118373927,25517,0.056511345377591414
2019,E06000006,35-39,8302,0.06415269299126806,0.0013199803560550857,0.003625354990532138,129410,1442,70083,0.020575603213332763,2662.6888118373927,25517,0.056511345377591414
2019,E06000006,40-44,7608,0.058789892589444406,0.0012096375028748602,0.0033222959248335945,129410,1442,70083,0.020575603213332763,2662.6888118373927,25517,0.056511345377591414
2019,E06000006,45-49,8811,0.06808592844447879,0.0014009090480849623,0.003847627417679916,129410,1442,70083,0.020575603213332763,2662.6888118373927,25517,0.056511345377591414
2019,E06000006,5-9,8483,0.06555134842747856,0.0013487585353427235,0.003704394890952074,129410,1442,70083,0.020575603213332763,2662.6888118373927,25517,0.056511345377591414
2019,E06000006,50-54,8955,0.06919867089096671,0.0014238043951425308,0.0039105099903897,129410,1442,70083,0.020575603213332763,2662.6888118373927,25517,0.056511345377591414
2019,E06000006,55-59,8912,0.06886639363264044,0.0014169675901183957,0.0038917325554833062,129410,1442,70083,0.020575603213332763,2662.6888118373927,25517,0.056511345377591414
