date,covidOccupiedBeds,covidOccupiedMVBeds,estimatedNewAdmissions,0-4,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,5-9,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+,dailyCases,newDeaths28DaysByDeathDate,dailyFirstDoseByVaccinationDate,dailySecondDoseByVaccinationDate,dailyThirdInjectionByVaccinationDate
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0015428857618301373,0.0,0.001655015815885532,0.0016183810152844804,0.0,0.021744416005488626,0.0,0.004139255617991499,0.0,0.0,0.0,0.00012374616022943995,0.0,0.0,0.0,0.0,0.03082370037670972,0.0,0.0,0.0,0.0
2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017108013075225507,0.00022355286056581922,0.0,0.0835179530356585,0.0002464405152083004,0.0022205107174650164,0.013491893526158653,0.0,0.0,0.0,0.0,0.0,0.09987143078580854,0.0,0.0,0.0,0.0
2020-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006633983980406988,0.0,0.08079856340416408,0.0,0.09408353341865007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18151608080322112,0.0,0.0,0.0,0.0
2020-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002202517705584142,0.00017101067307789033,0.00039657145947310076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002770099838135133,0.0,0.0,0.0,0.0
2020-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.001856889925292568,0.0,0.0,0.0,0.008101536059187096,0.0015428857618301373,0.0,0.0,0.0127020732700833,0.0,0.00012374616022943995,0.0,0.0,0.0,0.0,0.0,0.024327131176622545,0.0,0.0,0.0,0.0
2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08325136153163312,0.0,0.0,0.00040157417074933744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08365293570238246,0.0,0.0,0.0,0.0
2020-03-07,0.0,0.0,0.0,0.0,0.0,0.006520979020979022,0.001277447011841909,0.0,0.0022641473114416084,0.001636698415585006,0.0016706803130644193,0.0,0.0,0.0021768741234884244,0.10019678962836967,0.0,0.07028515203546992,0.0,0.0,0.0,0.0,0.0,0.18669865370052804,0.0,0.0,0.0,0.0
2020-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001474563725656233,0.0,0.0,0.0,0.0,0.03819385370344874,0.0,0.0,0.0016706803130644193,0.0016359159090321676,0.0,0.0,0.0,0.04297501365120156,0.0022205107174650173,0.0,0.0,0.0
2020-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0512351829582546,0.0,0.005880639600242573,0.0,0.020756819213469228,0.0,0.0,0.0016706803130644193,0.0,0.0,0.00015328459501277075,0.0024696205670827476,0.0,0.08216622724712636,0.0,0.0,0.0,0.0
2020-03-10,0.0,0.0,0.0,0.0,0.0,0.0016706803130644193,0.0,0.0023828368789765315,0.0005996520329048496,0.0007981456302224381,0.01968012002618512,0.007119350266530941,0.0,0.00019731649565903715,0.00044626255113425065,0.08325136153163312,0.0,0.006520979020979022,0.0,0.00973731808157502,0.00016259207271329175,9.871960726049166e-05,0.13266533450883852,0.0,0.0,0.0,0.0
2020-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.00206725177253752,0.0,0.014822997071516606,0.014072002911367766,0.02630858968887138,0.020336452348212464,0.0,0.00013715753282689125,0.004922456700712657,0.00011033478763198866,0.006520979020979022,0.0,0.002142681003304385,0.003968777862952909,0.00040157417074933744,0.0,0.09581125487166292,0.00017101067307789033,0.0,0.0,0.0
2020-03-12,0.0,0.0,0.0,0.0,0.0,0.000147528289317287,0.01778139935324367,0.15425218806761498,0.0,0.0,0.135749963117762,0.03468813599305307,0.0,0.16170447475944058,0.004709142535353067,0.036938739364700546,0.09179726225630981,0.023046005516790157,0.0033236089507334646,0.0040355406864862695,0.0,0.0,0.6681739888908049,0.0,0.0,0.0,0.0
2020-03-13,0.0,0.0,0.0,0.0,0.0,0.002967675210718567,0.0036088608005470433,0.0008144650448305512,0.052919893428722706,0.15283734185792563,0.11719420989941425,0.0005325161842509077,0.0,0.0057865762776836,0.013479062521047469,0.023896926418266202,0.010079431889612293,0.0014142162837415327,0.0020836955669023514,0.04728371084271167,0.02661616072666639,0.0,0.4615147429530412,0.016363088263990737,0.0,0.0,0.0
2020-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0003218256290228203,0.0,0.0,0.14303592585855152,0.0006698858402880509,0.0,0.0,0.022753565550388464,0.09254750998934438,0.0,0.0,0.007409804574754216,0.027767575214161153,0.004182946718998922,0.0756450216280154,0.004690756759056561,0.38317381559656055,0.008157677436564027,0.0,0.0,0.0
2020-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038087902826371804,0.0,0.0,0.0024696205670827476,0.08942454813817365,0.0,0.022512867055057777,0.0512351829582546,0.0072016437790674665,0.14639745184794462,0.0012890237723293977,0.0,0.0003885920908208326,0.00034202134615578066,0.002577582686810943,0.3619264370680696,0.0317496863364537,0.0,0.0,0.0
