date,covidOccupiedBeds,covidOccupiedMVBeds,estimatedNewAdmissions,0-4,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,5-9,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+,dailyCases,dailyFirstDoseByVaccinationDate,dailySecondDoseByVaccinationDate
2021-09-06,67.0,10.0,5.0,26.566495534418703,25.09199944519866,21.338884783353805,19.594911282562247,23.888728242843083,27.811977815209694,28.21099178880252,25.523156615821115,25.349746070658206,27.55220213425192,25.951013022293207,23.992970380334246,19.451134884207402,16.525734104126496,14.496067447716356,10.452515835248986,5.637305130286666,3.3492713418553364,0.04283723846685944,370.8289974457871,213.79154846427843,718.0243829107635
2021-09-07,61.0,10.0,10.0,21.937861992980167,20.659403393009708,17.563357568436498,16.134598882055027,19.64508709153878,22.910312919535645,23.18316493087545,20.911050844467766,20.769710653362512,22.708328660332864,21.22876454981099,19.53717020278848,16.01447073614554,12.323140654929547,12.357256528336801,8.202233494269564,2.4324154930143886,0.20463597632718766,0.16986536580625874,301.30526939694886,242.3712971118275,743.2558776953881
2021-09-08,63.0,11.0,9.0,13.232214767626322,16.704766944873455,14.200022668604385,12.967196334324218,15.733168169711199,18.428322036145104,18.71980395454229,16.909648946287383,16.746842545316838,18.34919471718497,17.099154166824654,15.753260960643022,12.19848356807033,10.588228477081335,10.173686002433604,4.414131319761133,3.730535176565954,0.01864389251107794,0.6368717454537645,236.60417639396107,243.34294603963593,761.4222400123151
2021-09-09,63.0,10.0,6.0,17.717976357881284,16.805981539251636,14.265758876101653,13.020163896461215,15.861035376702596,18.56583694973996,14.79860113333477,17.06812345992955,16.934450020053358,18.44205855649649,17.277704718264417,15.192281574935494,12.939571171595944,10.973524849207314,10.37613367588574,4.771152201141511,3.4285990922993403,0.14412751187318323,0.0014983089382860067,238.58563361822542,253.53484073232445,916.626287406023
2021-09-10,61.0,10.0,6.0,15.154850473840044,15.398293765923476,13.094020502112798,11.462320393017702,14.581798174196129,16.95805855402997,16.538319319352336,11.784365533049648,15.59961487110922,16.839943381345446,15.988253358872017,14.885897033904525,11.510431101841704,7.116056163708567,9.815218201256169,4.323340765543388,1.9133117926082361,1.0398572220021252,0.5418522339339348,214.54599465750425,292.4091889527539,866.7145881535278
2021-09-11,62.0,9.0,1.0,11.043807930088446,13.177768118089519,11.15303753163429,9.861034152820686,12.456568982402787,14.701650958167283,14.78877563244693,13.472154189472555,13.372325097453185,14.444950877297007,13.691835663756795,12.358736144867153,10.261451929720206,6.393383347413644,4.0610119374224505,4.411008633548605,0.2269421285397529,0.9468747331628874,0.0012053129266634717,180.9102827698795,229.69833235022094,741.2775537515541
2021-09-12,58.0,10.0,11.0,14.565436770893047,14.409119400622815,12.116220324142379,11.204400115942862,13.270568015543786,15.4014302894768,16.06751258524914,14.673693422989519,14.594264030699975,15.779126711134461,14.746098401875807,13.781711698245001,7.8069011057851085,9.14659965031689,3.2940738838983536,4.238786988869824,3.3492012386156467,0.9079403847586744,0.004700085044757978,199.3588043257981,139.2232425054454,379.4524679341902
2021-09-13,61.0,10.0,8.0,17.44067012045547,16.741924629705593,14.194235617506168,13.001055843561856,15.795365142687182,18.47992840201882,18.817607173245424,17.03013517523133,16.77523860409371,18.36727724614953,17.125932127712588,15.987216601094884,12.26520138654447,9.932329080739065,10.267849750233651,6.414632932532092,5.486847638234918,2.9662573210197505,0.001237452842461833,247.09094224560897,162.55423340143625,545.1909639034749
2021-09-14,62.0,10.0,10.0,19.31853552615108,18.84224326981476,15.992272065769725,14.066797880717491,17.704421480483948,20.57438613666475,16.358264125838513,19.008058118517685,18.99415885904191,20.663854501164984,19.395285163083482,17.817282304088977,10.612520906132014,9.064243047652493,6.816649512753238,7.480874351101727,4.099278160878658,1.1542274106285746,1.3327733079527146,259.2998896639592,184.74688161616177,609.8668224218811
2021-09-15,61.0,9.0,6.0,17.496687123207952,16.79007328016367,14.247463658567806,12.89168153003576,15.393314262476418,18.430077248104933,18.75011988743407,17.12821099272387,17.04802865129338,18.373483121288483,17.47891945261627,15.943909513366734,12.467358266722773,10.973466383313433,10.44042974223745,2.3468660644178714,0.3394944211824892,1.0823885334193677,0.5442954365743812,238.16626756914712,345.34639008149907,759.8050107500696
