date,covidOccupiedBeds,covidOccupiedMVBeds,estimatedNewAdmissions,0-4,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,5-9,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+,dailyCases,newDeaths28DaysByDeathDate,dailyFirstDoseByVaccinationDate,dailySecondDoseByVaccinationDate,dailyThirdInjectionByVaccinationDate
2021-10-07,44.0,6.0,2.0,10.490871742789839,12.060661626821217,10.186318763851586,5.776968954171602,9.128363852781481,11.870152091290207,12.683991018279835,11.359420802119276,13.944447943831264,12.88149656654993,13.907734855059523,12.503915784185155,6.266684665812104,6.035256297006083,5.181902146526013,1.7160956223297479,2.5018811869781103,1.6839193051747854,0.1470789089618321,160.3271621345196,0.7139511525544461,226.2327316981583,148.66726417995324,1116.8693177597847
2021-10-08,44.0,6.0,5.0,6.096068270973356,11.623248835883212,9.818791660237338,8.466825125703274,9.541344917749438,11.349012945690045,13.493205005208974,13.667175292361573,13.425763461383472,12.44575537540977,13.373791812151014,12.050872724661481,7.489502542984627,5.830502493535962,5.627041382109395,2.4937766420840743,1.3795890392426902,0.7013554326108624,0.10606941092496912,158.98018640506874,0.35968904024407045,266.6679710416146,200.19843270643565,1533.3832629512856
2021-10-09,41.0,6.0,2.0,8.665804680892517,12.250603414077771,10.292239315817307,7.997162432086214,8.623671852787728,11.201603030761936,14.372256850069576,14.455301008732865,14.136972072586763,13.14537204288206,14.074878163020854,12.58026698307247,8.558579682087798,6.866620517024936,8.543302892574681,4.230593730265243,1.0904859147266055,0.08527271654667237,0.38181828266039824,171.55280558267438,0.22197244663181756,118.22378360730875,212.93460348948383,1354.8133024472572
2021-10-10,40.0,5.0,4.0,5.1177731172629795,13.40194757577253,11.26847675848235,7.391699899093319,6.138467622326441,12.293853747320856,14.909467494695383,15.794037436088017,15.4865501149571,13.12332383316778,15.385159417417128,12.132713991231853,10.848966199341916,6.193156563286688,3.37941644590083,5.660543191367161,3.6801158665839084,0.25052295491226406,0.02093456671617389,172.47712679592468,0.002768313124936227,78.64214560293411,167.66010940845783,591.9192914570585
2021-10-11,43.0,5.0,6.0,16.436951448429,16.812020845778797,14.14033254297287,4.582792922180044,12.072369054523191,16.623248580251776,19.716283988333018,19.820323307930845,19.44884652185542,18.023592619559633,19.224524141405517,17.347482082280305,13.756784713948278,9.924425840461952,11.697938489812472,6.061355139898858,3.623907806582429,2.0484383063919003,0.18582907699578846,241.54744742959207,0.00474033173997341,365.15357368297555,107.03213103658892,973.3061854592196
2021-10-12,40.0,5.0,2.0,13.573835416339607,15.366631172062712,12.95483805541699,8.70958191127792,6.588021439727219,13.740925789223514,18.02073849377622,18.08548898698761,17.774521605723333,16.43256805735368,17.7137522577975,15.768740872978029,10.356092334928507,5.8669786901767775,8.846313119861806,5.6269471570804335,2.2291385612455805,0.6964568770869235,0.9820876435914183,209.33365844263577,0.29590975804803654,226.7791408314408,175.66476668856117,1184.0686373034189
2021-10-13,43.0,4.0,8.0,10.526829479488475,17.910817859109994,15.090551767830418,3.881589227476902,15.468133110199163,16.39062389698134,17.39869349665522,21.12170883244376,20.70329961930016,19.184465236729537,20.498175231681046,18.39047872123803,14.406130862460609,12.405735685190008,11.87300858881505,8.662452860179592,0.26151903156008827,1.0305489286584093,1.5012381596324158,246.70664221076763,0.02089993932556251,244.33678986557317,190.97755789151154,1510.0166032619074
2021-10-14,41.0,5.0,6.0,13.245892897541559,16.012617436969933,13.488366179345167,9.164641814434852,13.833433818432603,14.256450908507412,18.831515354929564,18.855472876118316,18.55059446111312,17.11419843849279,18.514500042495165,15.45342362136491,10.520972474808177,7.380536686454626,9.027191302667948,4.572223686454748,2.962981170808442,1.4257484889119136,1.2477461909582281,224.4585078508095,1.2981401099734344,225.3653433540114,148.94982713548535,1326.947028383789
2021-10-15,46.0,4.0,14.0,13.803411532725509,15.620832988074495,13.168168605509232,10.182328447995738,12.029361010032696,12.931715029234804,18.199973303343757,18.378340568199924,18.06151474296901,16.621005296842274,17.944203965505082,16.024937496816705,12.755945658326715,10.90966144120452,4.847127755297511,7.569563802240434,4.072869041753718,3.4823410838792626,0.11942383465936166,226.72272560461073,0.7535859448986919,260.1168985641619,177.92065659597193,1472.1276627260802
2021-10-16,49.0,5.0,8.0,10.914744713536649,13.853780774694407,11.711153278055667,10.160326891623756,8.04219053886284,13.494177920752549,15.932151026774106,16.194883455417735,16.066527770192003,14.734488472185015,16.146717533925482,14.573080312310292,11.578818769813035,5.972480330491712,7.332248928926854,5.824019966179641,1.6040132755600156,0.04692278363471835,0.6278731224557991,194.81059986539228,0.03094219844052956,98.42131174510422,229.5129279173076,1285.7943706917704
2021-10-17,57.0,6.0,3.0,17.706134891739044,18.298271088213564,15.36861075914154,10.478932480724604,11.734146173931322,17.91370584235422,21.73696470552849,21.61671704506898,21.21506382775459,19.608516966218495,21.094476581315217,15.853013882338121,12.811002665760352,9.79644083744218,5.266008008551587,2.8923644041962633,2.623029451633687,0.36450380624790296,0.1463189331791512,246.52422235133932,0.7221304428168213,64.8620484705845,126.64665259263971,842.8574575651094
