date,covidOccupiedBeds,covidOccupiedMVBeds,estimatedNewAdmissions,EDC0-4,EDC5-9,EDC10-14,EDC15-19,EDC20-24,EDC25-29,EDC30-34,EDC35-39,EDC40-44,EDC45-49,EDC50-54,EDC55-59,EDC60-64,EDC65-69,EDC70-74,EDC75-79,EDC80-84,EDC85-89,EDC90+,dailyCases,newDeaths28DaysByDeathDate,dailyFirstDoseByVaccinationDate,dailySecondDoseByVaccinationDate,dailyThirdInjectionByVaccinationDate,EDV12-15,EDV16-17,EDV18-24,EDV25-29,EDV30-34,EDV35-39,EDV40-44,EDV45-49,EDV50-54,EDV55-59,EDV60-64,EDV65-69,EDV70-74,EDV75-79,EDV80-84,EDV85-89,EDV90+
2021-11-07,83.0,8.0,7.0,17.477342519314444,18.968229276742772,20.180589928492147,28.811971103003167,26.202898434002655,22.882351355108383,21.230229637653242,18.838645361389048,21.011710051577968,19.88858868295548,23.004863184452773,23.09018649122451,20.720814012234847,18.064292790945267,16.649244115134486,10.34987799659126,4.884398861924047,1.292412113573657,0.7279853565389768,334.276631272862,1.1232488845990658,243.26065164355708,132.47943434235455,1897.6733342711218,5.788365725783539,4.2738092374628165,26.425728358507286,17.260245039874714,14.030285264773656,12.949011425140272,9.541421365793669,11.922357155396657,3.1706175278219018,7.998989870793634,8.173792803160847,2.9784545515866454,5.801494924684767,1.03229873319126,0.9648870860971255,0.16767527228477572,0.0
2021-11-08,81.0,8.0,7.0,21.96198087562483,23.915586312541926,25.10906728663976,35.05472744087301,32.1829719611091,28.134398986878907,26.726324823141393,23.80320880318592,26.671819640319598,25.0041388213076,29.35509883093026,29.619935156944624,26.691156841718445,22.936959108567077,21.6425750260742,13.791295959809327,7.014552454877283,1.8367240651095502,0.8726648503159002,422.42081413203454,3.3421995708557133,276.8908614214045,189.4555421248969,2203.8785763382375,7.679659627993965,5.647062428482709,34.32948525638798,22.625859705012104,19.09315539485447,17.501396405627915,12.140533242346036,14.494353324273522,12.980256068991073,9.796236966811167,14.053765990803038,9.23496827402045,3.601167441934832,2.208063481586827,0.570641144646276,1.9567663354521236,1.542171035671272
2021-11-09,75.0,5.0,10.0,20.106045591987638,21.109469191489083,22.258374071785294,31.351671957460482,28.628606321082582,25.233193781987286,23.464773967572977,20.6057401536482,23.66784412051608,22.110998445359403,25.539094286257026,25.992848374631304,22.934838649313473,19.935215199029415,19.018031865640975,13.017807769487778,3.3951391558818473,3.275027413235734,2.7029901977844104,374.3477105141545,1.2208503667436494,281.4766114239314,186.80087643192303,3437.831662137618,2.1264096331609807,5.334275536430832,33.6376926425487,21.73679972103913,17.799819655913307,15.905271802306784,13.836204920491024,14.94659889332489,14.33954129016054,7.222243630276454,13.673496093083472,9.98351412648532,7.89402033273883,4.928441243409276,1.145347252954143,2.040152807746547,0.25104684985143916
2021-11-10,76.0,6.0,8.0,20.41879511487641,21.613976797692796,22.77571354899538,32.08707343987818,29.307009301397176,25.644808275164134,24.07422167917953,21.540450070118503,24.20446351172722,22.62488359997115,26.406174948850854,26.22475703805929,23.63857494913033,20.381372157628856,18.599456708818785,8.967073900610288,5.919273524775013,2.3775082617565966,0.22493831457189858,377.03052514320586,2.235317546289195,192.4090740378111,223.63281995248587,3888.276665215334,2.964512539588055,5.859730897917955,37.204557124940756,24.170577413288616,20.035285991905095,17.807850938479458,15.475732403177409,17.21228226838648,17.479042149986984,18.225992149671733,15.298721079798609,14.023207670890363,10.967689931836137,2.4738125144656324,2.292997439198114,1.1707850709128114,0.9700423680402381
2021-11-11,74.0,6.0,10.0,18.259053100371535,19.000007836203476,19.993708791466734,28.477759036789262,25.753272286971796,22.688845631741145,21.195716455089514,18.83743543827872,21.24677206147957,19.911416606554575,23.18472246795812,23.11343849191323,21.055671226053988,17.907491672385262,17.473114662205152,10.618109942869328,5.08619829394686,2.92799857630182,2.0241426530649456,338.7548752316482,6.409663806031216,440.62686922781387,238.37448524217484,3734.5655177050185,10.36671521041872,6.3020105732773075,37.829139364818246,24.911454658109058,20.974276757121725,19.034034613750702,16.744043557420667,18.696353104782787,17.308805167081086,14.066127382478411,17.017248711380166,11.10221134485857,13.454238828223659,3.2205803796937857,4.56158926980794,2.6074136187941557,0.17824270015610416
2021-11-12,71.0,5.0,9.0,17.983814943711998,18.962811228225604,20.147606366330187,28.582814747850165,25.507023912522538,22.542426914914966,21.133016273659305,18.795782913443073,21.202611231384008,19.865601115014993,23.154019469556502,23.38631548202787,20.874577002368504,17.964015728659767,17.37458353290482,10.649874625167932,3.215356650995637,3.344424399743272,0.4946133420270124,335.1812898805112,2.035582169118017,273.4549993826987,178.50154776185784,3198.788277046069,2.509756683254809,5.386300427672474,33.35408492943446,21.604044913508567,18.060142523737472,16.451615587273725,11.842051886709049,11.67009700549797,15.732154391585217,13.589727464251787,4.349269383172672,11.465077434940286,6.910908589219133,2.4162258563064563,2.146273595809446,0.42276444536108426,0.5910526441218782
2021-11-13,74.0,6.0,7.0,15.633434365791185,16.31943123412743,17.4510785443246,24.591544551906534,22.38729805073672,19.519692432082117,18.060063902685975,16.175175736836323,17.952915393448656,16.984691425614262,19.57243222366575,19.941811052529832,17.31816936340326,15.262743627687621,14.4698257087459,8.573180084692842,4.271144938228216,3.214798334431497,0.27428518079676545,287.97371615173813,1.7995853867885545,254.20659129432724,219.63964930148146,5268.749760221232,9.675728957408143,6.0861471537067215,35.76055390208405,23.720843594034143,20.18480000565928,18.394807849185224,15.91892419763799,17.637073330141636,16.32160466019943,15.098446863213926,11.343969121593464,12.166206850575565,6.80550100549471,5.455266146542699,2.710121803885956,1.769820251725645,0.5898336083912562
2021-11-14,74.0,6.0,4.0,16.336005521205198,17.39121104831907,18.43493970977115,23.827798396107212,23.989916327110027,20.52210431302764,19.409382750199107,17.241942340571452,19.429769363375488,18.240874329274266,20.293169701183672,21.13945867129556,19.166617604249225,15.550880490660232,14.548968012313455,5.742129016687269,3.338360968162523,3.293105128416544,0.005441689408732181,297.902134425417,0.14293119424916953,159.45061897435485,171.44263815787232,2106.933655916228,1.0074736866744594,5.091418798249342,33.117946081144986,21.12053627144152,17.42896572445054,15.576659236211254,13.450343600853882,14.242690193029462,9.556220686000756,14.739327862750642,7.739875774012712,7.742122543880718,6.844820828735812,0.39565824898697527,1.5128447015909456,1.8757339198573129,0.0
2021-11-15,74.0,6.0,5.0,21.701437401500424,22.59314790997281,23.972847053972114,33.95182574971017,30.72894540116974,27.030837470963142,25.229501120701798,22.429471464199494,25.2716408366973,23.67244114116142,27.553391125101832,27.79213275434742,24.2291479025892,22.02996302712629,19.805313112380748,7.873990360812251,3.573270376183982,3.2130958315335603,0.7137897380855588,393.44394222312434,1.5082053877614159,234.54107840615902,144.2745167883037,2123.1294765269017,2.128083673391883,4.40760589362369,25.1864443062276,16.676427379912493,14.342793367561365,12.925847030821187,11.398499957532758,8.679645499197758,11.471122503467159,10.61158399157581,10.798155966782806,6.851019230010433,1.9965759443899898,3.6576945927203726,1.9429589182276803,0.8261824571801988,0.37387607567944303
2021-11-16,70.0,7.0,3.0,20.56637504438742,21.388570513446926,22.61089660773336,31.30132546677246,29.08629295123609,25.578325366867038,23.78567171318374,21.267754909566204,23.965665258783385,22.405823834370793,26.11492339276753,26.21922150067428,23.69639955166035,19.97399193271805,15.70922658396902,5.888066831056917,5.018446658717165,2.1570906645414043,1.2043026494191635,367.93843047595124,0.6410338830227456,137.41894044241232,191.45976788350708,3305.560425930976,0.9529356703223348,5.825325586282591,34.37262858197197,22.543841116683485,18.889662496686263,17.38651159605329,15.2755420638778,11.733248851911148,10.68751473620919,18.009147635858987,10.858625999584682,12.065333775613466,8.34325897505193,1.8539610560391124,1.4271584141185472,0.8043923969470574,0.4306789302938382
