year,msoa,ltla,ppln_msoa,total_trust_patients,patients_from_msoa_to_trust,total_patients_of_msoa,tfp_msoa,etc_msoa,sex,ag,ag_ppln_msoa,agf_ppln_msoa,tfp_msoa_ag,msoa_frac_tp,ag_msoa_frac_tp
2011,E02005315,E07000127,8063,83111,2521,3814,0.6609858416360777,5329.528841111694,female,0-4,141,0.017487287610070693,0.01155884951887473,0.030332928252577877,0.0005304406404084684
2011,E02005315,E07000127,8063,83111,2521,3814,0.6609858416360777,5329.528841111694,male,0-4,178,0.022076150316259455,0.014592022796877317,0.030332928252577877,0.0006696342836362225
2011,E02005314,E07000127,6457,83111,2279,3126,0.7290467050543826,4707.454574536148,female,0-4,161,0.024934179959733623,0.018178181742876817,0.027421159653956757,0.0006837241295163447
2011,E02005314,E07000127,6457,83111,2279,3126,0.7290467050543826,4707.454574536148,male,0-4,197,0.03050952454700325,0.022242868343768527,0.027421159653956757,0.0008366065435696889
2011,E02005310,E07000127,7927,83111,2267,3059,0.7410918600849951,5874.635174893756,female,0-4,133,0.016778100163996466,0.012434113459228503,0.02727677443419042,0.0004576524536075849
2011,E02005310,E07000127,7927,83111,2267,3059,0.7410918600849951,5874.635174893756,male,0-4,153,0.01930112274504857,0.01430390495685685,0.02727677443419042,0.000526472371443312
2011,E02001397,E08000012,7612,83111,8,3627,0.0022056796250344637,16.789633305762337,female,0-4,196,0.025748817656332107,5.6793642473299384e-05,9.625681317755773e-05,2.4784991306885595e-06
2011,E02001397,E08000012,7612,83111,8,3627,0.0022056796250344637,16.789633305762337,male,0-4,179,0.02351550183920126,5.1867663279186684e-05,9.625681317755773e-05,2.263527267312511e-06
2011,E02001413,E08000013,9688,83111,12,4206,0.0028530670470756064,27.640513552068473,female,0-4,254,0.026218001651527663,7.48017165521474e-05,0.00014438521976633658,3.785491930289997e-06
2011,E02001413,E08000013,9688,83111,12,4206,0.0028530670470756064,27.640513552068473,male,0-4,263,0.027146985962014862,7.745217107564869e-05,0.00014438521976633658,3.91962353411917e-06
2011,E02001412,E08000013,8817,83111,45,3711,0.012126111560226353,106.91592562651576,female,0-4,251,0.028467732788930476,0.00034520290366528466,0.0005414445741237622,1.5413699456171523e-05
2011,E02001412,E08000013,8817,83111,45,3711,0.012126111560226353,106.91592562651576,male,0-4,265,0.030055574458432575,0.00036445724888964316,0.0005414445741237622,1.6273427712691048e-05
2011,E02001437,E08000014,9556,83111,3344,4374,0.7645176040237769,7305.730224051212,female,0-4,131,0.013708664713269151,0.010480515500953828,0.04023534790821913,0.0005515728940955113
2011,E02001437,E08000014,9556,83111,3344,4374,0.7645176040237769,7305.730224051212,male,0-4,183,0.019150272080368354,0.014640720127286642,0.04023534790821913,0.000770517859690676
2011,E02001423,E08000013,6311,83111,9,2720,0.0033088235294117647,20.881985294117648,female,0-4,125,0.019806686737442562,6.553683111653789e-05,0.00010828891482475244,2.1448446130714715e-06
2011,E02001423,E08000013,6311,83111,9,2720,0.0033088235294117647,20.881985294117648,male,0-4,123,0.019489779749643478,6.448824181867328e-05,0.00010828891482475244,2.1105270992623275e-06
2011,E02001422,E08000013,6384,83111,9,2870,0.0031358885017421603,20.01951219512195,female,0-4,251,0.03931704260651629,0.00012329386183228106,0.00010828891482475244,4.257599877978205e-06
2011,E02001422,E08000013,6384,83111,9,2870,0.0031358885017421603,20.01951219512195,male,0-4,258,0.040413533834586464,0.00012673233606664744,0.00010828891482475244,4.3763377231807844e-06
2011,E02005312,E07000127,5926,83111,1869,2620,0.7133587786259542,4227.364122137405,female,0-4,144,0.024299696253796826,0.017334401640590177,0.022487997978606924,0.0005464515202361453
2011,E02005312,E07000127,5926,83111,1869,2620,0.7133587786259542,4227.364122137405,male,0-4,146,0.02463719203509956,0.01757515721893171,0.022487997978606924,0.0005540411246838696
2011,E02001431,E08000014,7250,83111,2994,3825,0.7827450980392157,5674.901960784314,female,0-4,98,0.013517241379310345,0.010580554428668018,0.036024112331700976,0.0004869466218629925
2011,E02001431,E08000014,7250,83111,2994,3825,0.7827450980392157,5674.901960784314,male,0-4,126,0.017379310344827585,0.013603569979716023,0.036024112331700976,0.0006260742281095617
2011,E02005313,E07000127,8801,83111,3246,4407,0.7365554799183118,6482.424778761062,female,0-4,383,0.043517782070219294,0.032053260857710875,0.039056201946794045,0.0016996392848110577
2011,E02005313,E07000127,8801,83111,3246,4407,0.7365554799183118,6482.424778761062,male,0-4,353,0.04010907851380525,0.029542561573817072,0.039056201946794045,0.0015665082703349958
2011,E02001444,E08000014,5729,83111,1610,2452,0.6566068515497553,3761.700652528548,female,0-4,124,0.021644266015011345,0.014211773362221968,0.019371683651983492,0.0004192858741221772
2011,E02001444,E08000014,5729,83111,1610,2452,0.6566068515497553,3761.700652528548,male,0-4,151,0.026357130389247686,0.0173062724007703,0.019371683651983492,0.0005105819918745867
2011,E02005311,E07000127,5564,83111,1545,2407,0.6418778562525966,3571.4083921894476,female,0-4,78,0.014018691588785047,0.008998287704475654,0.018589597044915834,0.000260601827732465
2011,E02005311,E07000127,5564,83111,1545,2407,0.6418778562525966,3571.4083921894476,male,0-4,100,0.017972681524083392,0.0115362662877893,0.018589597044915834,0.00033410490734931406
2011,E02001443,E08000014,5649,83111,1561,2394,0.652046783625731,3683.4122807017543,female,0-4,104,0.018410338112940343,0.01200440175200496,0.01878211067127095,0.0003457850079327631
2011,E02001443,E08000014,5649,83111,1561,2394,0.652046783625731,3683.4122807017543,male,0-4,117,0.020711630377057887,0.013504951971005581,0.01878211067127095,0.0003890081339243585
2011,E02001421,E08000013,10509,83111,18,4577,0.003932707013327507,41.32881800305877,female,0-4,323,0.030735559996193738,0.00012087395235557948,0.00021657782964950488,6.656640877037784e-06
2011,E02001421,E08000013,10509,83111,18,4577,0.003932707013327507,41.32881800305877,male,0-4,277,0.02635835950137977,0.00010365970527088395,0.00021657782964950488,5.708636293930236e-06
2011,E02005307,E07000127,9197,83111,2878,3945,0.7295310519645121,6709.497084917617,female,0-4,266,0.028922474720017396,0.0210998434079113,0.034628388540626394,0.001001538692161207
2011,E02005307,E07000127,9197,83111,2878,3945,0.7295310519645121,6709.497084917617,male,0-4,288,0.03131455909535718,0.0228449432386408,0.034628388540626394,0.0010843727193324347
2011,E02001425,E08000013,10446,83111,9,4813,0.0018699355911074174,19.53334718470808,female,0-4,256,0.02450698832088838,4.582648969208298e-05,0.00010828891482475244,2.6538351708918844e-06
2011,E02001425,E08000013,10446,83111,9,4813,0.0018699355911074174,19.53334718470808,male,0-4,258,0.02469844916714532,4.6184509142802385e-05,0.00010828891482475244,2.6745682581644773e-06
2011,E02005309,E07000127,8374,83111,2869,3931,0.7298397354362758,6111.677944543373,female,0-4,177,0.021136852161452113,0.015426514589469885,0.03452009962580164,0.0007296462423891677
2011,E02005309,E07000127,8374,83111,2869,3931,0.7298397354362758,6111.677944543373,male,0-4,210,0.025077621208502508,0.01830264442818461,0.03452009962580164,0.0008656819824956227
2011,E02005305,E07000127,7292,83111,2446,3405,0.7183553597650514,5238.247283406755,female,0-4,133,0.018239166209544706,0.013102202804272055,0.029430520629038275,0.0005367881573864633
2011,E02005305,E07000127,7292,83111,2446,3405,0.7183553597650514,5238.247283406755,male,0-4,163,0.02235326385079539,0.016057586895461242,0.029430520629038275,0.0006578681928871693
2011,E02001436,E08000014,8721,83111,2856,3723,0.7671232876712328,6690.082191780822,female,0-4,246,0.0282077743378053,0.021638840587905432,0.034363682304388105,0.0009693229958582128
2011,E02001436,E08000014,8721,83111,2856,3723,0.7671232876712328,6690.082191780822,male,0-4,288,0.033023735810113516,0.025333276785840506,0.034363682304388105,0.0011348171658827856
2011,E02001409,E08000013,9807,83111,21,4350,0.004827586206896552,47.34413793103449,female,0-4,254,0.02589986744162333,0.00012503384282162988,0.000252674134591089,6.544226591836098e-06
2011,E02001409,E08000013,9807,83111,21,4350,0.004827586206896552,47.34413793103449,male,0-4,287,0.02926481084939329,0.0001412783972039676,0.000252674134591089,7.394460755342362e-06
