year,msoa,ltla,ppln_msoa,total_trust_patients,patients_from_msoa_to_trust,total_patients_of_msoa,tfp_msoa,etc_msoa,sex,ag,ag_ppln_msoa,agf_ppln_msoa,tfp_msoa_ag,msoa_frac_tp,ag_msoa_frac_tp
2011,E02005286,E07000125,7510,176269,183,3336,0.05485611510791367,411.96942446043164,female,0-4,218,0.029027962716378163,0.0015923612641178667,0.0010381859544219346,3.0136423177627394e-05
2011,E02005286,E07000125,7510,176269,183,3336,0.05485611510791367,411.96942446043164,male,0-4,243,0.032356857523302265,0.0017749715008286314,0.0010381859544219346,3.359243500992412e-05
2011,E02001160,E08000006,6206,176269,9,2925,0.003076923076923077,19.095384615384614,female,0-4,291,0.04689010634869481,0.00014427725030367633,5.1058325627308264e-05,2.3941303186507743e-06
2011,E02001160,E08000006,6206,176269,9,2925,0.003076923076923077,19.095384615384614,male,0-4,270,0.04350628424105704,0.0001338654899724832,5.1058325627308264e-05,2.2213580276141204e-06
2011,E02001137,E08000005,6196,176269,13,2249,0.005780346820809248,35.8150289017341,female,0-4,160,0.025823111684958037,0.00014926654153154934,7.375091479500082e-05,1.9044781096191303e-06
2011,E02001137,E08000005,6196,176269,13,2249,0.005780346820809248,35.8150289017341,male,0-4,223,0.035990961910910266,0.0002080402422595969,7.375091479500082e-05,2.654366365281663e-06
2011,E02000986,E08000001,8371,176269,37,2979,0.012420275260154415,103.97012420275261,female,0-4,229,0.027356349301158763,0.0003397733884333247,0.0002099064498011562,5.742274161326576e-06
2011,E02000986,E08000001,8371,176269,37,2979,0.012420275260154415,103.97012420275261,male,0-4,237,0.028312029626090075,0.0003516432011296854,0.0002099064498011562,5.942877625477723e-06
2011,E02001032,E08000002,7548,176269,8,3246,0.0024645717806531116,18.602587800369687,female,0-4,207,0.027424483306836247,6.758960765702094e-05,4.538517833538512e-05,1.2446650656365554e-06
2011,E02001032,E08000002,7548,176269,8,3246,0.0024645717806531116,18.602587800369687,male,0-4,242,0.032061473237943824,7.90178021884013e-05,4.538517833538512e-05,1.455115680599258e-06
2011,E02001005,E08000001,7992,176269,29,3552,0.008164414414414414,65.25,female,0-4,382,0.047797797797797796,0.0003902410293176059,0.00016452127146577108,7.863754466957526e-06
2011,E02001005,E08000001,7992,176269,29,3552,0.008164414414414414,65.25,male,0-4,388,0.04854854854854855,0.0003963704695686678,0.00016452127146577108,7.987268935024923e-06
2011,E02000994,E08000001,7945,176269,31,3337,0.0092897812406353,73.80731195684746,female,0-4,395,0.04971680302076778,0.00046185822404668897,0.00017586756604961735,8.743573139030694e-06
2011,E02000994,E08000001,7945,176269,31,3337,0.0092897812406353,73.80731195684746,male,0-4,364,0.04581497797356828,0.0004256111229189741,0.00017586756604961735,8.057368664828284e-06
2011,E02001006,E08000001,7743,176269,18,2904,0.006198347107438017,47.993801652892564,female,0-4,375,0.048430840759395584,0.00030019116173179083,0.00010211665125461653,4.945595275795066e-06
2011,E02001006,E08000001,7743,176269,18,2904,0.006198347107438017,47.993801652892564,male,0-4,383,0.04946403202892936,0.0003065952398487357,0.00010211665125461653,5.0511013083453615e-06
2011,E02001026,E08000002,9030,176269,32,4257,0.007517030772844727,67.87878787878788,female,0-4,395,0.043743078626799554,0.0003288180681366187,0.0001815407133415405,7.941149697664284e-06
2011,E02001026,E08000002,9030,176269,32,4257,0.007517030772844727,67.87878787878788,male,0-4,438,0.04850498338870432,0.00036461345276921265,0.0001815407133415405,8.805629285004954e-06
2011,E02000998,E08000001,8668,176269,35,3584,0.009765625,84.6484375,female,0-4,369,0.0425703737886479,0.0004157263065297646,0.0001985601552173099,8.452780027132827e-06
2011,E02000998,E08000001,8668,176269,35,3584,0.009765625,84.6484375,male,0-4,372,0.04291647438855561,0.00041910619520073837,0.0001985601552173099,8.521501815971306e-06
2011,E02001035,E08000002,7198,176269,18,2974,0.00605245460659045,43.56556825823806,female,0-4,165,0.022923034176160043,0.00013874062379653018,0.00010211665125461653,2.340823486664591e-06
2011,E02001035,E08000002,7198,176269,18,2974,0.00605245460659045,43.56556825823806,male,0-4,181,0.02514587385384829,0.00015219426004346644,0.00010211665125461653,2.567812430826006e-06
