year,msoa,ltla,ppln_msoa,total_trust_patients,patients_from_msoa_to_trust,total_patients_of_msoa,tfp_msoa,etc_msoa,sex,ag,ag_ppln_msoa,agf_ppln_msoa,tfp_msoa_ag,msoa_frac_tp,ag_msoa_frac_tp
2011,E02000891,E09000030,12788,90064,13,2977,0.004366812227074236,55.842794759825324,female,0-4,465,0.036362214576165154,0.000158786963214695,0.0001443418013856813,5.248587554296356e-06
2011,E02000891,E09000030,12788,90064,13,2977,0.004366812227074236,55.842794759825324,male,0-4,499,0.03902095714732562,0.0001703971927830813,0.0001443418013856813,5.632355246438455e-06
2011,E02000893,E09000030,6812,90064,12,2130,0.005633802816901409,38.3774647887324,female,0-4,261,0.038314738696418084,0.0002158576827967216,0.00013323858589447504,5.1050016028270675e-06
2011,E02000893,E09000030,6812,90064,12,2130,0.005633802816901409,38.3774647887324,male,0-4,298,0.04374633000587199,0.00024645819721618025,0.00013323858589447504,5.828699148055426e-06
2011,E02000894,E09000030,10240,90064,13,2412,0.00538971807628524,55.19071310116086,female,0-4,384,0.0375,0.0002021144278606965,0.0001443418013856813,5.412817551963048e-06
2011,E02000894,E09000030,10240,90064,13,2412,0.00538971807628524,55.19071310116086,male,0-4,366,0.0357421875,0.00019264031405472637,0.0001443418013856813,5.159091729214781e-06
2011,E02006786,E09000011,6919,90064,176,728,0.24175824175824176,1672.7252747252746,female,0-4,255,0.036855036855036855,0.00891000891000891,0.0019541659264523006,7.202085724025678e-05
2011,E02006786,E09000011,6919,90064,176,728,0.24175824175824176,1672.7252747252746,male,0-4,318,0.04596039890157537,0.011111305228952288,0.0019541659264523006,8.981424549961433e-05
2011,E02006929,E09000011,7536,90064,323,1084,0.29797047970479706,2245.5055350553507,female,0-4,304,0.040339702760084924,0.012020040582571431,0.00358633860365962,0.0001446718332686471
2011,E02006929,E09000011,7536,90064,323,1084,0.29797047970479706,2245.5055350553507,male,0-4,289,0.03834925690021231,0.011426946474878762,0.00358633860365962,0.00013753342044289145
2011,E02000065,E09000004,7776,90064,155,777,0.1994851994851995,1551.1969111969113,female,0-4,441,0.056712962962962965,0.011313396730063397,0.0017209984011369692,9.760291858299941e-05
2011,E02000065,E09000004,7776,90064,155,777,0.1994851994851995,1551.1969111969113,male,0-4,428,0.055041152263374485,0.010979895239154498,0.0017209984011369692,9.472573504200396e-05
2011,E02000316,E09000011,10817,90064,225,1075,0.20930232558139536,2264.0232558139537,female,0-4,461,0.04261810113709901,0.008920067679857932,0.002498223485521407,0.00010646954116902733
2011,E02000316,E09000011,10817,90064,225,1075,0.20930232558139536,2264.0232558139537,male,0-4,499,0.046131089951003054,0.009655344408349477,0.002498223485521407,0.0001152457723282964
2011,E02000314,E09000011,13206,90064,288,1233,0.23357664233576642,3084.613138686131,female,0-4,799,0.06050280175677722,0.014132041286254532,0.003197726061467401,0.0001934713859694422
2011,E02000314,E09000011,13206,90064,288,1233,0.23357664233576642,3084.613138686131,male,0-4,822,0.062244434348023625,0.014538845979100408,0.003197726061467401,0.0001990406498959718
2011,E02000320,E09000011,6658,90064,164,701,0.23395149786019973,1557.6490727532098,female,0-4,322,0.04836287173325323,0.011314566282815307,0.0018209273405578256,8.806527540697204e-05
2011,E02000320,E09000011,6658,90064,164,701,0.23395149786019973,1557.6490727532098,male,0-4,329,0.04941423851006308,0.011560535115050423,0.0018209273405578256,8.997973791581926e-05
2011,E02000319,E09000011,11021,90064,269,1039,0.25890279114533205,2853.3676612127047,female,0-4,502,0.04554940568006533,0.011792868265579955,0.002986764967134482,0.00013604536915901553
2011,E02000319,E09000011,11021,90064,269,1039,0.25890279114533205,2853.3676612127047,male,0-4,505,0.04582161328373106,0.011863343573939995,0.002986764967134482,0.00013685838929343195
2011,E02000323,E09000011,10720,90064,272,1082,0.2513863216266174,2694.8613678373385,female,0-4,487,0.04542910447761194,0.01142025546941816,0.0030200746136081007,0.00013719928515178593
2011,E02000323,E09000011,10720,90064,272,1082,0.2513863216266174,2694.8613678373385,male,0-4,579,0.054011194029850745,0.013577675393825697,0.0030200746136081007,0.00016311783594021365
2011,E02000327,E09000011,6964,90064,172,793,0.21689785624211855,1510.4766708701136,female,0-4,394,0.056576680068925904,0.012271360620246224,0.0019097530644874756,0.00010804748814015872
2011,E02000327,E09000011,6964,90064,172,793,0.21689785624211855,1510.4766708701136,male,0-4,356,0.0511200459506031,0.011087828377684406,0.0019097530644874756,9.762666441090484e-05
2011,E02000157,E09000006,7964,90064,58,653,0.0888208269525268,707.3690658499235,female,0-4,176,0.022099447513812154,0.0019628912033707578,0.0006439864984899627,1.42317458229826e-05
2011,E02000157,E09000006,7964,90064,58,653,0.0888208269525268,707.3690658499235,male,0-4,154,0.019337016574585635,0.001717529802949413,0.0006439864984899627,1.2452777595109774e-05
2011,E02000136,E09000006,5723,90064,57,579,0.09844559585492228,563.4041450777203,female,0-4,167,0.029180499737899702,0.0028726916840419395,0.0006328832829987565,1.8467850473666316e-05
2011,E02000136,E09000006,5723,90064,57,579,0.09844559585492228,563.4041450777203,male,0-4,159,0.027782631486982352,0.002735077711153703,0.0006328832829987565,1.7583163025826014e-05
2011,E02000092,E09000004,6457,90064,116,911,0.12733260153677278,822.1866081229418,female,0-4,245,0.037943317330029425,0.004831421306567962,0.0012879729969799253,4.886996813691834e-05
2011,E02000092,E09000004,6457,90064,116,911,0.12733260153677278,822.1866081229418,male,0-4,250,0.03871767074492798,0.004930021741395879,0.0012879729969799253,4.986731442542687e-05
2011,E02005034,E07000107,7666,90064,19,2310,0.008225108225108226,63.05367965367966,female,0-4,212,0.02765457865901383,0.00022746190239015705,0.00021096109433291882,5.83404017722134e-06
2011,E02005034,E07000107,7666,90064,19,2310,0.008225108225108226,63.05367965367966,male,0-4,205,0.02674145577876337,0.00021995136787727448,0.00021096109433291882,5.641406775143277e-06
2011,E02005035,E07000107,7992,90064,22,2909,0.0075627363355104844,60.44138879339979,female,0-4,251,0.031406406406406406,0.00023751837089753898,0.0002442707408065376,7.671666158964081e-06
2011,E02005035,E07000107,7992,90064,22,2909,0.0075627363355104844,60.44138879339979,male,0-4,241,0.030155155155155156,0.0002280554875948482,0.0002442707408065376,7.36602208888583e-06
2011,E02005062,E07000109,6991,90064,17,2398,0.007089241034195163,49.560884070058385,female,0-4,184,0.02631955371191532,0.0001865856601762137,0.0001887546633505063,4.9679385004281445e-06
2011,E02005062,E07000109,6991,90064,17,2398,0.007089241034195163,49.560884070058385,male,0-4,223,0.03189815477041911,0.00022613370771356331,0.0001887546633505063,6.020925465192806e-06
2011,E02005033,E07000107,6580,90064,16,2431,0.00658165364047717,43.30728095433978,female,0-4,248,0.03768996960486322,0.0002480623256593219,0.00017765144785930004,6.695677670076961e-06
2011,E02005033,E07000107,6580,90064,16,2431,0.00658165364047717,43.30728095433978,male,0-4,253,0.038449848024316106,0.000253063582225034,0.00017765144785930004,6.830671171489804e-06
2011,E02005132,E07000114,9611,90064,11,4421,0.0024881248586292692,23.913368016285908,female,0-4,392,0.04078659868900218,0.00010148215009704229,0.0001221353704032688,4.981486338370759e-06
2011,E02005132,E07000114,9611,90064,11,4421,0.0024881248586292692,23.913368016285908,male,0-4,452,0.04702944542711476,0.00011701513225475285,0.0001221353704032688,5.7439587371009775e-06
