year,msoa,ltla,ppln_msoa,total_trust_patients,patients_from_msoa_to_trust,total_patients_of_msoa,tfp_msoa,etc_msoa,sex,ag,ag_ppln_msoa,agf_ppln_msoa,tfp_msoa_ag,msoa_frac_tp,ag_msoa_frac_tp
2011,E02004003,E07000029,12034,200304,101,5088,0.01985062893081761,238.88246855345912,female,0-4,271,0.0225195280039887,0.0004470267941043354,0.0005042335649812286,1.1355101887145832e-05
2011,E02004003,E07000029,12034,200304,101,5088,0.01985062893081761,238.88246855345912,male,0-4,309,0.025677247797905933,0.0005097095180008843,0.0005042335649812286,1.294733019604451e-05
2011,E02004007,E07000029,10493,200304,19,5074,0.003744580212849823,39.29188017343319,female,0-4,233,0.022205279710283046,8.314945102392154e-05,9.485581915488457e-05,2.1062999964822362e-06
2011,E02004007,E07000029,10493,200304,19,5074,0.003744580212849823,39.29188017343319,male,0-4,251,0.023920709044124654,8.957301376396698e-05,9.485581915488457e-05,2.2690184511461e-06
2011,E02005203,E07000119,7256,200304,16,3449,0.004639025804581038,33.66077123804001,female,0-4,189,0.026047409040793827,0.00012083460268271999,7.987858455148175e-05,2.08063016541208e-06
2011,E02005203,E07000119,7256,200304,16,3449,0.004639025804581038,33.66077123804001,male,0-4,202,0.027839029768467475,0.0001291459774704203,7.987858455148175e-05,2.2237422931917466e-06
2011,E02004023,E07000031,6228,200304,12,2256,0.005319148936170213,33.12765957446808,female,0-4,106,0.0170199100834939,9.053143661432925e-05,5.990893841361131e-05,1.0196447449972382e-06
2011,E02004023,E07000031,6228,200304,12,2256,0.005319148936170213,33.12765957446808,male,0-4,115,0.01846499678869621,9.821806802497984e-05,5.990893841361131e-05,1.106218355421532e-06
2011,E02004014,E07000030,7564,200304,24,3149,0.007621467132422992,57.648777389647506,female,0-4,168,0.0222104706504495,0.00016927637205804637,0.00011981787682722263,2.6612114366702013e-06
2011,E02004014,E07000030,7564,200304,24,3149,0.007621467132422992,57.648777389647506,male,0-4,162,0.02141723955579059,0.00016323078734168756,0.00011981787682722263,2.566168171074837e-06
