year,msoa,ltla,ppln_msoa,total_trust_patients,patients_from_msoa_to_trust,total_patients_of_msoa,tfp_msoa,etc_msoa,sex,ag,ag_ppln_msoa,agf_ppln_msoa,tfp_msoa_ag,msoa_frac_tp,ag_msoa_frac_tp
2011,E02001214,E08000007,7445,62543,27,3418,0.007899356348741955,58.810708016383856,female,0-4,181,0.024311618535930155,0.00019204613822999247,0.0004317029883440193,1.04953983734409e-05
2011,E02001214,E08000007,7445,62543,27,3418,0.007899356348741955,58.810708016383856,male,0-4,224,0.030087306917394224,0.00023767035891446582,0.0004317029883440193,1.298878030746277e-05
2011,E02001189,E08000007,8375,62543,21,3710,0.005660377358490566,47.40566037735849,female,0-4,226,0.026985074626865672,0.0001527457054350887,0.00033576899093423724,9.060751277747776e-06
2011,E02001189,E08000007,8375,62543,21,3710,0.005660377358490566,47.40566037735849,male,0-4,260,0.031044776119402984,0.00017572514784567724,0.00033576899093423724,1.0423873151391245e-05
2011,E02001194,E08000007,5872,62543,19,2522,0.00753370340999207,44.23790642347343,female,0-4,135,0.022990463215258855,0.00017320333112209288,0.0003037909917976432,6.984295622050721e-06
2011,E02001194,E08000007,5872,62543,19,2522,0.00753370340999207,44.23790642347343,male,0-4,149,0.02537465940054496,0.0001911651580532729,0.0003037909917976432,7.708592945818945e-06
2011,E02003857,E06000049,6417,62543,1188,2349,0.5057471264367817,3245.379310344828,female,0-4,194,0.03023219573009194,0.01528984611636834,0.01899493148713685,0.0005742584865988077
2011,E02003857,E06000049,6417,62543,1188,2349,0.5057471264367817,3245.379310344828,male,0-4,201,0.031323048153342685,0.015841541594794003,0.01899493148713685,0.0005949791536410328
2011,E02003860,E06000049,6999,62543,1362,2518,0.5409054805401112,3785.7974583002383,female,0-4,215,0.03071867409629947,0.016615899173613932,0.02177701741202053,0.0006689611006692976
2011,E02003860,E06000049,6999,62543,1362,2518,0.5409054805401112,3785.7974583002383,male,0-4,232,0.033147592513216174,0.01792971445710899,0.02177701741202053,0.00072185569932687
2011,E02003858,E06000049,6603,62543,1240,2430,0.5102880658436214,3369.4320987654323,female,0-4,172,0.0260487657125549,0.013292374273073282,0.019826359464688293,0.0005164521926285607
2011,E02003858,E06000049,6603,62543,1240,2430,0.5102880658436214,3369.4320987654323,male,0-4,164,0.02483719521429653,0.012674124306883828,0.019826359464688293,0.0004924311604132788
2011,E02003856,E06000049,10262,62543,1894,4618,0.4101342572542226,4208.797747942832,female,0-4,271,0.026408107581368155,0.010830869588374033,0.03028316518235454,0.0007997210840399611
2011,E02003856,E06000049,10262,62543,1894,4618,0.4101342572542226,4208.797747942832,male,0-4,306,0.029818748781913856,0.012229690383920494,0.03028316518235454,0.0009030060948938305
2011,E02001199,E08000007,7813,62543,13,3176,0.004093198992443325,31.980163727959695,female,0-4,205,0.026238320747472163,0.00010739866804695784,0.00020785699438786114,5.453818488354222e-06
2011,E02001199,E08000007,7813,62543,13,3176,0.004093198992443325,31.980163727959695,male,0-4,232,0.02969409957762703,0.00012154385847265472,0.00020785699438786114,6.172126289259412e-06
2011,E02001188,E08000007,7962,62543,9,3719,0.0024200053777897286,19.26808281796182,female,0-4,356,0.04471238382316001,0.00010820420930584568,0.00014390099611467312,6.434156570814321e-06
2011,E02001188,E08000007,7962,62543,9,3719,0.0024200053777897286,19.26808281796182,male,0-4,332,0.041698065812609895,0.00010090954350994597,0.00014390099611467312,6.000393206489761e-06
2011,E02001220,E08000007,5540,62543,30,2190,0.0136986301369863,75.8904109589041,female,0-4,145,0.026173285198555957,0.0003585381534048761,0.00047966998704891033,1.2554539372218772e-05
2011,E02001220,E08000007,5540,62543,30,2190,0.0136986301369863,75.8904109589041,male,0-4,148,0.026714801444043323,0.000365956184164977,0.00047966998704891033,1.2814288462678472e-05
2011,E02001192,E08000007,6439,62543,15,2518,0.005957108816521049,38.357823669579034,female,0-4,179,0.027799347724801988,0.0001656037394249523,0.00023983499352445516,6.667256381561962e-06
2011,E02001192,E08000007,6439,62543,15,2518,0.005957108816521049,38.357823669579034,male,0-4,197,0.03059481285913962,0.00018225662942299219,0.00023983499352445516,7.337706743953668e-06
2011,E02001187,E08000007,7190,62543,9,3170,0.0028391167192429023,20.41324921135647,female,0-4,254,0.03532684283727399,0.00010029703013737096,0.00014390099611467312,5.083567873870232e-06
2011,E02001187,E08000007,7190,62543,9,3170,0.0028391167192429023,20.41324921135647,male,0-4,232,0.03226703755215577,9.160988579476402e-05,0.00014390099611467312,4.643258845424779e-06
2011,E02001197,E08000007,6226,62543,18,2541,0.0070838252656434475,44.103896103896105,female,0-4,220,0.0353356890459364,0.0002503118468425247,0.00028780199222934623,1.0169681704217182e-05
2011,E02001197,E08000007,6226,62543,18,2541,0.0070838252656434475,44.103896103896105,male,0-4,209,0.03356890459363958,0.00023779625450039843,0.00028780199222934623,9.661197619006323e-06
2011,E02001208,E08000007,7232,62543,28,3336,0.008393285371702638,60.700239808153476,female,0-4,240,0.033185840707964605,0.0002785382313618132,0.0004476919879123163,1.4857034997090145e-05
2011,E02001208,E08000007,7232,62543,28,3336,0.008393285371702638,60.700239808153476,male,0-4,232,0.032079646017699116,0.0002692536236497528,0.0004476919879123163,1.4361800497187139e-05
2011,E02003863,E06000049,6787,62543,1695,2836,0.597672778561354,4056.4051480959097,female,0-4,212,0.03123618682775895,0.018669018573008258,0.027101354268263433,0.0008465429652087591
2011,E02003863,E06000049,6787,62543,1695,2836,0.597672778561354,4056.4051480959097,male,0-4,213,0.031383527331663476,0.018757079981371508,0.027101354268263433,0.0008505360924031401
2011,E02001225,E08000007,7087,62543,46,2742,0.016776075857038657,118.89204959883295,female,0-4,191,0.02695075490334415,0.000452127908662958,0.0007354939801416625,1.9822117991683018e-05
2011,E02001225,E08000007,7087,62543,46,2742,0.016776075857038657,118.89204959883295,male,0-4,213,0.030055030337237196,0.0005042054688230894,0.0007354939801416625,2.2105293886013e-05
2011,E02003864,E06000049,8027,62543,1794,2919,0.6145940390544707,4933.346351490237,female,0-4,167,0.020804783854491093,0.012786496140786922,0.02868426522552484,0.0005967699380419395
2011,E02003864,E06000049,8027,62543,1794,2919,0.6145940390544707,4933.346351490237,male,0-4,174,0.021676840662763174,0.01332245705686781,0.02868426522552484,0.0006217842468221405
2011,E02003859,E06000049,11826,62543,1941,4820,0.40269709543568466,4762.295850622407,female,0-4,268,0.022661931337730423,0.009125893926666961,0.0310346481620645,0.0007033050657393274
2011,E02003859,E06000049,11826,62543,1941,4820,0.40269709543568466,4762.295850622407,male,0-4,304,0.025706071368171823,0.010351760275025209,0.0310346481620645,0.0007977788805401325
2011,E02001216,E08000007,7309,62543,33,3071,0.010745685444480626,78.5402149137089,female,0-4,171,0.023395813380763443,0.0002514040513074548,0.0005276369857538013,1.2344496451484476e-05
2011,E02001216,E08000007,7309,62543,33,3071,0.010745685444480626,78.5402149137089,male,0-4,212,0.029005335887262278,0.0003116822156560258,0.0005276369857538013,1.530428799833163e-05
