year,ltla,ppln_ltla,patients_from_ltla_to_trust,total_patients_of_ltla,tfp_ltla,etc_ltla,total_trust_patients,ltla_frac_tp
2019,E06000032,213052,44,95080,0.00046276819520403865,98.59368952461084,157705,0.0002790019339906788
2019,E06000036,122549,30,44789,0.0006698073187613031,82.08421710687891,157705,0.000190228591357281
2019,E06000038,161780,43,49797,0.0008635058336847602,139.69797377352052,157705,0.0002726609809454361
2019,E06000039,149539,810,64628,0.012533267314476695,1874.2122609395306,157705,0.005136171966646587
2019,E06000040,151422,1162,59303,0.01959428696693253,2967.006121106858,157705,0.007368187438572017
2019,E06000041,171119,66,50819,0.001298726854129361,222.23684055176213,157705,0.0004185029009860182
2019,E06000042,269457,2249,97063,0.023170518117099203,6243.458300279201,157705,0.014260803398750832
2019,E06000055,173292,54,77823,0.0006938822713079681,120.24424655950041,157705,0.0003424114644431058
2019,E06000056,288648,4561,118104,0.03861850572376888,11147.154440154442,157705,0.028921086839351955
2019,E06000060,543973,134389,217658,0.617431934502752,335866.30170726555,157705,0.8521543387971212
2019,E07000096,154763,7935,63235,0.12548430457816082,19420.3274294299,157705,0.050315462414000825
2019,E07000098,104919,30,45436,0.0006602693899110838,69.274804120081,157705,0.000190228591357281
2019,E07000102,93323,369,40685,0.009069681700872556,846.4099053705298,157705,0.0023398116736945557
2019,E07000103,96577,168,40909,0.004106675792612873,396.61042802317337,157705,0.0010652801116007736
2019,E07000152,94527,8,38951,0.00020538625452491598,19.414546481476727,157705,5.07276243619416e-05
2019,E07000154,224610,29,93538,0.000310034424511963,69.63683208963202,157705,0.0001838876383120383
2019,E07000155,94490,244,33343,0.007317877815433523,691.4662747803137,157705,0.0015471925430392188
2019,E07000156,79707,11,35231,0.0003122250290936959,24.88652039397121,157705,6.97504834976697e-05
2019,E07000177,150503,328,56704,0.005784424379232506,870.5732223476297,157705,0.0020798325988396053
2019,E07000178,152457,173,52833,0.003274468608634755,499.2156606666288,157705,0.0010969848768269874
2019,E07000179,142057,4674,50463,0.09262231734141846,13157.648534569882,157705,0.02963761453346438
2019,E07000180,136007,85,46427,0.001830831197363603,249.00585865983157,157705,0.0005389810088456295
2019,E07000181,110643,44,39435,0.0011157601115760114,123.4510460251046,157705,0.0002790019339906788
2019,E07000240,148452,137,56413,0.002428518249339691,360.5183911509758,157705,0.0008687105671982499
2019,E09000017,306870,62,136866,0.00045299782268788446,139.01144184823113,157705,0.0003931390888050474
