msoa,ltla,ppln_msoa,ppln_ltla,patients_from_msoa_to_trust,total_patients_of_msoa,tfp_msoa,etc_msoa,sex,ag,ag_ppln_msoa,agf_ppln_msoa,ag_trust_factor
E02006911,E07000135,15834,56282,21,4228,0.004966887417218543,78.64569536423842,female,0-4,346,0.02185171150688392,0.0001085349909282314
E02006911,E07000135,15834,56282,21,4228,0.004966887417218543,78.64569536423842,male,0-4,366,0.023114816218264493,0.00011480868982581702
E02002867,E06000017,8431,37791,670,2709,0.24732373569582872,2085.186415651532,female,0-4,169,0.0200450717589847,0.004957622029723052
E02002867,E06000017,8431,37791,670,2709,0.24732373569582872,2085.186415651532,male,0-4,181,0.021468390463764676,0.0053096425288749844
E02003460,E06000042,10031,256376,14,3554,0.0039392234102419805,39.51435002813731,female,0-4,365,0.036387199680988934,0.00014333730881650113
E02003460,E06000042,10031,256376,14,3554,0.0039392234102419805,39.51435002813731,male,0-4,357,0.03558967201674808,0.00014019566917120794
E02005688,E07000155,8881,87251,13,3000,0.004333333333333333,38.48433333333333,female,0-4,266,0.029951582029050784,0.00012979018879255338
E02005688,E07000155,8881,87251,13,3000,0.004333333333333333,38.48433333333333,male,0-4,266,0.029951582029050784,0.00012979018879255338
E02005630,E07000152,9994,88136,576,3363,0.17127564674397858,1711.728813559322,female,0-4,207,0.020712427456473885,0.0035475344082453036
E02005630,E07000152,9994,88136,576,3363,0.17127564674397858,1711.728813559322,male,0-4,209,0.02091254752851711,0.0035818101030109586
E02003617,E06000055,8930,161553,287,3239,0.08860759493670886,791.2658227848101,female,0-4,200,0.022396416573348264,0.001984492607765036
E02003617,E06000055,8930,161553,287,3239,0.08860759493670886,791.2658227848101,male,0-4,210,0.023516237402015677,0.002083717238153288
E02005489,E07000141,7220,136612,10,2744,0.0036443148688046646,26.311953352769677,female,0-4,214,0.0296398891966759,0.00010801708890916873
E02005489,E07000141,7220,136612,10,2744,0.0036443148688046646,26.311953352769677,male,0-4,190,0.02631578947368421,9.590302286328064e-05
E02003616,E06000055,5648,161553,40,2054,0.019474196689386564,109.99026290165531,female,0-4,110,0.019475920679886686,0.0003792779100270046
E02003616,E06000055,5648,161553,40,2054,0.019474196689386564,109.99026290165531,male,0-4,118,0.020892351274787536,0.0004068617580289686
