msoa,ltla,ppln_msoa,ppln_ltla,patients_from_msoa_to_trust,total_patients_of_msoa,tfp_msoa,etc_msoa,sex,ag,ag_ppln_msoa,agf_ppln_msoa,ag_trust_factor
E02003005,E06000022,6206,181241,10,2129,0.004697040864255519,29.149835603569752,female,0-4,154,0.024814695456010314,0.00011655563859093619
E02003005,E06000022,6206,181241,10,2129,0.004697040864255519,29.149835603569752,male,0-4,155,0.024975829842088303,0.00011731249338698123
E02003037,E06000023,8784,443791,8,2078,0.0038498556304138597,33.817131857555346,female,0-4,148,0.016848816029143898,6.486550925560693e-05
E02003037,E06000023,8784,443791,8,2078,0.0038498556304138597,33.817131857555346,male,0-4,136,0.015482695810564663,5.960614364028745e-05
E02003076,E06000024,9198,208185,9,3641,0.0024718483932985444,22.73606152156001,female,0-4,230,0.025005435964340073,6.180964671218365e-05
E02003076,E06000024,9198,208185,9,3641,0.0024718483932985444,22.73606152156001,male,0-4,245,0.02663622526636225,6.584071062819562e-05
E02002994,E06000022,10239,181241,10,3101,0.0032247662044501773,33.01838116736536,female,0-4,239,0.023342123254224044,7.52728902103323e-05
E02002994,E06000022,10239,181241,10,3101,0.0032247662044501773,33.01838116736536,male,0-4,261,0.025490770583064752,8.220177550165995e-05
E02003134,E06000026,6673,260512,8,2688,0.002976190476190476,19.860119047619047,female,0-4,200,0.029971527049303164,8.920097336102131e-05
E02003134,E06000026,6673,260512,8,2688,0.002976190476190476,19.860119047619047,male,0-4,236,0.035366401918177734,0.00010525714856600516
E02003894,E06000052,8128,545961,87,2956,0.02943166441136671,239.22056833558864,female,0-4,198,0.02436023622047244,0.000716962297422565
E02003894,E06000052,8128,545961,87,2956,0.02943166441136671,239.22056833558864,male,0-4,217,0.026697834645669292,0.0007857617098014981
E02003950,E06000052,5423,545961,1764,1914,0.9216300940438872,4998.0,female,0-4,113,0.020837174995390007,0.019204167550610225
E02003950,E06000052,5423,545961,1764,1914,0.9216300940438872,4998.0,male,0-4,99,0.018255578093306288,0.0168248901549594
E02003122,E06000026,6879,260512,10,2681,0.003729951510630362,25.658336441626258,female,0-4,212,0.03081843291176043,0.00011495126039448128
E02003122,E06000026,6879,260512,10,2681,0.003729951510630362,25.658336441626258,male,0-4,203,0.02951010321267626,0.00011007125405697972
E02003903,E06000052,6581,545961,51,2408,0.02117940199335548,139.38164451827242,female,0-4,158,0.024008509345084333,0.0005084858706807728
E02003903,E06000052,6581,545961,51,2408,0.02117940199335548,139.38164451827242,male,0-4,165,0.025072177480626043,0.0005310137257109336
E02003940,E06000052,6115,545961,1822,2101,0.8672060923369824,5302.965254640648,female,0-4,129,0.02109566639411284,0.018294290418883197
E02003940,E06000052,6115,545961,1822,2101,0.8672060923369824,5302.965254640648,male,0-4,122,0.019950940310711367,0.017301576985300385
E02003892,E06000052,6331,545961,39,2103,0.018544935805991442,117.40798858773182,female,0-4,126,0.01990206918338335,0.0003690825954122448
E02003892,E06000052,6331,545961,39,2103,0.018544935805991442,117.40798858773182,male,0-4,114,0.018006634023061126,0.00033393187203965
E02003896,E06000052,5836,545961,173,2296,0.07534843205574913,439.73344947735194,female,0-4,160,0.027416038382453736,0.0020657555052981257
E02003896,E06000052,5836,545961,173,2296,0.07534843205574913,439.73344947735194,male,0-4,171,0.02930089102124743,0.002207776196287372
E02003917,E06000052,7795,545961,2700,2873,0.9397841977027498,7325.617821092935,female,0-4,229,0.02937780628608082,0.027608798110831265
E02003917,E06000052,7795,545961,2700,2873,0.9397841977027498,7325.617821092935,male,0-4,228,0.029249518922386145,0.027488235673666064
E02003125,E06000026,6097,260512,12,2469,0.004860267314702308,29.633049817739973,female,0-4,154,0.02525832376578645,0.00012276220542302042
E02003125,E06000026,6097,260512,12,2469,0.004860267314702308,29.633049817739973,male,0-4,208,0.03411513859275053,0.0001658086930388847
E02003913,E06000052,6002,545961,1929,2098,0.9194470924690181,5518.521448999047,female,0-4,127,0.021159613462179275,0.019455145075569027
E02003913,E06000052,6002,545961,1929,2098,0.9194470924690181,5518.521448999047,male,0-4,140,0.02332555814728424,0.02144661661873751
E02003901,E06000052,7508,545961,643,2743,0.23441487422530077,1759.9868756835583,female,0-4,129,0.017181672882258924,0.004027639687674987
E02003901,E06000052,7508,545961,643,2743,0.23441487422530077,1759.9868756835583,male,0-4,150,0.019978689397975494,0.004683301962412775
E02003149,E06000026,9720,260512,15,3211,0.004671441918405481,45.40641544690128,female,0-4,270,0.027777777777777776,0.00012976227551126336
E02003149,E06000026,9720,260512,15,3211,0.004671441918405481,45.40641544690128,male,0-4,307,0.03158436213991769,0.00014754451326651056
E02003916,E06000052,6912,545961,2024,2163,0.9357374017568192,6467.816920943134,female,0-4,83,0.012008101851851851,0.0112364300268831
E02003916,E06000052,6912,545961,2024,2163,0.9357374017568192,6467.816920943134,male,0-4,106,0.015335648148148149,0.014350139552404923
E02003929,E06000052,6602,545961,2469,2640,0.9352272727272727,6174.370454545454,female,0-4,153,0.02317479551651015,0.021673700806918012
E02003929,E06000052,6602,545961,2469,2640,0.9352272727272727,6174.370454545454,male,0-4,151,0.022871857013026357,0.021390384456500783
E02003893,E06000052,6531,545961,242,2216,0.1092057761732852,713.2229241877257,female,0-4,133,0.020364415862808145,0.002223911840613525
E02003893,E06000052,6531,545961,242,2216,0.1092057761732852,713.2229241877257,male,0-4,130,0.01990506813657939,0.00217374841563728
E02003133,E06000026,7461,260512,10,2670,0.003745318352059925,27.9438202247191,female,0-4,219,0.029352633695215118,0.00010993495765998172
E02003133,E06000026,7461,260512,10,2670,0.003745318352059925,27.9438202247191,male,0-4,224,0.030022785149443773,0.00011244488820016394
E02003130,E06000026,10770,260512,12,4060,0.002955665024630542,31.83251231527094,female,0-4,363,0.03370473537604457,9.961990751540268e-05
E02003130,E06000026,10770,260512,12,4060,0.002955665024630542,31.83251231527094,male,0-4,364,0.033797585886722374,9.989434252233214e-05
E02003124,E06000026,7978,260512,13,3186,0.004080351537978657,32.55304456999372,female,0-4,305,0.038230132865379796,0.00015599238143438083
E02003124,E06000026,7978,260512,13,3186,0.004080351537978657,32.55304456999372,male,0-4,333,0.041739784407119576,0.00017031299350048792
E02003910,E06000052,6428,545961,2315,2470,0.937246963562753,6024.6234817813765,female,0-4,167,0.025980087118855008,0.02434975776524265
