year,ltla,ppln_ltla,patients_from_ltla_to_trust,total_patients_of_ltla,tfp_ltla,etc_ltla,total_trust_patients,ltla_frac_tp
2011,E06000001,92088,177,42728,0.0041424826811458,381.4729451413593,190885,0.0009272598685072
2011,E06000002,138368,339,58636,0.0057814312026741,799.9650726516134,190885,0.0017759383922256
2011,E06000003,135164,248,53255,0.0046568397333583,629.4370857196507,190885,0.0012992115671739
2011,E06000004,191824,985,83384,0.0118128178067734,2265.981962966516,190885,0.005160174974461
2011,E06000005,105584,36050,43078,0.8368540786480339,88358.40103997401,190885,0.1888571653089556
2011,E06000047,512994,136536,231893,0.5887887948320993,302045.119016098,190885,0.7152788328050921
2011,E06000057,316278,254,149499,0.0016990080201205,537.3588585876829,190885,0.0013306441050894
2011,E07000030,52502,49,19821,0.0024721255234347,129.79153423137075,190885,0.0002566990596432
2011,E07000164,89602,670,34953,0.0191685978313735,1717.5447028867336,190885,0.0035099667338973
2011,E07000165,158683,25,60099,0.000415980299173,66.0090018136741,190885,0.0001309689079812
2011,E07000166,53287,3220,20252,0.1589966423069326,8472.45407860952,190885,0.0168687953479843
2011,E08000021,279092,180,109985,0.0016365868072919,456.7582852207119,190885,0.0009429761374649
2011,E08000022,201206,41,102765,0.0003989685204106,80.27486011774437,190885,0.0002147890090892
2011,E08000023,148164,2813,78060,0.0360363822700486,5339.294542659493,190885,0.0147366215260497
2011,E08000024,275330,6945,127011,0.0546803032808181,15055.127902307671,190885,0.0363831626371899
2011,E08000037,200349,2353,93722,0.0251061650412923,5029.995059857878,190885,0.0123267936191948
2012,E06000001,92261,185,42245,0.0043792164753225,404.03089122973137,193331,0.000956908100615
2012,E06000002,138726,297,58807,0.0050504191677861,700.6244494703012,193331,0.0015362254372035
2012,E06000003,134976,223,53408,0.0041754044337926,563.5793888556021,193331,0.0011534621969575
2012,E06000004,192487,950,82040,0.0115797172111165,2228.9450268161872,193331,0.0049138524085635
2012,E06000005,105503,36333,43664,0.8321042506412606,87789.49475540491,193331,0.1879315784845679
2012,E06000047,514261,139082,235921,0.5895278504245065,303171.18188715714,193331,0.719398337566143
2012,E06000057,316489,267,150372,0.0017755965206288,561.9567672173011,193331,0.0013810511506173
2012,E07000030,52687,43,20574,0.002090016525712,110.11670069019152,193331,0.0002224164774402
2012,E07000164,89794,692,34996,0.0197736884215338,1775.558578123214,193331,0.003579353543922
2012,E07000165,159396,25,60710,0.0004117937736781,65.63828034920112,193331,0.0001293119054885
2012,E07000166,53808,3375,20409,0.1653682199029839,8898.133176539763,193331,0.0174571072409494
2012,E08000021,281893,185,110639,0.0016721047731812,471.3546308263813,193331,0.000956908100615
2012,E08000022,201444,50,101849,0.0004909228367485,98.89345992596884,193331,0.000258623810977
2012,E08000023,148311,2735,79275,0.0345001576789656,5116.75288552507,193331,0.0141467224604434
2012,E08000024,275764,6786,128844,0.0526683431126012,14524.03297010338,193331,0.0351004236258023
2012,E08000037,200272,2103,95966,0.0219140112123043,4388.762853510619,193331,0.0108777174896938
2013,E06000001,92662,206,42355,0.0048636524613386,450.6757643725652,197742,0.0010417614871903
2013,E06000002,138911,232,59901,0.0038730572110649,538.0102502462396,197742,0.0011732459467386
2013,E06000003,134960,165,54635,0.0030200420975565,407.5848814862268,197742,0.0008344206086719
2013,E06000004,193433,910,82062,0.0110891764763227,2145.0126733445445,197742,0.0046019560841905
2013,E06000005,105726,37489,45239,0.8286876367735804,87613.82908552355,197742,0.189585419384855
2013,E06000047,515923,142733,241974,0.5898691594964748,304327.06637489976,197742,0.7218142832579826
2013,E06000057,316389,237,150958,0.001569973105102,496.72222075014247,197742,0.0011985314197287
2013,E07000030,52657,30,21745,0.0013796275005748,72.64704529776961,197742,0.0001517128379403
2013,E07000031,103593,8,45960,0.0001740644038294,18.031853785900783,197742,4.04567567840924e-05
2013,E07000164,89997,701,35835,0.0195618808427515,1760.5105902051068,197742,0.003545023313206
2013,E07000165,159679,12,62538,0.0001918833349323,30.63973903866449,197742,6.0685135176138606e-05
2013,E07000166,53897,3597,20860,0.1724352828379674,9293.744439117929,197742,0.0181903692690475
2013,E08000021,285821,167,113161,0.0014757734555191,421.8070448299325,197742,0.0008445347978679
2013,E08000022,202167,17,101364,0.0001677124028254,33.90591334201492,197742,8.597060816619636e-05
2013,E08000023,148384,2588,81768,0.0316505234321495,4696.431268956071,197742,0.0130877608196538
2013,E08000024,276089,6694,129835,0.0515577463703931,14234.526637655485,197742,0.0338521912390893
2013,E08000037,200098,1956,98058,0.0199473780823594,3991.430459523955,197742,0.0098916770337105
2014,E06000001,92606,236,43182,0.0054652401463572,506.1140289935621,203604,0.001159112787568
2014,E06000002,138991,231,61026,0.003785271851342,526.118719889883,203604,0.0011345553132551
2014,E06000003,135102,159,55732,0.0028529390655278,385.4377736309481,203604,0.0007809276831496
2014,E06000004,194423,877,83732,0.0104738928963837,2036.365678593608,203604,0.0043073809944794
2014,E06000005,105877,38452,46658,0.8241244802606198,87255.82759655364,203604,0.1888568004557867
2014,E06000047,517573,147706,248388,0.5946583570864937,307779.1098523278,203604,0.7254572601717059
2014,E06000057,316832,204,151955,0.0013425027146194,425.3478200783127,203604,0.0010019449519655
2014,E07000030,52649,32,22929,0.0013956125430677,73.47760477997296,203604,0.0001571678356024
2014,E07000031,103501,10,47111,0.0002122646515675,21.96960370189552,203604,4.911494862576373e-05
2014,E07000164,89915,733,36653,0.0199983630262188,1798.152811502469,203604,0.0036001257342684
2014,E07000165,159631,19,64809,0.0002931691586045,46.7988859571973,203604,9.33184023889511e-05
