year,ltla,ppln_ltla,patients_from_ltla_to_trust,total_patients_of_ltla,tfp_ltla,etc_ltla,total_trust_patients,ltla_frac_tp
2011,E06000007,202709,9,80775,0.0001114206128133,22.585961002785517,173269,5.1942355528109474e-05
2011,E06000008,147657,4317,62348,0.069240392634888,10223.828655289664,173269,0.0249150165349831
2011,E06000009,142080,4857,66169,0.073402953044477,10429.091568559295,173269,0.0280315578666697
2011,E06000049,370736,9,152423,5.904620693727325e-05,21.89055457509693,173269,5.1942355528109474e-05
2011,E07000026,96444,54,38235,0.0014123185562965,136.20965084346804,173269,0.0003116541331686
2011,E07000027,69056,1441,32171,0.0447918933200708,3093.148985110814,173269,0.0083165482573339
2011,E07000028,107475,35,42409,0.0008252965172486,88.69874319130373,173269,0.0002019980492759
2011,E07000029,70627,205,30144,0.0068006900212314,480.31233412951167,173269,0.0011831314314736
2011,E07000030,52502,146,19821,0.0073659250290096,386.72579587306393,173269,0.0008426204341226
2011,E07000031,103713,2470,41815,0.0590697118258998,6126.297022599546,173269,0.0142552909060478
2011,E07000117,87032,2219,39033,0.0568493326159915,4947.71111623498,173269,0.0128066763240972
2011,E07000118,107591,36220,43171,0.838989136225707,90267.68015566004,173269,0.2090391241364583
2011,E07000119,76098,6361,34161,0.1862064927841691,14169.9416878897,173269,0.0367117026127004
2011,E07000120,80549,2210,35237,0.0627181655646053,5051.885518063399,173269,0.0127547339685691
2011,E07000121,137823,3716,56150,0.0661798753339269,9121.10895814782,173269,0.0214464214602727
2011,E07000122,89576,1697,38338,0.0442641765350305,3965.0078773018936,173269,0.0097940197034668
2011,E07000123,140054,50774,56202,0.9034198071243016,126527.55766698692,173269,0.2930356843982478
2011,E07000124,57292,5202,20821,0.2498439075932952,14314.05715383507,173269,0.0300226814952472
2011,E07000125,68053,935,29887,0.0312845049687154,2129.004416635996,173269,0.0053962336020869
2011,E07000126,109181,38623,43486,0.888170905578807,96971.38764199973,173269,0.2229077330624635
2011,E07000127,110617,1565,50664,0.0308897836728248,3416.9352005368705,173269,0.0090321984890545
2011,E07000128,107692,6572,46583,0.141081510422257,15193.350020393707,173269,0.0379294622811928
2011,E07000163,55459,206,22684,0.0090812907776406,503.6393052371716,173269,0.00118890280431
2011,E08000001,277296,1764,111282,0.0158516202081199,4395.5908772308185,173269,0.0101807016835094
2011,E08000002,185422,75,77718,0.0009650274067783,178.93731181965566,173269,0.0004328529627342
2011,E08000003,502902,8,202651,3.947673586609491e-05,19.852929420530863,173269,4.6170982691652864e-05
2011,E08000005,211929,17,91478,0.0001858370318546,39.38425632392488,173269,9.811333821976234e-05
2011,E08000006,234487,59,101808,0.000579522237938,135.89043100738647,173269,0.0003405109973509
2011,E08000010,318122,1205,134578,0.0089539152015931,2848.4374117612088,173269,0.0069545042679302
2011,E08000014,273969,249,125663,0.0019814901761059,542.8668820575667,173269,0.0014370718362776
2011,E08000033,204170,49,80304,0.0006101813110181,124.58071827057182,173269,0.0002827972689863
2012,E06000007,203795,10,82177,0.0001216885503242,24.799518113340717,173940,5.749108888122341e-05
2012,E06000008,147854,4435,62605,0.0708409871416021,10474.12331283444,173940,0.0254972979188225
2012,E06000009,142037,4978,66746,0.0745812483145057,10593.296766847452,173940,0.028619064045073
2012,E06000049,372383,9,153305,5.870650011415153e-05,21.86130263200809,173940,5.174197999310107e-05
2012,E07000026,96269,62,38423,0.0016136168440777,155.34127996252246,173940,0.0003564447510635
2012,E07000027,68471,1495,33555,0.0445537177767843,3050.637609894204,173940,0.0085949177877429
2012,E07000028,107925,10,43046,0.0002323096222645,25.072015982902013,173940,5.749108888122341e-05
2012,E07000029,70309,248,30456,0.0081428946677173,572.5187811925401,173940,0.0014257790042543
2012,E07000030,52687,154,20574,0.007485175464178,394.37143968115095,173940,0.0008853627687708
2012,E07000031,103544,2648,43808,0.0604455807158509,6258.777209642075,173940,0.0152236403357479
2012,E07000117,87091,2211,39396,0.0561224489795918,4887.760204081633,173940,0.0127112797516384
2012,E07000118,109075,36414,43299,0.8409893992932862,91730.9187279152,173940,0.2093480510520869
