ltla,sex,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+
E06000001,female,2551,2911,2873,2450,2482,3049,3145,2873,2590,2998,3538,3504,3010,2612,2496,1696,1519,958,575
E06000001,male,2678,3012,2939,2717,2694,3054,2967,2702,2339,2907,3254,3304,2924,2555,2419,1409,1106,598,255
E06000002,female,4645,4759,4320,3969,5180,5230,4801,4451,3649,4198,4505,4671,4254,3490,3090,2276,1914,1197,662
E06000002,male,4938,5018,4424,4313,5938,5845,4903,3918,3654,3934,4208,4305,3852,3164,2917,1903,1459,763,263
E06000003,female,3503,4035,3782,3355,3416,4117,4337,3960,3563,4517,5281,5247,4623,4365,4495,3152,2465,1460,898
E06000003,male,3603,4260,4095,3651,3744,4135,3861,3637,3231,3968,4783,4998,4414,3908,4076,2860,1955,977,423
E06000004,female,5577,6292,6237,4959,4430,6365,6726,6656,5854,6576,7115,7236,6112,5381,5050,3468,2832,1885,1004
E06000004,male,5885,6752,6378,5600,5461,6737,6596,6261,5419,6276,6884,6683,5858,5141,4650,3112,2229,1184,487
E06000005,female,2820,3208,3229,2694,2697,3306,3403,3386,3234,3785,3937,3828,3415,3029,3034,2065,1847,1102,719
E06000005,male,2970,3384,3276,2912,2705,2976,3185,3205,3081,3479,3885,3679,3187,2834,2897,1915,1410,740,345
E06000006,female,3686,4140,4100,3487,3382,4192,4355,4324,3918,4565,4525,4630,4284,3873,3415,2234,1656,1032,530
E06000006,male,3894,4343,4279,3553,3545,3941,3992,3978,3690,4246,4430,4282,3837,3638,3314,1951,1280,638,251
E06000007,female,5641,6354,6113,5443,5009,6097,6793,7016,6468,7571,8069,7451,6094,5474,5678,4310,3139,1799,1133
E06000007,male,5955,6666,6488,5891,5610,6596,6664,6789,6375,7623,8032,7589,5972,5230,5161,3578,2476,1176,491
E06000008,female,5256,5333,5466,4744,4366,4642,5277,5323,4431,4935,4941,4515,3817,3289,3048,2065,1619,1014,535
E06000008,male,5319,5705,5493,5106,4982,5103,4945,5262,4629,4978,4997,4545,3812,3254,2966,1830,1304,599,251
E06000009,female,4056,4150,3887,3578,3885,4428,4082,3879,3659,4636,5344,5047,4329,3698,4037,2959,2313,1417,934
E06000009,male,4206,4309,4099,3778,3960,4368,4307,3797,3556,4608,5338,5213,4452,3700,3820,2552,1750,897,418
E06000010,female,8159,8433,7306,6718,10002,10853,9963,8440,6787,7732,8200,8205,6809,5857,5467,3766,3074,1927,1018
E06000010,male,8724,8823,7969,7337,10830,11586,10413,8546,7523,8020,8315,8062,6700,5770,5246,3098,2395,1198,507
E06000011,female,7324,8828,9167,8272,6417,7431,8548,8976,9513,11904,13514,13477,12431,12263,13004,8980,6945,4316,2605
E06000011,male,8088,9361,9554,8786,7704,7964,7733,8447,8922,11409,12866,13303,11888,11595,12180,7699,5618,2960,1181
E06000012,female,4502,5136,4770,4117,3777,4981,5333,4861,4167,5207,5911,5702,4973,4519,4544,3279,2724,1697,1107
E06000012,male,4664,5124,5108,4193,4171,5054,5236,4428,4223,5108,5449,5698,4799,4305,4215,2813,2043,1133,492
E06000013,female,4510,5114,5153,4357,3811,4898,5427,5291,4716,5688,6508,6331,5646,5308,5060,3639,2657,1729,1207
E06000013,male,4463,5278,5473,4626,4330,4995,5228,5136,4649,5540,6369,6458,5641,5132,4934,3178,2246,1098,468
E06000014,female,4591,5283,5122,7395,12089,7952,6453,6080,5749,6393,6678,6527,5509,5144,5592,3960,3340,2098,1451
E06000014,male,4947,5530,5385,6691,11069,9196,6965,6262,5673,6281,6495,6239,5329,4722,4800,3183,2471,1311,663
E06000015,female,8062,8784,8148,7395,8743,9020,8992,8505,7616,8256,8689,7801,6358,5637,5778,4298,3544,2421,1674
E06000015,male,8259,8938,8653,8365,9837,9553,9046,8164,7363,7985,8549,7662,6176,5334,5135,3515,2771,1592,684
E06000016,female,11803,12230,11108,12076,19134,15558,12740,11719,9894,9779,9641,9274,8011,6765,5457,4013,3334,2334,1591
E06000016,male,12644,12473,11663,12180,20440,17036,12716,12290,10500,9713,9407,9202,7872,6722,5121,3301,2414,1408,661
E06000017,female,915,940,1130,1166,602,915,859,1037,1054,1322,1529,1409,1322,1305,1411,1032,786,477,376
E06000017,male,946,1071,1177,1279,897,1187,1176,1128,1210,1344,1450,1465,1234,1293,1349,945,683,352,154
E06000018,female,9847,9942,8994,13698,23630,15711,10752,9604,8190,8615,9024,8205,6793,5684,4846,3664,3145,2083,1463
E06000018,male,10488,10503,9440,13449,24723,18094,11833,10798,9048,9021,8900,8188,6631,5732,4892,3026,2280,1349,615
E06000019,female,4323,5243,4950,4587,4258,5066,5325,5446,5071,6164,7392,7142,6921,6555,6600,4763,3582,2345,1582
E06000019,male,4797,5510,5420,4709,4491,5495,5785,5548,4981,5918,7113,7119,6361,6247,6229,4341,3005,1627,790
E06000020,female,5270,6127,5798,5169,5274,5344,6098,5947,5263,6161,6493,5953,5036,4699,4486,3184,2270,1284,743
E06000020,male,5574,6270,5930,5154,5641,5859,5714,5858,5510,6211,6566,5805,4742,4474,4080,2848,1765,899,355
E06000021,female,8081,8594,7683,6777,8158,9228,9034,8027,6880,7965,8315,7849,7054,6281,6300,4481,3384,2094,1085
E06000021,male,8584,8863,7904,7551,9344,9589,9291,8599,7213,8102,8541,8110,6983,6143,5858,4038,2540,1346,506
E06000022,female,4487,5061,5163,6378,10044,7099,5214,5126,5121,6001,6278,6219,5124,4973,5057,3728,2991,2034,1370
E06000022,male,4827,5501,5381,6744,10777,7935,5665,4974,4818,5752,6205,5758,4948,4412,4640,3095,2369,1340,673
E06000023,female,13645,13777,12237,13101,26040,24812,19698,16335,12797,12373,12341,11445,9681,8501,7895,5884,4731,3378,2535
E06000023,male,14721,14383,12588,12927,25231,26267,21967,17299,14050,12606,12463,10966,9282,8046,7477,5030,3645,2121,1102
E06000024,female,5500,6366,5920,5408,4666,5124,5989,6742,6622,7484,8077,7564,6747,6759,7526,5225,4035,2806,1891
E06000024,male,5817,6664,6453,5605,4830,5061,5530,6150,6268,7368,7752,7418,6286,6059,6753,4706,3212,1783,886
E06000025,female,7881,8497,8224,7510,8302,9034,9945,9626,8601,9580,10559,9404,7662,7059,7353,5724,4341,2747,1810
E06000025,male,8422,8943,8472,7857,9358,9244,9495,9390,8573,9572,10298,9543,7404,6632,6684,5015,3466,2007,859
E06000026,female,7070,7883,7088,7476,11006,8464,8342,8373,6966,8202,8914,8378,7305,6693,6922,4869,3800,2510,1533
E06000026,male,7560,8113,7354,7536,11769,10227,8613,8390,7004,7722,8414,8157,7244,6075,6333,4351,2964,1670,810
E06000027,female,3308,3778,3423,3104,2832,3316,3572,3537,3460,4416,5164,5245,4845,4850,5156,3760,2802,1914,1361
E06000027,male,3425,3891,3664,3333,3246,3494,3544,3236,3075,4219,4832,5039,4654,4355,4938,3326,2237,1295,618
E06000030,female,6899,7449,6661,5744,5313,6685,8008,8171,7137,8021,8068,7466,6106,5283,4990,3572,2659,1813,1101
E06000030,male,7253,7780,7022,6054,5669,6500,7374,8086,7711,8552,8407,7750,6148,5133,4600,3001,2165,1272,570
E06000031,female,7434,7792,6507,5231,4855,6411,7853,7821,6536,6463,6583,5846,5019,4492,4030,2856,2280,1621,1021
E06000031,male,8036,8360,6850,5626,5326,7194,8120,7806,6828,6671,6567,5799,4674,4097,3801,2486,1821,1064,482
E06000032,female,8436,8350,7265,6211,6060,7236,8349,8361,6768,6232,6345,5934,4634,3844,3373,2634,2351,1465,899
E06000032,male,8772,8840,7835,6511,6344,8126,9625,8929,7502,6629,6262,5930,4625,3676,3097,2181,1961,987,473
E06000033,female,5500,5750,5501,4453,4629,5211,5992,6280,6182,6595,6622,6022,4961,4792,5022,3553,2773,1900,1558
E06000033,male,5603,5954,5646,4874,4576,5138,5649,6233,5918,6593,6500,6213,4905,4408,4544,2945,2176,1304,650
E06000034,female,6431,6411,6011,4651,4461,5890,7207,7019,6320,5999,5944,4975,3920,3622,3540,2377,1731,1133,659
E06000034,male,6851,6737,6093,5003,4695,5406,6256,6338,6152,6093,6154,5199,4062,3487,3219,1952,1318,719,306
E06000035,female,9000,9264,8560,7719,7971,10033,9987,9557,8741,9173,9756,9099,7450,6521,6642,4408,3394,1991,1238
E06000035,male,9326,9843,9080,8370,8358,9847,9831,9148,8517,9171,9715,8817,7364,6198,6115,3929,2558,1330,535
E06000036,female,3502,3973,4023,3430,3021,3654,4420,4950,4472,4484,4570,4233,3270,2645,2601,1687,1383,826,564
E06000036,male,3765,4263,4225,3777,3384,3596,4207,4470,4196,4643,4558,4133,3319,2649,2289,1445,1075,562,285
E06000037,female,4298,5023,5088,4532,3420,3833,4453,4938,5359,6043,6164,5649,4823,4361,4434,3074,2193,1409,924
E06000037,male,4503,5232,5320,4887,3600,4066,4241,4686,4978,5807,6324,5785,4830,4111,4106,2713,1793,987,463
E06000038,female,5428,5455,4698,4719,7020,6770,5737,6262,5320,4930,4971,4242,3394,2764,2729,2047,1612,1111,705
E06000038,male,5861,5680,5046,4618,6814,7199,6479,6628,5817,5383,5107,4449,3483,2713,2433,1737,1285,717,417
E06000039,female,6136,6436,5816,4238,3566,4494,6165,7042,5904,4674,4398,3753,3143,2386,1938,1432,1104,772,510
E06000039,male,6518,6629,5972,4540,4123,4582,5515,7067,6618,5432,4691,3745,3138,2582,1632,1250,878,503,217
E06000040,female,4096,4791,4832,4126,3139,3666,4454,5429,5467,5822,5808,5006,3985,3672,3890,2912,2342,1583,1184
E06000040,male,4519,4964,5383,5100,3186,3670,4366,5008,5321,5677,5835,5276,4042,3368,3515,2438,1846,1053,651
E06000041,female,4809,5986,5743,4917,3603,3932,5323,6332,6535,6463,6380,5732,4631,4060,4266,3029,2391,1588,1081
E06000041,male,5092,6364,6135,5079,4027,4112,4594,5474,6291,6630,6239,5859,4690,3753,3751,2726,1884,1106,512
E06000042,female,9169,10256,9459,7078,5896,8028,10134,11237,10207,9472,8969,8098,7095,6306,5449,3629,2678,1738,1137
E06000042,male,9507,10841,9902,7748,6695,7842,9198,10891,10503,9558,8917,7873,6702,5801,4808,3091,1983,1039,523
E06000043,female,6444,7085,6944,8989,17427,13664,10129,9514,9104,9752,10014,8559,6248,5334,5075,3717,2971,2151,1611
E06000043,male,6887,7353,7340,8680,16598,15028,11556,10406,9311,10163,10267,8372,6212,5153,5019,3254,2278,1471,805
E06000044,female,6046,6353,5825,6801,10744,8710,7499,6870,5728,6297,6676,6167,4952,4116,4368,2985,2468,1625,1076
E06000044,male,6166,6643,6289,7372,13251,10570,8010,7217,5999,6582,6440,6292,4973,3891,3951,2572,1820,1025,536
E06000045,female,7536,7548,6430,7658,14956,11653,8761,8239,6732,6474,6876,6486,5462,4838,4654,3350,2619,1821,1286
E06000045,male,7860,8052,6919,8120,16965,14012,9543,8629,7308,7171,6922,6707,5628,4570,4281,2818,1906,1153,577
E06000046,female,3012,3492,3424,3256,3030,3220,3299,3402,3461,4709,5580,5542,5364,5457,5772,4063,2883,1939,1395
E06000046,male,3208,3680,3784,3537,3424,3520,3413,3342,3389,4148,5119,5160,5070,5010,5570,3741,2346,1334,676
E06000047,female,12791,14676,14278,14070,17586,16732,15791,15537,14289,17249,19864,19470,17754,15976,15809,11012,8462,5036,2831
E06000047,male,13556,15596,14931,14875,18902,17095,14541,15287,13450,16584,19321,18756,16661,15162,14951,9793,6612,3398,1410
E06000049,female,9840,10677,10902,9501,8039,9511,10492,11461,11372,14163,15527,14633,12353,11748,12416,9016,6772,4507,3126
E06000049,male,10467,11403,11513,9865,8787,9952,9602,10506,10903,13387,14718,14389,11909,11067,11660,7926,5571,2978,1493
E06000050,female,8762,9900,9440,8822,9666,9664,10141,10544,10051,12013,13227,12869,10951,10162,10465,7446,5692,3573,2415
