ltla,sex,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+
E06000031,female,7847,6897,5653,5326,5278,7187,7955,7086,6339,6497,6389,5436,4907,4459,3438,2647,2329,1605,937
E06000031,male,8411,7413,5912,5604,5726,7764,7979,7330,6790,6684,6121,5334,4438,4385,3144,2344,1762,956,426
E06000032,female,8812,8027,6823,6584,7151,8562,9105,7776,6675,6618,6714,5318,4409,3851,3099,2768,2222,1365,825
E06000032,male,9288,8669,7347,6634,7454,9445,9904,8267,7105,6731,6476,5455,4396,3713,2734,2454,1803,926,409
E06000033,female,5662,5593,4780,4899,4702,5485,6033,6159,6388,6621,6347,5440,4764,5319,4386,3228,2686,2072,1543
E06000033,male,5802,5823,5080,5046,4787,5182,5806,6097,6263,6511,6501,5601,4717,4842,3806,2760,2044,1238,593
E06000034,female,6217,6298,5130,4791,4717,5981,6679,6489,6169,6188,5601,4473,3851,4018,2958,2220,1671,1144,696
E06000034,male,6730,6253,5380,4999,4769,5409,6028,5999,6180,6256,5916,4636,4003,3870,2671,1828,1211,718,281
E06000035,female,9082,8826,8263,8153,9317,9976,9343,9134,8815,9913,9791,8554,6988,7415,5540,4129,3097,2020,1253
E06000035,male,9641,9307,8306,8950,9280,10133,9340,8801,8837,9889,9758,8398,7006,6915,5143,3610,2356,1188,490
E06000036,female,3711,4211,3499,3523,2881,3778,4416,4883,4434,4629,4506,3811,2936,2750,2140,1595,1260,791,515
E06000036,male,4028,4267,3646,3884,3203,3808,4215,4205,4572,4623,4553,3793,3028,2667,1862,1366,964,518,259
E06000037,female,4657,5080,4797,4708,3442,4148,4635,5128,5778,6334,6106,5213,4579,4785,3715,2610,2045,1323,865
E06000037,male,4841,5341,4941,4995,3931,4224,4366,4701,5503,6359,6250,5423,4517,4472,3454,2397,1593,907,413
E06000038,female,5938,5382,4130,4814,7279,6885,6839,6489,5267,5120,4790,3820,3093,3023,2372,1950,1576,1113,740
E06000038,male,6312,5665,4345,4659,7139,7125,7387,7002,5839,5411,4969,4088,3255,2854,2111,1644,1199,725,352
E06000039,female,6440,6213,4978,4186,3808,5435,7066,6850,5216,4706,4248,3612,2888,2331,1641,1400,1151,755,470
E06000039,male,6782,6462,5154,4478,4071,5164,6518,7157,6051,5072,4281,3581,3069,2342,1444,1230,835,445,206
E06000040,female,4320,4760,4457,4040,3055,4063,4917,5315,5497,5964,5462,4599,3925,4094,3395,2670,2163,1546,1100
E06000040,male,4638,5082,4997,4966,3010,4296,4524,5129,5516,5806,5734,4628,3727,3831,3081,2237,1676,974,495
E06000041,female,4909,5604,5123,4563,3601,3948,4924,6094,6255,6475,6172,5271,4286,4542,3711,2713,2167,1330,979
E06000041,male,5219,5994,5329,4937,3860,4182,4277,5482,6110,6322,6248,5374,4234,4177,3245,2411,1716,929,374
E06000042,female,9843,10228,8236,7128,6217,9017,10837,11044,9869,9426,8883,7696,6913,6399,4346,3310,2332,1571,1085
E06000042,male,10283,10638,8659,7634,6943,8249,10456,11092,10048,9411,8643,7701,6459,5898,3999,2646,1663,1006,432
E06000043,female,7247,7150,6584,8956,16151,12538,10177,9993,9942,10242,9952,7281,5910,5674,4495,3613,3044,2269,1661
E06000043,male,7492,7465,6891,8686,15801,14031,11655,10483,10356,10698,9957,7330,5832,5929,4223,3109,2245,1397,714
E06000044,female,6548,6425,5347,6608,11031,8348,7724,6283,6245,6776,6755,5686,4531,4654,3653,2908,2348,1675,1216
E06000044,male,6840,6722,5724,7173,13736,9512,8210,6853,6466,6862,6689,5918,4434,4419,3406,2383,1759,934,534
E06000045,female,7858,7154,5630,8373,15789,10543,9138,8026,6680,6822,7061,6123,5129,5177,4125,3144,2632,1939,1272
E06000045,male,8509,7661,6029,8817,17866,12022,9871,8578,7680,7057,7375,6292,5163,4880,3770,2611,1860,1171,550
E06000046,female,3225,3292,3355,3658,3125,3336,3279,3263,3939,5209,5323,5098,5181,5799,4989,3414,2760,1963,1460
E06000046,male,3498,3595,3579,4015,3506,3450,3316,3294,3618,4589,5119,4820,4722,5620,4721,3116,2180,1191,647
E06000047,female,13484,14384,12994,14637,18041,15708,15449,14574,15377,18986,20019,18432,16465,17306,13364,10564,7785,4900,2876
E06000047,male,14449,15058,13560,15357,18925,15464,15300,13877,14606,18488,19617,17319,15793,16523,12624,9146,5954,3064,1307
E06000049,female,9843,10441,10090,10009,8785,9241,10293,10826,12537,15054,15122,13166,11543,13188,10455,8102,6305,4454,2952
E06000049,male,10611,11185,10546,10421,9447,9464,9528,10171,11954,14089,14789,12917,11304,12486,9809,7144,4897,2786,1349
E06000050,female,9088,9245,8761,9239,9993,9643,9756,9698,10875,12655,13231,11681,10160,11157,8669,7072,5291,3510,2322
E06000050,male,9763,9648,9119,9487,10020,9224,9234,9076,10347,12028,12481,11028,9915,10733,8196,6102,4033,2285,959
E06000051,female,7264,8236,8291,8599,7072,7888,7849,8215,9282,11431,12221,11150,10568,11567,9718,7297,5357,3648,2605
E06000051,male,7770,8616,8371,9019,8398,9271,8505,8165,8999,11590,12289,10914,10117,10755,9009,6448,4440,2428,1030
E06000052,female,14360,14625,13931,15159,14734,13436,14214,14803,16801,20366,21166,20062,19211,22093,17638,12350,9632,6579,4405
E06000052,male,14949,15509,14587,15948,15427,13834,13316,14063,15353,18341,19656,18762,17792,20590,16501,11045,7666,4304,1849
E06000053,female,55,59,39,42,73,46,72,83,69,84,70,83,69,76,84,51,35,33,20
E06000053,male,50,67,57,32,62,74,74,59,87,59,106,93,86,83,81,47,29,28,14
E06000054,female,13581,15223,13997,13801,10599,12747,13608,14037,16602,18976,19031,16745,14913,15908,13008,9637,7532,5304,3681
E06000054,male,14583,15681,14638,14280,12666,14707,14114,13396,15151,18095,18699,16425,14271,15067,11946,8488,6137,3410,1556
E06000055,female,5528,5406,4843,4836,4341,4972,5764,6039,5692,6152,6165,5167,4480,4576,3552,2685,2377,1616,1062
E06000055,male,5808,5689,5224,5376,4972,4863,5360,5462,5630,6197,6048,5212,4335,4401,3299,2449,1719,1047,470
E06000056,female,8683,8731,7756,7017,6518,8745,9310,9722,9643,10469,10842,9054,7794,8059,6216,4404,3483,2163,1299
E06000056,male,9056,9058,8053,7717,7116,8581,8762,8943,9369,10226,10581,9163,7493,7727,5848,4049,2885,1522,674
E06000057,female,7336,8139,8105,7988,7131,8266,8597,8566,9340,11689,12963,12739,11467,12536,9301,7183,5368,3492,2267
E06000057,male,7762,8703,8642,8623,8014,8291,7851,8271,8931,10698,12079,11789,10935,11593,8867,6270,4341,2277,1034
E06000058,female,10700,10532,9192,10786,13593,11511,12721,12391,11754,13023,13403,11905,10842,12394,9998,7854,6952,5368,3657
E06000058,male,11261,11225,9630,11240,13942,12520,12971,13243,12454,13705,13682,11558,10147,11420,9256,6861,5283,3293,1742
E06000059,female,8300,9555,9331,9589,7081,8213,8283,8775,10401,13091,14313,13948,13502,16067,13231,9739,7937,5640,3773
E06000059,male,8682,9774,9943,10580,8515,9536,7627,8664,9880,12315,13813,13035,12361,14689,12333,8743,6359,3864,1806
E06000060,female,16325,17682,16219,14897,12751,14955,15780,17918,18555,20920,19918,17345,14571,15067,12437,9693,7810,5216,3641
E06000060,male,16875,18357,16991,16232,13353,13929,14563,16703,18319,19890,20260,17332,14414,14002,11159,8127,6124,3236,1490
E07000008,female,3400,3314,2755,4617,8884,4565,4027,3981,3546,3417,3305,2816,2590,2286,1847,1483,1307,992,794
E07000008,male,3556,3498,2863,4660,10337,7158,5072,4542,3527,3764,3541,2832,2360,2199,1616,1243,964,611,366
E07000009,female,2696,2830,2434,2192,1736,2454,2884,3096,3141,3353,3299,2797,2558,2743,2142,1534,1225,912,577
E07000009,male,2763,3094,2774,2398,1969,2279,2520,2940,3175,3311,3212,2758,2389,2585,2083,1503,1037,555,241
E07000010,female,2931,2683,2472,2654,2604,2944,3001,2628,2927,3562,3632,3223,3254,3452,2706,2084,1698,1214,752
E07000010,male,3083,2774,2571,2797,2724,3053,2869,2649,2982,3444,3656,3223,3078,3330,2670,1890,1334,768,320
E07000011,female,5092,5064,4649,4541,4041,5395,5413,5670,5835,6706,6820,5781,5088,5612,4348,3207,2252,1547,1077
E07000011,male,5517,5375,5056,5100,4130,5706,5372,5535,5976,6711,6720,5924,4984,5417,4263,2834,1872,998,467
E07000012,female,4731,4972,4629,4202,3151,3991,4728,5520,5719,6248,5900,4956,4442,4707,3678,2754,2105,1532,1001
E07000012,male,4729,5373,4907,4425,3263,4148,4452,5312,5776,5837,5801,5095,4214,4470,3568,2373,1776,1035,500
E07000026,female,2366,2571,2370,2531,2203,2404,2488,2560,2854,3868,3867,3585,3301,3718,2725,2229,1697,1138,741
E07000026,male,2325,2700,2599,2690,2616,2567,2492,2415,2621,3665,3767,3478,3197,3630,2749,2059,1315,681,317
E07000027,female,1867,1852,1741,1860,1827,2032,1932,1741,2106,2636,2628,2280,2071,2246,1833,1486,1016,637,438
E07000027,male,1890,1898,1870,1930,2025,2062,1879,1724,1890,2510,2633,2343,2002,2215,1799,1283,787,406,157
E07000028,female,3015,2985,2753,2868,3431,3163,3302,3060,3326,3942,4097,3867,3381,3528,2764,2244,1787,1164,792
E07000028,male,3188,3148,2926,2738,3181,3010,3147,3061,3259,3808,4000,3890,3256,3427,2559,1937,1347,687,350
E07000029,female,1805,1773,1715,1723,1574,1977,1916,1835,2117,2590,2774,2544,2222,2410,1760,1516,1119,651,445
E07000029,male,1918,1932,1811,1798,2099,2008,1936,1787,1938,2509,2848,2648,2349,2516,1856,1384,908,435,160
E07000030,female,1077,1237,1263,1323,1049,1135,1219,1278,1502,2087,2201,2031,1944,2115,1658,1297,925,738,499
E07000030,male,1215,1357,1366,1400,1253,1350,1188,1191,1412,1925,2143,2001,1900,2127,1674,1183,786,396,197
E07000031,female,2003,2323,2538,2507,1936,2103,2328,2569,3081,3994,4267,4034,3798,4345,3532,2688,2153,1583,1016
E07000031,male,2238,2574,2666,2912,2506,2350,2231,2407,2732,3605,4036,3833,3665,4284,3393,2517,1660,973,446
E07000032,female,3080,3321,3147,3320,3225,3463,3559,3633,4128,4942,4940,4280,3980,4472,3525,2433,1852,1254,925
E07000032,male,3302,3410,3398,3412,3182,3360,3268,3341,4028,4924,4900,4270,3983,4437,3308,2213,1419,776,392
E07000033,female,2209,2151,2101,2113,2149,2371,2493,2127,2521,3156,2981,2626,2311,2403,2079,1457,1140,697,515
E07000033,male,2187,2274,2067,2226,2302,2356,2416,2172,2427,3098,2965,2638,2331,2413,1995,1331,863,414,150
E07000034,female,2789,2901,2503,2730,3009,3314,2964,3133,3402,3977,4020,3592,3128,3430,2733,2118,1624,1117,788
E07000034,male,2838,2921,2613,2978,3062,3126,3188,2897,3275,3875,3992,3622,3173,3254,2511,1779,1198,646,307
E07000035,female,1446,1712,1878,1896,1409,1358,1467,1600,2155,2813,3073,2764,2656,3028,2341,1761,1356,924,640
E07000035,male,1440,1757,1973,2013,1600,1690,1422,1499,2059,2730,3047,2773,2573,2936,2313,1511,1073,530,261
E07000036,female,3144,3215,2987,2963,3146,3762,3607,3452,3788,4603,4589,3693,3273,3561,2906,2217,1813,1152,817
E07000036,male,3442,3500,3139,3130,3233,3649,3141,3223,3620,4399,4551,3847,3163,3316,2680,1973,1368,707,343
E07000037,female,2277,2468,2409,2585,2510,2398,2491,2589,2902,3655,3851,3456,2870,3097,2450,1757,1332,842,552
E07000037,male,2357,2588,2506,2659,2631,2668,2400,2321,2756,3653,3784,3382,2977,3090,2245,1452,1006,532,222
E07000038,female,2408,2521,2604,2597,2475,2588,2644,2682,3079,3952,3922,3614,3407,3783,3280,2398,1733,1088,617
E07000038,male,2416,2731,2528,2614,2699,2646,2458,2397,2984,3666,3825,3592,3273,3573,3047,2150,1374,731,354
E07000039,female,2840,2974,2845,2816,2425,3149,3193,3341,3494,4053,3990,3162,3037,3043,2293,1602,1251,877,415
E07000039,male,3009,3119,3075,3139,2564,2869,2963,3053,3425,4089,3841,3194,2927,3009,2258,1458,904,537,188
E07000040,female,3109,3566,3386,3379,2493,2958,3094,3342,3940,4933,5191,4988,5176,5983,5286,4102,3296,2464,1759
E07000040,male,3424,3746,3575,3785,3049,3313,2912,3088,3627,4471,4739,4541,4539,5626,4791,3510,2640,1594,856
E07000041,female,3168,3174,2627,4613,8772,5173,4316,3684,3453,3712,3821,3280,2967,3114,2448,2035,1657,1351,1004
E07000041,male,3447,3414,2821,4254,8896,6283,4614,3949,3670,3695,3647,3146,2683,2744,2090,1616,1162,690,332
E07000042,female,2065,2374,2170,2193,1700,2066,2096,2179,2423,3075,3153,2823,2735,2881,2267,1735,1315,940,649
E07000042,male,2205,2457,2410,2370,1832,1836,2033,1916,2340,2870,2885,2714,2553,2858,2279,1524,1045,617,297
E07000043,female,2393,2593,2435,2403,2019,2405,2406,2478,2750,3399,3629,3473,3134,3587,3101,2224,1723,1217,909
E07000043,male,2534,2713,2566,2557,2406,2655,2288,2413,2600,3255,3467,3245,2921,3447,2792,1934,1424,794,354
E07000044,female,1812,2127,2177,2111,1421,1639,1899,2064,2372,3210,3634,3506,3360,3797,3085,2045,1680,1087,726
E07000044,male,1818,2309,2218,2285,1895,2034,1683,1769,2171,2719,3225,3165,3084,3550,2791,1894,1350,749,373
E07000045,female,3147,3243,3210,3120,2644,3224,3226,3341,3861,4735,5251,4880,4747,5320,4275,3071,2451,1905,1390
E07000045,male,3307,3582,3390,3532,2914,3205,2967,3250,3387,4432,5013,4488,4281,4906,4026,2638,1875,1142,541
E07000046,female,1549,1720,1645,1621,1371,1623,1467,1666,1919,2384,2563,2681,2558,2974,2249,1588,1221,813,573
E07000046,male,1775,1817,1727,1787,1516,1607,1451,1527,1664,2278,2497,2413,2445,2813,2204,1509,1032,537,238
E07000047,female,1219,1432,1301,1407,921,1225,1161,1356,1601,1958,2308,2153,2103,2361,1853,1325,1021,743,539
E07000047,male,1286,1453,1508,1452,1074,1266,1187,1244,1358,1891,2179,2083,1939,2216,1906,1217,842,453,201
E07000061,female,2957,2614,2552,2820,2724,2629,3048,3031,3122,3431,3609,3270,3165,3677,2966,2411,2088,1741,1249
E07000061,male,2877,2976,2563,3009,3086,2844,2976,2874,2940,3383,3430,3108,2721,3321,2647,2016,1499,1035,594
E07000062,female,2824,2686,2386,2698,2677,3074,2826,2663,2780,3474,3519,3250,2842,3017,2175,1585,1239,955,780
E07000062,male,2908,2881,2587,2753,2659,2823,2813,2667,2853,3436,3476,2896,2577,2850,2123,1364,945,556,286
E07000063,female,2307,2798,2708,2686,2088,2421,2492,2777,3256,3805,3881,3486,3415,3723,3217,2440,2076,1522,1154
E07000063,male,2615,3108,2940,2903,2383,2446,2485,2439,2874,3575,3842,3415,3097,3539,2730,2049,1547,924,468
E07000064,female,1826,2353,2165,2345,1829,1952,1808,2043,2452,3159,3629,3471,3559,4559,3673,2803,2224,1746,1256
E07000064,male,2087,2421,2305,2465,2160,1997,1672,1751,2237,2975,3455,3190,3207,4015,3360,2381,1775,1051,610
E07000065,female,3709,4262,4356,4286,3177,3539,3650,4080,4929,6091,6454,5740,5478,6366,5259,3814,3025,2142,1565
E07000065,male,3808,4670,4516,4404,3560,3482,3449,3524,4281,5578,6144,5586,4989,5610,4834,3194,2470,1374,659
E07000066,female,6305,5836,5261,5160,5028,6301,6497,6278,6168,6746,6659,5791,4919,5095,3997,3171,2614,1660,991
E07000066,male,6448,6197,5598,5370,5127,5969,5847,5925,5893,6558,6251,5600,4508,4612,3517,2529,1879,1056,407
E07000067,female,4140,4759,4306,4032,3546,4454,4574,4728,5133,5930,5860,4925,4504,5086,3694,2639,2045,1506,1069
E07000067,male,4527,5015,4534,4469,3792,4221,4394,4315,4980,5764,5619,4816,4357,4539,3547,2382,1636,941,455
E07000068,female,2087,2147,2198,2108,1916,2231,2333,2528,2602,2961,3113,2537,2059,2237,1914,1546,1364,965,649
E07000068,male,2367,2168,2218,2191,1954,2250,2149,2345,2373,2828,2983,2499,2027,2127,1655,1211,1032,591,306
E07000069,female,2124,2415,2306,2478,2316,2354,2251,2314,2725,3310,3275,2958,2960,3693,2990,2305,1658,977,621
E07000069,male,2344,2327,2393,2647,2547,2462,2179,2167,2525,3133,3232,3090,2664,3189,2665,1851,1340,664,303
E07000070,female,4838,5150,4860,4534,4648,5483,5606,5798,5977,6542,6380,5432,4837,5378,4183,3139,2472,1713,1071
E07000070,male,5317,5447,5232,4968,4717,5587,5704,5526,6055,6399,6208,5325,4693,4781,3780,2648,2094,1160,515
E07000071,female,5859,5404,4809,5384,7156,7065,6174,5998,6018,6518,6379,5253,4774,5500,4095,3035,2369,1600,1054
E07000071,male,5882,5919,5124,5767,8043,7348,6316,6020,6082,6423,6111,5151,4471,4758,3763,2629,1924,1007,451
E07000072,female,3973,3734,3432,3367,3351,4044,4009,4423,4432,5114,5207,4337,3722,3849,3200,2391,1998,1479,1024
E07000072,male,4136,3943,3621,3544,3552,3895,3587,3953,4113,4713,4773,4151,3456,3582,2901,1991,1526,960,440
E07000073,female,3226,2999,2350,2270,2311,3127,3454,3025,2865,2998,2985,2716,2244,1979,1605,1381,1273,858,463
E07000073,male,3477,3117,2564,2524,2507,2770,3088,3062,2665,2803,2877,2537,2141,1823,1277,1019,782,520,185
E07000074,female,1453,1632,1605,1694,1354,1462,1368,1660,2068,2608,2524,2372,2255,2533,2019,1414,1012,696,433
E07000074,male,1584,1740,1721,1862,1519,1531,1225,1493,1855,2363,2582,2376,2216,2477,1935,1268,914,413,182
E07000075,female,1974,2370,2302,2416,2154,2170,2119,2408,2858,3460,3328,2899,2656,3093,2572,1881,1520,985,599
E07000075,male,2126,2492,2435,2511,2268,2313,1995,2219,2727,3226,3344,2873,2540,2860,2242,1670,1226,614,263
E07000076,female,3479,3748,3404,3621,3300,3332,3085,3272,3845,4806,5279,5076,5159,6517,5463,4059,3196,2159,1509
E07000076,male,3734,3775,3698,3939,3527,3469,2816,2848,3431,4478,4820,4735,4616,5746,5020,3709,2567,1451,665
E07000077,female,2474,2661,2702,2440,1779,2094,2293,2790,3109,3523,3572,3019,2457,2608,2086,1508,1203,888,648
E07000077,male,2585,2885,2828,2699,1971,2105,1979,2517,2810,3471,3362,3008,2487,2566,2039,1309,1018,524,272
E07000078,female,3308,3156,3049,3794,4266,4121,4080,3724,3647,3795,4217,3455,3107,3309,2669,2136,1791,1312,958
E07000078,male,3373,3378,3050,3392,3792,4121,4400,4035,3762,4019,3943,3496,2948,2972,2287,1834,1285,792,444
E07000079,female,1901,2302,2240,2231,2035,1803,1867,2238,2728,3395,3608,3340,3059,3269,2775,2059,1681,1134,800
E07000079,male,2000,2321,2253,2404,2205,1776,1793,1963,2540,3245,3370,3090,2912,3041,2531,1782,1317,752,361
E07000080,female,2084,2246,2127,2570,2089,2016,1974,2011,2559,3247,3462,3166,3069,3316,2584,1861,1401,938,671
E07000080,male,2143,2274,2202,2770,2379,2107,1860,1881,2407,3189,3353,3079,2936,3170,2527,1770,1115,577,281
E07000081,female,4385,4098,3592,3722,3752,4665,4662,4110,3971,4674,4709,3967,3241,3332,2769,1955,1562,1110,744
E07000081,male,4678,4110,3607,3911,4236,4202,4440,4146,4231,4719,4578,3908,3210,3057,2380,1731,1194,693,304
E07000082,female,2943,3342,3243,3116,2490,2941,2899,3266,3990,4625,4771,4249,3807,4279,3279,2467,1906,1287,815
E07000082,male,3119,3594,3460,3429,2662,2870,2761,3180,3927,4558,4466,4143,3827,3895,3067,2226,1466,807,300
E07000083,female,2487,2586,2244,2149,1865,2556,2556,2692,2794,3254,3401,3100,2850,3006,2489,1946,1486,1011,721
E07000083,male,2693,2704,2415,2424,1894,2375,2376,2562,2847,3334,3319,2886,2624,2834,2253,1736,1111,644,294
E07000084,female,5564,5730,4852,4675,4095,5411,6159,6187,6263,6854,6769,5567,4549,4897,3838,2786,2072,1275,884
E07000084,male,5951,6013,5143,5001,4326,5217,5803,5902,6158,6794,6838,5651,4524,4552,3525,2421,1662,885,433
E07000085,female,2988,3481,3424,3466,2535,2684,2673,3411,4037,4799,5105,4416,3727,4184,3390,2637,1968,1408,997
E07000085,male,3191,3476,3563,3536,2671,2717,2562,2771,3632,4392,4601,4394,3695,3866,3197,2110,1643,919,439
E07000086,female,3775,4037,3501,3382,3071,4206,4097,4427,4455,4719,4923,4305,3766,3935,3065,2413,1844,1323,835
E07000086,male,3826,4249,3878,3707,3286,4006,3828,4027,4162,4694,4640,4241,3707,3645,2773,2078,1458,867,395
