ltla,sex,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+
E06000016,female,12343,10499,9451,11786,19000,14700,12484,10490,10648,9932,9822,8312,7140,5516,4589,4212,3408,2280,1340
E06000016,male,12636,10956,10204,11879,17407,14360,13323,11058,10291,10029,9587,8410,7218,5421,3901,3286,2260,1301,588
E06000017,female,864,934,1069,1344,688,784,865,910,1300,1366,1287,1178,1311,1321,986,778,633,432,305
E06000017,male,879,978,1191,1579,934,1063,941,1032,1262,1375,1294,1143,1275,1239,934,738,491,273,120
E06000018,female,9843,8226,7689,12846,22673,12242,10580,8912,9535,9160,8142,6889,5760,5103,4308,3922,3389,2330,1251
E06000018,male,10534,8893,7923,12881,23119,13474,12169,9880,9932,9363,8292,6892,6439,5114,3651,3098,2244,1251,514
E06000019,female,4775,4491,5051,5114,4607,4808,4844,4853,6394,7070,6662,6464,6589,6510,4697,4088,3250,2294,1424
E06000019,male,5022,4905,5169,5368,4931,5207,5109,4876,6100,7008,6591,5992,6363,6115,4499,3594,2551,1311,501
E06000020,female,5658,5270,5111,5593,5199,5397,5292,5042,6346,6351,5558,4939,4960,4452,3247,2511,1825,1095,727
E06000020,male,5821,5189,5126,5840,5811,5389,5252,5413,6459,6413,5421,4747,4776,4217,3023,2116,1325,664,236
E06000021,female,8667,7294,6676,7713,9680,8995,8035,7434,8543,8357,7786,7161,6899,6425,4864,4114,3411,2086,1150
E06000021,male,8837,7540,6924,8087,9730,9109,8353,7770,8952,8836,8138,7192,6904,6355,4490,3381,2345,1168,391
E06000022,female,4486,4362,4646,6386,8586,4698,4749,4997,6145,6491,5812,5319,5252,5087,3781,3281,2945,2034,1290
E06000022,male,4841,4711,4791,6318,8882,5320,4742,4851,5934,6275,5529,5025,4892,4741,3381,2792,2089,1201,534
E06000023,female,14896,11916,10690,13013,22807,20093,18120,14501,13578,13587,11977,10236,9599,8379,6500,5851,5018,3702,2499
E06000023,male,15796,12170,10770,12753,22836,20929,19483,15729,14502,13794,11941,10430,9707,8204,6017,4625,3562,1937,896
E06000024,female,5730,5490,5624,5534,4715,5165,5629,6136,7419,7934,7165,6530,7192,7094,5120,4440,3632,2652,1802
E06000024,male,6246,5773,5744,5899,4697,5005,5367,5873,7293,7899,6732,6257,6600,6854,4697,3722,2648,1422,723
E06000025,female,7959,7388,7387,8393,7407,7953,8255,8492,10290,11067,9065,7765,7571,7470,5641,4856,3664,2260,1456
E06000025,male,8246,7772,7788,9273,8124,8036,8004,8484,9904,10745,9305,7563,7352,7235,5130,4137,2790,1378,588
E06000026,female,7685,6595,6312,8738,11604,9071,8056,7333,8798,8952,8277,7243,7359,6869,5192,4541,3637,2260,1544
E06000026,male,8013,6843,6763,9039,13247,9523,8154,7288,8435,8680,8263,7114,6887,6663,4634,3682,2554,1321,575
E06000027,female,3446,3132,3307,3571,3287,3443,3323,3405,4410,4876,4699,4390,4920,4929,3666,3191,2617,2067,1390
E06000027,male,3484,3360,3468,3919,3375,3358,2963,3209,4112,4715,4414,4149,4450,4790,3309,2738,1902,1135,561
E06000030,female,7184,6171,6038,6098,6242,7702,7723,7571,8062,8198,7126,5972,5341,4891,3542,3063,2517,1647,913
E06000030,male,7487,6587,6110,6414,6164,7439,7830,8081,8661,8592,7436,6040,5302,4571,3313,2637,1853,1003,397
E06000031,female,7094,5864,5479,5656,5911,7734,7136,6285,6607,6552,5711,5071,4587,4055,2965,2775,2351,1460,807
E06000031,male,7636,6066,5725,5823,6117,7543,7382,6595,6676,6424,5702,4717,4520,3821,2730,2246,1611,831,331
E06000032,female,8297,7037,6521,6736,7786,9035,8218,6782,6857,6808,5835,4776,4202,3517,3072,2727,2081,1123,753
E06000032,male,8679,7631,6641,6972,8301,9723,8616,7138,6882,6722,5898,4783,4126,3426,2781,2477,1525,735,279
E06000033,female,5540,4841,4844,4987,4888,5616,5948,5956,6565,6464,5619,4848,5030,4939,3607,3162,2827,2092,1460
E06000033,male,5842,5123,5001,5414,4736,5439,6012,5793,6502,6483,5958,4814,4870,4504,3153,2649,1938,1135,492
E06000034,female,6016,5310,4769,4900,4810,5870,6255,6063,6227,5836,4857,4171,4126,3593,2568,2075,1695,1194,635
E06000034,male,6227,5488,4967,5151,4763,5404,5768,5877,6212,6190,5043,4314,4117,3377,2190,1714,1190,639,236
E06000035,female,8716,8182,7981,8821,10069,8915,8883,8508,9744,10056,9069,7484,7355,6719,4697,3991,2982,1916,1184
E06000035,male,9113,8263,8472,9446,10177,9208,8825,8416,9704,9999,8828,7585,7211,6409,4418,3266,2119,980,419
E06000036,female,4091,3450,3326,3498,3016,3849,4547,4277,4697,4687,4117,3231,2849,2501,1773,1532,1148,760,535
E06000036,male,4101,3682,3627,3754,3373,3922,4041,4232,4642,4718,4151,3395,2900,2289,1559,1332,846,464,177
E06000037,female,4852,4565,4732,4718,3534,4019,4843,5444,6241,6257,5629,4785,4759,4266,2892,2402,1895,1286,788
E06000037,male,5292,4829,4919,4968,3730,4102,4530,5099,6240,6340,5747,4810,4595,4179,2735,2114,1474,777,317
E06000038,female,6017,4503,3889,4571,7446,7499,7418,5749,5305,5021,4085,3471,3108,2779,2146,1891,1555,1050,729
E06000038,male,6265,4700,3921,4670,7087,7246,7785,6470,5777,5221,4477,3563,3066,2634,1978,1599,1135,678,291
E06000039,female,6488,5157,4397,4185,4438,6837,7232,5552,5061,4375,4022,3212,2549,1977,1586,1447,1150,671,447
E06000039,male,6608,5568,4592,4494,4442,5942,7167,6351,5401,4603,3941,3342,2762,1822,1484,1138,763,420,197
E06000040,female,4547,4302,4267,4046,3231,4357,4989,5244,5920,5701,4884,4101,4175,3986,2902,2564,2116,1380,998
E06000040,male,4889,4562,4706,4459,3467,4299,4776,5205,5681,5682,4982,4065,4006,3760,2584,2110,1568,842,389
E06000041,female,4940,4930,4702,4748,3397,4043,5058,5881,6323,6460,5723,4675,4575,4239,3051,2556,1884,1194,793
E06000041,male,5316,5096,5062,4994,3907,4043,4479,5568,6137,6356,5896,4706,4360,3898,2779,2268,1542,714,365
E06000042,female,9968,8513,7698,7043,7000,9609,10614,9929,9599,9242,8154,7313,6700,5168,3638,2849,2193,1515,967
E06000042,male,10307,9018,7981,7821,6615,9400,10569,9988,9430,9236,8137,6969,6429,4963,3170,2284,1564,827,353
E06000043,female,7510,6587,6378,8240,15349,10992,10855,10195,10607,10445,8083,6425,5922,5292,4033,3637,3201,2435,1660
E06000043,male,7760,6990,6843,8270,15027,11818,11536,10563,11155,10706,8220,6508,6131,5423,3707,3050,2244,1269,658
E06000044,female,6719,5682,5050,7155,10963,8198,6966,6266,6864,6918,6038,4874,4528,4236,3338,2940,2492,1753,1198
E06000044,male,6846,5932,5472,7550,13301,8747,7369,6603,7157,7077,6316,4890,4564,4261,2941,2310,1616,937,450
E06000045,female,7625,6119,5373,8733,14310,10189,9159,7237,6852,7282,6395,5479,5271,4849,3617,3196,2916,1954,1237
E06000045,male,8246,6322,5816,9007,16001,10818,9754,8368,7469,7530,6662,5627,5172,4564,3267,2583,1944,1107,469
E06000046,female,3127,3220,3634,3896,3222,3249,3146,3472,4828,5190,4824,4804,5286,5578,3880,3229,2885,2007,1419
E06000046,male,3426,3509,3845,4389,3569,3555,3261,3374,4265,5084,4735,4462,4906,5284,3749,2816,1997,1140,564
E06000047,female,14154,13126,13079,15441,18147,14913,14764,14443,18533,19871,18734,16963,17149,15659,12038,10095,7559,4740,2788
E06000047,male,14697,13684,13771,16296,18258,15142,14384,13803,17921,19680,17794,16431,16509,15235,10836,8465,5425,2714,1020
E06000049,female,9899,9921,10255,10394,9161,9495,9999,11503,14531,15142,13766,11873,12595,11946,8935,7561,6081,4037,2710
E06000049,male,10503,10461,10520,11398,9785,9271,9781,10886,13619,14721,13633,11640,12286,11641,8158,6486,4368,2406,1016
E06000050,female,8983,8703,8783,9654,10193,9347,9514,10062,12459,13108,12043,10542,10937,10057,7823,6558,5138,3389,2086
E06000050,male,9349,9201,9283,10043,9516,9184,8960,9613,11849,12543,11528,10323,10565,9833,7160,5411,3758,1916,810
E06000051,female,7727,7887,8502,8925,7300,7589,7782,8386,10819,11786,10971,10263,10983,10689,8066,6478,5188,3600,2335
E06000051,male,7953,8062,8669,9907,9342,8637,7961,8244,10889,11829,11135,9963,10420,10125,7373,5693,4036,2071,831
E06000052,female,13666,13230,14096,15539,14469,13321,13824,14845,19010,20196,19335,18707,20648,20339,13988,11691,9524,6597,4303
E06000052,male,14603,13931,14876,16275,14992,13251,13382,13900,17156,18970,18068,17190,19111,19470,13048,10190,7182,3745,1581
E06000053,female,46,45,62,42,73,63,76,61,99,79,81,74,67,84,56,47,44,23,21
E06000053,male,49,73,48,24,53,82,78,55,75,90,73,77,89,96,60,42,33,27,12
E06000054,female,13984,13739,13987,14187,11193,12405,12984,14746,18383,18969,17105,14831,15276,14341,10625,8820,7229,5038,3372
E06000054,male,14810,14331,14333,14802,14005,13971,12988,13749,17268,18400,17037,14559,14517,13721,9799,7870,5307,2932,1301
E06000055,female,5151,4702,4619,4909,4911,5089,5615,5246,5869,6099,5406,4531,4557,4008,2914,2802,2251,1468,898
E06000055,male,5327,4878,5142,5482,4803,4695,5129,5114,5795,5946,5272,4600,4402,3915,2756,2206,1609,922,331
E06000056,female,8248,7629,7396,7260,6665,7551,8634,8868,10153,10659,9452,7965,7903,7174,4951,4231,3211,1988,1182
E06000056,male,8379,7985,7723,8045,7241,7464,7745,8534,9891,10564,9561,7931,7693,7039,4668,3778,2501,1233,496
E06000057,female,7808,7797,8421,8592,7952,8192,8424,8510,11182,12601,12623,11490,12123,10894,7991,6753,5235,3336,2095
E06000057,male,8383,8549,8832,9400,8353,7999,8004,8332,10233,11847,11891,10974,11279,10627,7296,5854,3733,2056,828
E06000058,female,10561,9105,8919,10902,13378,12519,12743,11307,12629,13280,11954,10746,11490,11311,8496,8102,7438,5257,3734
E06000058,male,11119,9537,9462,10997,13999,12670,13654,12107,13343,13815,11883,10362,10824,10794,7728,6679,5168,3172,1604
E06000059,female,8493,8694,9680,10054,7786,7543,7992,9093,12154,13689,13503,12743,14505,14575,10812,9362,7837,5408,3608
E06000059,male,8861,9270,10131,11437,9313,7986,8086,8918,11710,13142,12821,11863,13152,13649,9940,8132,6117,3433,1474
E06000060,female,16026,15495,15663,15394,12982,13882,15555,16686,19947,20608,18339,15618,15051,14195,10627,9106,7225,4730,3101
E06000060,male,16657,16429,16606,15989,13176,13178,14630,16297,18918,20549,18454,15647,14484,13323,9441,7748,5281,2783,1163
E07000008,female,3426,2683,2477,4392,8178,5803,5215,3938,3630,3446,3040,2801,2457,2194,1610,1534,1337,1031,773
E07000008,male,3492,2780,2645,4675,9773,6693,5823,4358,3911,3732,3100,2657,2459,2001,1440,1260,929,585,323
E07000009,female,2745,2486,2288,2221,2013,2494,2975,2986,3309,3291,2931,2493,2624,2515,1671,1480,1249,829,494
E07000009,male,2935,2695,2517,2315,2083,2353,2813,3018,3264,3271,2902,2439,2533,2429,1671,1336,903,457,192
E07000010,female,2636,2358,2635,2836,2540,2840,2662,2646,3412,3588,3233,3116,3265,3087,2326,2033,1716,1069,687
E07000010,male,2735,2576,2708,2914,2610,2854,2713,2717,3268,3577,3209,3030,3142,3043,2195,1804,1305,661,229
E07000011,female,5081,4686,4921,4918,4450,5032,5309,5527,6653,6879,6053,5216,5460,5026,3578,2649,2136,1425,954
E07000011,male,5252,5141,5199,5299,4977,5053,5113,5489,6602,6829,6188,5162,5345,5014,3313,2494,1596,810,377
E07000012,female,4537,4572,4400,4231,3295,3967,4809,5235,6078,6105,5292,4564,4590,4390,2990,2475,2061,1461,904
E07000012,male,4885,4815,4635,4584,3776,4124,4737,5218,5801,5887,5281,4465,4576,4199,2762,2285,1636,886,398
E07000026,female,2445,2275,2523,2741,2254,2355,2441,2573,3640,3849,3592,3306,3612,3198,2575,2102,1668,1086,692
E07000026,male,2513,2468,2693,2975,2457,2417,2379,2431,3330,3722,3526,3280,3544,3263,2483,1815,1209,605,232
E07000027,female,1813,1813,1916,2089,1874,1958,1786,1990,2559,2717,2337,2178,2273,2172,1712,1308,1008,663,457
E07000027,male,1879,1856,1987,2196,2030,2031,1791,1814,2485,2711,2545,2128,2244,2160,1638,1110,729,345,169
E07000028,female,3041,2779,2722,3274,3608,3349,3051,3141,3840,4073,3969,3500,3467,3149,2502,2172,1762,1181,647
E07000028,male,3214,2913,2644,3200,3346,3175,3215,3036,3867,3987,3988,3409,3381,3092,2292,1757,1225,644,313
E07000029,female,1790,1744,1808,1911,1815,1892,1892,2005,2518,2819,2604,2363,2397,2100,1803,1417,1075,672,373
E07000029,male,1891,1923,1850,2180,2022,2013,1948,1848,2456,2834,2820,2478,2537,2242,1650,1258,840,379,142
E07000030,female,1112,1237,1370,1412,1145,1148,1194,1342,1983,2081,2032,1926,2061,1862,1480,1153,961,673,387
E07000030,male,1207,1369,1447,1542,1485,1224,1167,1284,1811,2095,2012,1782,2109,1919,1401,1040,714,363,157
E07000031,female,2153,2384,2493,2713,1970,2243,2418,2703,3694,4169,3943,3733,4124,4124,2983,2543,2252,1508,926
E07000031,male,2300,2411,2758,2995,2330,2191,2341,2520,3448,3801,3748,3633,3971,4096,2901,2191,1588,866,379
E07000032,female,3161,3073,3436,3574,3139,3354,3465,3703,4789,4998,4333,4049,4296,4059,2734,2344,1814,1262,898
E07000032,male,3281,3349,3504,3683,3211,3112,3193,3673,4715,4877,4388,3994,4335,4018,2720,1915,1330,725,294
E07000033,female,2128,2077,2065,2315,2155,2342,2180,2273,3077,3042,2538,2384,2383,2383,1653,1447,1164,743,455
E07000033,male,2214,2113,2138,2417,2194,2278,2094,2261,2966,3048,2701,2389,2354,2365,1626,1200,777,381,160
E07000034,female,2902,2588,2673,3154,3021,2969,3090,3181,3875,4144,3611,3264,3284,3253,2385,1976,1646,1234,688
E07000034,male,2970,2635,2895,3313,2923,2981,3049,2993,3851,4068,3680,3356,3263,3025,2154,1601,1163,659,271
E07000035,female,1560,1750,1987,1950,1419,1336,1352,1832,2614,2974,2759,2627,2909,2748,1945,1639,1281,922,606
E07000035,male,1532,1874,2139,2070,1658,1494,1435,1730,2507,2970,2777,2546,2840,2706,1793,1452,917,532,204
E07000036,female,3258,2936,2932,3394,3344,3429,3446,3497,4442,4671,3852,3348,3447,3412,2464,2157,1720,1152,710
E07000036,male,3467,3141,3116,3484,3305,3090,3170,3351,4317,4575,4033,3370,3364,3256,2274,1780,1238,597,294
E07000037,female,2406,2437,2683,2714,2506,2309,2495,2652,3534,3901,3526,2924,3076,2831,2019,1608,1290,791,559
E07000037,male,2557,2555,2616,2843,2749,2404,2251,2488,3539,3805,3497,3097,3098,2729,1813,1304,895,460,199
E07000038,female,2390,2484,2565,2788,2441,2457,2462,2817,3677,3970,3646,3359,3718,3692,2703,2137,1711,1003,652
E07000038,male,2571,2444,2678,3009,2630,2377,2354,2636,3498,3871,3726,3406,3456,3501,2485,1878,1217,650,288
E07000039,female,2796,2745,2826,2780,2436,2807,3137,3190,3998,3847,3385,2947,3023,2646,1832,1496,1228,772,441
E07000039,male,2968,3016,3126,3081,2505,2611,2908,3110,3879,3933,3324,2972,2921,2744,1776,1235,891,432,170
E07000040,female,2926,2998,3348,3563,2512,2651,2780,3305,4466,4915,4651,4691,5324,5676,4362,3892,3421,2500,1725
E07000040,male,3154,3245,3569,3875,3339,2901,2668,2952,4029,4525,4305,4178,4848,5191,3943,3198,2548,1517,739
E07000041,female,3417,2711,2600,4302,7632,4432,4109,3518,3704,3917,3455,3083,3028,2774,2181,1913,1889,1325,885
E07000041,male,3564,2939,2626,4202,7738,4616,4263,3695,3780,3765,3383,2865,2772,2526,1801,1569,1098,675,288
E07000042,female,2214,2190,2196,2283,1775,1928,2042,2157,2851,3080,2887,2684,2779,2673,1945,1573,1319,916,589
E07000042,male,2220,2341,2388,2476,1806,1940,1804,2043,2729,2821,2754,2541,2770,2651,1813,1404,997,568,235
E07000043,female,2500,2443,2444,2622,2209,2298,2356,2513,3193,3542,3389,3161,3434,3542,2529,2070,1776,1225,859
E07000043,male,2549,2477,2595,2833,2651,2305,2399,2350,2996,3380,3200,2911,3279,3315,2305,1879,1309,671,336
E07000044,female,1822,2012,2219,2180,1574,1659,1793,2016,2836,3468,3407,3254,3618,3596,2328,2022,1549,1180,690
E07000044,male,1972,2109,2250,2417,2063,1802,1614,1770,2475,3087,3044,2975,3385,3347,2173,1784,1243,654,316
E07000045,female,2884,2978,3171,3359,2745,2728,2895,3299,4390,5063,4676,4492,4908,4810,3446,2930,2499,1911,1279
E07000045,male,3201,3209,3507,3669,2933,2803,2857,2969,4022,4680,4472,4166,4434,4632,3157,2487,1814,1098,474
E07000046,female,1588,1547,1625,1749,1541,1401,1472,1681,2144,2395,2464,2364,2724,2581,1818,1526,1144,806,552
E07000046,male,1723,1626,1747,1948,1604,1332,1399,1478,2067,2371,2236,2177,2573,2518,1875,1344,953,470,206
E07000047,female,1266,1257,1432,1422,1107,1183,1229,1344,1790,2120,2153,1983,2231,2129,1474,1233,1009,739,526
E07000047,male,1285,1393,1514,1516,1207,1196,1230,1238,1697,2069,1994,1850,2050,2149,1439,1125,751,368,188
E07000061,female,2638,2429,2555,2915,2925,2889,3043,2929,3270,3553,3191,2994,3239,3238,2543,2350,2278,1690,1268
E07000061,male,2864,2610,2716,3103,3030,2925,2872,2757,3183,3325,3031,2643,3009,2934,2160,1842,1507,968,485
E07000062,female,2766,2352,2504,2801,2960,2823,2721,2584,3235,3497,3125,2967,2897,2585,1810,1555,1266,999,747
E07000062,male,2896,2582,2532,2840,2809,2732,2690,2776,3276,3474,3013,2619,2736,2612,1664,1305,890,490,247
E07000063,female,2450,2593,2593,2693,2202,2216,2421,2841,3523,3862,3474,3313,3485,3572,2682,2341,2029,1433,1065
E07000063,male,2767,2817,2864,2909,2437,2429,2253,2432,3189,3747,3507,3056,3398,3156,2277,1942,1501,822,404
E07000064,female,2012,2040,2354,2499,1736,1659,1762,1998,2846,3384,3243,3191,3815,4057,3001,2657,2359,1752,1315
E07000064,male,2072,2170,2461,2727,1942,1735,1559,1770,2644,3182,3008,2954,3341,3702,2596,2321,1629,1058,514
E07000065,female,3624,4072,4326,4220,3203,3042,3401,4166,5491,6205,5638,5190,5650,5907,4181,3496,2924,2002,1453
E07000065,male,4026,4240,4537,4487,3273,3238,3002,3501,5012,5924,5425,4925,5159,5369,3725,3062,2187,1223,544
E07000066,female,5662,5382,5281,5274,5172,5832,6057,5948,6642,6775,6041,5181,5005,4781,3537,3272,2510,1562,895
E07000066,male,6101,5636,5425,5694,5156,5379,5604,5624,6457,6472,5827,4813,4753,4300,2930,2547,1794,831,386
E07000067,female,4538,4383,4178,4317,3893,4292,4531,4889,5754,6009,5028,4661,4793,4498,2925,2383,2057,1448,1019
E07000067,male,4861,4571,4579,4461,3974,4078,4263,4677,5654,5679,5083,4552,4519,4242,2790,2090,1543,834,329
E07000068,female,1938,2069,2202,2196,1771,2010,2205,2476,2748,3193,2720,2292,2231,2226,1661,1558,1368,867,585
E07000068,male,2054,2039,2217,2327,1931,1907,2073,2196,2615,2949,2701,2215,2159,2045,1390,1255,944,570,239
E07000069,female,2163,2167,2425,2580,2341,2048,2116,2466,3181,3323,3004,2901,3370,3479,2602,2044,1504,947,606
E07000069,male,2080,2240,2543,2827,2485,2194,2038,2320,2927,3279,3062,2808,3037,3204,2108,1822,1180,559,239
E07000070,female,4975,4716,4571,4967,4884,5270,5580,5616,6447,6552,5814,5120,5169,4930,3471,2959,2426,1595,968
E07000070,male,5221,5036,4925,5104,4806,5417,5390,5620,6356,6360,5708,5065,4837,4613,3012,2674,1825,973,407
E07000071,female,5312,4817,4662,5328,7247,5961,5879,5676,6343,6495,5453,4931,5234,4768,3360,2831,2275,1568,1012
E07000071,male,5699,5150,4917,5751,7612,6201,5692,5815,6309,6043,5473,4569,4760,4471,3099,2490,1662,960,360
E07000072,female,3713,3465,3448,3483,3364,3563,3971,4228,4977,5154,4572,3917,3869,3808,2687,2353,2018,1417,930
E07000072,male,3974,3577,3611,3772,3493,3310,3577,3925,4437,4913,4379,3780,3704,3573,2364,1976,1530,812,353
E07000073,female,3118,2474,2326,2406,2519,3131,3138,2792,3056,3055,2855,2447,2035,1827,1531,1530,1299,722,402
E07000073,male,3198,2689,2500,2627,2289,2888,3037,2742,2827,2970,2749,2356,1974,1643,1171,1047,890,397,157
E07000074,female,1478,1587,1721,1698,1366,1217,1433,1828,2392,2560,2351,2184,2399,2398,1561,1177,958,594,444
E07000074,male,1585,1695,1854,1886,1548,1276,1358,1619,2201,2490,2388,2167,2355,2268,1476,1213,708,357,156
E07000075,female,2097,2200,2458,2523,2113,1801,2138,2559,3288,3329,2991,2685,2894,2905,2097,1821,1442,927,551
E07000075,male,2225,2324,2473,2700,2177,1938,2028,2453,3150,3310,2962,2686,2632,2725,1864,1583,1112,553,181
E07000076,female,3458,3267,3553,3814,3219,2934,2938,3361,4422,4830,4747,4593,5500,6063,4512,3891,3263,2244,1515
E07000076,male,3476,3377,3811,4087,3461,2896,2694,2980,4072,4553,4481,4231,4756,5519,4096,3447,2402,1359,573
E07000077,female,2309,2511,2551,2507,1752,1782,2253,2582,3344,3493,3104,2595,2494,2386,1640,1331,1149,775,559
E07000077,male,2417,2614,2727,2629,1977,1832,2041,2410,3116,3362,3078,2648,2505,2382,1551,1235,866,478,214
E07000078,female,3280,2920,2946,3809,4685,4439,4109,3529,3809,4269,3654,3151,3213,2989,2286,2101,1760,1373,882
E07000078,male,3365,3013,2981,3504,4391,4503,4545,3892,4035,4117,3692,3120,3032,2630,2012,1648,1215,826,333
E07000079,female,1919,2098,2239,2328,1852,1702,1826,2327,3102,3509,3297,2990,3132,3040,2272,1895,1640,1175,765
E07000079,male,2029,2184,2390,2456,2082,1707,1738,2161,2944,3226,3058,2849,2970,2839,2066,1673,1203,658,283
E07000080,female,2055,2086,2199,2619,1989,1773,1848,2159,3052,3270,3106,2922,3170,2950,2128,1728,1350,933,609
E07000080,male,2099,2145,2400,2938,2253,1849,1807,2042,2955,3242,3002,2797,3015,2863,2089,1530,967,542,235
E07000081,female,4237,3578,3513,3758,4176,4527,4288,3839,4496,4748,4176,3333,3287,3063,2191,1880,1653,1107,652
E07000081,male,4291,3695,3717,4083,4200,4140,4405,4020,4646,4626,4194,3404,3103,2717,2077,1601,1141,604,239
E07000082,female,2973,3021,3278,3191,2571,2432,2743,3348,4363,4642,4388,3835,4048,3769,2739,2298,1855,1251,833
E07000082,male,3098,3270,3462,3622,2674,2473,2780,3256,4318,4516,4200,3843,3892,3550,2532,1970,1348,729,296
E07000083,female,2245,2168,2218,2158,1969,2102,2367,2508,3051,3312,3100,2726,2808,2818,2125,1695,1428,942,621
E07000083,male,2471,2309,2394,2298,2038,2065,2208,2489,3088,3285,2911,2553,2680,2599,1951,1483,1028,538,257
E07000084,female,5806,5050,4904,4699,4324,5835,6008,6105,6920,6946,5859,4893,4862,4505,3137,2498,1873,1229,765
E07000084,male,6015,5415,5187,5074,4278,5285,5798,5937,6728,6966,6176,4928,4787,4241,2892,2165,1482,805,314
E07000085,female,3142,3173,3478,3631,2517,2492,2951,3407,4527,5045,4541,3904,3989,3800,2850,2270,1909,1343,868
E07000085,male,3147,3366,3609,3961,2842,2653,2544,3129,4084,4617,4472,3903,3793,3664,2436,2033,1392,760,332
E07000086,female,3903,3534,3479,3609,3568,3753,4261,4361,4711,4976,4535,3972,3944,3450,2641,2179,1799,1214,744
E07000086,male,4080,3882,3760,3763,3644,3664,3811,4011,4615,4798,4518,3960,3693,3371,2323,1912,1324,700,297
E07000087,female,2842,2845,3119,3197,2619,2829,2836,3371,4431,4616,4220,3581,3777,3870,2857,2441,1969,1282,830
