ltla,sex,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+
E06000010,male,8577,8795,8157,7376,10441,10822,10742,8792,7544,7872,8081,8128,6835,5781,5328,3152,2373,1215,480
E06000011,female,7162,8785,9297,8239,6362,7570,8479,9106,9474,11660,13423,13872,12649,12066,13391,9257,7074,4371,2592
E06000011,male,7986,9477,9687,8744,7653,8181,7914,8351,8851,11037,12732,13618,12261,11457,12481,8035,5692,3043,1172
E06000012,female,4309,5059,4852,4277,3750,4742,5396,4975,4205,5032,5762,5841,5098,4490,4611,3296,2760,1737,1109
E06000012,male,4554,5063,5187,4235,4118,4896,5231,4439,4158,4928,5349,5707,4943,4363,4262,2923,1964,1235,508
E06000013,female,4424,5055,5250,4357,3797,4792,5519,5330,4782,5381,6518,6492,5721,5265,5208,3791,2697,1773,1240
E06000013,male,4361,5136,5624,4683,4229,5013,5098,5190,4760,5370,6253,6526,5793,5070,5016,3325,2266,1182,461
E06000014,female,4523,5183,5215,7226,12501,7602,6595,6127,5736,6141,6593,6611,5653,5111,5547,4060,3337,2143,1466
E06000014,male,4806,5541,5420,6631,11392,8926,7491,6359,5627,6070,6405,6374,5390,4652,4814,3289,2460,1330,665
E06000015,female,7816,8684,8291,7537,8467,8585,9052,8471,7761,7945,8616,8076,6575,5554,5752,4419,3468,2470,1636
E06000015,male,7979,8784,8925,8424,9855,9487,9116,8231,7337,7839,8333,7868,6399,5271,5157,3627,2740,1531,736
E06000016,female,11511,12219,11258,11859,19153,14991,12902,11770,10053,9623,9482,9192,8259,6792,5720,3979,3296,2253,1598
E06000016,male,12186,12736,11754,12016,20538,16857,13121,12079,10748,9702,9205,9236,7984,6832,5327,3295,2431,1404,675
E06000017,female,876,904,1114,1184,569,922,878,1019,1095,1259,1556,1487,1350,1278,1453,1098,757,500,404
E06000017,male,900,1081,1177,1305,958,1261,1198,1171,1243,1349,1448,1497,1330,1257,1393,998,661,381,165
E06000018,female,9582,10056,9089,14239,24357,15270,11241,9375,8274,8464,9003,8357,6897,5886,4949,3724,3012,2027,1470
E06000018,male,10118,10527,9723,14522,25474,17665,12745,10778,9395,8798,8846,8322,6856,5664,5175,3031,2226,1351,610
E06000019,female,4302,5126,5072,4558,4216,5062,5453,5363,5227,5931,7221,7479,6937,6647,6664,5006,3594,2420,1562
E06000019,male,4627,5500,5493,4729,4395,5439,5838,5543,5142,5695,6913,7356,6540,6197,6340,4506,3041,1674,807
E06000020,female,5215,6015,6028,5288,5093,5720,5898,5977,5438,5905,6489,6102,5155,4764,4620,3251,2333,1307,750
E06000020,male,5574,6272,6230,5101,5567,5889,5625,6024,5470,6158,6554,6049,4747,4465,4171,2969,1802,934,373
E06000021,female,7969,8678,7791,6723,8056,9002,9068,8260,6959,7722,8145,8056,7118,6301,6356,4582,3446,2028,1096
E06000021,male,8422,8917,7885,7723,9373,9391,9261,8815,7307,7776,8453,8280,7058,6095,5909,4136,2620,1311,534
E06000022,female,4507,5098,5251,6580,10049,7314,5646,5062,5184,5867,6208,6335,5315,4883,5096,3895,3016,1991,1409
E06000022,male,4826,5530,5557,6911,10964,8331,6082,5134,4889,5640,6083,5954,5049,4370,4629,3339,2320,1363,680
E06000023,female,13277,13648,12486,13113,26145,24905,20578,16098,12849,12118,12181,11581,9807,8367,8022,5956,4672,3383,2418
E06000023,male,14369,14395,12990,13055,25896,26025,23117,17439,14378,12491,12091,11373,9187,7977,7542,5031,3682,2141,1083
E06000024,female,5371,6329,6076,5385,4571,5201,5876,6675,6750,7351,7989,7703,6937,6624,7499,5548,4026,2838,1872
E06000024,male,5716,6581,6731,5578,4812,5121,5575,6101,6298,7115,7727,7629,6373,5970,6637,5032,3234,1833,890
E06000025,female,7849,8522,8352,7579,8453,9169,9987,9799,8861,9319,10356,9762,7896,6997,7367,5997,4402,2876,1809
E06000025,male,8404,8880,8745,7944,9093,9637,9333,9623,8871,9244,10261,9754,7714,6570,6644,5288,3527,2026,906
E06000026,female,6852,7916,7294,7615,11023,8241,8383,8509,7065,7861,8929,8573,7526,6613,6960,5028,3868,2526,1553
E06000026,male,7380,8180,7657,7487,11389,9644,8868,8721,7138,7568,8214,8257,7589,5996,6352,4468,3031,1686,879
E06000027,female,3100,3743,3559,3103,2747,3293,3482,3548,3506,4153,5099,5433,4953,4801,5207,3914,2851,1935,1367
E06000027,male,3314,3873,3723,3369,3118,3401,3515,3353,3064,3994,4741,5119,4772,4407,4858,3563,2268,1344,628
E06000030,female,6763,7523,6877,5727,5281,6534,7715,8225,7305,7908,7968,7628,6331,5388,5094,3697,2713,1811,1114
E06000030,male,7052,7834,7256,6102,5716,6251,7177,7880,7782,8427,8443,7897,6406,5183,4671,3144,2220,1248,590
E06000031,female,7137,7951,6816,5159,4738,6043,7585,7955,6705,6441,6474,6048,5043,4591,4093,2936,2290,1625,1032
E06000031,male,7840,8546,7240,5579,5185,6814,8110,7784,7000,6723,6605,5808,4804,4018,3951,2516,1869,1070,502
E06000032,female,8376,8465,7383,6280,5986,6830,8074,8445,6914,6206,6269,6035,4771,3845,3396,2590,2327,1506,916
E06000032,male,8661,9045,7897,6776,6334,7697,9538,9087,7635,6739,6284,6003,4826,3685,3114,2198,1874,1042,479
E06000033,female,5350,5713,5612,4513,4573,5019,5806,6309,6285,6532,6619,6075,5153,4679,5036,3733,2756,1935,1481
E06000033,male,5431,5888,5825,4835,4502,5155,5403,5935,6253,6468,6390,6367,5101,4383,4491,3035,2198,1282,652
E06000034,female,6331,6598,6111,4779,4405,5743,7174,7267,6381,6050,5947,5161,3995,3540,3578,2437,1751,1088,641
E06000034,male,6773,6932,6215,5131,4635,5224,6291,6492,6125,6060,6084,5348,4181,3469,3312,1949,1319,722,292
E06000035,female,8893,9314,8798,7732,7680,9898,10222,9525,8961,8969,9604,9180,7747,6424,6682,4623,3380,2015,1239
E06000035,male,9192,9872,9353,8311,8266,9369,10033,9165,8639,9005,9598,9048,7495,6181,6120,4084,2627,1348,550
E06000036,female,3554,3902,4210,3429,2967,3733,4420,4896,4778,4484,4575,4231,3479,2755,2610,1824,1390,863,605
E06000036,male,3737,4237,4356,3806,3435,3522,4280,4384,4355,4615,4508,4278,3378,2704,2360,1515,1097,605,288
E06000037,female,4149,4973,5212,4529,3399,3786,4293,4913,5362,5971,6071,5863,4864,4349,4485,3313,2174,1439,930
E06000037,male,4410,5082,5488,4883,3669,4047,4134,4541,4888,5670,6286,5869,5007,4118,4093,2829,1901,966,509
E06000038,female,5380,5376,4930,4435,6560,6223,5739,5812,5441,4962,4946,4459,3431,2807,2747,2106,1592,1070,677
E06000038,male,5716,5683,5179,4650,6659,6965,6382,6555,5854,5393,5076,4507,3689,2753,2438,1732,1285,716,412
E06000039,female,6105,6328,6099,4330,3484,4186,5710,6932,6062,4814,4428,3778,3187,2464,2045,1378,1129,791,498
E06000039,male,6310,6742,6166,4697,4058,4488,5240,6783,6857,5569,4670,3926,3071,2641,1780,1232,880,496,223
E06000040,female,4074,4629,5016,4162,3112,3594,4319,5453,5392,5746,5752,5220,4181,3600,3865,3024,2348,1589,1183
E06000040,male,4309,4925,5471,5158,3307,3551,4307,4694,5358,5647,5705,5561,4116,3403,3436,2533,1817,1081,635
E06000041,female,4816,6027,5996,5079,3630,4163,5320,6343,6778,6574,6340,5969,4740,4016,4349,3190,2366,1594,1131
E06000041,male,5096,6353,6451,5121,4046,4202,4640,5307,6515,6624,6304,5995,4945,3804,3725,2798,1930,1136,532
E06000042,female,8998,10178,9886,7138,5777,7818,9752,11222,10501,9529,9097,8177,7105,6319,5763,3753,2776,1688,1171
E06000042,male,9182,10784,10361,7715,6514,7907,8696,10747,10671,9697,8892,7973,6869,5754,5023,3201,2035,1003,531
E06000043,female,6272,7022,7146,8882,17614,13239,10546,9113,9177,9417,9801,8964,6472,5365,5118,3862,2963,2046,1573
E06000043,male,6715,7424,7464,8616,16953,14931,12012,10451,9248,9900,10102,8781,6459,5128,5134,3228,2318,1461,821
E06000044,female,5856,6298,5974,6699,10858,8431,7472,6831,5719,6046,6542,6334,5122,4115,4378,3078,2469,1620,1069
E06000044,male,5983,6604,6461,7340,13453,10178,8185,7318,6217,6271,6430,6290,5212,3838,3996,2660,1775,1047,523
E06000045,female,7320,7600,6694,7521,14623,11619,8831,8179,6964,6399,6603,6632,5609,4783,4662,3497,2606,1816,1245
E06000045,male,7621,8191,7197,8142,16701,13953,10009,8601,7375,7063,6745,6989,5713,4581,4259,2940,1932,1100,557
E06000046,female,2847,3521,3491,3198,3020,3264,3284,3458,3431,4490,5581,5625,5517,5445,5816,4287,2916,1965,1356
E06000046,male,3044,3711,3801,3518,3487,3612,3364,3339,3380,4001,4932,5377,5145,5001,5610,3957,2448,1364,693
E06000047,female,12435,14475,14720,14378,17918,16870,15978,15744,14688,16546,19453,19994,18044,15903,16086,11414,8462,5072,2716
E06000047,male,13223,15474,15304,14970,19148,17231,14878,15451,13762,15893,18813,19376,16801,15149,15058,10255,6689,3374,1404
E06000049,female,9749,10857,10979,9548,8025,9562,10496,11544,11556,13763,15411,15255,12670,11619,12616,9315,6881,4393,3113
E06000049,male,10444,11474,11693,10027,8448,9978,9870,10411,10974,13129,14556,14744,12356,10930,11726,8345,5604,3071,1535
E06000050,female,8730,9846,9530,8748,9528,9528,10141,10564,10114,11777,13006,13213,11326,10035,10681,7602,5792,3687,2360
E06000050,male,9329,10492,10142,8970,9265,10120,9237,9602,9415,11091,12215,12396,10583,9523,9907,7018,4683,2396,1231
E06000051,female,7159,8083,8884,8235,6820,7927,8612,8797,8731,10695,12319,12832,11483,10870,11372,8606,6116,3916,2718
E06000051,male,7629,8574,9229,8473,7589,8773,9437,8810,8628,10273,12252,12827,11128,10354,10503,7687,5045,2755,1274
E06000052,female,12913,15794,15593,14288,14266,13713,14415,15815,15772,19067,21898,22263,21155,19727,21299,15254,10263,6812,4589
E06000052,male,13999,16560,16288,15482,15399,13988,13702,14257,14666,17025,19696,20914,19531,18224,19875,13399,8558,4711,2129
E06000053,female,40,57,44,32,82,63,73,59,84,85,69,74,64,79,87,64,43,29,21
E06000053,male,31,63,66,37,54,59,60,47,59,51,90,89,77,75,72,58,51,19,19
E06000054,female,12819,14907,15686,13136,10062,12195,13960,15130,14967,17850,19541,18843,16232,14779,15401,11618,8283,5607,3869
E06000054,male,13377,15873,16064,14032,12018,13557,15028,14642,14303,16630,18652,18502,15706,13897,14290,10143,6772,3943,1756
E06000055,female,5540,5839,5530,4729,4256,4670,5761,6298,6049,5937,6205,5926,5049,4308,4299,3071,2346,1733,1217
E06000055,male,5845,6122,5950,5141,4599,4730,5019,5581,5629,5832,6305,5886,4837,4021,4109,2719,1912,1129,558
E06000056,female,8760,9446,8883,7303,6538,8570,10994,10847,10024,10209,10696,10382,8429,7484,7574,5433,3802,2415,1428
E06000056,male,9401,9885,9140,7705,7136,8675,10032,9832,9641,9831,10421,10226,8458,6849,7015,4814,3189,1800,829
E06000057,female,7087,8036,8461,7573,6608,8013,8821,9335,9077,10357,12195,13699,13022,11579,11921,8034,5891,3731,2356
E06000057,male,7419,8570,9119,8347,7645,8273,8300,8218,8666,9684,11282,12600,12045,10911,10937,7452,4747,2605,1204
E06000058,female,9666,10980,10596,10623,12753,10495,11470,12925,11943,12345,13197,13310,11601,10933,12018,8791,6884,5144,3635
E06000058,male,10084,11693,11344,10941,14245,11813,11731,13052,12504,12930,13710,13225,10970,9955,10870,7729,5589,3453,1842
E06000059,female,7561,9298,10217,8998,6721,7828,8803,9349,9525,11724,13981,15365,14687,14324,16065,11632,8370,5733,3926
E06000059,male,7921,9785,10581,9944,7916,8701,9220,8142,9262,11086,13226,14529,13656,13091,14660,10620,7094,4090,2160
E06000060,female,15459,18218,18596,14983,11537,14089,16445,18468,19104,19421,20453,19068,15943,13666,14220,10890,8504,5680,4035
E06000060,male,16256,18795,19133,16003,12840,14257,14648,16697,18084,19492,19903,19274,15780,12859,12700,9285,6675,3814,1786
E07000008,female,3351,3396,3305,4598,9587,5071,2507,3113,3406,3289,3294,3106,2634,2380,2107,1603,1269,946,780
E07000008,male,3535,3750,3561,4720,10556,7394,4807,3442,3368,3296,3576,3253,2500,2169,1929,1377,1031,684,373
E07000009,female,2326,2889,2836,2194,1855,2177,2708,3270,3160,3335,3367,3196,2736,2573,2617,1867,1334,885,681
E07000009,male,2429,2919,3064,2520,1989,2201,2360,2713,2970,3260,3331,3100,2611,2329,2522,1727,1164,683,274
E07000010,female,2730,2999,2652,2458,2356,2896,3158,3096,2650,3223,3676,3710,3215,3223,3278,2349,1739,1218,912
E07000010,male,2862,3163,2819,2499,2712,3018,3223,2912,2743,3098,3556,3681,3218,3057,3162,2182,1442,809,386
E07000011,female,4818,5295,4958,4369,3833,4990,5694,5905,5593,6179,6751,6561,5426,5035,5234,3747,2668,1604,1167
E07000011,male,5145,5565,5327,4736,4345,4909,5943,5639,5637,6191,6747,6468,5485,4585,5073,3478,2154,1186,545
E07000012,female,4350,5199,5200,4318,3006,3612,4665,5481,5939,6110,6069,5629,4547,4220,4472,3220,2422,1561,1150
E07000012,male,4561,5390,5566,4669,3313,3717,4569,5130,5785,6133,5874,5586,4701,3889,4148,2934,1979,1211,579
E07000026,female,2110,2632,2626,2276,2191,2460,2470,2701,2576,3290,3953,3869,3591,3257,3385,2379,1826,1183,889
E07000026,male,2285,2543,2833,2465,2376,2755,2555,2465,2456,2951,3782,3810,3417,3155,3322,2307,1537,803,350
E07000027,female,1737,1838,1804,1686,1694,2059,2001,1886,1705,2251,2579,2493,2213,1974,2067,1583,1137,610,381
E07000027,male,1816,1868,1914,1857,1860,2075,2036,1849,1714,1979,2550,2529,2124,1890,1973,1458,922,412,202
E07000028,female,2734,3110,2945,2764,2879,3223,3065,3336,3003,3489,4091,4133,3780,3279,3343,2418,1859,1255,782
E07000028,male,2880,3219,3206,2761,2568,3111,2931,3165,2975,3551,3805,4038,3709,3179,3176,2134,1520,770,338
E07000029,female,1624,1787,1770,1604,1528,1821,2013,1914,1832,2254,2643,2773,2488,2175,2087,1505,1181,708,427
E07000029,male,1636,1965,1978,1681,1688,2030,1813,1795,1713,2048,2609,2814,2597,2163,2192,1512,997,483,193
E07000030,female,1030,1207,1339,1195,1032,1191,1207,1309,1412,1734,2250,2381,2153,1979,1963,1407,1081,656,543
E07000030,male,1117,1382,1437,1264,1218,1383,1281,1256,1240,1610,2092,2267,2118,2043,1984,1363,930,489,211
E07000031,female,2011,2264,2563,2526,1985,2149,2188,2711,2770,3464,4191,4521,4188,3752,4216,3026,2312,1558,1074
E07000031,male,2038,2481,2866,2878,2531,2393,2132,2438,2457,3102,3866,4207,3890,3664,4157,2851,1946,1044,495
E07000032,female,3063,3381,3475,2926,3117,3959,3806,3937,3766,4433,5178,4963,4241,3869,4236,3029,2027,1250,968
E07000032,male,3196,3614,3537,3255,3113,3789,3492,3489,3571,4472,4995,4938,4276,3829,4040,2749,1626,848,376
E07000033,female,2005,2325,2226,1950,2191,2573,2657,2496,2264,2827,3285,2986,2634,2286,2270,1772,1172,745,466
E07000033,male,2290,2342,2295,2037,2216,2567,2448,2531,2260,2665,3287,2953,2578,2252,2222,1652,926,469,185
E07000034,female,2585,2860,2827,2411,2751,3364,3285,3132,3065,3554,4075,3917,3409,3053,3219,2342,1708,1101,772
E07000034,male,2609,2971,2904,2527,2853,3419,3156,3230,2846,3465,3994,3802,3408,2989,2910,2084,1317,722,294
E07000035,female,1339,1690,1908,1742,1407,1518,1566,1662,1857,2439,3049,3139,2821,2699,2835,2054,1480,961,611
E07000035,male,1327,1692,1932,1802,1633,1776,1626,1550,1708,2388,3023,3120,2782,2566,2720,1914,1191,642,253
E07000036,female,2813,3203,3186,2817,2820,3723,3952,3608,3411,3988,4647,4339,3418,3131,3370,2469,1863,1288,848
E07000036,male,2955,3574,3485,3027,2925,3474,3672,3227,3193,3913,4372,4335,3446,2973,3011,2195,1481,830,350
E07000037,female,2206,2441,2529,2263,2142,2663,2605,2839,2666,3187,3784,3815,3271,2754,2852,2090,1406,896,585
E07000037,male,2258,2488,2697,2315,2324,2678,2749,2545,2401,3059,3688,3808,3239,2827,2798,1816,1111,595,243
E07000038,female,2279,2699,2705,2444,2260,2882,2896,2840,2883,3406,3957,3899,3633,3366,3659,2863,1930,1147,554
E07000038,male,2440,2716,2783,2505,2398,2897,2722,2641,2580,3286,3762,3822,3483,3191,3365,2517,1603,831,372
E07000039,female,2925,3166,3220,2839,2641,3568,3859,3719,3554,3900,4291,3986,3191,2941,2957,1994,1376,934,546
E07000039,male,3030,3430,3510,3039,2813,3200,3460,3523,3279,3946,4300,3852,3187,2819,2723,1894,1081,572,251
E07000040,female,3126,3634,3944,3281,2578,3107,3562,3740,3878,4597,5371,5656,5521,5661,6309,4785,3559,2520,1833
E07000040,male,3292,4063,4088,3602,2954,3354,3589,3356,3538,4159,4957,5038,4991,4970,5694,4276,2913,1713,871
E07000041,female,3069,3266,3099,4659,8885,5765,4568,3683,3475,3432,3771,3560,3012,2896,2930,2293,1719,1216,1105
E07000041,male,3117,3495,3272,4693,9280,6854,5542,4295,3532,3612,3698,3468,2928,2460,2581,1778,1287,692,346
E07000042,female,2018,2347,2537,2119,1844,2002,2355,2470,2351,2785,3213,3285,2895,2677,2744,1987,1431,927,696
E07000042,male,2072,2528,2784,2391,1891,1912,1964,2168,2111,2655,3021,3107,2705,2619,2708,1855,1146,656,314
E07000043,female,2260,2679,2779,2305,2001,2315,2520,2616,2646,3098,3765,3929,3536,3269,3501,2757,1873,1194,943
E07000043,male,2404,2934,2782,2532,2180,2611,2668,2404,2545,3009,3430,3717,3384,3022,3346,2358,1542,892,424
E07000044,female,1774,2227,2375,2061,1479,1715,1959,2359,2421,2695,3527,3842,3597,3501,3691,2597,1752,1211,708
E07000044,male,1772,2297,2525,2187,1816,1869,1916,1905,2103,2463,3084,3458,3400,3170,3414,2327,1519,802,428
E07000045,female,2992,3540,3437,3060,2459,3267,3708,3706,3677,4283,5168,5623,5086,4964,5229,3688,2674,1783,1462
E07000045,male,3139,3725,3781,3295,2905,3099,3430,3348,3489,3897,4794,5212,4656,4522,4790,3347,2032,1219,553
E07000046,female,1384,1766,1751,1559,1204,1513,1725,1674,1796,2162,2570,2845,2947,2697,2739,1963,1274,879,595
E07000046,male,1539,1881,1966,1632,1476,1531,1680,1519,1627,1886,2461,2701,2674,2581,2677,1803,1115,648,279
E07000047,female,1065,1413,1565,1252,953,1072,1328,1401,1453,1769,2230,2506,2251,2116,2324,1617,1117,742,555
E07000047,male,1129,1438,1578,1452,1108,1177,1242,1296,1361,1602,2030,2355,2198,1995,2151,1553,940,566,239
E07000061,female,2461,3004,2614,2582,2653,2527,2584,3084,3101,3253,3584,3674,3364,3247,3671,2618,2159,1595,1302
E07000061,male,2556,3002,3033,2763,2888,2745,2711,2981,2859,3080,3460,3521,3078,2695,3276,2260,1650,1026,663
E07000062,female,2544,2733,2613,2341,2256,2656,3023,2878,2659,2956,3560,3523,3150,2751,2791,1803,1300,872,859
E07000062,male,2627,2902,2754,2459,2429,2666,2762,2767,2555,3080,3433,3367,2742,2499,2588,1652,1042,584,378
E07000063,female,2182,2684,2930,2691,2136,2367,2620,2872,3065,3602,3889,3910,3444,3471,3775,2820,2128,1462,1203
E07000063,male,2420,2921,3248,2922,2361,2407,2428,2783,2632,3176,3792,3843,3319,3106,3399,2298,1668,1002,549
E07000064,female,1799,2223,2570,2050,1798,2066,2072,2172,2302,2815,3547,3852,3805,3792,4562,3326,2438,1642,1302
E07000064,male,1977,2488,2559,2201,2103,2190,1989,1944,1961,2599,3302,3693,3393,3497,4113,2889,1939,1110,636
E07000065,female,3552,4330,4645,4083,3210,3694,4019,4378,4592,5566,6440,6546,5899,5534,6318,4480,3235,2257,1557
E07000065,male,3816,4538,4968,4334,3469,3709,3494,3913,3901,5070,5969,6287,5631,4964,5427,4042,2621,1478,767
E07000066,female,6204,6357,5761,4952,4804,6060,7038,6691,6219,6280,6674,6293,5205,4480,4729,3331,2647,1737,1058
E07000066,male,6570,6542,6285,5250,4958,5774,6319,5985,5847,5953,6393,5919,4978,3945,4113,2718,1923,1088,478
E07000067,female,4059,4402,4812,3910,3302,4163,4980,4937,4749,5389,5977,5584,4705,4338,4746,3185,2202,1477,1083
E07000067,male,4398,4819,5024,4236,3765,4086,4464,4683,4313,5314,5726,5332,4466,4089,4112,2894,1840,1018,512
E07000068,female,2157,2147,2248,2033,1844,2258,2377,2609,2555,2722,2925,2915,2303,1913,2104,1585,1365,983,689
E07000068,male,2251,2456,2268,2163,1813,2320,2292,2146,2462,2480,2869,2796,2192,1822,1930,1336,965,628,321
E07000069,female,2089,2446,2580,2267,2170,2380,2529,2501,2491,2852,3307,3235,2859,2981,3556,2614,1937,1114,582
E07000069,male,2305,2621,2530,2385,2442,2534,2436,2291,2283,2692,3239,3156,2811,2576,3046,2197,1426,745,319
E07000070,female,4842,5338,5459,4586,4322,5451,5932,6177,5929,6309,6549,6047,5009,4608,5153,3549,2757,1769,1097
E07000070,male,5102,5704,5785,4908,4542,5591,5820,5935,5917,6382,6321,5873,4990,4181,4453,3063,2136,1347,616
E07000071,female,5447,5954,5483,5571,7399,7171,7100,6506,5947,6171,6519,5957,4993,4665,5171,3581,2507,1700,1014
E07000071,male,5696,6284,5999,5965,8743,7613,6828,6379,6082,6313,6384,5920,4720,4148,4423,3025,2121,1190,511
E07000072,female,3949,3961,3689,3252,3144,3926,4439,4493,4477,4599,5088,5056,4015,3420,3527,2743,2075,1424,1010
E07000072,male,4244,4045,3976,3448,3350,3873,3874,3925,4020,4223,4731,4669,3787,3107,3227,2345,1588,964,492
E07000073,female,3134,3350,2757,2235,2025,2906,3408,3533,2911,2760,2951,2838,2471,1966,1848,1374,1123,833,478
E07000073,male,3199,3494,3011,2319,2335,2708,3127,3173,2867,2605,2740,2684,2323,1770,1522,1043,771,454,234
E07000074,female,1458,1623,1751,1589,1445,1461,1623,1650,1805,2334,2809,2592,2431,2177,2452,1690,1233,691,492
E07000074,male,1528,1800,1776,1701,1590,1532,1521,1345,1667,2082,2576,2636,2432,2148,2339,1575,1057,557,233
E07000075,female,2045,2306,2528,2193,2104,2379,2350,2505,2656,3062,3461,3284,2798,2596,3021,2193,1666,1038,629
E07000075,male,2085,2441,2755,2310,2254,2397,2383,2319,2450,2967,3269,3172,2777,2375,2694,1823,1309,762,271
E07000076,female,3338,3902,3913,3290,3163,3522,3577,3415,3561,4339,5250,5717,5575,5527,6703,4720,3316,2140,1454
E07000076,male,3488,4132,3884,3679,3542,3662,3301,3038,3101,3825,4869,5156,5063,5044,5757,4269,2851,1542,728
E07000077,female,2542,2909,2952,2591,1824,2280,2754,2966,3092,3443,3690,3536,2912,2414,2505,1834,1319,919,725
E07000077,male,2707,3091,3050,2621,2068,2318,2428,2617,2935,3295,3636,3442,2820,2333,2456,1695,1076,676,288
E07000078,female,2952,3264,3290,3452,3758,3623,3803,3818,3507,3530,3784,3999,3249,3058,3193,2462,1843,1344,937
E07000078,male,3085,3357,3464,3271,3775,3610,3812,4099,3741,3660,3987,3817,3218,2740,2776,1974,1485,858,448
E07000079,female,2002,2315,2484,2280,1861,1822,2133,2503,2658,3156,3582,3757,3278,3162,3303,2464,1822,1235,792
E07000079,male,2161,2412,2492,2201,2090,1972,1856,2163,2327,3033,3494,3463,3111,2973,3026,2192,1471,816,402
E07000080,female,2000,2296,2331,2492,2061,2092,2193,2294,2189,2823,3476,3526,3141,3024,3080,2207,1503,980,646
E07000080,male,2128,2272,2315,2501,2299,2227,2157,2021,2078,2693,3355,3437,3015,2920,2931,2122,1347,664,271
E07000081,female,3842,4213,3910,3620,3987,3892,4833,4472,3834,4066,4639,4412,3692,3101,3118,2368,1671,1119,776
E07000081,male,3998,4489,4022,3727,4158,4025,4339,4478,4146,4315,4581,4335,3558,2866,2729,2020,1331,723,304
E07000082,female,2770,3404,3563,3146,2426,2934,3255,3453,3572,4501,4744,4797,4195,3792,4009,2813,2065,1401,701
E07000082,male,2972,3590,3790,3263,2752,2966,2970,3168,3528,4365,4673,4550,4069,3610,3602,2550,1654,949,341
E07000083,female,2631,2870,2718,2250,2069,2708,3231,3149,2920,3191,3480,3538,3168,2948,2988,2233,1669,1049,730
E07000083,male,2864,3135,2866,2398,2021,2552,2825,2896,2854,3147,3557,3388,2862,2644,2730,1999,1359,677,310
E07000084,female,5262,5672,5410,4439,4222,4972,6073,6474,6088,6516,6610,6305,5056,4359,4682,3277,2353,1439,855
E07000084,male,5321,6291,5738,4513,4544,4793,5733,5976,5915,6288,6721,6359,5149,4033,4105,2845,1883,1003,486
E07000085,female,2926,3466,3807,3383,2590,2918,3076,3324,3934,4504,5041,5068,4264,3622,4176,3054,2364,1525,1124
E07000085,male,3056,3701,3812,3546,2783,2812,2851,2899,3212,4192,4531,4664,4178,3496,3814,2674,1790,1118,543
E07000086,female,3695,4139,4237,3357,3029,4164,4777,4746,4594,4659,4770,4860,4027,3631,3751,2705,2149,1356,964
E07000086,male,3793,4348,4374,3693,3303,3776,4339,4220,4210,4460,4685,4467,4034,3356,3390,2359,1659,924,520
