year,msoa,ltla,ppln_msoa,patients_from_msoa_to_trust,total_patients_of_msoa,tfp_msoa,etc_msoa,sex,ag,ag_ppln_msoa,agf_ppln_msoa,ag_trust_factor
2013,E02001166,E08000006,7034,11,3185,0.003453689167974882,24.29324960753532,female,0-4,404,0.0574353141882286,0.00019836372247111918
2013,E02001166,E08000006,7034,11,3185,0.003453689167974882,24.29324960753532,male,0-4,431,0.06127381290872903,0.00021162070392339696
2013,E02000058,E09000003,10420,8,3191,0.0025070510811657787,26.123472265747413,female,0-4,388,0.03723608445297505,9.335276578621134e-05
2013,E02000058,E09000003,10420,8,3191,0.0025070510811657787,26.123472265747413,male,0-4,420,0.04030710172744722,0.00010105196296445558
2013,E02006925,E09000026,13847,69,4870,0.014168377823408624,196.18952772073922,female,0-4,378,0.02729833176861414,0.00038677307844648366
2013,E02006925,E09000026,13847,69,4870,0.014168377823408624,196.18952772073922,male,0-4,380,0.027442767386437496,0.00038881949685096244
2013,E02000001,E09000001,6031,92,2304,0.03993055555555555,240.82118055555554,female,0-4,155,0.025700547172939812,0.0010262371266972494
2013,E02000001,E09000001,6031,92,2304,0.03993055555555555,240.82118055555554,male,0-4,132,0.021886917592439065,0.0008739567788647543
2013,E02004540,E07000072,6021,10,2076,0.004816955684007707,29.002890173410403,female,0-4,163,0.027071914964291646,0.00013040421466421794
2013,E02004540,E07000072,6021,10,2076,0.004816955684007707,29.002890173410403,male,0-4,183,0.030393622321873443,0.0001464047318009318
2013,E02004539,E07000072,7815,17,3166,0.005369551484523057,41.96304485154769,female,0-4,249,0.031861804222648754,0.00017108359816330664
2013,E02004539,E07000072,7815,17,3166,0.005369551484523057,41.96304485154769,male,0-4,322,0.04120281509916827,0.000221240636982268
2013,E02000758,E09000026,6042,31,2389,0.01297614064462118,78.40184177480117,female,0-4,147,0.02432969215491559,0.00031570550724252126
2013,E02000758,E09000026,6042,31,2389,0.01297614064462118,78.40184177480117,male,0-4,194,0.03210857332009268,0.00041664536329965386
2013,E02004542,E07000072,6423,11,2320,0.0047413793103448275,30.453879310344828,female,0-4,147,0.022886501634750117,0.00010851358533717728
2013,E02004542,E07000072,6423,11,2320,0.0047413793103448275,30.453879310344828,male,0-4,150,0.023353573096683792,0.00011072814830324211
