msoa,ltla,ppln_msoa,ppln_ltla,patients_from_msoa_to_trust,total_patients_of_msoa,tfp_msoa,etc_msoa,sex,ag,ag_ppln_msoa,agf_ppln_msoa,ag_trust_factor
E02000020,E09000002,11039,198650,8,4197,0.0019061234214915416,21.041696449845126,female,0-4,598,0.054171573512093486,0.0001032577050504522
E02000020,E09000002,11039,198650,8,4197,0.0019061234214915416,21.041696449845126,male,0-4,611,0.0553492164145303,0.00010550243776894029
E02000474,E09000016,8747,246030,8,3305,0.002420574886535552,21.172768532526472,female,0-4,312,0.03566937235623643,8.634038694399134e-05
E02000474,E09000016,8747,246030,8,3305,0.002420574886535552,21.172768532526472,male,0-4,326,0.037269921115811136,9.021463507609351e-05
E02004533,E07000072,7285,128451,13,3171,0.004099653106275623,29.865972879217914,female,0-4,217,0.029787234042553193,0.00012211732656991218
E02004533,E07000072,7285,128451,13,3171,0.004099653106275623,29.865972879217914,male,0-4,220,0.030199039121482498,0.00012380558454092478
E02000004,E09000002,6435,198650,9,2518,0.003574265289912629,23.00039714058777,female,0-4,240,0.037296037296037296,0.00013330593155851299
E02000004,E09000002,6435,198650,9,2518,0.003574265289912629,23.00039714058777,male,0-4,205,0.031857031857031856,0.00011386548320622983
E02000465,E09000016,8474,246030,9,3228,0.0027881040892193307,23.62639405204461,female,0-4,342,0.04035874439461883,0.0001125243802823945
E02000465,E09000016,8474,246030,9,3228,0.0027881040892193307,23.62639405204461,male,0-4,361,0.042600896860986545,0.00011877573474252753
E02000467,E09000016,10097,246030,15,4106,0.003653190452995616,36.886264003896734,female,0-4,381,0.037733980390214916,0.00013784941691505692
E02000467,E09000016,10097,246030,15,4106,0.003653190452995616,36.886264003896734,male,0-4,488,0.04833118748143013,0.00017656303268910177
E02000007,E09000002,9624,198650,8,3717,0.0021522733387140166,20.713478611783696,female,0-4,489,0.050810473815461346,0.0001093580281204441
E02000007,E09000002,9624,198650,8,3717,0.0021522733387140166,20.713478611783696,male,0-4,520,0.05403158769742311,0.00011629074564955202
E02004534,E07000072,8983,128451,8,3214,0.002489110143123833,22.359676415681395,female,0-4,305,0.03395302237559835,8.451281238481233e-05
E02004534,E07000072,8983,128451,8,3214,0.002489110143123833,22.359676415681395,male,0-4,398,0.0443059111655349,0.00011028229288247642
E02000475,E09000016,9719,246030,11,3560,0.003089887640449438,30.030617977528088,female,0-4,286,0.029426895771169873,9.092580154013163e-05
E02000475,E09000016,9719,246030,11,3560,0.003089887640449438,30.030617977528088,male,0-4,257,0.02644304969647083,8.170605243291548e-05
E02000010,E09000002,9117,198650,8,3644,0.0021953896816684962,20.01536772777168,female,0-4,445,0.048809915542393334,0.00010715678494488108
E02000010,E09000002,9117,198650,8,3644,0.0021953896816684962,20.01536772777168,male,0-4,465,0.05100361961171438,0.00011197282022330271
E02000769,E09000026,15582,293853,8,5647,0.0014166814237648309,22.074729945103595,female,0-4,733,0.04704145809267103,6.664275982669882e-05
