msoa,ltla,ppln_msoa,ppln_ltla,patients_from_msoa_to_trust,total_patients_of_msoa,tfp_msoa,etc_msoa,sex,ag,ag_ppln_msoa,agf_ppln_msoa,ag_trust_factor
E02006293,E07000244,11069,241426,30,3711,0.008084074373484237,89.48261924009702,female,0-4,295,0.02665100731773421,0.00021544872528483602
E02006293,E07000244,11069,241426,30,3711,0.008084074373484237,89.48261924009702,male,0-4,305,0.02755443129460656,0.00022275207190466096
E02006235,E07000200,7957,88704,299,2670,0.11198501872659176,891.0647940074907,female,0-4,155,0.01947970340580621,0.0021814349506876617
E02006235,E07000200,7957,88704,299,2670,0.11198501872659176,891.0647940074907,male,0-4,175,0.021993213522684428,0.002462910428195747
E02004515,E07000071,7221,177993,24,2279,0.010530934620447565,76.04387889425188,female,0-4,141,0.019526381387619442,0.00020563104576694455
E02004515,E07000071,7221,177993,24,2279,0.010530934620447565,76.04387889425188,male,0-4,170,0.023542445644647556,0.00024792395588922394
E02004592,E07000077,12563,82680,15,3859,0.0038870173620108835,48.83259911894273,female,0-4,338,0.02690440181485314,0.00010457787696885128
E02004592,E07000077,12563,82680,15,3859,0.0038870173620108835,48.83259911894273,male,0-4,391,0.03112313937753721,0.00012097618312077174
E02004447,E07000067,5864,149150,724,1935,0.37416020671834627,2194.0754521963827,female,0-4,88,0.015006821282401092,0.005614955353208471
E02004447,E07000067,5864,149150,724,1935,0.37416020671834627,2194.0754521963827,male,0-4,115,0.01961118690313779,0.00733772574567016
E02004448,E07000067,6467,149150,48,2242,0.021409455842997322,138.4549509366637,female,0-4,139,0.02149373743621463,0.0004601692225416156
E02004448,E07000067,6467,149150,48,2242,0.021409455842997322,138.4549509366637,male,0-4,160,0.024740992732333385,0.0005296911914148092
E02004581,E07000076,7438,139037,8,3089,0.002589834898025251,19.263191971511816,female,0-4,153,0.02057004571121269,5.3273022236873275e-05
E02004581,E07000076,7438,139037,8,3089,0.002589834898025251,19.263191971511816,male,0-4,138,0.018553374563054583,4.805017691953275e-05
E02004449,E07000067,8486,149150,19,2896,0.006560773480662983,55.674723756906076,female,0-4,279,0.032877680886165446,0.0002157030168636545
E02004449,E07000067,8486,149150,19,2896,0.006560773480662983,55.674723756906076,male,0-4,313,0.036884279990572706,0.00024198940601549772
E02004512,E07000071,10579,177993,9,3646,0.0024684585847504115,26.113823368074602,female,0-4,349,0.03298988562245959,8.143416637469455e-05
E02004512,E07000071,10579,177993,9,3646,0.0024684585847504115,26.113823368074602,male,0-4,371,0.035069477266282255,8.656755222066382e-05
E02004508,E07000071,6494,177993,11,2175,0.005057471264367816,32.843218390804594,female,0-4,140,0.021558361564521098,0.00010903079411941704
E02004508,E07000071,6494,177993,11,2175,0.005057471264367816,32.843218390804594,male,0-4,149,0.022944256236526024,0.00011603991659852242
E02004451,E07000067,8603,149150,38,2859,0.01329136061559986,114.3455753760056,female,0-4,222,0.0258049517610136,0.00034298291952379037
E02004451,E07000067,8603,149150,38,2859,0.01329136061559986,114.3455753760056,male,0-4,237,0.027548529582703707,0.0003661574411132357
E02004452,E07000067,9456,149150,10,3175,0.0031496062992125984,29.78267716535433,female,0-4,262,0.027707275803722505,8.726701040542521e-05
E02004452,E07000067,9456,149150,10,3175,0.0031496062992125984,29.78267716535433,male,0-4,288,0.030456852791878174,9.59270954074903e-05
E02006234,E07000200,9114,88704,2627,3515,0.7473684210526316,6811.515789473684,female,0-4,283,0.031051130129471142,0.023206634096762643
E02006234,E07000200,9114,88704,2627,3515,0.7473684210526316,6811.515789473684,male,0-4,284,0.031160851437349132,0.023288636337387245
E02006294,E07000244,8098,241426,19,3007,0.006318589956767542,51.16794146990356,female,0-4,163,0.02012842677204248,0.00012718327524735852
E02006294,E07000244,8098,241426,19,3007,0.006318589956767542,51.16794146990356,male,0-4,183,0.02259817238824401,0.00014278858509366018
E02003760,E07000011,8469,172147,12,3360,0.0035714285714285713,30.24642857142857,female,0-4,335,0.03955602786633605,0.00014127152809405733
E02003760,E07000011,8469,172147,12,3360,0.0035714285714285713,30.24642857142857,male,0-4,350,0.04132719329318692,0.00014759711890423898
E02006249,E07000202,8099,135604,8,2890,0.002768166089965398,22.419377162629758,female,0-4,240,0.02963328806025435,8.202986314257259e-05
E02006249,E07000202,8099,135604,8,2890,0.002768166089965398,22.419377162629758,male,0-4,227,0.02802815162365724,7.758657888901658e-05
E02004446,E07000067,6859,149150,342,2301,0.14863102998696218,1019.4602346805735,female,0-4,163,0.02376439714244059,0.0035321268243001655
E02004446,E07000067,6859,149150,342,2301,0.14863102998696218,1019.4602346805735,male,0-4,153,0.022306458667444233,0.003315431927103836
E02006256,E07000202,8845,135604,14,3402,0.00411522633744856,36.39917695473251,female,0-4,342,0.03866591294516676,0.00015911898331344348
E02006256,E07000202,8845,135604,14,3402,0.00411522633744856,36.39917695473251,male,0-4,343,0.03877897117015263,0.0001595842434985705
E02006290,E07000244,8053,241426,16,2961,0.005403579871664978,43.51502870651807,female,0-4,180,0.022351918539674654,0.00012078037711408122
E02006290,E07000244,8053,241426,16,2961,0.005403579871664978,43.51502870651807,male,0-4,165,0.020489258661368435,0.0001107153456879078
E02006237,E07000200,7660,88704,19,2613,0.007271335629544585,55.69843092231152,female,0-4,140,0.018276762402088774,0.00013289647364702898
E02006237,E07000200,7660,88704,19,2613,0.007271335629544585,55.69843092231152,male,0-4,150,0.0195822454308094,0.00014238907890753104
E02005564,E07000146,10598,149187,15,4960,0.0030241935483870967,32.05040322580645,female,0-4,359,0.03387431590866201,0.00010244248762700204
E02005564,E07000146,10598,149187,15,4960,0.0030241935483870967,32.05040322580645,male,0-4,366,0.034534817890167956,0.00010443997345816922
E02003780,E07000012,11227,151188,9,3576,0.0025167785234899327,28.255872483221474,female,0-4,327,0.02912621359223301,7.330422883951261e-05
E02003780,E07000012,11227,151188,9,3576,0.0025167785234899327,28.255872483221474,male,0-4,365,0.03251091119622339,8.182276307774343e-05
E02006297,E07000244,7984,241426,15,2651,0.005658242172764994,45.17540550735571,female,0-4,170,0.021292585170340682,0.00012047860337801215
E02006297,E07000244,7984,241426,15,2651,0.005658242172764994,45.17540550735571,male,0-4,161,0.020165330661322645,0.0001141003243756468
E02006253,E07000202,7036,135604,13,2707,0.004802364240857037,33.789434798670115,female,0-4,154,0.02188743604320637,0.00010511144017793972
E02006253,E07000202,7036,135604,13,2707,0.004802364240857037,33.789434798670115,male,0-4,152,0.02160318362706083,0.00010374635653926516
E02006288,E07000244,8897,241426,13,2581,0.005036807438977141,44.812475784579625,female,0-4,156,0.017534000224794875,8.831538276727368e-05
E02006288,E07000244,8897,241426,13,2581,0.005036807438977141,44.812475784579625,male,0-4,166,0.018657974598179163,9.397662525235534e-05
E02006270,E07000203,12137,98431,1505,3970,0.3790931989924433,4601.054156171284,female,0-4,479,0.03946609541072753,0.014961328360993684
E02006270,E07000203,12137,98431,1505,3970,0.3790931989924433,4601.054156171284,male,0-4,483,0.03979566614484634,0.015086266384885071
E02006286,E07000245,11347,171679,1178,4299,0.27401721330541984,3109.273319376599,female,0-4,405,0.03569225345906407,0.009780291829443469
E02006286,E07000245,11347,171679,1178,4299,0.27401721330541984,3109.273319376599,male,0-4,393,0.03463470520842513,0.009490505404867365
E02006261,E07000203,7753,98431,449,2532,0.1773301737756714,1374.8408372827803,female,0-4,188,0.024248677931123435,0.004300022271356407
E02006261,E07000203,7753,98431,449,2532,0.1773301737756714,1374.8408372827803,male,0-4,166,0.021411066683864312,0.0037968281757721468
E02006242,E07000245,8140,171679,1861,2764,0.6732995658465991,5480.658465991317,female,0-4,336,0.041277641277641275,0.02779221795140753
E02006242,E07000245,8140,171679,1861,2764,0.6732995658465991,5480.658465991317,male,0-4,380,0.04668304668304668,0.03143167506409185
E02006263,E07000203,7347,98431,59,2383,0.024758707511540076,181.90222408728494,female,0-4,162,0.022049816251531237,0.0005459249512548648
E02006263,E07000203,7347,98431,59,2383,0.024758707511540076,181.90222408728494,male,0-4,147,0.02000816659861168,0.0004953763446571922
E02006272,E07000203,7451,98431,28,2624,0.010670731707317074,79.50762195121952,female,0-4,153,0.020534156489061872,0.00021911447473084317
E02006272,E07000203,7451,98431,28,2624,0.010670731707317074,79.50762195121952,male,0-4,136,0.018252583545832774,0.00019476842198297168
E02006262,E07000203,8790,98431,2262,3290,0.6875379939209726,6043.458966565349,female,0-4,175,0.019908987485779295,0.013688185316970445
