date,dailyCases,newDeaths28DaysByDeathDate,dailyFirstDoseByVaccinationDate,dailySecondDoseByVaccinationDate,dailyThirdInjectionByVaccinationDate,VaccineRegisterPopulationByVaccinationDate,newVirusTestsBySpecimenDate,newPCRTestsBySpecimenDate
2022-01-24,160.0,0.0,15.0,97.0,70.0,117037.0,3544,239
2022-01-23,222.0,0.0,28.0,103.0,109.0,117037.0,3844,310
2022-01-22,152.0,0.0,50.0,170.0,201.0,117037.0,2647,347
2022-01-21,158.0,0.0,30.0,63.0,176.0,117037.0,2933,395
2022-01-20,153.0,0.0,25.0,71.0,143.0,117037.0,3617,654
2022-01-19,226.0,1.0,30.0,81.0,66.0,117037.0,4408,896
2022-01-18,220.0,0.0,15.0,26.0,113.0,117037.0,3312,563
2022-01-17,199.0,0.0,13.0,75.0,75.0,117037.0,3854,634
2022-01-16,181.0,0.0,41.0,84.0,142.0,117037.0,3974,362
2022-01-15,134.0,0.0,55.0,161.0,236.0,117037.0,3191,885
2022-01-14,156.0,0.0,37.0,74.0,266.0,117037.0,3022,578
2022-01-13,139.0,0.0,44.0,78.0,255.0,117037.0,3709,813
2022-01-12,143.0,0.0,12.0,25.0,168.0,117037.0,4246,813
2022-01-11,182.0,0.0,15.0,8.0,221.0,117037.0,3345,787
2022-01-10,197.0,0.0,20.0,45.0,119.0,117037.0,4060,826
2022-01-09,141.0,0.0,46.0,56.0,366.0,117037.0,4695,1071
2022-01-08,131.0,0.0,66.0,137.0,618.0,117037.0,3556,968
2022-01-07,148.0,1.0,56.0,55.0,737.0,117037.0,4077,1327
2022-01-06,257.0,0.0,35.0,46.0,819.0,117037.0,4935,1339
2022-01-05,335.0,0.0,37.0,61.0,429.0,117037.0,5744,1094
2022-01-04,474.0,0.0,12.0,22.0,351.0,117037.0,7143,1218
2022-01-03,330.0,2.0,64.0,81.0,825.0,117037.0,5072,1237
2022-01-02,244.0,0.0,54.0,95.0,785.0,117037.0,3817,1122
2022-01-01,195.0,0.0,25.0,65.0,547.0,117037.0,3350,1144
2021-12-31,267.0,0.0,65.0,111.0,763.0,117037.0,4904,1124
2021-12-30,378.0,0.0,58.0,75.0,1277.0,117037.0,4208,1076
2021-12-29,473.0,0.0,71.0,131.0,1327.0,117037.0,4348,995
2021-12-28,340.0,0.0,86.0,112.0,1185.0,117037.0,4051,1151
2021-12-27,376.0,0.0,42.0,51.0,777.0,117037.0,4053,1217
2021-12-26,207.0,0.0,0.0,0.0,1.0,117037.0,4490,1646
2021-12-25,162.0,0.0,0.0,2.0,0.0,117037.0,4125,1129
2021-12-24,269.0,0.0,12.0,35.0,676.0,117037.0,5242,1263
2021-12-23,328.0,0.0,37.0,84.0,1780.0,117037.0,5380,1648
2021-12-22,370.0,1.0,58.0,133.0,1963.0,117037.0,5213,1426
2021-12-21,340.0,0.0,32.0,76.0,1974.0,117037.0,5009,1680
2021-12-20,329.0,0.0,33.0,36.0,1229.0,117037.0,4951,1405
2021-12-19,211.0,0.0,76.0,82.0,1816.0,117037.0,4804,1333
2021-12-18,205.0,0.0,81.0,92.0,1711.0,117037.0,4734,1388
2021-12-17,216.0,0.0,56.0,91.0,2152.0,117037.0,4757,1350
2021-12-16,227.0,0.0,49.0,64.0,1779.0,117037.0,4989,1406
2021-12-15,235.0,0.0,44.0,81.0,1252.0,117037.0,5257,1332
2021-12-14,253.0,0.0,41.0,44.0,1086.0,117037.0,4153,1440
2021-12-13,208.0,0.0,32.0,51.0,667.0,117037.0,4006,988
2021-12-12,112.0,0.0,58.0,67.0,1167.0,117037.0,4067,892
2021-12-11,126.0,0.0,67.0,130.0,1131.0,117037.0,3263,992
2021-12-10,127.0,0.0,27.0,61.0,1567.0,117037.0,3586,1434
2021-12-09,120.0,0.0,25.0,53.0,1173.0,117037.0,3718,1207
2021-12-08,150.0,0.0,39.0,82.0,964.0,117037.0,3931,996
2021-12-07,127.0,0.0,11.0,46.0,746.0,117037.0,3243,1218
2021-12-06,139.0,0.0,24.0,66.0,407.0,117037.0,3674,1196
2021-12-05,84.0,0.0,45.0,91.0,856.0,117037.0,3870,1080
2021-12-04,95.0,0.0,49.0,122.0,1130.0,117037.0,3038,1388
2021-12-03,115.0,0.0,39.0,103.0,1674.0,117037.0,2893,1013
2021-12-02,120.0,0.0,54.0,48.0,660.0,117037.0,3457,1130
2021-12-01,144.0,0.0,50.0,66.0,797.0,117037.0,3865,1156
2021-11-30,132.0,0.0,44.0,66.0,500.0,117037.0,3386,1383
2021-11-29,165.0,0.0,29.0,32.0,268.0,117037.0,3382,882
2021-11-28,92.0,0.0,44.0,87.0,854.0,117037.0,3585,891
2021-11-27,106.0,0.0,67.0,100.0,1101.0,117037.0,2118,888
2021-11-26,106.0,0.0,23.0,86.0,1344.0,117037.0,2323,814
2021-11-25,93.0,0.0,102.0,50.0,623.0,117037.0,2803,1021
2021-11-24,96.0,0.0,54.0,53.0,746.0,117037.0,3342,1019
2021-11-23,131.0,0.0,100.0,20.0,474.0,117037.0,2667,1156
2021-11-22,131.0,0.0,33.0,10.0,280.0,117037.0,2746,752
2021-11-21,102.0,0.0,53.0,38.0,892.0,117037.0,3356,879
2021-11-20,70.0,0.0,56.0,46.0,1035.0,117037.0,2188,1025
2021-11-19,84.0,0.0,63.0,56.0,1250.0,117037.0,2139,807
2021-11-18,79.0,0.0,29.0,39.0,577.0,117037.0,2670,804
2021-11-17,106.0,0.0,22.0,26.0,462.0,117037.0,2995,815
2021-11-16,85.0,0.0,31.0,14.0,384.0,117037.0,2115,764
2021-11-15,97.0,0.0,16.0,8.0,199.0,117037.0,2804,696
2021-11-14,70.0,1.0,50.0,44.0,787.0,117037.0,2964,655
2021-11-13,66.0,0.0,66.0,35.0,979.0,117037.0,1753,664
2021-11-12,70.0,0.0,193.0,44.0,1430.0,117037.0,2197,873
2021-11-11,72.0,0.0,35.0,34.0,479.0,117037.0,2623,846
2021-11-10,92.0,0.0,34.0,23.0,675.0,117037.0,2936,811
2021-11-09,84.0,0.0,163.0,22.0,347.0,117037.0,2073,749
2021-11-08,70.0,0.0,17.0,21.0,99.0,117037.0,2577,583
2021-11-07,32.0,0.0,68.0,30.0,825.0,117037.0,3094,637
2021-11-06,53.0,0.0,105.0,50.0,737.0,117037.0,1952,880
2021-11-05,68.0,1.0,221.0,60.0,1268.0,117037.0,2229,958
2021-11-04,62.0,0.0,119.0,32.0,486.0,117037.0,2579,782
2021-11-03,64.0,0.0,135.0,28.0,588.0,117037.0,2769,696
2021-11-02,64.0,0.0,109.0,25.0,524.0,117037.0,2409,1003
2021-11-01,62.0,0.0,190.0,25.0,346.0,117037.0,2844,826
2021-10-31,55.0,0.0,101.0,31.0,618.0,117037.0,3280,711
2021-10-30,71.0,0.0,116.0,60.0,658.0,117037.0,2124,1008
2021-10-29,71.0,0.0,146.0,46.0,943.0,117037.0,2311,954
2021-10-28,89.0,0.0,38.0,31.0,466.0,117037.0,2298,869
2021-10-27,84.0,0.0,92.0,22.0,443.0,117037.0,2652,1016
2021-10-26,88.0,1.0,30.0,24.0,272.0,117037.0,2329,1033
2021-10-25,95.0,0.0,20.0,13.0,135.0,117037.0,2538,842
2021-10-24,70.0,0.0,109.0,34.0,386.0,117037.0,2571,914
2021-10-23,76.0,0.0,60.0,80.0,876.0,117037.0,1972,761
2021-10-22,76.0,0.0,37.0,47.0,1097.0,117037.0,2578,1184
2021-10-21,100.0,0.0,127.0,53.0,569.0,117037.0,2703,875
2021-10-20,106.0,1.0,88.0,30.0,445.0,117037.0,3296,1060
2021-10-19,109.0,0.0,69.0,25.0,309.0,117037.0,2567,1095
2021-10-18,104.0,0.0,210.0,18.0,76.0,117037.0,2813,822
2021-10-17,75.0,0.0,14.0,13.0,124.0,117037.0,3167,812
2021-10-16,83.0,0.0,48.0,84.0,648.0,117037.0,2208,1182
2021-10-15,80.0,1.0,95.0,88.0,615.0,117037.0,2254,960
2021-10-14,94.0,0.0,118.0,44.0,169.0,117037.0,2790,915
2021-10-13,75.0,0.0,45.0,29.0,157.0,117037.0,2996,784
2021-10-12,94.0,0.0,31.0,30.0,190.0,117037.0,2423,1061
2021-10-11,91.0,0.0,58.0,31.0,78.0,117037.0,2822,848
2021-10-10,67.0,0.0,34.0,75.0,183.0,117037.0,3127,751
2021-10-09,68.0,0.0,51.0,74.0,352.0,117037.0,1943,892
2021-10-08,60.0,0.0,77.0,107.0,601.0,117037.0,2077,882
2021-10-07,69.0,0.0,30.0,45.0,124.0,117037.0,2612,928
2021-10-06,83.0,0.0,26.0,46.0,146.0,117037.0,3232,973
2021-10-05,86.0,1.0,26.0,34.0,118.0,117037.0,2352,1030
2021-10-04,85.0,0.0,8.0,51.0,52.0,117037.0,2910,931
2021-10-03,78.0,0.0,49.0,58.0,493.0,117037.0,3434,782
2021-10-02,44.0,0.0,45.0,100.0,571.0,117037.0,2069,911
2021-10-01,55.0,0.0,47.0,81.0,500.0,117037.0,2194,891
2021-09-30,65.0,0.0,131.0,66.0,105.0,117037.0,2803,936
2021-09-29,72.0,1.0,249.0,67.0,84.0,117037.0,3431,992
2021-09-28,77.0,0.0,76.0,46.0,47.0,117037.0,2597,1110
2021-09-27,91.0,0.0,69.0,64.0,29.0,117037.0,2936,847
2021-09-26,70.0,0.0,32.0,36.0,322.0,117037.0,3731,930
2021-09-25,53.0,0.0,43.0,86.0,350.0,117037.0,2372,1106
2021-09-24,71.0,0.0,33.0,115.0,398.0,117037.0,2711,1141
2021-09-23,92.0,0.0,22.0,76.0,48.0,117037.0,2970,1037
2021-09-22,95.0,0.0,26.0,130.0,49.0,117037.0,3333,968
2021-09-21,63.0,0.0,17.0,77.0,4.0,117037.0,2841,1230
2021-09-20,85.0,0.0,8.0,100.0,2.0,117037.0,3083,825
2021-09-19,78.0,0.0,37.0,45.0,46.0,117037.0,4065,889
2021-09-18,39.0,1.0,56.0,332.0,19.0,117037.0,2043,776
2021-09-17,54.0,0.0,28.0,118.0,6.0,117037.0,2385,847
2021-09-16,45.0,0.0,25.0,108.0,4.0,117037.0,2872,923
2021-09-15,70.0,0.0,24.0,108.0,0.0,117037.0,3492,917
2021-09-14,58.0,0.0,8.0,53.0,0.0,117037.0,2444,881
2021-09-13,57.0,0.0,7.0,65.0,0.0,117037.0,3084,683
2021-09-12,45.0,0.0,31.0,211.0,0.0,117037.0,3570,614
2021-09-11,35.0,0.0,56.0,231.0,0.0,117037.0,2078,857
2021-09-10,47.0,0.0,40.0,361.0,1.0,117037.0,2980,961
2021-09-09,41.0,0.0,34.0,271.0,1.0,117037.0,2766,668
2021-09-08,41.0,0.0,52.0,294.0,0.0,117037.0,3792,662
2021-09-07,57.0,0.0,15.0,114.0,0.0,117037.0,3527,716
2021-09-06,56.0,1.0,9.0,94.0,0.0,117037.0,4705,743
2021-09-05,44.0,0.0,43.0,222.0,0.0,117037.0,3170,622
2021-09-04,46.0,0.0,67.0,289.0,0.0,117037.0,1897,730
2021-09-03,53.0,0.0,69.0,376.0,0.0,117037.0,3906,1299
2021-09-02,77.0,0.0,75.0,306.0,0.0,117037.0,4087,928
2021-09-01,68.0,0.0,118.0,375.0,1.0,117037.0,3131,850
2021-08-31,81.0,0.0,104.0,317.0,0.0,117037.0,3074,927
2021-08-30,48.0,0.0,24.0,51.0,0.0,117037.0,2122,608
2021-08-29,30.0,0.0,77.0,226.0,0.0,117037.0,2160,777
2021-08-28,43.0,1.0,104.0,382.0,1.0,117037.0,2145,716
2021-08-27,50.0,0.0,113.0,542.0,0.0,117037.0,2259,813
2021-08-26,57.0,0.0,150.0,493.0,0.0,117037.0,2509,875
2021-08-25,48.0,0.0,301.0,538.0,0.0,117037.0,2512,795
2021-08-24,50.0,0.0,22.0,140.0,0.0,117037.0,2091,910
2021-08-23,60.0,0.0,24.0,128.0,0.0,117037.0,2271,776
2021-08-22,40.0,0.0,60.0,232.0,0.0,117037.0,2050,601
2021-08-21,29.0,0.0,134.0,510.0,0.0,117037.0,1717,703
2021-08-20,41.0,0.0,274.0,518.0,0.0,117037.0,2146,931
2021-08-19,49.0,0.0,126.0,458.0,0.0,117037.0,2175,837
2021-08-18,86.0,0.0,76.0,180.0,0.0,117037.0,2084,729
2021-08-17,59.0,1.0,26.0,100.0,0.0,117037.0,1948,852
2021-08-16,56.0,1.0,17.0,69.0,0.0,117037.0,2017,623
2021-08-15,42.0,0.0,90.0,319.0,0.0,117037.0,1981,580
2021-08-14,33.0,0.0,91.0,536.0,0.0,117037.0,1681,625
2021-08-13,43.0,1.0,68.0,450.0,0.0,117037.0,2103,818
2021-08-12,49.0,0.0,117.0,547.0,0.0,117037.0,1998,703
2021-08-11,59.0,0.0,83.0,199.0,0.0,117037.0,2268,725
2021-08-10,54.0,0.0,16.0,107.0,0.0,117037.0,2077,864
2021-08-09,36.0,0.0,17.0,77.0,0.0,117037.0,2241,692
2021-08-08,35.0,0.0,24.0,145.0,0.0,117037.0,1996,501
2021-08-07,27.0,0.0,38.0,223.0,0.0,117037.0,1801,624
2021-08-06,31.0,0.0,90.0,630.0,0.0,117037.0,2169,788
2021-08-05,34.0,1.0,59.0,499.0,0.0,117037.0,2201,739
2021-08-04,42.0,0.0,101.0,161.0,0.0,117037.0,2296,806
2021-08-03,42.0,0.0,19.0,93.0,0.0,117037.0,2003,726
2021-08-02,56.0,0.0,35.0,129.0,0.0,117037.0,2316,708
2021-08-01,39.0,0.0,65.0,248.0,0.0,117037.0,2091,511
2021-07-31,29.0,0.0,40.0,469.0,0.0,117037.0,1823,641
2021-07-30,43.0,0.0,82.0,643.0,0.0,117037.0,2379,920
2021-07-29,37.0,0.0,38.0,156.0,0.0,117037.0,2383,859
2021-07-28,45.0,1.0,62.0,209.0,0.0,117037.0,2481,740
2021-07-27,49.0,0.0,39.0,135.0,0.0,117037.0,2379,919
2021-07-26,56.0,0.0,43.0,187.0,0.0,117037.0,2453,639
2021-07-25,47.0,0.0,31.0,212.0,1.0,117037.0,2622,717
2021-07-24,56.0,0.0,115.0,620.0,0.0,117037.0,2128,753
2021-07-23,79.0,0.0,102.0,435.0,0.0,117037.0,2750,1029
2021-07-22,64.0,0.0,48.0,212.0,1.0,117037.0,2796,860
2021-07-21,78.0,0.0,69.0,234.0,0.0,117037.0,3063,937
2021-07-20,102.0,0.0,51.0,135.0,0.0,117037.0,2618,912
2021-07-19,102.0,0.0,36.0,167.0,0.0,117037.0,3482,989
2021-07-18,78.0,0.0,124.0,325.0,0.0,117037.0,3579,760
2021-07-17,88.0,0.0,200.0,498.0,0.0,117037.0,2468,964
2021-07-16,131.0,0.0,154.0,656.0,0.0,117037.0,2970,999
2021-07-15,145.0,0.0,83.0,246.0,0.0,117037.0,3406,937
2021-07-14,126.0,0.0,105.0,289.0,0.0,117037.0,3754,840
2021-07-13,95.0,0.0,124.0,80.0,0.0,117037.0,2532,759
2021-07-12,78.0,0.0,95.0,284.0,0.0,117037.0,3264,741
2021-07-11,54.0,0.0,82.0,156.0,0.0,117037.0,3525,637
2021-07-10,52.0,0.0,247.0,603.0,0.0,117037.0,2222,863
2021-07-09,51.0,0.0,402.0,443.0,0.0,117037.0,2662,1122
2021-07-08,34.0,0.0,171.0,199.0,0.0,117037.0,2934,668
2021-07-07,54.0,0.0,280.0,156.0,0.0,117037.0,3522,712
2021-07-06,50.0,0.0,123.0,139.0,0.0,117037.0,2534,702
2021-07-05,39.0,0.0,104.0,260.0,0.0,117037.0,3410,906
2021-07-04,35.0,0.0,69.0,382.0,0.0,117037.0,3872,520
2021-07-03,36.0,0.0,461.0,625.0,0.0,117037.0,1995,812
2021-07-02,29.0,0.0,552.0,587.0,1.0,117037.0,2248,713
2021-07-01,37.0,0.0,622.0,831.0,0.0,117037.0,3070,731
2021-06-30,29.0,0.0,180.0,186.0,0.0,117037.0,3711,612
2021-06-29,31.0,0.0,112.0,83.0,0.0,117037.0,2361,674
2021-06-28,19.0,0.0,128.0,96.0,1.0,117037.0,3139,518
2021-06-27,23.0,0.0,212.0,686.0,1.0,117037.0,4061,525
2021-06-26,27.0,0.0,571.0,187.0,0.0,117037.0,1873,792
2021-06-25,27.0,0.0,602.0,356.0,0.0,117037.0,2061,602
2021-06-24,29.0,0.0,620.0,146.0,0.0,117037.0,2679,580
2021-06-23,20.0,0.0,161.0,132.0,0.0,117037.0,3307,529
2021-06-22,14.0,0.0,180.0,151.0,0.0,117037.0,2080,652
2021-06-21,16.0,0.0,132.0,234.0,0.0,117037.0,2876,520
2021-06-20,10.0,0.0,323.0,70.0,0.0,117037.0,3864,476
2021-06-19,6.0,0.0,526.0,250.0,0.0,117037.0,1411,542
2021-06-18,9.0,0.0,351.0,659.0,0.0,117037.0,1926,602
2021-06-17,16.0,0.0,706.0,308.0,1.0,117037.0,2922,660
2021-06-16,7.0,0.0,440.0,299.0,0.0,117037.0,3042,482
2021-06-15,7.0,0.0,447.0,322.0,0.0,117037.0,1882,431
2021-06-14,12.0,0.0,165.0,387.0,0.0,117037.0,2973,436
2021-06-13,8.0,0.0,301.0,349.0,0.0,117037.0,3652,476
2021-06-12,5.0,0.0,230.0,1256.0,1.0,117037.0,1360,527
2021-06-11,6.0,0.0,478.0,311.0,0.0,117037.0,1741,524
2021-06-10,8.0,0.0,585.0,615.0,0.0,117037.0,2612,543
2021-06-09,6.0,0.0,502.0,489.0,0.0,117037.0,3063,432
