date,dailyCases,newDeaths28DaysByDeathDate,dailyFirstDoseByVaccinationDate,dailySecondDoseByVaccinationDate,dailyThirdInjectionByVaccinationDate,VaccineRegisterPopulationByVaccinationDate,newVirusTestsBySpecimenDate,newPCRTestsBySpecimenDate
2022-01-24,141.0,0.0,5.0,27.0,48.0,105180.0,3554,235
2022-01-23,149.0,0.0,17.0,26.0,51.0,105180.0,3171,219
2022-01-22,132.0,0.0,20.0,47.0,85.0,105180.0,2669,429
2022-01-21,160.0,0.0,7.0,27.0,76.0,105180.0,3365,733
2022-01-20,156.0,1.0,6.0,36.0,55.0,105180.0,4227,1106
2022-01-19,178.0,0.0,20.0,38.0,135.0,105180.0,4024,769
2022-01-18,184.0,0.0,3.0,19.0,64.0,105180.0,3622,818
2022-01-17,189.0,0.0,19.0,52.0,62.0,105180.0,4700,1072
2022-01-16,167.0,1.0,55.0,37.0,107.0,105180.0,3446,386
2022-01-15,102.0,0.0,15.0,43.0,79.0,105180.0,2939,769
2022-01-14,121.0,0.0,15.0,35.0,141.0,105180.0,3654,910
2022-01-13,140.0,0.0,13.0,25.0,80.0,105180.0,4437,1281
2022-01-12,140.0,0.0,30.0,62.0,389.0,105180.0,3951,829
2022-01-11,141.0,1.0,5.0,25.0,95.0,105180.0,3720,973
2022-01-10,144.0,0.0,16.0,36.0,213.0,105180.0,4717,1215
2022-01-09,111.0,0.0,30.0,120.0,417.0,105180.0,4125,995
2022-01-08,118.0,0.0,22.0,63.0,177.0,105180.0,3107,883
2022-01-07,126.0,0.0,30.0,65.0,249.0,105180.0,4086,1508
2022-01-06,177.0,0.0,15.0,46.0,206.0,105180.0,4591,1444
2022-01-05,277.0,0.0,25.0,44.0,493.0,105180.0,4923,1404
2022-01-04,393.0,0.0,17.0,51.0,218.0,105180.0,6714,1297
2022-01-03,309.0,0.0,19.0,53.0,104.0,105180.0,4708,1234
2022-01-02,216.0,0.0,23.0,102.0,297.0,105180.0,3440,761
2022-01-01,164.0,0.0,0.0,4.0,22.0,105180.0,2702,782
2021-12-31,221.0,0.0,9.0,97.0,276.0,105180.0,4501,930
2021-12-30,309.0,0.0,25.0,95.0,1098.0,105180.0,3738,957
2021-12-29,304.0,0.0,33.0,86.0,467.0,105180.0,3753,866
2021-12-28,221.0,1.0,24.0,63.0,959.0,105180.0,3805,927
2021-12-27,226.0,0.0,20.0,40.0,444.0,105180.0,3409,734
2021-12-26,160.0,0.0,0.0,2.0,4.0,105180.0,3210,760
2021-12-25,107.0,0.0,0.0,0.0,0.0,105180.0,3694,896
2021-12-24,160.0,0.0,4.0,24.0,218.0,105180.0,4709,1249
2021-12-23,186.0,0.0,29.0,69.0,1234.0,105180.0,4116,975
2021-12-22,155.0,0.0,55.0,113.0,2728.0,105180.0,4587,1265
2021-12-21,166.0,0.0,38.0,92.0,3705.0,105180.0,3525,868
2021-12-20,129.0,0.0,24.0,61.0,2401.0,105180.0,4340,1269
2021-12-19,122.0,0.0,46.0,73.0,2860.0,105180.0,3841,875
2021-12-18,130.0,0.0,33.0,105.0,1803.0,105180.0,3581,1024
2021-12-17,123.0,0.0,24.0,70.0,1065.0,105180.0,3958,1087
2021-12-16,125.0,0.0,19.0,66.0,1388.0,105180.0,4544,1419
2021-12-15,183.0,0.0,12.0,30.0,1222.0,105180.0,4400,1130
2021-12-14,98.0,0.0,16.0,58.0,663.0,105180.0,3513,1136
2021-12-13,121.0,0.0,14.0,81.0,436.0,105180.0,4332,1289
2021-12-12,82.0,0.0,19.0,44.0,387.0,105180.0,3711,1074
2021-12-11,122.0,0.0,15.0,77.0,794.0,105180.0,2607,761
2021-12-10,104.0,0.0,10.0,50.0,553.0,105180.0,3605,1450
2021-12-09,113.0,0.0,38.0,170.0,885.0,105180.0,3996,1418
2021-12-08,125.0,0.0,5.0,21.0,1028.0,105180.0,3510,1052
2021-12-07,104.0,0.0,5.0,48.0,514.0,105180.0,2929,1013
2021-12-06,98.0,1.0,15.0,34.0,439.0,105180.0,4097,1581
2021-12-05,87.0,0.0,29.0,48.0,1361.0,105180.0,3119,856
2021-12-04,101.0,0.0,44.0,65.0,1666.0,105180.0,2587,1064
2021-12-03,92.0,0.0,21.0,33.0,553.0,105180.0,2969,1164
2021-12-02,101.0,0.0,16.0,38.0,1088.0,105180.0,3471,1267
2021-12-01,143.0,0.0,21.0,24.0,1138.0,105180.0,3433,1172
2021-11-30,134.0,0.0,10.0,54.0,535.0,105180.0,3261,1405
2021-11-29,133.0,0.0,16.0,49.0,462.0,105180.0,3665,1272
2021-11-28,110.0,0.0,33.0,24.0,705.0,105180.0,3038,855
2021-11-27,78.0,0.0,13.0,43.0,1007.0,105180.0,2062,853
2021-11-26,97.0,0.0,2.0,17.0,453.0,105180.0,2396,889
2021-11-25,97.0,0.0,4.0,31.0,973.0,105180.0,3377,1477
2021-11-24,108.0,0.0,11.0,29.0,1067.0,105180.0,3169,1111
2021-11-23,88.0,0.0,14.0,22.0,444.0,105180.0,2254,736
2021-11-22,111.0,1.0,4.0,21.0,399.0,105180.0,3258,1056
2021-11-21,86.0,0.0,27.0,25.0,1174.0,105180.0,2949,960
2021-11-20,82.0,0.0,16.0,23.0,1465.0,105180.0,2067,942
2021-11-19,100.0,0.0,7.0,11.0,464.0,105180.0,2502,1132
2021-11-18,94.0,1.0,14.0,27.0,849.0,105180.0,3405,1579
2021-11-17,90.0,1.0,21.0,18.0,1028.0,105180.0,2744,853
2021-11-16,96.0,0.0,14.0,17.0,409.0,105180.0,2093,726
2021-11-15,111.0,0.0,14.0,15.0,388.0,105180.0,3380,1179
2021-11-14,94.0,0.0,22.0,11.0,816.0,105180.0,2646,645
2021-11-13,88.0,0.0,25.0,36.0,812.0,105180.0,1978,959
2021-11-12,81.0,0.0,12.0,20.0,426.0,105180.0,2338,903
2021-11-11,100.0,0.0,15.0,36.0,877.0,105180.0,3075,1216
2021-11-10,105.0,1.0,15.0,38.0,959.0,105180.0,2893,1008
