date,dailyCases,newDeaths28DaysByDeathDate,dailyFirstDoseByVaccinationDate,dailySecondDoseByVaccinationDate,dailyThirdInjectionByVaccinationDate,VaccineRegisterPopulationByVaccinationDate,newVirusTestsBySpecimenDate,newPCRTestsBySpecimenDate
2022-01-24,167.0,0.0,28.0,78.0,132.0,136092.0,3918,182
2022-01-23,216.0,0.0,16.0,42.0,28.0,136092.0,4840,353
2022-01-22,167.0,0.0,39.0,105.0,122.0,136092.0,3077,528
2022-01-21,196.0,1.0,19.0,48.0,116.0,136092.0,3659,724
2022-01-20,226.0,0.0,24.0,77.0,151.0,136092.0,4576,949
2022-01-19,232.0,0.0,19.0,93.0,63.0,136092.0,5489,952
2022-01-18,276.0,1.0,12.0,24.0,94.0,136092.0,4152,1064
2022-01-17,252.0,0.0,17.0,57.0,137.0,136092.0,4602,571
2022-01-16,215.0,0.0,35.0,171.0,113.0,136092.0,5302,648
2022-01-15,150.0,0.0,23.0,64.0,242.0,136092.0,3162,731
2022-01-14,170.0,0.0,23.0,29.0,136.0,136092.0,3948,1102
2022-01-13,182.0,2.0,38.0,109.0,228.0,136092.0,4453,1056
2022-01-12,182.0,0.0,15.0,31.0,207.0,136092.0,5750,1299
2022-01-11,217.0,0.0,15.0,43.0,188.0,136092.0,4081,1109
2022-01-10,235.0,2.0,13.0,18.0,245.0,136092.0,4746,839
2022-01-09,142.0,0.0,42.0,154.0,461.0,136092.0,6587,1696
2022-01-08,178.0,0.0,50.0,240.0,1338.0,136092.0,4141,1500
2022-01-07,188.0,0.0,40.0,77.0,354.0,136092.0,4988,1569
2022-01-06,301.0,2.0,32.0,96.0,573.0,136092.0,5745,1725
2022-01-05,353.0,0.0,23.0,40.0,302.0,136092.0,6443,1136
2022-01-04,456.0,0.0,47.0,111.0,655.0,136092.0,7695,1761
2022-01-03,413.0,1.0,47.0,127.0,514.0,136092.0,5628,1722
2022-01-02,366.0,0.0,37.0,42.0,212.0,136092.0,4815,1145
2022-01-01,214.0,0.0,4.0,12.0,48.0,136092.0,3650,1158
2021-12-31,353.0,0.0,14.0,70.0,321.0,136092.0,5433,1326
2021-12-30,513.0,1.0,78.0,133.0,1423.0,136092.0,4734,1174
2021-12-29,543.0,0.0,78.0,141.0,970.0,136092.0,5574,1564
2021-12-28,508.0,0.0,62.0,99.0,1640.0,136092.0,4844,1603
2021-12-27,521.0,0.0,5.0,14.0,869.0,136092.0,4418,1212
2021-12-26,289.0,0.0,0.0,1.0,5.0,136092.0,4738,1324
2021-12-25,190.0,0.0,0.0,0.0,1.0,136092.0,4140,961
2021-12-24,314.0,0.0,20.0,23.0,204.0,136092.0,5074,1264
2021-12-23,335.0,0.0,34.0,108.0,1408.0,136092.0,5048,1369
2021-12-22,352.0,1.0,66.0,98.0,2078.0,136092.0,5911,1521
2021-12-21,313.0,0.0,67.0,132.0,1777.0,136092.0,5561,1949
2021-12-20,333.0,1.0,38.0,95.0,1536.0,136092.0,5067,1275
2021-12-19,188.0,0.0,107.0,95.0,1957.0,136092.0,5231,1369
2021-12-18,198.0,0.0,105.0,144.0,3079.0,136092.0,4834,1520
2021-12-17,227.0,0.0,46.0,98.0,1678.0,136092.0,4693,1248
2021-12-16,219.0,0.0,97.0,193.0,2863.0,136092.0,5448,1714
2021-12-15,236.0,0.0,36.0,100.0,1832.0,136092.0,5816,1442
2021-12-14,236.0,1.0,33.0,92.0,1533.0,136092.0,3896,1209
2021-12-13,184.0,0.0,17.0,51.0,1094.0,136092.0,4341,1110
2021-12-12,121.0,0.0,17.0,39.0,716.0,136092.0,5635,1662
2021-12-11,102.0,0.0,63.0,103.0,2333.0,136092.0,2989,1164
2021-12-10,121.0,0.0,46.0,66.0,1188.0,136092.0,3415,1185
2021-12-09,109.0,0.0,57.0,60.0,1296.0,136092.0,4317,1538
2021-12-08,126.0,0.0,11.0,24.0,1043.0,136092.0,4684,1260
2021-12-07,128.0,0.0,28.0,58.0,787.0,136092.0,3500,1550
2021-12-06,152.0,0.0,21.0,42.0,733.0,136092.0,3823,1104
2021-12-05,130.0,0.0,25.0,54.0,450.0,136092.0,4760,1359
2021-12-04,97.0,0.0,51.0,76.0,2225.0,136092.0,2618,1135
2021-12-03,123.0,0.0,15.0,35.0,811.0,136092.0,3649,1856
2021-12-02,163.0,0.0,48.0,51.0,1014.0,136092.0,3774,1382
2021-12-01,171.0,0.0,16.0,34.0,979.0,136092.0,4719,1406
2021-11-30,144.0,0.0,31.0,66.0,719.0,136092.0,3332,1438
2021-11-29,157.0,0.0,16.0,60.0,658.0,136092.0,3524,983
2021-11-28,89.0,0.0,30.0,113.0,524.0,136092.0,4487,1148
2021-11-27,100.0,0.0,66.0,131.0,2267.0,136092.0,2261,1011
2021-11-26,111.0,0.0,21.0,57.0,860.0,136092.0,2932,1478
2021-11-25,119.0,0.0,31.0,68.0,963.0,136092.0,3330,1253
2021-11-24,126.0,0.0,10.0,25.0,1145.0,136092.0,3965,1133
2021-11-23,155.0,2.0,19.0,53.0,609.0,136092.0,3124,1530
2021-11-22,148.0,1.0,25.0,38.0,560.0,136092.0,3450,1095
2021-11-21,92.0,0.0,26.0,29.0,534.0,136092.0,4195,1184
2021-11-20,95.0,0.0,55.0,53.0,2055.0,136092.0,2446,1337
2021-11-19,97.0,1.0,45.0,24.0,647.0,136092.0,2629,1205
2021-11-18,120.0,0.0,20.0,27.0,936.0,136092.0,3082,1025
2021-11-17,123.0,0.0,6.0,30.0,1364.0,136092.0,3955,1180
2021-11-16,122.0,0.0,18.0,27.0,612.0,136092.0,2308,817
2021-11-15,121.0,0.0,16.0,27.0,486.0,136092.0,3185,963
2021-11-14,92.0,0.0,14.0,26.0,452.0,136092.0,3803,1064
2021-11-13,93.0,0.0,42.0,50.0,2033.0,136092.0,1919,840
2021-11-12,102.0,1.0,9.0,41.0,640.0,136092.0,2322,997
2021-11-11,91.0,0.0,42.0,32.0,987.0,136092.0,2967,980
2021-11-10,93.0,0.0,14.0,22.0,735.0,136092.0,3803,1127
2021-11-09,110.0,0.0,22.0,32.0,745.0,136092.0,2481,1005
2021-11-08,82.0,0.0,41.0,35.0,496.0,136092.0,3206,910
2021-11-07,72.0,0.0,42.0,25.0,635.0,136092.0,3626,621
2021-11-06,52.0,1.0,107.0,54.0,995.0,136092.0,1999,992
2021-11-05,63.0,0.0,38.0,21.0,579.0,136092.0,2253,972
2021-11-04,77.0,0.0,120.0,53.0,1363.0,136092.0,2765,754
2021-11-03,95.0,1.0,235.0,27.0,689.0,136092.0,3861,1111
2021-11-02,80.0,0.0,37.0,31.0,585.0,136092.0,2477,1126
2021-11-01,87.0,0.0,28.0,31.0,447.0,136092.0,3166,797
2021-10-31,73.0,0.0,7.0,11.0,357.0,136092.0,4024,760
2021-10-30,72.0,0.0,45.0,55.0,1169.0,136092.0,2332,1262
2021-10-29,89.0,0.0,26.0,23.0,424.0,136092.0,2246,1018
2021-10-28,87.0,0.0,127.0,38.0,707.0,136092.0,2683,1097
