date,dailyCases,newDeaths28DaysByDeathDate,dailyFirstDoseByVaccinationDate,dailySecondDoseByVaccinationDate,dailyThirdInjectionByVaccinationDate,VaccineRegisterPopulationByVaccinationDate,newVirusTestsBySpecimenDate,newPCRTestsBySpecimenDate
2022-01-24,246.0,1.0,40.0,76.0,183.0,294883.0,5062,653
2022-01-23,344.0,2.0,55.0,92.0,151.0,294883.0,4696,553
2022-01-22,259.0,1.0,109.0,187.0,440.0,294883.0,3432,689
2022-01-21,287.0,1.0,85.0,97.0,289.0,294883.0,4678,1172
2022-01-20,325.0,2.0,118.0,129.0,270.0,294883.0,5171,1441
2022-01-19,450.0,3.0,65.0,182.0,249.0,294883.0,7052,2240
2022-01-18,462.0,1.0,67.0,93.0,312.0,294883.0,6347,2451
2022-01-17,466.0,1.0,67.0,95.0,366.0,294883.0,7051,1775
2022-01-16,380.0,1.0,87.0,103.0,376.0,294883.0,6202,1521
2022-01-15,256.0,5.0,164.0,204.0,613.0,294883.0,4627,1541
2022-01-14,324.0,3.0,88.0,133.0,419.0,294883.0,6114,2425
2022-01-13,410.0,3.0,107.0,126.0,565.0,294883.0,6705,2209
2022-01-12,419.0,3.0,58.0,108.0,609.0,294883.0,8403,2683
2022-01-11,484.0,1.0,61.0,83.0,638.0,294883.0,8502,4009
2022-01-10,620.0,1.0,77.0,115.0,557.0,294883.0,9873,4063
2022-01-09,495.0,4.0,59.0,77.0,711.0,294883.0,9072,3633
2022-01-08,531.0,3.0,205.0,225.0,1244.0,294883.0,7448,3654
2022-01-07,674.0,3.0,62.0,92.0,949.0,294883.0,9447,4348
2022-01-06,948.0,4.0,129.0,134.0,1477.0,294883.0,10750,4195
2022-01-05,1327.0,1.0,99.0,150.0,1267.0,294883.0,11272,3700
2022-01-04,1589.0,5.0,89.0,156.0,1208.0,294883.0,11784,5005
2022-01-03,1454.0,1.0,36.0,35.0,165.0,294883.0,9089,3679
2022-01-02,1151.0,2.0,36.0,33.0,160.0,294883.0,8295,4160
2022-01-01,727.0,2.0,0.0,2.0,7.0,294883.0,7110,3569
2021-12-31,1143.0,3.0,23.0,52.0,693.0,294883.0,10150,4219
2021-12-30,1522.0,1.0,149.0,150.0,1629.0,294883.0,8739,3410
2021-12-29,1691.0,1.0,99.0,143.0,1799.0,294883.0,8778,3318
2021-12-28,1477.0,2.0,39.0,67.0,856.0,294883.0,8520,3992
2021-12-27,1289.0,1.0,40.0,44.0,336.0,294883.0,7275,3013
2021-12-26,634.0,1.0,5.0,5.0,21.0,294883.0,7830,3280
2021-12-25,471.0,1.0,0.0,0.0,1.0,294883.0,5714,1915
2021-12-24,741.0,0.0,17.0,33.0,511.0,294883.0,8327,3868
2021-12-23,847.0,1.0,110.0,173.0,2403.0,294883.0,7632,3484
2021-12-22,927.0,1.0,134.0,216.0,3538.0,294883.0,7809,3113
2021-12-21,692.0,2.0,122.0,241.0,4067.0,294883.0,7573,3649
2021-12-20,614.0,1.0,178.0,248.0,4920.0,294883.0,7555,3113
2021-12-19,324.0,1.0,110.0,164.0,2930.0,294883.0,6299,2514
2021-12-18,302.0,0.0,144.0,170.0,3246.0,294883.0,6897,3032
2021-12-17,305.0,0.0,131.0,207.0,3827.0,294883.0,7374,3234
2021-12-16,324.0,2.0,138.0,243.0,4162.0,294883.0,7388,3198
2021-12-15,352.0,0.0,89.0,162.0,3343.0,294883.0,7396,3209
2021-12-14,306.0,1.0,70.0,153.0,2285.0,294883.0,6059,3030
2021-12-13,246.0,0.0,104.0,202.0,3099.0,294883.0,6486,2839
2021-12-12,175.0,1.0,45.0,137.0,1392.0,294883.0,5528,2139
2021-12-11,223.0,0.0,120.0,174.0,2210.0,294883.0,4422,2449
2021-12-10,171.0,0.0,55.0,104.0,1432.0,294883.0,5614,3158
2021-12-09,202.0,0.0,66.0,140.0,1824.0,294883.0,5783,2858
2021-12-08,203.0,2.0,106.0,182.0,1872.0,294883.0,5350,2226
2021-12-07,218.0,1.0,81.0,168.0,2406.0,294883.0,5018,2644
2021-12-06,230.0,2.0,200.0,151.0,2435.0,294883.0,5124,2024
2021-12-05,196.0,2.0,39.0,107.0,1429.0,294883.0,5157,2248
2021-12-04,143.0,0.0,128.0,214.0,2293.0,294883.0,3950,2384
2021-12-03,205.0,1.0,61.0,127.0,1982.0,294883.0,4971,2744
2021-12-02,212.0,1.0,105.0,198.0,2330.0,294883.0,5228,2546
2021-12-01,241.0,1.0,76.0,138.0,2197.0,294883.0,5499,2435
2021-11-30,222.0,0.0,65.0,168.0,1599.0,294883.0,4778,2491
2021-11-29,253.0,0.0,174.0,204.0,2170.0,294883.0,5357,2298
2021-11-28,188.0,2.0,27.0,60.0,891.0,294883.0,4616,1851
2021-11-27,166.0,0.0,101.0,183.0,1384.0,294883.0,3989,2649
2021-11-26,158.0,1.0,181.0,78.0,1857.0,294883.0,3968,2145
2021-11-25,208.0,0.0,69.0,128.0,2074.0,294883.0,4092,1869
2021-11-24,203.0,2.0,185.0,100.0,1885.0,294883.0,5636,2829
2021-11-23,195.0,1.0,112.0,87.0,1772.0,294883.0,4638,2541
2021-11-22,202.0,0.0,169.0,59.0,2149.0,294883.0,4658,1963
2021-11-21,169.0,1.0,55.0,57.0,961.0,294883.0,4403,1849
2021-11-20,162.0,2.0,73.0,128.0,1950.0,294883.0,3991,2706
2021-11-19,181.0,0.0,256.0,79.0,1736.0,294883.0,4225,2444
2021-11-18,186.0,0.0,194.0,79.0,2041.0,294883.0,4640,2322
2021-11-17,191.0,0.0,55.0,93.0,1788.0,294883.0,5437,2798
2021-11-16,213.0,4.0,195.0,69.0,1631.0,294883.0,4759,2747
2021-11-15,217.0,1.0,147.0,94.0,1983.0,294883.0,5592,2713
2021-11-14,158.0,2.0,55.0,58.0,1119.0,294883.0,4076,1580
2021-11-13,147.0,2.0,175.0,120.0,2024.0,294883.0,3789,2552
2021-11-12,213.0,2.0,280.0,80.0,1554.0,294883.0,4439,2276
2021-11-11,195.0,1.0,96.0,97.0,2053.0,294883.0,4747,2320
2021-11-10,241.0,2.0,70.0,78.0,1605.0,294883.0,5736,3100
2021-11-09,183.0,0.0,220.0,75.0,1558.0,294883.0,5046,3187
2021-11-08,198.0,2.0,245.0,58.0,1778.0,294883.0,4720,2164
2021-11-07,156.0,1.0,121.0,58.0,886.0,294883.0,4591,1836
2021-11-06,134.0,1.0,136.0,83.0,1715.0,294883.0,3245,2048
2021-11-05,164.0,1.0,189.0,59.0,1522.0,294883.0,4783,3106
2021-11-04,144.0,1.0,283.0,88.0,1901.0,294883.0,4090,1941
2021-11-03,158.0,2.0,343.0,78.0,1707.0,294883.0,5151,2516
2021-11-02,175.0,0.0,236.0,77.0,1626.0,294883.0,4686,2735
2021-11-01,184.0,1.0,103.0,78.0,1850.0,294883.0,5253,2376
2021-10-31,218.0,3.0,84.0,39.0,491.0,294883.0,4940,1935
2021-10-30,182.0,2.0,104.0,82.0,998.0,294883.0,3556,2232
2021-10-29,179.0,1.0,99.0,48.0,1183.0,294883.0,4322,2531
2021-10-28,150.0,0.0,163.0,114.0,1977.0,294883.0,4411,2505
2021-10-27,203.0,0.0,142.0,93.0,797.0,294883.0,4780,2780
2021-10-26,177.0,0.0,87.0,95.0,1955.0,294883.0,4262,2542
2021-10-25,186.0,0.0,66.0,47.0,642.0,294883.0,4845,2529
2021-10-24,169.0,0.0,25.0,63.0,630.0,294883.0,4029,2084
2021-10-23,133.0,2.0,84.0,130.0,803.0,294883.0,3936,2661
2021-10-22,154.0,4.0,118.0,124.0,1806.0,294883.0,4436,2560
2021-10-21,198.0,0.0,240.0,125.0,1795.0,294883.0,5897,3549
2021-10-20,212.0,0.0,133.0,166.0,1116.0,294883.0,5651,2886
2021-10-19,209.0,0.0,164.0,93.0,1568.0,294883.0,5181,3117
2021-10-18,230.0,0.0,287.0,117.0,1057.0,294883.0,5363,2326
2021-10-17,215.0,0.0,29.0,61.0,333.0,294883.0,5037,2158
