date,dailyCases,newDeaths28DaysByDeathDate,dailyFirstDoseByVaccinationDate,dailySecondDoseByVaccinationDate,dailyThirdInjectionByVaccinationDate,VaccineRegisterPopulationByVaccinationDate,newVirusTestsBySpecimenDate,newPCRTestsBySpecimenDate
2022-01-24,234.0,0.0,17.0,88.0,191.0,195261.0,4765,316
2022-01-23,301.0,1.0,43.0,260.0,261.0,195261.0,4988,503
2022-01-22,226.0,0.0,62.0,302.0,227.0,195261.0,4130,692
2022-01-21,231.0,0.0,58.0,191.0,231.0,195261.0,5067,929
2022-01-20,225.0,0.0,25.0,106.0,125.0,195261.0,5521,1235
2022-01-19,297.0,0.0,145.0,165.0,325.0,195261.0,6300,1267
2022-01-18,302.0,1.0,210.0,146.0,282.0,195261.0,5786,1545
2022-01-17,322.0,0.0,48.0,148.0,240.0,195261.0,6446,1742
2022-01-16,262.0,0.0,103.0,174.0,482.0,195261.0,5862,1274
2022-01-15,215.0,1.0,74.0,58.0,224.0,195261.0,5211,1852
2022-01-14,209.0,0.0,55.0,58.0,328.0,195261.0,5839,1714
2022-01-13,247.0,1.0,42.0,31.0,243.0,195261.0,5515,1295
2022-01-12,244.0,1.0,66.0,50.0,373.0,195261.0,7461,2660
2022-01-11,299.0,0.0,79.0,74.0,477.0,195261.0,7233,3021
2022-01-10,344.0,0.0,44.0,64.0,770.0,195261.0,8631,3547
2022-01-09,228.0,1.0,109.0,70.0,1047.0,195261.0,6972,2206
2022-01-08,229.0,2.0,62.0,72.0,902.0,195261.0,6477,2907
2022-01-07,337.0,0.0,47.0,64.0,860.0,195261.0,7935,3836
2022-01-06,420.0,1.0,37.0,63.0,959.0,195261.0,6982,2471
2022-01-05,581.0,0.0,58.0,77.0,830.0,195261.0,7741,2830
2022-01-04,709.0,0.0,42.0,62.0,695.0,195261.0,8297,2939
2022-01-03,640.0,1.0,11.0,14.0,222.0,195261.0,7706,2287
2022-01-02,390.0,0.0,26.0,23.0,227.0,195261.0,6205,2373
2022-01-01,334.0,2.0,3.0,6.0,82.0,195261.0,6168,2963
2021-12-31,463.0,0.0,43.0,43.0,511.0,195261.0,7907,2267
2021-12-30,620.0,0.0,130.0,100.0,1002.0,195261.0,7399,2798
2021-12-29,765.0,1.0,117.0,92.0,1249.0,195261.0,7691,2915
2021-12-28,560.0,1.0,87.0,80.0,1235.0,195261.0,6528,2295
2021-12-27,528.0,1.0,86.0,50.0,848.0,195261.0,6783,2729
