date,dailyCases,newDeaths28DaysByDeathDate,dailyFirstDoseByVaccinationDate,dailySecondDoseByVaccinationDate,dailyThirdInjectionByVaccinationDate,VaccineRegisterPopulationByVaccinationDate,newVirusTestsBySpecimenDate,newPCRTestsBySpecimenDate
2022-01-24,232.0,0.0,12.0,22.0,93.0,181100.0,3412,554
2022-01-23,275.0,0.0,28.0,135.0,131.0,181100.0,3002,347
2022-01-22,200.0,1.0,35.0,165.0,150.0,181100.0,2966,812
2022-01-21,267.0,0.0,20.0,50.0,118.0,181100.0,3353,761
2022-01-20,300.0,0.0,37.0,110.0,196.0,181100.0,3981,1270
2022-01-19,359.0,1.0,62.0,63.0,209.0,181100.0,4807,1625
2022-01-18,407.0,2.0,34.0,71.0,180.0,181100.0,4435,1706
2022-01-17,426.0,0.0,29.0,44.0,94.0,181100.0,4573,1239
2022-01-16,326.0,1.0,113.0,200.0,289.0,181100.0,4165,1028
2022-01-15,281.0,0.0,27.0,118.0,108.0,181100.0,3618,1214
2022-01-14,336.0,0.0,26.0,61.0,266.0,181100.0,4180,1282
2022-01-13,323.0,2.0,77.0,173.0,354.0,181100.0,4440,1529
2022-01-12,389.0,1.0,34.0,43.0,356.0,181100.0,5892,2453
2022-01-11,503.0,2.0,29.0,43.0,252.0,181100.0,5682,2745
2022-01-10,533.0,0.0,29.0,30.0,338.0,181100.0,6277,2874
2022-01-09,377.0,2.0,65.0,125.0,428.0,181100.0,4727,1461
2022-01-08,360.0,1.0,72.0,101.0,757.0,181100.0,5158,2422
2022-01-07,501.0,0.0,34.0,65.0,526.0,181100.0,5664,2368
2022-01-06,716.0,1.0,85.0,115.0,796.0,181100.0,5881,2530
2022-01-05,906.0,1.0,63.0,87.0,1041.0,181100.0,7881,2245
2022-01-04,1006.0,0.0,63.0,90.0,900.0,181100.0,7154,2108
2022-01-03,816.0,1.0,38.0,103.0,684.0,181100.0,6296,2992
2022-01-02,654.0,0.0,33.0,83.0,327.0,181100.0,4503,1985
2022-01-01,395.0,1.0,4.0,4.0,4.0,181100.0,4296,2091
2021-12-31,593.0,1.0,17.0,28.0,442.0,181100.0,6154,2758
2021-12-30,699.0,0.0,101.0,183.0,1452.0,181100.0,4356,1635
2021-12-29,712.0,0.0,84.0,184.0,1511.0,181100.0,4817,1828
2021-12-28,578.0,0.0,61.0,140.0,1734.0,181100.0,3476,1002
2021-12-27,491.0,0.0,22.0,47.0,262.0,181100.0,4563,1775
2021-12-26,268.0,2.0,0.0,3.0,13.0,181100.0,3813,1522
2021-12-25,182.0,1.0,0.0,0.0,0.0,181100.0,2923,834
2021-12-24,244.0,0.0,10.0,46.0,426.0,181100.0,4026,1345
2021-12-23,323.0,0.0,74.0,116.0,2300.0,181100.0,4261,1692
2021-12-22,303.0,0.0,65.0,169.0,3095.0,181100.0,4635,1920
2021-12-21,207.0,0.0,69.0,174.0,2719.0,181100.0,3714,1427
2021-12-20,238.0,0.0,51.0,126.0,2416.0,181100.0,4352,1659
2021-12-19,99.0,1.0,65.0,119.0,2347.0,181100.0,3943,1498
2021-12-18,129.0,0.0,56.0,91.0,3095.0,181100.0,3946,1601
2021-12-17,111.0,1.0,24.0,78.0,1306.0,181100.0,3754,1396
2021-12-16,132.0,0.0,47.0,110.0,2730.0,181100.0,4566,2045
2021-12-15,148.0,0.0,59.0,124.0,2126.0,181100.0,4324,1813
2021-12-14,166.0,1.0,53.0,84.0,2240.0,181100.0,3498,1721
2021-12-13,166.0,0.0,57.0,103.0,1310.0,181100.0,3771,1593
2021-12-12,115.0,1.0,75.0,112.0,1517.0,181100.0,3039,1078
2021-12-11,76.0,1.0,59.0,71.0,1567.0,181100.0,2727,1411
2021-12-10,97.0,0.0,34.0,64.0,877.0,181100.0,3151,1461
2021-12-09,113.0,0.0,31.0,103.0,2149.0,181100.0,3741,1967
2021-12-08,146.0,1.0,31.0,94.0,1610.0,181100.0,3661,1786
2021-12-07,126.0,0.0,60.0,68.0,1084.0,181100.0,3173,1813
2021-12-06,147.0,0.0,12.0,49.0,717.0,181100.0,2991,1255
2021-12-05,92.0,0.0,44.0,54.0,849.0,181100.0,2491,904
2021-12-04,80.0,0.0,36.0,65.0,1385.0,181100.0,2781,1855
2021-12-03,106.0,0.0,27.0,71.0,699.0,181100.0,2820,1490
2021-12-02,118.0,1.0,48.0,102.0,1930.0,181100.0,3004,1574
2021-12-01,117.0,0.0,22.0,94.0,1540.0,181100.0,3002,1340
2021-11-30,140.0,0.0,41.0,66.0,1093.0,181100.0,3196,1838
2021-11-29,135.0,0.0,13.0,69.0,513.0,181100.0,3190,1512
2021-11-28,127.0,0.0,31.0,63.0,800.0,181100.0,3100,1479
2021-11-27,86.0,0.0,33.0,75.0,1281.0,181100.0,1983,1206
2021-11-26,110.0,0.0,27.0,49.0,570.0,181100.0,2397,1096
2021-11-25,113.0,0.0,59.0,87.0,1615.0,181100.0,2949,1499
2021-11-24,123.0,1.0,32.0,53.0,1664.0,181100.0,2830,1200
2021-11-23,140.0,0.0,15.0,38.0,763.0,181100.0,2878,1637
2021-11-22,160.0,0.0,27.0,36.0,727.0,181100.0,3251,1611
2021-11-21,109.0,0.0,23.0,53.0,795.0,181100.0,2810,1210
2021-11-20,95.0,1.0,39.0,64.0,1514.0,181100.0,2310,1479
2021-11-19,105.0,0.0,34.0,47.0,625.0,181100.0,2376,1237
2021-11-18,138.0,0.0,69.0,56.0,1599.0,181100.0,2910,1348
2021-11-17,160.0,0.0,66.0,70.0,1553.0,181100.0,3340,1712
2021-11-16,112.0,0.0,24.0,60.0,1235.0,181100.0,2869,1622
2021-11-15,112.0,1.0,111.0,32.0,563.0,181100.0,2725,1029
2021-11-14,83.0,0.0,41.0,43.0,736.0,181100.0,2735,1182
2021-11-13,80.0,0.0,53.0,67.0,1378.0,181100.0,2587,1816
2021-11-12,92.0,1.0,174.0,47.0,604.0,181100.0,2326,1128
2021-11-11,97.0,2.0,105.0,62.0,1099.0,181100.0,3078,1604
2021-11-10,128.0,1.0,49.0,89.0,1343.0,181100.0,2666,1114
2021-11-09,115.0,1.0,53.0,41.0,1258.0,181100.0,2583,1377
2021-11-08,138.0,2.0,70.0,33.0,640.0,181100.0,3454,1779
2021-11-07,103.0,0.0,45.0,41.0,610.0,181100.0,2324,641
2021-11-06,91.0,0.0,101.0,84.0,1192.0,181100.0,2188,1209
2021-11-05,115.0,0.0,118.0,20.0,297.0,181100.0,2456,1263
2021-11-04,106.0,0.0,113.0,57.0,1321.0,181100.0,3076,1638
2021-11-03,127.0,1.0,35.0,66.0,1032.0,181100.0,2931,1245
2021-11-02,120.0,1.0,54.0,32.0,643.0,181100.0,2659,1441
2021-11-01,148.0,0.0,48.0,28.0,284.0,181100.0,3077,1346
2021-10-31,129.0,0.0,129.0,64.0,525.0,181100.0,2981,1191
2021-10-30,116.0,0.0,124.0,69.0,1165.0,181100.0,2377,1454
2021-10-29,160.0,0.0,126.0,32.0,327.0,181100.0,2828,1620
2021-10-28,151.0,0.0,118.0,63.0,1309.0,181100.0,2954,1668
2021-10-27,169.0,1.0,128.0,62.0,641.0,181100.0,2923,1574
2021-10-26,159.0,0.0,111.0,49.0,513.0,181100.0,3042,1772
2021-10-25,192.0,0.0,105.0,67.0,863.0,181100.0,2975,1447
2021-10-24,135.0,2.0,61.0,105.0,602.0,181100.0,2416,1124
2021-10-23,128.0,2.0,74.0,105.0,935.0,181100.0,2523,1509
2021-10-22,121.0,0.0,182.0,48.0,441.0,181100.0,3056,1753
2021-10-21,151.0,0.0,324.0,58.0,982.0,181100.0,3286,1765
2021-10-20,172.0,0.0,346.0,102.0,901.0,181100.0,3444,1710
2021-10-19,163.0,2.0,36.0,60.0,808.0,181100.0,2928,1669
2021-10-18,214.0,0.0,375.0,61.0,459.0,181100.0,3208,1528
2021-10-17,137.0,2.0,23.0,78.0,454.0,181100.0,2892,1148
2021-10-16,116.0,0.0,53.0,118.0,775.0,181100.0,2344,1569
2021-10-15,137.0,0.0,30.0,65.0,292.0,181100.0,2482,1349
2021-10-14,148.0,2.0,43.0,142.0,1281.0,181100.0,3057,1541
2021-10-13,155.0,0.0,54.0,123.0,979.0,181100.0,3559,1870
2021-10-12,165.0,1.0,50.0,70.0,875.0,181100.0,3080,1894
2021-10-11,175.0,1.0,21.0,58.0,470.0,181100.0,3011,1268
2021-10-10,149.0,0.0,13.0,59.0,139.0,181100.0,2854,1110
2021-10-09,115.0,0.0,60.0,121.0,674.0,181100.0,2547,1634
2021-10-08,112.0,2.0,24.0,62.0,364.0,181100.0,2558,1346
2021-10-07,98.0,1.0,48.0,122.0,1423.0,181100.0,2842,1343
2021-10-06,106.0,0.0,267.0,87.0,696.0,181100.0,3061,1471
2021-10-05,100.0,0.0,194.0,59.0,781.0,181100.0,2701,1637
2021-10-04,133.0,0.0,153.0,61.0,503.0,181100.0,2992,1328
2021-10-03,88.0,0.0,28.0,47.0,140.0,181100.0,2763,1078
2021-10-02,68.0,0.0,64.0,139.0,611.0,181100.0,2370,1495
