date,dailyCases,newDeaths28DaysByDeathDate,dailyFirstDoseByVaccinationDate,dailySecondDoseByVaccinationDate,dailyThirdInjectionByVaccinationDate,VaccineRegisterPopulationByVaccinationDate,newVirusTestsBySpecimenDate,newPCRTestsBySpecimenDate
2022-01-24,213.0,0.0,24.0,104.0,162.0,196221.0,4481,395
2022-01-23,382.0,0.0,20.0,156.0,125.0,196221.0,4933,480
2022-01-22,309.0,1.0,48.0,235.0,189.0,196221.0,3636,556
2022-01-21,294.0,0.0,45.0,116.0,204.0,196221.0,4150,577
2022-01-20,312.0,0.0,22.0,82.0,107.0,196221.0,5095,1082
2022-01-19,335.0,1.0,36.0,94.0,189.0,196221.0,5617,1230
2022-01-18,339.0,1.0,28.0,57.0,243.0,196221.0,5027,1534
2022-01-17,427.0,1.0,44.0,80.0,197.0,196221.0,5224,1060
2022-01-16,276.0,0.0,42.0,196.0,194.0,196221.0,5158,1016
2022-01-15,262.0,1.0,70.0,257.0,207.0,196221.0,4276,1160
2022-01-14,229.0,1.0,45.0,103.0,352.0,196221.0,4501,1316
2022-01-13,242.0,2.0,28.0,51.0,201.0,196221.0,5031,1435
2022-01-12,251.0,0.0,45.0,83.0,355.0,196221.0,5385,1399
2022-01-11,308.0,3.0,33.0,65.0,401.0,196221.0,5170,2014
2022-01-10,287.0,0.0,45.0,83.0,417.0,196221.0,5819,1563
2022-01-09,225.0,0.0,47.0,138.0,282.0,196221.0,6166,2003
2022-01-08,239.0,0.0,56.0,174.0,351.0,196221.0,4984,1820
2022-01-07,277.0,1.0,55.0,131.0,553.0,196221.0,5702,2143
2022-01-06,340.0,0.0,45.0,103.0,411.0,196221.0,6714,2567
2022-01-05,410.0,1.0,61.0,116.0,716.0,196221.0,9082,2775
2022-01-04,550.0,0.0,65.0,182.0,630.0,196221.0,10747,3278
2022-01-03,483.0,0.0,44.0,128.0,265.0,196221.0,6488,2846
2022-01-02,393.0,0.0,27.0,53.0,241.0,196221.0,5721,2518
2022-01-01,289.0,1.0,4.0,7.0,115.0,196221.0,4321,1868
2021-12-31,376.0,0.0,53.0,102.0,286.0,196221.0,7073,2260
2021-12-30,472.0,1.0,66.0,131.0,727.0,196221.0,5981,2366
2021-12-29,563.0,1.0,94.0,162.0,962.0,196221.0,6277,2058
2021-12-28,440.0,0.0,52.0,86.0,439.0,196221.0,6452,2818
2021-12-27,529.0,0.0,76.0,79.0,558.0,196221.0,6545,2197
2021-12-26,318.0,2.0,2.0,1.0,22.0,196221.0,5759,1975
2021-12-25,202.0,0.0,0.0,2.0,3.0,196221.0,5962,2339
2021-12-24,471.0,0.0,31.0,58.0,408.0,196221.0,8712,3477
2021-12-23,559.0,0.0,101.0,115.0,1172.0,196221.0,8752,3830
2021-12-22,596.0,0.0,110.0,131.0,2237.0,196221.0,8478,3336
2021-12-21,659.0,0.0,137.0,135.0,3208.0,196221.0,8233,3614
2021-12-20,594.0,0.0,166.0,186.0,2053.0,196221.0,8295,3527
2021-12-19,445.0,1.0,116.0,124.0,3517.0,196221.0,8274,3694
2021-12-18,542.0,0.0,101.0,111.0,2036.0,196221.0,8055,3276
2021-12-17,548.0,0.0,109.0,81.0,2190.0,196221.0,8543,3761
2021-12-16,568.0,0.0,127.0,109.0,3372.0,196221.0,8972,3869
2021-12-15,602.0,0.0,111.0,133.0,4181.0,196221.0,8446,3259
2021-12-14,576.0,0.0,84.0,103.0,2918.0,196221.0,6502,2601
2021-12-13,467.0,0.0,125.0,78.0,2235.0,196221.0,6726,2419
2021-12-12,256.0,0.0,58.0,88.0,3861.0,196221.0,6413,2393
2021-12-11,178.0,0.0,31.0,77.0,1017.0,196221.0,5362,2157
2021-12-10,200.0,0.0,46.0,66.0,1029.0,196221.0,5693,2286
2021-12-09,213.0,0.0,78.0,116.0,1675.0,196221.0,6496,2709
2021-12-08,248.0,0.0,98.0,135.0,2225.0,196221.0,6053,2017
2021-12-07,190.0,1.0,48.0,116.0,1313.0,196221.0,5404,2168
2021-12-06,239.0,0.0,111.0,114.0,999.0,196221.0,5744,2175
2021-12-05,159.0,0.0,31.0,57.0,2717.0,196221.0,5758,2350
2021-12-04,199.0,0.0,43.0,119.0,1057.0,196221.0,4103,1838
2021-12-03,182.0,0.0,67.0,92.0,625.0,196221.0,4908,2164
2021-12-02,176.0,0.0,89.0,97.0,1157.0,196221.0,5379,2289
2021-12-01,216.0,0.0,61.0,270.0,2213.0,196221.0,5909,2552
2021-11-30,219.0,0.0,123.0,228.0,1411.0,196221.0,5164,2528
2021-11-29,219.0,0.0,63.0,135.0,1100.0,196221.0,4750,1591
2021-11-28,148.0,0.0,27.0,101.0,344.0,196221.0,5095,1862
2021-11-27,174.0,0.0,39.0,103.0,709.0,196221.0,3502,1662
2021-11-26,183.0,1.0,35.0,90.0,1092.0,196221.0,3844,1727
2021-11-25,201.0,0.0,19.0,81.0,713.0,196221.0,4346,1876
2021-11-24,192.0,0.0,69.0,156.0,2648.0,196221.0,4750,1959
2021-11-23,199.0,0.0,115.0,80.0,1060.0,196221.0,4319,2131
2021-11-22,222.0,0.0,51.0,84.0,870.0,196221.0,4426,1610
2021-11-21,148.0,1.0,16.0,24.0,169.0,196221.0,4561,1845
2021-11-20,169.0,0.0,28.0,55.0,459.0,196221.0,3644,1982
2021-11-19,155.0,0.0,72.0,72.0,1695.0,196221.0,3707,1759
2021-11-18,184.0,0.0,65.0,47.0,1269.0,196221.0,4095,1677
2021-11-17,157.0,0.0,94.0,103.0,2251.0,196221.0,4524,2010
2021-11-16,161.0,0.0,152.0,55.0,806.0,196221.0,3197,1272
2021-11-15,173.0,1.0,85.0,65.0,779.0,196221.0,4028,1384
2021-11-14,118.0,2.0,21.0,29.0,507.0,196221.0,3770,1275
2021-11-13,101.0,1.0,21.0,40.0,641.0,196221.0,2974,1448
2021-11-12,147.0,0.0,118.0,50.0,590.0,196221.0,3719,1818
2021-11-11,143.0,0.0,64.0,46.0,764.0,196221.0,4050,1636
2021-11-10,154.0,0.0,57.0,95.0,1974.0,196221.0,4022,1576
2021-11-09,146.0,0.0,61.0,68.0,1408.0,196221.0,3404,1629
2021-11-08,127.0,0.0,77.0,65.0,616.0,196221.0,3791,1247
2021-11-07,91.0,0.0,133.0,23.0,85.0,196221.0,3975,1224
2021-11-06,77.0,1.0,65.0,39.0,290.0,196221.0,2949,1286
2021-11-05,79.0,0.0,171.0,65.0,1372.0,196221.0,3203,1357
2021-11-04,81.0,0.0,105.0,51.0,594.0,196221.0,3723,1511
2021-11-03,68.0,0.0,93.0,60.0,2261.0,196221.0,3945,1538
2021-11-02,94.0,0.0,206.0,52.0,1080.0,196221.0,3919,2060
2021-11-01,126.0,0.0,321.0,41.0,301.0,196221.0,4338,1834
2021-10-31,86.0,0.0,72.0,20.0,594.0,196221.0,4602,1668
2021-10-30,106.0,0.0,52.0,61.0,447.0,196221.0,3230,1846
2021-10-29,98.0,0.0,181.0,73.0,539.0,196221.0,3492,1886
2021-10-28,102.0,0.0,140.0,54.0,558.0,196221.0,3274,1618
2021-10-27,138.0,2.0,265.0,91.0,2088.0,196221.0,3459,1721
2021-10-26,144.0,1.0,176.0,47.0,845.0,196221.0,3610,2045
2021-10-25,192.0,0.0,103.0,58.0,465.0,196221.0,3962,1949
2021-10-24,94.0,0.0,82.0,24.0,96.0,196221.0,3448,1748
2021-10-23,105.0,0.0,125.0,62.0,1155.0,196221.0,3122,1590
2021-10-22,141.0,0.0,112.0,72.0,1194.0,196221.0,4140,2294
2021-10-21,163.0,0.0,113.0,56.0,1141.0,196221.0,4184,2177
2021-10-20,164.0,1.0,296.0,99.0,1921.0,196221.0,4865,2356
2021-10-19,164.0,0.0,117.0,60.0,547.0,196221.0,4073,2140
2021-10-18,165.0,1.0,240.0,53.0,394.0,196221.0,4309,1913
2021-10-17,132.0,0.0,24.0,48.0,42.0,196221.0,4179,1671
2021-10-16,98.0,0.0,64.0,89.0,1304.0,196221.0,3266,1702
2021-10-15,130.0,0.0,401.0,61.0,478.0,196221.0,3828,1929
2021-10-14,123.0,0.0,340.0,57.0,741.0,196221.0,4134,1872
2021-10-13,131.0,1.0,360.0,94.0,1842.0,196221.0,4509,1991
2021-10-12,151.0,0.0,67.0,54.0,471.0,196221.0,3873,2026
2021-10-11,133.0,0.0,295.0,72.0,272.0,196221.0,4336,1630
2021-10-10,122.0,0.0,17.0,43.0,85.0,196221.0,4575,1642
2021-10-09,117.0,0.0,45.0,75.0,503.0,196221.0,3073,1597
2021-10-08,96.0,0.0,147.0,50.0,916.0,196221.0,3399,1706
2021-10-07,116.0,0.0,71.0,62.0,748.0,196221.0,3692,1478
2021-10-06,95.0,0.0,244.0,81.0,1697.0,196221.0,4400,1790
2021-10-05,118.0,0.0,192.0,91.0,442.0,196221.0,3741,1917
2021-10-04,107.0,0.0,29.0,59.0,332.0,196221.0,4392,1816
2021-10-03,82.0,0.0,27.0,39.0,76.0,196221.0,4032,1230
2021-10-02,84.0,0.0,51.0,61.0,163.0,196221.0,3137,1465
