year,ltla,ppln_ltla,total_trust_patients,patients_from_ltla_to_trust,total_patients_of_ltla,tfp_ltla,etc_ltla,sex,ag,ag_ppln_ltla,agf_ppln_ltla,tfp_ltla_ag,ltla_frac_tp,ag_ltla_frac_tp
2019,E06000006,129410,131389,101,70083,0.0014411483526675514,186.4990083187078,female,0-4,3686,0.028483115678850167,4.104839523941422e-05,0.000768709709336398,2.1895247574483913e-05
2019,E06000006,129410,131389,101,70083,0.0014411483526675514,186.4990083187078,male,0-4,3894,0.030090410323777142,4.336474526920211e-05,0.000768709709336398,2.3130790573803678e-05
2019,E06000007,210014,131389,1239,96932,0.012782156563364008,2684.4318284983287,female,0-4,5641,0.026860114087632253,0.0003433301835779346,0.009430013167007893,0.0002532912295137063
2019,E06000007,210014,131389,1239,96932,0.012782156563364008,2684.4318284983287,male,0-4,5955,0.028355252506975726,0.0003624412769378835,0.009430013167007893,0.00026739040449461467
2019,E06000008,149696,131389,333,68237,0.00488005041253279,730.5240265545086,female,0-4,5256,0.035111158614792644,0.00017134422408262307,0.002534458744643768,8.898778298583559e-05
2019,E06000008,149696,131389,333,68237,0.00488005041253279,730.5240265545086,male,0-4,5319,0.035532011543394616,0.00017339800759046277,0.002534458744643768,9.005441737093979e-05
2019,E06000009,139446,131389,449,71402,0.006288339262205541,876.8837567575139,female,0-4,4056,0.029086528118411427,0.00018290595676825203,0.0034173332622974527,9.93983600237975e-05
2019,E06000009,139446,131389,449,71402,0.006288339262205541,876.8837567575139,male,0-4,4206,0.03016221332989114,0.00018967023031737378,0.0034173332622974527,0.0001030743348767486
2019,E06000049,384152,131389,468,171600,0.0027272727272727275,1047.6872727272728,female,0-4,9840,0.025614860784272893,6.985871122983517e-05,0.0035619420194993494,9.123864895112768e-05
2019,E06000049,384152,131389,468,171600,0.0027272727272727275,1047.6872727272728,male,0-4,10467,0.02724702721839272,7.431007423198015e-05,0.0035619420194993494,9.705233115563551e-05
2019,E06000050,343071,131389,93,158762,0.0005857824920320984,200.96498532394403,female,0-4,8762,0.02553990281895001,1.4960827919542154e-05,0.0007078218115671783,1.8077700280558882e-05
2019,E06000050,343071,131389,93,158762,0.0005857824920320984,200.96498532394403,male,0-4,9522,0.027755187701671083,1.6258503018703536e-05,0.0007078218115671783,1.9645727239383896e-05
2019,E07000026,97761,131389,261,45036,0.005795363709032774,566.560551558753,female,0-4,2174,0.022237906731723284,0.00012887675763788474,0.001986467664720791,4.4174882653645114e-05
2019,E07000026,97761,131389,261,45036,0.005795363709032774,566.560551558753,male,0-4,2353,0.024068902732173363,0.0001394880454102773,0.001986467664720791,4.7812097002772286e-05
2019,E07000027,67049,131389,464,32779,0.014155404374752129,949.1057079227554,female,0-4,1805,0.0269206102999299,0.00038107212481062493,0.0035314980706147394,9.507008333397372e-05
2019,E07000027,67049,131389,464,32779,0.014155404374752129,949.1057079227554,male,0-4,1867,0.0278453071634178,0.00039416158283736113,0.0035314980706147394,9.833564852328474e-05
2019,E07000028,108678,131389,26,50834,0.0005114687020498092,55.585395601369164,female,0-4,2818,0.02592981100130661,1.3262286777235156e-05,0.00019788566774996385,5.131137964623918e-06
2019,E07000028,108678,131389,26,50834,0.0005114687020498092,55.585395601369164,male,0-4,2967,0.027300833655385635,1.3963521954597838e-05,0.00019788566774996385,5.402443698026673e-06
2019,E07000029,68183,131389,453,34180,0.013253364540667056,903.6541544763019,female,0-4,1655,0.024272912602848216,0.00032169775918929907,0.0034477772111820622,8.368759492111396e-05
2019,E07000029,68183,131389,453,34180,0.013253364540667056,903.6541544763019,male,0-4,1696,0.024874235513251103,0.0003296673109275234,0.0034477772111820622,8.57608223481627e-05
2019,E07000030,53253,131389,128,23549,0.005435474967089898,289.4553484224383,female,0-4,1047,0.019660864176666102,0.00010686613506362313,0.0009742063643075143,1.9153739008693735e-05
2019,E07000030,53253,131389,128,23549,0.005435474967089898,289.4553484224383,male,0-4,1084,0.020355660713950386,0.0001106426842492526,0.0009742063643075143,1.9830614217214906e-05
2019,E07000031,105088,131389,783,46314,0.016906335017489314,1776.652934317917,female,0-4,2031,0.01932665956151035,0.0003267429813158571,0.005959402994162373,0.00011517535285802165
2019,E07000031,105088,131389,783,46314,0.016906335017489314,1776.652934317917,male,0-4,2141,0.020373401339829476,0.0003444395484969228,0.005959402994162373,0.00012141330894585148
2019,E07000037,92666,131389,88,40544,0.002170481452249408,201.12983425414367,female,0-4,2258,0.024367081777566746,5.288829904365316e-05,0.0006697668754614161,1.6320264226273686e-05
2019,E07000037,92666,131389,88,40544,0.002170481452249408,201.12983425414367,male,0-4,2338,0.025230397340988066,5.4762109461497384e-05,0.0006697668754614161,1.6898484393723598e-05
2019,E07000117,88920,131389,218,43983,0.004956460450628652,440.7284632698997,female,0-4,2833,0.03186009896536212,0.00015791332047493219,0.0016591952142112354,5.286212372762516e-05
2019,E07000117,88920,131389,218,43983,0.004956460450628652,440.7284632698997,male,0-4,3031,0.0340868196131354,0.00016894997330021866,0.0016591952142112354,5.655668796979593e-05
2019,E07000118,118216,131389,2730,47512,0.057459168210136385,6792.593029129483,female,0-4,3067,0.025944034648440143,0.0014907226509143288,0.020777995113746204,0.0005390650251561515
2019,E07000118,118216,131389,2730,47512,0.057459168210136385,6792.593029129483,male,0-4,3214,0.02718752114772958,0.0015621723508440343,0.020777995113746204,0.0005649021815623968
2019,E07000119,80780,131389,537,37431,0.01434639737116294,1158.9019796425423,female,0-4,1612,0.01995543451349344,0.0002862885932447965,0.004087100137758868,8.155985914913711e-05
