year,msoa,ltla,ppln_msoa,total_trust_patients,patients_from_msoa_to_trust,total_patients_of_msoa,tfp_msoa,etc_msoa,sex,ag,ag_ppln_msoa,agf_ppln_msoa,ag_trust_factor,msoa_frac_tp,ag_msoa_frac_tp
2014,E02000215,E09000008,10695,116885,11,4280,0.0025700934579439253,27.48714953271028,female,0-4,423,0.03955119214586255,0.0001016502601879645,9.410959490097104e-05,3.722146670697592e-06
2014,E02000215,E09000008,10695,116885,11,4280,0.0025700934579439253,27.48714953271028,male,0-4,434,0.04057971014492753,0.00010429364756873899,9.410959490097104e-05,3.8189400829379555e-06
2014,E02006383,E07000211,9886,116885,2662,3404,0.782021151586369,7731.061104582844,female,0-4,276,0.02791826825814283,0.021832676293530025,0.02277452196603499,0.0006358252136987313
2014,E02006383,E07000211,9886,116885,2662,3404,0.782021151586369,7731.061104582844,male,0-4,305,0.030851709488165083,0.024126689382342963,0.02277452196603499,0.0007026329354279458
2014,E02000233,E09000008,6380,116885,237,2756,0.08599419448476052,548.6429608127721,female,0-4,227,0.035579937304075236,0.0030596680482822317,0.0020276339992300126,7.214309056821519e-05
2014,E02000233,E09000008,6380,116885,237,2756,0.08599419448476052,548.6429608127721,male,0-4,277,0.04341692789968652,0.0037336037417364677,0.0020276339992300126,8.80336391515225e-05
2014,E02000226,E09000008,7727,116885,37,3039,0.01217505758473182,94.07666995722278,female,0-4,169,0.021871360165652904,0.00026628506947323375,0.0003165504555759935,6.923389024504064e-06
2014,E02000226,E09000008,7727,116885,37,3039,0.01217505758473182,94.07666995722278,male,0-4,163,0.021094862171606058,0.0002568311616812847,0.0003165504555759935,6.677588230734689e-06
2014,E02000200,E09000008,8789,116885,9,3694,0.0024363833243096914,21.41337303735788,female,0-4,364,0.04141540562066219,0.00010090380362370322,7.699875946443085e-05,3.1889348555072054e-06
2014,E02000200,E09000008,8789,116885,9,3694,0.0024363833243096914,21.41337303735788,male,0-4,366,0.04164296279440209,0.00010145822012713016,7.699875946443085e-05,3.2064564755924097e-06
2014,E02000165,E09000006,7134,116885,14,2178,0.006427915518824609,45.85674931129476,female,0-4,208,0.02915615363050182,0.00018741329239073713,0.00011977584805578132,3.492203027138003e-06
2014,E02000165,E09000006,7134,116885,14,2178,0.006427915518824609,45.85674931129476,male,0-4,227,0.03181945612559574,0.00020453277583027562,0.00011977584805578132,3.811202342116955e-06
2014,E02006789,E09000006,6356,116885,8,2254,0.00354924578527063,22.559006211180126,female,0-4,153,0.02407174323473883,8.54365332200136e-05,6.844334174616076e-05,1.6475505486410628e-06
2014,E02006789,E09000006,6356,116885,8,2254,0.00354924578527063,22.559006211180126,male,0-4,171,0.026903713027061044,9.548789006942695e-05,6.844334174616076e-05,1.8413800249517762e-06
2014,E02000219,E09000008,7645,116885,13,3003,0.004329004329004329,33.095238095238095,female,0-4,125,0.016350555918901243,7.078162735455083e-05,0.00011122043033751123,1.8185158655577374e-06
2014,E02000219,E09000008,7645,116885,13,3003,0.004329004329004329,33.095238095238095,male,0-4,144,0.01883584041857423,8.154043471244255e-05,0.00011122043033751123,2.0949302771225137e-06
2014,E02000221,E09000008,10547,116885,37,4448,0.008318345323741008,87.73358812949641,female,0-4,419,0.03972693656964066,0.000330462377040626,0.0003165504555759935,1.2575579869758348e-05
2014,E02000221,E09000008,10547,116885,37,4448,0.008318345323741008,87.73358812949641,male,0-4,434,0.04114914193609557,0.00034229277240007555,0.0003165504555759935,1.3025779626432272e-05
2014,E02000208,E09000008,10441,116885,12,4747,0.0025279123657046556,26.393933010322307,female,0-4,561,0.053730485585671874,0.00013582595892733568,0.00010266501261924114,5.516240980690957e-06
2014,E02000208,E09000008,10441,116885,12,4747,0.0025279123657046556,26.393933010322307,male,0-4,535,0.051240302653002584,0.0001295309946989743,0.00010266501261924114,5.260586318484245e-06
2014,E02000230,E09000008,10360,116885,181,4285,0.042240373395565925,437.610268378063,female,0-4,322,0.031081081081081083,0.0013128764704027247,0.001548530607006887,4.813000535291676e-05
2014,E02000230,E09000008,10360,116885,181,4285,0.042240373395565925,437.610268378063,male,0-4,356,0.03436293436293436,0.0014515031784576708,0.001548530607006887,5.321205560757256e-05
2014,E02000210,E09000008,8457,116885,12,3349,0.0035831591519856674,30.30277694834279,female,0-4,341,0.040321627054511054,0.00014447880700332416,0.00010266501261924114,4.139620350379712e-06
2014,E02000210,E09000008,8457,116885,12,3349,0.0035831591519856674,30.30277694834279,male,0-4,375,0.044341965235899256,0.00015888431855204271,0.00010266501261924114,4.552368420505549e-06
2014,E02000201,E09000008,8928,116885,8,3754,0.002131060202450719,19.02610548748002,female,0-4,469,0.05253136200716846,0.00011194749495400843,6.844334174616076e-05,3.595421962247916e-06
2014,E02000201,E09000008,8928,116885,8,3754,0.002131060202450719,19.02610548748002,male,0-4,433,0.04849910394265233,0.00010335451026670716,6.844334174616076e-05,3.3194407455295263e-06
2014,E02000206,E09000008,9880,116885,8,4385,0.0018244013683010262,18.025085518814137,female,0-4,454,0.04595141700404858,8.383382805755728e-05,6.844334174616076e-05,3.1450685377284397e-06
2014,E02000206,E09000008,9880,116885,8,4385,0.0018244013683010262,18.025085518814137,male,0-4,478,0.04838056680161943,8.826557227205369e-05,6.844334174616076e-05,3.3113276674761986e-06
2014,E02006614,E07000228,10985,116885,30,3642,0.008237232289950576,90.48599670510708,female,0-4,389,0.035411925352753754,0.00029169625496502265,0.00025666253154810285,9.088914408030223e-06
