year,ltla,ppln_ltla,total_trust_patients,patients_from_ltla_to_trust,total_patients_of_ltla,tfp_ltla,etc_ltla,sex,ag,ags_ppln_ltla,agsf_ppln_ltla,tfp_ltla_ags,ltla_frac_tp,ags_ltla_frac_tp
2012,E06000016,277918,101590,8,101852,7.854534029768684e-05,21.829163884852534,female,12-15,7789,0.028026252347814824,2.2013315279279603e-06,7.874790825868687e-05,2.2070087487205296e-06
2012,E06000016,277918,101590,8,101852,7.854534029768684e-05,21.829163884852534,male,12-15,8383,0.030163573428133483,2.3692081395070086e-06,7.874790825868687e-05,2.3753183130728205e-06
2012,E06000017,32677,101590,861,12517,0.06878645042741871,2247.7348406167607,female,12-15,966,0.029562077302077917,0.0020334703648709025,0.008475243626341175,0.00025054580723584096
2012,E06000017,32677,101590,861,12517,0.06878645042741871,2247.7348406167607,male,12-15,1126,0.03445848762126266,0.002370277050563805,0.008475243626341175,0.00029204407758546267
2012,E06000031,155523,101590,53,68123,0.0007780044918749907,120.99759258987422,female,12-15,4518,0.02905036554078818,2.2601314881343648e-05,0.0005217048922138006,1.5155717823228405e-05
2012,E06000031,155523,101590,53,68123,0.0007780044918749907,120.99759258987422,male,12-15,4599,0.02957118882737602,2.3006517737782086e-05,0.0005217048922138006,1.5427433879820147e-05
2012,E06000042,208763,101590,49,89101,0.0005499377111367999,114.80664639005177,female,12-15,6205,0.02972269990371857,1.6345633553856977e-05,0.0004823309380844571,1.433617772696338e-05
2012,E06000042,208763,101590,49,89101,0.0005499377111367999,114.80664639005177,male,12-15,6449,0.030891489392277368,1.698839496999575e-05,0.0004823309380844571,1.4899921057403198e-05
2012,E06000055,135579,101590,324,62653,0.005171340558313249,701.1251815555521,female,12-15,3804,0.02805744252428474,0.0001450945904883765,0.0031892902844768184,8.948332884996806e-05
2012,E06000055,135579,101590,324,62653,0.005171340558313249,701.1251815555521,male,12-15,4308,0.03177483238554643,0.0001643184794489816,0.0031892902844768184,0.00010133916421810259
2012,E07000011,147155,101590,56,61343,0.0009128995973460703,134.337740247461,female,12-15,4014,0.027277360606163568,2.490149151403029e-05,0.0005512353578108082,1.5036245633873016e-05
2012,E07000011,147155,101590,56,61343,0.0009128995973460703,134.337740247461,male,12-15,4358,0.029615031769222932,2.7035550577514693e-05,0.0005512353578108082,1.6324852633886053e-05
2012,E07000129,81572,101590,11,28459,0.0003865209599775115,31.529287747285572,female,12-15,2234,0.027386848428382286,1.0585590945296924e-05,0.00010827837385569446,2.9654034128576155e-06
2012,E07000129,81572,101590,11,28459,0.0003865209599775115,31.529287747285572,male,12-15,2327,0.02852694552052175,1.1026262367818236e-05,0.00010827837385569446,3.0888512720320823e-06
2012,E07000130,147059,101590,8,45797,0.00017468393126187308,25.68884424743979,female,12-15,3465,0.023561971725633932,4.115897849314834e-06,7.874790825868687e-05,1.8554559878439948e-06
2012,E07000130,147059,101590,8,45797,0.00017468393126187308,25.68884424743979,male,12-15,3800,0.02583996899203721,4.5138273672139586e-06,7.874790825868687e-05,2.0348435075922598e-06
2012,E07000131,74470,101590,4826,26368,0.1830248786407767,13629.862712378641,female,12-15,2084,0.02798442325768766,0.005121845670570413,0.04750467565705286,0.0013293909503061386
2012,E07000131,74470,101590,4826,26368,0.1830248786407767,13629.862712378641,male,12-15,2319,0.03114005639854975,0.00569940504321151,0.04750467565705286,0.0014792982791554394
2012,E07000133,43997,101590,28,14707,0.001903855306996668,83.7639219419324,female,12-15,1202,0.02732004454849194,5.201341180103178e-05,0.0002756176789054041,7.529887266047588e-06
2012,E07000133,43997,101590,28,14707,0.001903855306996668,83.7639219419324,male,12-15,1219,0.027706434529627018,5.2749042417186136e-05,0.0002756176789054041,7.63638317580034e-06
2012,E07000135,49046,101590,75,18188,0.0041235979766879255,202.245986364636,female,12-15,1329,0.02709701096929413,0.00011173717960727185,0.0007382616399251895,2.0004683755261934e-05
2012,E07000135,49046,101590,75,18188,0.0041235979766879255,202.245986364636,male,12-15,1403,0.028605798638013293,0.00011795881338525386,0.0007382616399251895,2.111856381386945e-05
2012,E07000141,117223,101590,64,53231,0.0012023069264150588,140.93802483515245,female,12-15,3378,0.02881687040939065,3.4646722890815526e-05,0.0006299832660694951,1.8154146138409312e-05
2012,E07000141,117223,101590,64,53231,0.0012023069264150588,140.93802483515245,male,12-15,3311,0.028245310220690482,3.395953211707821e-05,0.0006299832660694951,1.779407278397668e-05
2012,E07000150,52826,101590,21028,24662,0.852647798232098,45041.97258940881,female,12-15,1605,0.03038276606216636,0.025905798587107055,0.20698887685795847,0.0062888946230459115
2012,E07000150,52826,101590,21028,24662,0.852647798232098,45041.97258940881,male,12-15,1474,0.027902926589179568,0.023791368920495826,0.20698887685795847,0.005775595435744346
2012,E07000151,67368,101590,1359,27299,0.04978204329828932,3353.716692919155,female,12-15,1811,0.0268821992637454,0.0013382508077010144,0.013377300915444434,0.00035961126882006096
2012,E07000151,67368,101590,1359,27299,0.04978204329828932,3353.716692919155,male,12-15,2064,0.030637691485571782,0.0015252068840943644,0.013377300915444434,0.00040984961835704363
2012,E07000152,74954,101590,21083,32112,0.6565458395615347,49210.73685849527,female,12-15,2230,0.029751580969661393,0.01953327670600932,0.20753026872723693,0.006174353593693977
2012,E07000152,74954,101590,21083,32112,0.6565458395615347,49210.73685849527,male,12-15,2479,0.03307361848600475,0.02171434661623188,0.20753026872723693,0.006863776932182678
2012,E07000153,80321,101590,30157,35712,0.8444500448028673,67827.07204861111,female,12-15,2237,0.027850748870158492,0.023518566131198744,0.2968500836696525,0.008267497132369028
2012,E07000153,80321,101590,30157,35712,0.8444500448028673,67827.07204861111,male,12-15,2253,0.028049949577321,0.02368678117728689,0.2968500836696525,0.008326629878957274
2012,E07000154,180013,101590,1692,79325,0.02132997163567601,3839.6721840529467,female,12-15,4734,0.026298100692727748,0.0005609377418480347,0.016655182596712274,0.0004379996689841062
2012,E07000154,180013,101590,1692,79325,0.02132997163567601,3839.6721840529467,male,12-15,4970,0.027609117119319158,0.0005889016850411348,0.016655182596712274,0.0004598348869562754
2012,E07000155,74001,101590,328,28010,0.01171010353445198,866.5593716529811,female,12-15,2124,0.02870231483358333,0.0003361070783796977,0.003228664238606162,9.267013746840568e-05
