year,ltla,ppln_ltla,total_trust_patients,patients_from_ltla_to_trust,total_patients_of_ltla,tfp_ltla,etc_ltla,sex,ag,ag_ppln_ltla,agf_ppln_ltla,ag_trust_factor,ltla_frac_tp,ag_ltla_frac_tp
2017,E06000031,198914,226186,34,70784,0.00048033453887884266,95.54526446654612,female,0-4,7759,0.03900680696180259,1.8736316635133475e-05,0.00015031876420291265,5.863455017999735e-06
2017,E06000031,198914,226186,34,70784,0.00048033453887884266,95.54526446654612,male,0-4,8304,0.04174668449681772,2.005237444749947e-05,0.00015031876420291265,6.2753100231305315e-06
2017,E07000008,124919,226186,10,37962,0.000263421316052895,32.9063273800116,female,0-4,3286,0.026305045669593897,6.929309749115931e-06,4.421140123615078e-05,1.1629829286336863e-06
2017,E07000008,124919,226186,10,37962,0.000263421316052895,32.9063273800116,male,0-4,3440,0.027537844523251066,7.254055245574803e-06,4.421140123615078e-05,1.21748669339619e-06
2017,E07000009,88858,226186,42,32257,0.0013020429674179248,115.69693399882196,female,0-4,2643,0.029744086069909293,3.872807808959886e-05,0.00018568788519183327,5.5231164392853245e-06
2017,E07000009,88858,226186,42,32257,0.0013020429674179248,115.69693399882196,male,0-4,2711,0.030509351999819936,3.972448721184355e-05,0.00018568788519183327,5.6652170514197935e-06
2017,E07000010,100776,226186,636,46679,0.013624970543499218,1373.0700314916771,female,0-4,2945,0.029223227752639518,0.00039816561731568226,0.0028118451186191894,8.217119030655625e-05
2017,E07000010,100776,226186,636,46679,0.013624970543499218,1373.0700314916771,male,0-4,3095,0.03071167738350401,0.00041844569969169324,0.0028118451186191894,8.635648013541312e-05
2017,E07000011,176979,226186,23,76054,0.0003024167039208983,53.52140584321666,female,0-4,4947,0.027952468936992523,8.453293522376576e-06,0.0001016862228431468,2.84238098534316e-06
2017,E07000011,176979,226186,23,76054,0.0003024167039208983,53.52140584321666,male,0-4,5376,0.030376485345718983,9.186356574953803e-06,0.0001016862228431468,3.0888700580563635e-06
2017,E07000067,151677,226186,20,54892,0.0003643518181155724,55.263790716315675,female,0-4,4136,0.02726847181840358,9.935317284268593e-06,8.842280247230156e-05,2.4111546973202214e-06
2017,E07000067,151677,226186,20,54892,0.0003643518181155724,55.263790716315675,male,0-4,4495,0.02963534352604548,1.079769129419423e-05,8.842280247230156e-05,2.62044012680232e-06
2017,E07000071,190098,226186,85,72049,0.001179752668322947,224.26862274285557,female,0-4,5745,0.03022125430041347,3.565360540097913e-05,0.0003757969105072816,1.1357053997750281e-05
2017,E07000071,190098,226186,85,72049,0.001179752668322947,224.26862274285557,male,0-4,5835,0.030694694315563553,3.6212147522143296e-05,0.0003757969105072816,1.1534971292754202e-05
2017,E07000076,144705,226186,91,66309,0.0013723627260251248,198.5877482694657,female,0-4,3464,0.023938357347707405,3.285210934626331e-05,0.0004023237512489721,9.630969726868037e-06
2017,E07000076,144705,226186,91,66309,0.0013723627260251248,198.5877482694657,male,0-4,3719,0.02570056321481635,3.527049499386641e-05,0.0004023237512489721,1.0339947001796256e-05
2017,E07000137,139718,226186,10,63302,0.00015797289185175823,22.071656503743956,female,0-4,3074,0.02200146008388325,3.4756342744120644e-06,4.421140123615078e-05,9.72715379549718e-07
2017,E07000137,139718,226186,10,63302,0.00015797289185175823,22.071656503743956,male,0-4,3237,0.023168095735696188,3.659931082066315e-06,4.421140123615078e-05,1.024293976448418e-06
2017,E07000138,98438,226186,11,37442,0.0002937877250146894,28.919876074995994,female,0-4,2793,0.02837318921554684,8.335694711046826e-06,4.863254135976586e-05,1.3798602980335443e-06
2017,E07000138,98438,226186,11,37442,0.0002937877250146894,28.919876074995994,male,0-4,3041,0.030892541498201913,9.075849486678624e-06,4.863254135976586e-05,1.5023828021195876e-06
2017,E07000140,93295,226186,289,38365,0.007532907598071159,702.7826143620488,female,0-4,2502,0.0268181574575272,0.00020201870207807535,0.0012777094957247576,3.426581444132423e-05
2017,E07000140,93295,226186,289,38365,0.007532907598071159,702.7826143620488,male,0-4,2616,0.028040087893241868,0.00021122339114158477,0.0012777094957247576,3.5827086562151945e-05
2017,E07000141,141662,226186,9,54853,0.00016407489107250287,23.2431772191129,female,0-4,3716,0.026231452330194405,4.303922683750198e-06,3.9790261112535704e-05,1.0437563375794686e-06
2017,E07000141,141662,226186,9,54853,0.00016407489107250287,23.2431772191129,male,0-4,3921,0.027678558823114173,4.5413565239463215e-06,3.9790261112535704e-05,1.1013370827903918e-06
2017,E07000143,138602,226186,31953,56325,0.5672969374167777,78628.49011984022,female,0-4,3672,0.026493124197342028,0.015029468219754458,0.14126869036987258,0.0037426489591648898
2017,E07000143,138602,226186,31953,56325,0.5672969374167777,78628.49011984022,male,0-4,3968,0.02862873551608202,0.016240993980388262,0.14126869036987258,0.0040443439733023655
2017,E07000144,128535,226186,43818,47541,0.9216886476935697,118469.25033129299,female,0-4,2982,0.023199906640214728,0.02138309057783658,0.19372551793656548,0.004494413929955563
2017,E07000144,128535,226186,43818,47541,0.9216886476935697,118469.25033129299,male,0-4,3114,0.02422686427821216,0.022329625774441017,0.19372551793656548,0.004693361830275527
2017,E07000145,99417,226186,6584,46454,0.1417316054591639,14090.531019933698,female,0-4,2658,0.026735870122816016,0.003789317795854408,0.029108786573881672,0.000778248737272071
2017,E07000145,99417,226186,6584,46454,0.1417316054591639,14090.531019933698,male,0-4,2879,0.028958829978776267,0.004104381465110926,0.029108786573881672,0.0008429564012815247
