msoa,ltla,ppln_msoa,patients_from_msoa_to_trust,total_patients_of_msoa,tfp_msoa,etc_msoa,sex,ag,ag_ppln_msoa,agf_ppln_msoa,ag_trust_factor
E02005094,E07000111,8613,12,2922,0.004106776180698152,35.371663244353186,female,0-4,279,0.03239289446185998,0.00013303036739983564
E02005094,E07000111,8613,12,2922,0.004106776180698152,35.371663244353186,male,0-4,298,0.03459886218506908,0.00014208978310089972
E02003337,E06000035,7390,2160,2831,0.762981278700106,5638.431649593784,female,0-4,192,0.02598105548037889,0.019823058932397882
E02003337,E06000035,7390,2160,2831,0.762981278700106,5638.431649593784,male,0-4,194,0.02625169147496617,0.02002954912961036
E02005154,E07000115,11020,58,3795,0.015283267457180501,168.42160737812912,female,0-4,281,0.025499092558983666,0.00038970945149434855
E02005154,E07000115,11020,58,3795,0.015283267457180501,168.42160737812912,male,0-4,309,0.028039927404718692,0.0004285417100062409
E02000087,E09000004,7751,31,2662,0.011645379413974455,90.263335837716,female,0-4,169,0.021803638240227068,0.0002539116399124865
E02000087,E09000004,7751,31,2662,0.011645379413974455,90.263335837716,male,0-4,197,0.025416075345116758,0.00029597984060804637
E02005149,E07000115,10519,1303,3774,0.34525702172760997,3631.7586115527292,female,0-4,303,0.02880501948854454,0.00994513523942065
E02005149,E07000115,10519,1303,3774,0.34525702172760997,3631.7586115527292,male,0-4,287,0.027283962353835917,0.00941997958321362
E02003325,E06000035,7376,2485,3024,0.8217592592592593,6061.2962962962965,female,0-4,323,0.04379067245119306,0.03598539055595726
E02003325,E06000035,7376,2485,3024,0.8217592592592593,6061.2962962962965,male,0-4,323,0.04379067245119306,0.03598539055595726
E02004999,E07000105,13337,16,4985,0.0032096288866599798,42.80682046138415,female,0-4,425,0.03186623678488416,0.00010227879409391103
E02004999,E07000105,13337,16,4985,0.0032096288866599798,42.80682046138415,male,0-4,440,0.03299092749493889,0.00010588863388546083
E02005088,E07000111,9281,162,4351,0.0372328200413698,345.55780280395317,female,0-4,335,0.036095248356858095,0.0013439278864194465
E02005088,E07000111,9281,162,4351,0.0372328200413698,345.55780280395317,male,0-4,353,0.03803469453722659,0.0014161389370330288
E02003316,E06000035,10331,3065,4192,0.7311545801526718,7553.557967557252,female,0-4,338,0.03271706514374213,0.02392123202900039
E02003316,E06000035,10331,3065,4192,0.7311545801526718,7553.557967557252,male,0-4,371,0.03591133481753944,0.026256736931240074
