year,msoa,ltla,ppln_msoa,patients_from_msoa_to_trust,total_patients_of_msoa,tfp_msoa,etc_msoa,sex,ag,ag_ppln_msoa,agf_ppln_msoa,ag_trust_factor
2014,E02004594,E07000077,8241,10,2600,0.0038461538461538464,31.696153846153848,female,0-4,222,0.02693847834000728,0.00010360953207695109
2014,E02004594,E07000077,8241,10,2600,0.0038461538461538464,31.696153846153848,male,0-4,204,0.024754277393520204,9.520875920584694e-05
2014,E02006235,E07000200,7963,316,2742,0.11524434719183078,917.6907366885486,female,0-4,148,0.018585960065302023,0.0021419268346591683
2014,E02006235,E07000200,7963,316,2742,0.11524434719183078,917.6907366885486,male,0-4,156,0.019590606555318347,0.0022577066635596638
2014,E02004592,E07000077,12672,13,4035,0.00322180916976456,40.826765799256506,female,0-4,335,0.026436237373737372,8.517251198477964e-05
2014,E02004592,E07000077,12672,13,4035,0.00322180916976456,40.826765799256506,male,0-4,380,0.029987373737373736,9.661359568422764e-05
2014,E02004506,E07000071,7159,12,2456,0.004885993485342019,34.97882736156352,female,0-4,176,0.024584439167481494,0.00012011940961310174
2014,E02004506,E07000071,7159,12,2456,0.004885993485342019,34.97882736156352,male,0-4,172,0.024025701913675094,0.0001173894230309858
2014,E02004447,E07000067,5921,760,1983,0.3832576903681291,2269.2687846696926,female,0-4,83,0.0140179023813545,0.005372468890483823
2014,E02004447,E07000067,5921,760,1983,0.3832576903681291,2269.2687846696926,male,0-4,105,0.017733490964364128,0.006796496789166283
2014,E02004448,E07000067,6555,41,2223,0.018443544759334234,120.8974358974359,female,0-4,149,0.02273073989321129,0.00041923541863322667
2014,E02004448,E07000067,6555,41,2223,0.018443544759334234,120.8974358974359,male,0-4,159,0.02425629290617849,0.00044737202391062443
2014,E02004515,E07000071,7275,24,2369,0.010130856901646263,73.70198395947656,female,0-4,145,0.01993127147766323,0.00020192085920806984
2014,E02004515,E07000071,7275,24,2369,0.010130856901646263,73.70198395947656,male,0-4,174,0.023917525773195877,0.00024230503104968383
2014,E02004449,E07000067,8491,23,3037,0.007573263088574251,64.30457688508396,female,0-4,281,0.03309386409139088,0.0002506285393816234
2014,E02004449,E07000067,8491,23,3037,0.007573263088574251,64.30457688508396,male,0-4,311,0.036627016841361444,0.0002773860346892701
2014,E02004581,E07000076,7529,8,3092,0.00258732212160414,19.47994825355757,female,0-4,157,0.02085270288218887,5.395265946232568e-05
2014,E02004581,E07000076,7529,8,3092,0.00258732212160414,19.47994825355757,male,0-4,159,0.02111834240935051,5.4639954487323445e-05
2014,E02004508,E07000071,6609,9,2276,0.003954305799648506,26.134007029876976,female,0-4,151,0.02284763201694659,9.03465237928468e-05
2014,E02004508,E07000071,6609,9,2276,0.003954305799648506,26.134007029876976,male,0-4,155,0.023452867302163716,9.27398091913328e-05
2014,E02004512,E07000071,10530,8,3884,0.0020597322348094747,21.68898043254377,female,0-4,344,0.03266856600189934,6.728849845911294e-05
2014,E02004512,E07000071,10530,8,3884,0.0020597322348094747,21.68898043254377,male,0-4,363,0.03447293447293447,7.100501436237791e-05
2014,E02004451,E07000067,8744,38,3000,0.012666666666666666,110.75733333333334,female,0-4,223,0.0255032021957914,0.00032304056114669104
2014,E02004451,E07000067,8744,38,3000,0.012666666666666666,110.75733333333334,male,0-4,236,0.026989935956084173,0.0003418725221103995
2014,E02006232,E07000200,5940,1591,2359,0.6744383213225943,4006.16362865621,female,0-4,119,0.020033670033670032,0.013511474787439177
2014,E02006232,E07000200,5940,1591,2359,0.6744383213225943,4006.16362865621,male,0-4,146,0.02457912457912458,0.0165771035207237
2014,E02006290,E07000244,8066,18,3026,0.005948446794448116,47.98017184401851,female,0-4,174,0.021572030746342674,0.00012832007714281827
2014,E02006290,E07000244,8066,18,3026,0.005948446794448116,47.98017184401851,male,0-4,171,0.02120009918175056,0.00012610766201966625
2014,E02006293,E07000244,11193,28,3725,0.007516778523489933,84.13530201342282,female,0-4,299,0.026713124274099883,0.0002007966388388716
2014,E02006293,E07000244,11193,28,3725,0.007516778523489933,84.13530201342282,male,0-4,290,0.025909050299294203,0.0001947525928537551
2014,E02006254,E07000202,9238,18,3631,0.004957312035251997,45.79564858165794,female,0-4,326,0.035289023598181424,0.0001749387013955565
2014,E02006254,E07000202,9238,18,3631,0.004957312035251997,45.79564858165794,male,0-4,336,0.03637150898462871,0.00018030491922977604
2014,E02006249,E07000202,8183,10,2916,0.003429355281207133,28.06241426611797,female,0-4,251,0.03067334718318465,0.00010518980515495422
2014,E02006249,E07000202,8183,10,2916,0.003429355281207133,28.06241426611797,male,0-4,242,0.029573506049126237,0.00010141805915338215
2014,E02003734,E07000009,12329,49,4192,0.011688931297709924,144.11283396946564,female,0-4,482,0.03909481709789926,0.00045697663115387975
2014,E02003734,E07000009,12329,49,4192,0.011688931297709924,144.11283396946564,male,0-4,473,0.0383648308865277,0.000448443872480882
2014,E02004446,E07000067,6947,352,2370,0.14852320675105485,1031.790717299578,female,0-4,149,0.021448107096588457,0.0031855416447253743
2014,E02004446,E07000067,6947,352,2370,0.14852320675105485,1031.790717299578,male,0-4,156,0.02245573628904563,0.0033351979636050896
2014,E02004518,E07000071,7193,8,2451,0.0032639738882088943,23.477764177886577,female,0-4,243,0.03378284443208675,0.00011026632209575438
2014,E02004518,E07000071,7193,8,2451,0.0032639738882088943,23.477764177886577,male,0-4,300,0.04170721534825525,0.00013613126184661037
2014,E02006288,E07000244,8955,16,2594,0.006168080185042405,55.23515805705474,female,0-4,173,0.019318816303740927,0.00011916000804157857
2014,E02006288,E07000244,8955,16,2594,0.006168080185042405,55.23515805705474,male,0-4,161,0.017978782802903406,0.00011089457395776966
2014,E02006242,E07000245,8704,2054,3060,0.6712418300653594,5842.488888888888,female,0-4,418,0.04802389705882353,0.03223564854863514
2014,E02006242,E07000245,8704,2054,3060,0.6712418300653594,5842.488888888888,male,0-4,431,0.049517463235294115,0.03323819264225297
2014,E02006261,E07000203,7809,514,2617,0.19640810087886892,1533.7508597630874,female,0-4,172,0.022025867588679728,0.0043260588233020175
2014,E02006261,E07000203,7809,514,2617,0.19640810087886892,1533.7508597630874,male,0-4,165,0.021129466000768343,0.00414999828979554
2014,E02006248,E07000202,8219,18,2988,0.006024096385542169,49.51204819277109,female,0-4,250,0.03041732570872369,0.00018323690185978128
2014,E02006248,E07000202,8219,18,2988,0.006024096385542169,49.51204819277109,male,0-4,260,0.03163401873707264,0.00019056637793417254
2014,E02006241,E07000245,8822,2648,3455,0.7664254703328509,6761.40549927641,female,0-4,343,0.03888007254590796,0.029798677887572872
2014,E02006241,E07000245,8822,2648,3455,0.7664254703328509,6761.40549927641,male,0-4,334,0.03785989571525731,0.02901678838031877
2014,E02006297,E07000244,8066,16,2769,0.00577825929938606,46.60743950884796,female,0-4,178,0.02206793949913216,0.00012751427662914937
2014,E02006297,E07000244,8066,16,2769,0.00577825929938606,46.60743950884796,male,0-4,172,0.02132407636994793,0.00012321604258547016
2014,E02006263,E07000203,7438,77,2414,0.03189726594863297,237.25186412593203,female,0-4,154,0.02070449045442323,0.0006604166383556706
2014,E02006263,E07000203,7438,77,2414,0.03189726594863297,237.25186412593203,male,0-4,146,0.019628932508738907,0.0006261092805190123
2014,E02006255,E07000202,8334,17,2825,0.006017699115044248,50.151504424778764,female,0-4,319,0.0382769378449724,0.00023033909499629412
2014,E02006255,E07000202,8334,17,2825,0.006017699115044248,50.151504424778764,male,0-4,328,0.03935685145188385,0.00023683769015292935
2014,E02006266,E07000203,9201,2951,3841,0.7682895079406404,7069.031762561833,female,0-4,185,0.020106510161938918,0.015447620798719539
2014,E02006266,E07000203,9201,2951,3841,0.7682895079406404,7069.031762561833,male,0-4,198,0.021519400065210303,0.01653312928727821
