msoa,ltla,ppln_msoa,patients_from_msoa_to_trust,total_patients_of_msoa,tfp_msoa,etc_msoa,sex,ag,ag_ppln_msoa,agf_ppln_msoa,ag_trust_factor
E02001170,E08000006,9804,10,4241,0.002357934449422306,23.11718934213629,female,0-4,299,0.030497756017951856,7.191170954480514e-05
E02001170,E08000006,9804,10,4241,0.002357934449422306,23.11718934213629,male,0-4,297,0.0302937576499388,7.143069476524123e-05
E02002632,E06000008,6285,8,2362,0.003386960203217612,21.28704487722269,female,0-4,155,0.024661893396976928,8.352885147155605e-05
E02002632,E06000008,6285,8,2362,0.003386960203217612,21.28704487722269,male,0-4,133,0.021161495624502785,7.167314352075456e-05
E02001288,E08000010,7393,8,3311,0.0024161884627000906,17.86288130474177,female,0-4,141,0.01907209522521304,4.608177644267723e-05
E02001288,E08000010,7393,8,3311,0.0024161884627000906,17.86288130474177,male,0-4,162,0.02191262004598945,5.2945019742650435e-05
E02003970,E07000026,7896,30,3416,0.008782201405152224,69.34426229508196,female,0-4,159,0.02013677811550152,0.000176845241061196
E02003970,E07000026,7896,30,3416,0.008782201405152224,69.34426229508196,male,0-4,176,0.022289766970618033,0.00019575322280987733
E02004003,E07000029,11740,46,5421,0.008485519276886183,99.61999631064378,female,0-4,265,0.022572402044293016,0.00019153855267247345
E02004003,E07000029,11740,46,5421,0.008485519276886183,99.61999631064378,male,0-4,315,0.026831345826235094,0.0002276779022333175
E02004012,E07000030,5556,208,2328,0.08934707903780069,496.41237113402065,female,0-4,98,0.017638588912886968,0.001575956397714987
E02004012,E07000030,5556,208,2328,0.08934707903780069,496.41237113402065,male,0-4,116,0.02087832973362131,0.0018654177768871274
E02004013,E07000030,9704,855,4389,0.19480519480519481,1890.3896103896104,female,0-4,169,0.01741549876339654,0.003392629629233092
E02004013,E07000030,9704,855,4389,0.19480519480519481,1890.3896103896104,male,0-4,229,0.02359851607584501,0.004597113521268509
E02005235,E07000121,5959,1312,1571,0.8351368555060471,4976.5805219605345,female,0-4,119,0.019969793589528443,0.0166775106234636
E02005235,E07000121,5959,1312,1571,0.8351368555060471,4976.5805219605345,male,0-4,123,0.020641047155563013,0.017238099215848932
E02001409,E08000013,10028,8,4826,0.0016576875259013675,16.623290509738915,female,0-4,275,0.027423214998005586,4.545912142230515e-05
E02001409,E08000013,10028,8,4826,0.0016576875259013675,16.623290509738915,male,0-4,286,0.028520143597925807,4.727748627919736e-05
E02005304,E07000127,8714,12,3994,0.0030045067601402104,26.181271907861795,female,0-4,192,0.022033509295386736,6.619982762760162e-05
E02005304,E07000127,8714,12,3994,0.0030045067601402104,26.181271907861795,male,0-4,189,0.021689235712646315,6.516545532092032e-05
E02004014,E07000030,7627,1283,3440,0.37296511627906975,2844.604941860465,female,0-4,181,0.023731480267470826,0.008851014297431707
E02004014,E07000030,7627,1283,3440,0.37296511627906975,2844.604941860465,male,0-4,167,0.021895896158384685,0.00816640545674638
E02005321,E07000128,6362,21,3101,0.006772009029345372,43.08352144469526,female,0-4,153,0.024049041182018234,0.0001628603240317262
E02005321,E07000128,6362,21,3101,0.006772009029345372,43.08352144469526,male,0-4,180,0.028292989625903806,0.00019160038121379552
E02005224,E07000121,5245,2391,2849,0.8392418392418393,4401.823446823447,female,0-4,99,0.018875119161105815,0.015840789720675326
E02005224,E07000121,5245,2391,2849,0.8392418392418393,4401.823446823447,male,0-4,103,0.01963775023832221,0.016480821628581402
E02004023,E07000031,6103,2031,2703,0.7513873473917869,4585.7169811320755,female,0-4,121,0.019826314927085042,0.014897242181616619
E02004023,E07000031,6103,2031,2703,0.7513873473917869,4585.7169811320755,male,0-4,98,0.016057676552515155,0.012065534990069656
E02002645,E06000009,5809,10,3673,0.002722570106180234,15.815409746800979,female,0-4,142,0.024444826992597694,6.655275522079415e-05
E02002645,E06000009,5809,10,3673,0.002722570106180234,15.815409746800979,male,0-4,138,0.02375624031674987,6.467802972161686e-05
E02002637,E06000009,6130,13,3080,0.0042207792207792205,25.873376623376622,female,0-4,183,0.029853181076672106,0.00012600368636257706
E02002637,E06000009,6130,13,3080,0.0042207792207792205,25.873376623376622,male,0-4,150,0.024469820554649267,0.00010328171013325988
E02005267,E07000123,7040,8,2341,0.0034173430158052115,24.05809483126869,female,0-4,212,0.030113636363636363,0.00010290862490777057
E02005267,E07000123,7040,8,2341,0.0034173430158052115,24.05809483126869,male,0-4,201,0.028551136363636365,9.756902644557494e-05
E02005225,E07000121,5608,1939,2352,0.8244047619047619,4623.261904761905,female,0-4,136,0.024251069900142655,0.019992697506962843
E02005225,E07000121,5608,1939,2352,0.8244047619047619,4623.261904761905,male,0-4,138,0.024607703281027102,0.020286707764418176
E02005291,E07000126,5626,9,2379,0.0037831021437578815,21.28373266078184,female,0-4,166,0.029505865623889085,0.00011162370349516678
E02005291,E07000126,5626,9,2379,0.0037831021437578815,21.28373266078184,male,0-4,153,0.027195165303945966,0.00010288208816120794
E02005228,E07000121,5846,2293,2729,0.8402345181385122,4912.010993037743,female,0-4,219,0.03746151214505645,0.031476455605941527
E02005228,E07000121,5846,2293,2729,0.8402345181385122,4912.010993037743,male,0-4,197,0.03369825521724256,0.028314437234568408
E02005221,E07000121,10023,3694,4575,0.807431693989071,8092.887868852458,female,0-4,221,0.02204928664072633,0.017803292863572254
E02005221,E07000121,10023,3694,4575,0.807431693989071,8092.887868852458,male,0-4,241,0.02404469719644817,0.01941445058878241
E02005290,E07000126,7267,8,2648,0.0030211480362537764,21.954682779456192,female,0-4,215,0.029585798816568046,8.938307799567385e-05
E02005290,E07000126,7267,8,2648,0.0030211480362537764,21.954682779456192,male,0-4,176,0.024219072519609194,7.316940338250512e-05
E02005238,E07000121,5821,1983,2393,0.8286669452569996,4823.670288340994,female,0-4,189,0.032468647998625665,0.026905695353645922
E02005238,E07000121,5821,1983,2393,0.8286669452569996,4823.670288340994,male,0-4,198,0.034014774093798314,0.028186918941914774
E02002633,E06000009,7732,20,3841,0.005206977349648529,40.26034886748242,female,0-4,192,0.024831867563372995,0.0001292989719519552
E02002633,E06000009,7732,20,3841,0.005206977349648529,40.26034886748242,male,0-4,181,0.023409208484221417,0.00012189121835054109
E02002634,E06000009,8092,32,4238,0.0075507314771118455,61.10051911278905,female,0-4,183,0.022614928324270884,0.0001707592511507004
E02002634,E06000009,8092,32,4238,0.0075507314771118455,61.10051911278905,male,0-4,188,0.023232822540781017,0.00017542480446082882
E02003986,E07000027,6357,2688,3239,0.8298857672121025,5275.583822167336,female,0-4,188,0.02957369828535473,0.02454279129084085
E02003986,E07000027,6357,2688,3239,0.8298857672121025,5275.583822167336,male,0-4,151,0.02375334277174768,0.01971256108998387
E02003984,E07000027,6588,3085,3674,0.8396842678279804,5531.839956450735,female,0-4,244,0.037037037037037035,0.031099417326962236
E02003984,E07000027,6588,3085,3674,0.8396842678279804,5531.839956450735,male,0-4,273,0.04143897996357013,0.034795659550248735
E02005262,E07000123,6194,14,2454,0.0057049714751426246,35.33659331703342,female,0-4,169,0.027284468840813692,0.00015565711645125987
E02005262,E07000123,6194,14,2454,0.0057049714751426246,35.33659331703342,male,0-4,203,0.03277365192121408,0.0001869727493467796
E02005332,E07000128,8368,18,3876,0.0046439628482972135,38.860681114551085,female,0-4,166,0.019837476099426387,9.212450200972006e-05
E02005332,E07000128,8368,18,3876,0.0046439628482972135,38.860681114551085,male,0-4,187,0.022347036328871892,0.00010377880648082922
E02005203,E07000119,7551,34,3937,0.008636017272034544,65.21056642113284,female,0-4,195,0.025824394119984106,0.00022301991366001006
E02005203,E07000119,7551,34,3937,0.008636017272034544,65.21056642113284,male,0-4,180,0.023837902264600714,0.00020586453568616312
E02005327,E07000128,6216,526,2801,0.18779007497322384,1167.3031060335593,female,0-4,137,0.02203989703989704,0.004138873917524399
E02005327,E07000128,6216,526,2801,0.18779007497322384,1167.3031060335593,male,0-4,130,0.020913770913770915,0.003927398607869868
E02004018,E07000031,8298,2813,3578,0.786193404136389,6523.832867523756,female,0-4,192,0.023138105567606652,0.01819102598146381
E02004018,E07000031,8298,2813,3578,0.786193404136389,6523.832867523756,male,0-4,228,0.0274765003615329,0.021601843352988273
E02004028,E07000031,7725,2901,3601,0.8056095529019717,6223.333796167731,female,0-4,146,0.01889967637540453,0.0152257598347816
E02004028,E07000031,7725,2901,3601,0.8056095529019717,6223.333796167731,male,0-4,131,0.016957928802588996,0.01366146944079719
E02005264,E07000123,12496,15,4481,0.003347467083240348,41.82994867217139,female,0-4,413,0.033050576184379,0.0001106357158593361
E02005264,E07000123,12496,15,4481,0.003347467083240348,41.82994867217139,male,0-4,415,0.033210627400768244,0.00011117148203783166
E02002636,E06000009,8262,16,4003,0.003997002248313765,33.02323257556832,female,0-4,259,0.031348341805858146,0.0001252993926789234
E02002636,E06000009,8262,16,4003,0.003997002248313765,33.02323257556832,male,0-4,285,0.03449527959331881,0.00013787771009070722
E02002644,E06000009,7889,15,3842,0.0039042165538781884,30.800364393545028,female,0-4,278,0.03523894029661554,0.00013758045404717155
E02002644,E06000009,7889,15,3842,0.0039042165538781884,30.800364393545028,male,0-4,235,0.029788312840664216,0.00011630002410462343
E02005198,E07000118,9373,8,3875,0.002064516129032258,19.350709677419356,female,0-4,303,0.032326896404566305,6.673939902878205e-05
E02005198,E07000118,9373,8,3875,0.002064516129032258,19.350709677419356,male,0-4,301,0.03211351755041075,6.629887494278349e-05
E02005191,E07000118,8673,8,3385,0.002363367799113737,20.49748892171344,female,0-4,261,0.030093393289519196,7.112175666651509e-05
E02005191,E07000118,8673,8,3385,0.002363367799113737,20.49748892171344,male,0-4,241,0.027787386140897038,6.567181362693539e-05
E02002641,E06000009,8140,14,4014,0.003487792725460887,28.390632785251622,female,0-4,239,0.029361179361179362,0.00010240570778687371
E02002641,E06000009,8140,14,4014,0.003487792725460887,28.390632785251622,male,0-4,272,0.03341523341523341,0.00011654540802522865
E02002640,E06000009,6758,11,3808,0.002888655462184874,19.521533613445378,female,0-4,308,0.04557561408700799,0.00013165224657486554
E02002640,E06000009,6758,11,3808,0.002888655462184874,19.521533613445378,male,0-4,317,0.046907369044095884,0.00013549922780594926
E02002650,E06000009,8018,16,4171,0.0038360105490290097,30.7571325821146,female,0-4,239,0.02980793215265652,0.00011434354218233142
E02002650,E06000009,8018,16,4171,0.0038360105490290097,30.7571325821146,male,0-4,226,0.028186580194562234,0.00010812401896739288
E02004019,E07000031,8017,2715,3484,0.779276693455798,6247.461251435132,female,0-4,142,0.01771236123238119,0.013802830294464677
E02004019,E07000031,8017,2715,3484,0.779276693455798,6247.461251435132,male,0-4,167,0.02083073468878633,0.016232906050532403
E02003977,E07000027,6361,2389,2892,0.8260719225449515,5254.643499308437,female,0-4,141,0.02216632604936331,0.01831097957535579
