year,msoa,ltla,ppln_msoa,patients_from_msoa_to_trust,total_patients_of_msoa,tfp_msoa,etc_msoa,sex,ag,ag_ppln_msoa,agf_ppln_msoa,ag_trust_factor
2016,E02006639,E06000054,8441,8,3079,0.0025982461838259174,21.93179603767457,female,0-4,142,0.016822651344627414,4.370938965801212e-05
2016,E02006639,E06000054,8441,8,3079,0.0025982461838259174,21.93179603767457,male,0-4,177,0.02096907949295107,5.448283077090242e-05
2016,E02006638,E06000054,6277,10,2713,0.003685956505713233,23.13674898636196,female,0-4,145,0.02310020710530508,8.514635866312231e-05
2016,E02006638,E06000054,6277,10,2713,0.003685956505713233,23.13674898636196,male,0-4,150,0.023896765971005256,8.808243999633342e-05
2016,E02006637,E06000054,11160,12,4209,0.002851033499643621,31.81753385602281,female,0-4,346,0.03100358422939068,8.839225724701548e-05
2016,E02006637,E06000054,11160,12,4209,0.002851033499643621,31.81753385602281,male,0-4,325,0.029121863799283155,8.302740926381513e-05
2016,E02006640,E06000054,7280,8,2480,0.0032258064516129032,23.483870967741936,female,0-4,164,0.022527472527472527,7.266926621765331e-05
2016,E02006640,E06000054,7280,8,2480,0.0032258064516129032,23.483870967741936,male,0-4,157,0.021565934065934066,6.95675292449486e-05
2016,E02006679,E06000054,11207,8,3915,0.0020434227330779057,22.90063856960409,female,0-4,351,0.03131971089497636,6.399940923622245e-05
2016,E02006679,E06000054,11207,8,3915,0.0020434227330779057,22.90063856960409,male,0-4,321,0.028642812527884358,5.852937425876753e-05
2016,E02006890,E06000023,8885,9,3604,0.0024972253052164264,22.18784683684795,female,0-4,422,0.04749577940348903,0.00011860766221736995
2016,E02006890,E06000023,8885,9,3604,0.0024972253052164264,22.18784683684795,male,0-4,417,0.04693303320202589,0.00011720235816266177
2016,E02003096,E06000025,6395,12,2374,0.005054759898904802,32.32518955349621,female,0-4,213,0.033307271305707584,0.00016836025933803327
2016,E02003096,E06000025,6395,12,2374,0.005054759898904802,32.32518955349621,male,0-4,209,0.0326817826426896,0.0001651985643269904
2016,E02003013,E06000023,12228,8,5810,0.001376936316695353,16.837177280550776,female,0-4,469,0.03835459600915931,5.2811836157190104e-05
2016,E02003013,E06000023,12228,8,5810,0.001376936316695353,16.837177280550776,male,0-4,456,0.03729146221786065,5.134796863044496e-05
2016,E02003093,E06000025,6576,27,2494,0.01082598235765838,71.1916599839615,female,0-4,130,0.019768856447688565,0.0002140172911337575
2016,E02003093,E06000025,6576,27,2494,0.01082598235765838,71.1916599839615,male,0-4,118,0.017944038929440388,0.0001942618488752568
2016,E02003027,E06000023,12719,11,4061,0.002708692440285644,34.451859147993105,female,0-4,459,0.036087742747071314,9.775059596596514e-05
2016,E02003027,E06000023,12719,11,4061,0.002708692440285644,34.451859147993105,male,0-4,458,0.03600912021385329,9.753763170460137e-05
2016,E02003091,E06000025,6666,40,2543,0.015729453401494297,104.85253637436098,female,0-4,154,0.0231023102310231,0.0003633867122457428
2016,E02003091,E06000025,6666,40,2543,0.015729453401494297,104.85253637436098,male,0-4,170,0.025502550255025503,0.00040114117585569013
2016,E02003097,E06000025,6301,22,2431,0.00904977375565611,57.022624434389144,female,0-4,136,0.021583875575305507,0.00019532919072674668
2016,E02003097,E06000025,6301,22,2431,0.00904977375565611,57.022624434389144,male,0-4,181,0.028725599111252182,0.00025996017295250843
2016,E02003103,E06000025,7293,10,2617,0.0038211692777990066,27.867787542988154,female,0-4,293,0.04017551076374606,0.00015351742745030973
2016,E02003103,E06000025,7293,10,2617,0.0038211692777990066,27.867787542988154,male,0-4,274,0.03757027286439051,0.0001435623724279347
2016,E02003090,E06000025,7210,48,2785,0.017235188509874325,124.26570915619388,female,0-4,128,0.017753120665742025,0.00030597838131260935
2016,E02003090,E06000025,7210,48,2785,0.017235188509874325,124.26570915619388,male,0-4,165,0.02288488210818308,0.0003944252571607855
2016,E02003099,E06000025,7592,14,3049,0.0045916693998032145,34.85995408330601,female,0-4,239,0.031480505795574286,0.0001445480751518662
2016,E02003099,E06000025,7592,14,3049,0.0045916693998032145,34.85995408330601,male,0-4,238,0.031348788198103265,0.00014394327149014292
2016,E02003106,E06000025,13004,13,4102,0.0031691857630424185,41.21209166260361,female,0-4,302,0.023223623500461397,7.359997696391959e-05
2016,E02003106,E06000025,13004,13,4102,0.0031691857630424185,41.21209166260361,male,0-4,386,0.0296831744078745,9.407149373534094e-05
2016,E02003105,E06000025,6483,9,2620,0.003435114503816794,22.269847328244275,female,0-4,157,0.024217183402745642,8.318879794836289e-05
2016,E02003105,E06000025,6483,9,2620,0.003435114503816794,22.269847328244275,male,0-4,149,0.02298318679623631,7.894987830768197e-05
2016,E02003095,E06000025,7117,17,2503,0.0067918497802636835,48.337594886136635,female,0-4,162,0.02276239988759309,0.00015459880067482322
2016,E02003095,E06000025,7117,17,2503,0.0067918497802636835,48.337594886136635,male,0-4,136,0.01910917521427568,0.0001297866474800985
2016,E02003108,E06000025,10035,13,3834,0.003390714658320292,34.02582159624413,female,0-4,252,0.025112107623318385,8.51479914197024e-05
2016,E02003108,E06000025,10035,13,3834,0.003390714658320292,34.02582159624413,male,0-4,247,0.024613851519681117,8.345854714550196e-05
2016,E02003033,E06000023,9138,9,2117,0.004251299008030231,38.84837033538025,female,0-4,99,0.010833880499015102,4.605806541858097e-05
2016,E02003033,E06000023,9138,9,2117,0.004251299008030231,38.84837033538025,male,0-4,142,0.015539505362223682,6.6063083731702e-05
2016,E02003034,E06000023,13181,8,4483,0.0017845192951148785,23.521748828909214,female,0-4,455,0.03451938396176314,6.16005067352454e-05
2016,E02003034,E06000023,13181,8,4483,0.0017845192951148785,23.521748828909214,male,0-4,416,0.03156057962218345,5.632046330079581e-05
2016,E02006888,E06000023,7317,10,3155,0.003169572107765452,23.19175911251981,female,0-4,367,0.05015716823834905,0.00015897676145277037
2016,E02006888,E06000023,7317,10,3155,0.003169572107765452,23.19175911251981,male,0-4,397,0.054257209238759055,0.00017197213704836468
2016,E02003082,E06000024,9071,9,4720,0.0019067796610169492,17.296398305084747,female,0-4,171,0.01885128431264469,3.594524551139878e-05
2016,E02003082,E06000024,9071,9,4720,0.0019067796610169492,17.296398305084747,male,0-4,203,0.022379010031970015,4.267184116265469e-05
2016,E02003113,E06000025,10733,140,3709,0.037746023186842816,405.1280668643839,female,0-4,246,0.02291996645858567,0.0008651375853874343
2016,E02003113,E06000025,10733,140,3709,0.037746023186842816,405.1280668643839,male,0-4,256,0.023851672412186713,0.0009003057799153788
2016,E02006653,E06000054,9693,14,3147,0.0044486812837623135,43.1210676835081,female,0-4,243,0.025069637883008356,0.00011152682884083794
2016,E02006653,E06000054,9693,14,3147,0.0044486812837623135,43.1210676835081,male,0-4,249,0.02568864128752708,0.00011428057770110554
2016,E02006652,E06000054,9613,13,2905,0.004475043029259896,43.01858864027538,female,0-4,256,0.026630604389888693,0.00011917310053994939
2016,E02006652,E06000054,9613,13,2905,0.004475043029259896,43.01858864027538,male,0-4,246,0.025590346405908664,0.00011451790130010761
2016,E02003092,E06000025,8055,594,2712,0.21902654867256638,1764.2588495575221,female,0-4,169,0.020980757293606454,0.004595342858555396
2016,E02003092,E06000025,8055,594,2712,0.21902654867256638,1764.2588495575221,male,0-4,181,0.022470515207945376,0.004921639392890691
2016,E02004635,E07000080,7470,1030,1582,0.6510745891276865,4863.527180783818,female,0-4,198,0.02650602409638554,0.017257398747962772
2016,E02004635,E07000080,7470,1030,1582,0.6510745891276865,4863.527180783818,male,0-4,202,0.027041499330655958,0.017606033066103435
2016,E02006660,E06000054,13518,14,4641,0.0030165912518853697,40.77828054298643,female,0-4,348,0.02574345317354638,7.765747563664067e-05
2016,E02006660,E06000054,13518,14,4641,0.0030165912518853697,40.77828054298643,male,0-4,404,0.029886077822163043,9.01540809115024e-05
2016,E02006651,E06000054,7462,21,2347,0.008947592671495527,66.76693651469962,female,0-4,159,0.021307960332350575,0.00019065494971425739
2016,E02006651,E06000054,7462,21,2347,0.008947592671495527,66.76693651469962,male,0-4,159,0.021307960332350575,0.00019065494971425739
2016,E02004665,E07000082,8782,1735,2741,0.6329806639912441,5558.836191171105,female,0-4,216,0.02459576406285584,0.01556864306787847
2016,E02004665,E07000082,8782,1735,2741,0.6329806639912441,5558.836191171105,male,0-4,217,0.02470963334092462,0.01564072011911865
2016,E02004662,E07000082,6335,1547,2114,0.7317880794701986,4635.877483443708,female,0-4,168,0.026519337016574586,0.019406534704182063
2016,E02004662,E07000082,6335,1547,2114,0.7317880794701986,4635.877483443708,male,0-4,157,0.02478295185477506,0.01813586874140824
2016,E02006763,E07000238,8200,501,3256,0.15386977886977887,1261.7321867321868,female,0-4,280,0.03414634146341464,0.005254090010187572
2016,E02006763,E07000238,8200,501,3256,0.15386977886977887,1261.7321867321868,male,0-4,278,0.033902439024390246,0.005216560795829089
2016,E02006737,E07000237,8064,29,2837,0.010222065562213606,82.43073669369052,female,0-4,195,0.02418154761904762,0.0002471853651576951
2016,E02006737,E07000237,8064,29,2837,0.010222065562213606,82.43073669369052,male,0-4,246,0.03050595238095238,0.0003118338452758615
2016,E02002916,E06000019,10008,95,3824,0.024843096234309622,248.6297071129707,female,0-4,305,0.030475619504396482,0.0007571087481479252
2016,E02002916,E06000019,10008,95,3824,0.024843096234309622,248.6297071129707,male,0-4,309,0.030875299760191845,0.0007670380432056028
2016,E02002911,E06000019,9442,122,3726,0.03274288781535158,309.1583467525497,female,0-4,219,0.023194238508790512,0.0007594463494558354
2016,E02002911,E06000019,9442,122,3726,0.03274288781535158,309.1583467525497,male,0-4,230,0.024359245922474054,0.0007975920565061284
2016,E02006720,E07000235,6841,706,2686,0.2628443782576322,1798.1183916604618,female,0-4,112,0.01637187545680456,0.004303255425355182
2016,E02006720,E07000235,6841,706,2686,0.2628443782576322,1798.1183916604618,male,0-4,118,0.017248940213419092,0.004533786965999211
2016,E02003376,E06000037,5889,12,2315,0.005183585313174946,30.526133909287257,female,0-4,149,0.025301409407369673,0.00013115201420666785
2016,E02003376,E06000037,5889,12,2315,0.005183585313174946,30.526133909287257,male,0-4,208,0.03532008830022075,0.00018308469097306652
2016,E02002923,E06000019,10042,292,3751,0.07784590775793122,781.7286057051454,female,0-4,201,0.02001593308105955,0.0015581584803170858
2016,E02002923,E06000019,10042,292,3751,0.07784590775793122,781.7286057051454,male,0-4,259,0.025791674965146383,0.0020077763502593295
2016,E02002919,E06000019,9916,96,3988,0.024072216649949848,238.7001003009027,female,0-4,360,0.03630496167809601,0.0008739409029832538
2016,E02002919,E06000019,9916,96,3988,0.024072216649949848,238.7001003009027,male,0-4,427,0.043061718434852764,0.001036591015482915
2016,E02005986,E07000180,9982,13,3584,0.003627232142857143,36.20703125,female,0-4,351,0.03516329392907233,0.0001275454299882646
2016,E02005986,E07000180,9982,13,3584,0.003627232142857143,36.20703125,male,0-4,333,0.0333600480865558,0.00012100463870681513
2016,E02006765,E07000238,6037,1155,2704,0.4271449704142012,2578.6741863905327,female,0-4,106,0.01755838992877257,0.007499977946646567
2016,E02006765,E07000238,6037,1155,2704,0.4271449704142012,2578.6741863905327,male,0-4,134,0.022196455192976645,0.009481104196704152
2016,E02003368,E06000037,5668,9,2421,0.0037174721189591076,21.070631970260223,female,0-4,175,0.030875088214537758,0.00011477727960794705
2016,E02003368,E06000037,5668,9,2421,0.0037174721189591076,21.070631970260223,male,0-4,157,0.02769936485532816,0.00010297161656255821
2016,E02002926,E06000019,11179,430,4369,0.09842069123369192,1100.244907301442,female,0-4,277,0.024778602737275248,0.0024387272092076806
2016,E02002926,E06000019,11179,430,4369,0.09842069123369192,1100.244907301442,male,0-4,306,0.027372752482332945,0.002694045220279965
2016,E02004615,E07000079,7940,1713,3021,0.5670307845084409,4502.224428997021,female,0-4,129,0.016246851385390428,0.009212464886849984
2016,E02004615,E07000079,7940,1713,3021,0.5670307845084409,4502.224428997021,male,0-4,107,0.013476070528967255,0.007641346844131383
2016,E02002927,E06000019,11768,850,3951,0.21513540875727663,2531.7134902556313,female,0-4,201,0.017080217539089056,0.00367455958193513
2016,E02002927,E06000019,11768,850,3951,0.21513540875727663,2531.7134902556313,male,0-4,208,0.017675050985723997,0.003802529318619437
2016,E02006766,E07000238,7726,1504,2743,0.5483047757929275,4236.202697776158,female,0-4,156,0.02019156096298214,0.011071129306717149
2016,E02006766,E07000238,7726,1504,2743,0.5483047757929275,4236.202697776158,male,0-4,152,0.01967382863059798,0.010787254196288502
2016,E02004619,E07000079,7325,1532,2581,0.5935683843471523,4347.888415342891,female,0-4,145,0.019795221843003412,0.011749817847144994
2016,E02004619,E07000079,7325,1532,2581,0.5935683843471523,4347.888415342891,male,0-4,148,0.020204778156996585,0.011992917526741097
2016,E02003222,E06000030,6063,38,2032,0.018700787401574805,113.38287401574804,female,0-4,197,0.03249216559459014,0.0006076290810011935
2016,E02003222,E06000030,6063,38,2032,0.018700787401574805,113.38287401574804,male,0-4,203,0.033481774698993896,0.0006261355504733111
2016,E02003229,E06000030,5418,31,1961,0.01580826109127996,85.64915859255483,female,0-4,179,0.033038021410114436,0.0005222736683903863
2016,E02003229,E06000030,5418,31,1961,0.01580826109127996,85.64915859255483,male,0-4,164,0.030269472129937247,0.00047850771852527013
2016,E02004621,E07000079,6689,1647,2515,0.6548707753479125,4380.4306163021865,female,0-4,136,0.02033188817461504,0.013314759373197205
2016,E02004621,E07000079,6689,1647,2515,0.6548707753479125,4380.4306163021865,male,0-4,154,0.02302287337419644,0.015077006937296833
2016,E02004617,E07000079,8298,2461,2988,0.8236278447121821,6834.463855421687,female,0-4,203,0.024463726199084115,0.02014900608298059
