year,msoa,ltla,ppln_msoa,patients_from_msoa_to_trust,total_patients_of_msoa,tfp_msoa,etc_msoa,sex,ag,ag_ppln_msoa,agf_ppln_msoa,ag_trust_factor
2018,E02001056,E08000003,8319,10,4840,0.002066115702479339,17.18801652892562,female,0-4,390,0.04688063469166967,9.686081547865634e-05
2018,E02001056,E08000003,8319,10,4840,0.002066115702479339,17.18801652892562,male,0-4,345,0.04147133068878471,8.568456753881139e-05
2018,E02001184,E08000006,14299,65,4955,0.013118062563067608,187.57517658930374,female,0-4,324,0.02265892719770613,0.00029724122459150323
2018,E02001184,E08000006,14299,65,4955,0.013118062563067608,187.57517658930374,male,0-4,298,0.020840618225050702,0.0002733885337292221
2018,E02001166,E08000006,7259,35,3569,0.009806668534603531,71.18660689268702,female,0-4,424,0.058410249345639896,0.0005728099543562332
2018,E02001166,E08000006,7259,35,3569,0.009806668534603531,71.18660689268702,male,0-4,428,0.05896128943380631,0.00057821382185016
2018,E02001164,E08000006,7490,420,3598,0.11673151750972763,874.31906614786,female,0-4,251,0.03351134846461949,0.003911830560072314
2018,E02001164,E08000006,7490,420,3598,0.11673151750972763,874.31906614786,male,0-4,297,0.039652870493991986,0.004628739746380388
2018,E02001181,E08000006,6115,113,3058,0.036952256376716806,225.96304774362326,female,0-4,219,0.03581357318070319,0.0013233923379396535
2018,E02001181,E08000006,6115,113,3058,0.036952256376716806,225.96304774362326,male,0-4,220,0.035977105478331974,0.001329435225327506
2018,E02001047,E08000003,10002,14,4870,0.002874743326488706,28.753182751540038,female,0-4,345,0.034493101379724056,9.915881300126012e-05
2018,E02001047,E08000003,10002,14,4870,0.002874743326488706,28.753182751540038,male,0-4,379,0.03789242151569686,0.00010893098587674662
2018,E02006915,E08000003,9458,11,3835,0.0028683181225554106,27.128552803129075,female,0-4,432,0.045675618524000844,0.00013101220437131922
2018,E02006915,E08000003,9458,11,3835,0.0028683181225554106,27.128552803129075,male,0-4,388,0.041023472192852614,0.0001176683687409071
2018,E02001055,E08000003,9189,19,4719,0.004026276753549481,36.99745708836618,female,0-4,426,0.04635977799542932,0.00018665729644271183
2018,E02001055,E08000003,9189,19,4719,0.004026276753549481,36.99745708836618,male,0-4,416,0.0452715202960061,0.00018227566976565288
2018,E02001176,E08000006,11415,244,5591,0.04364156680379181,498.1684850652835,female,0-4,331,0.028996933858957512,0.0012654716261108268
2018,E02001176,E08000006,11415,244,5591,0.04364156680379181,498.1684850652835,male,0-4,329,0.02882172579938677,0.0012578252718745077
2018,E02001179,E08000006,6597,94,3412,0.027549824150058615,181.74618991793668,female,0-4,181,0.027436713657723207,0.0007558766365257859
2018,E02001179,E08000006,6597,94,3412,0.027549824150058615,181.74618991793668,male,0-4,238,0.03607700469910565,0.000993915135321199
2018,E02001171,E08000006,5925,222,2832,0.07838983050847458,464.45974576271186,female,0-4,200,0.03375527426160337,0.0026460702281341625
2018,E02001171,E08000006,5925,222,2832,0.07838983050847458,464.45974576271186,male,0-4,153,0.025822784810126582,0.0020242437245226344
2018,E02001174,E08000006,5603,106,2627,0.04035020936429387,226.08222306813855,female,0-4,156,0.027842227378190254,0.0011234397038782516
2018,E02001174,E08000006,5603,106,2627,0.04035020936429387,226.08222306813855,male,0-4,147,0.02623594502944851,0.0010586258748083526
2018,E02001052,E08000003,14132,16,6524,0.002452483139178418,34.65849172286941,female,0-4,669,0.04733937163883385,0.00011609901076354102
2018,E02001052,E08000003,14132,16,6524,0.002452483139178418,34.65849172286941,male,0-4,759,0.0537078969714124,0.00013171771176312053
2018,E02001170,E08000006,9676,512,4321,0.11849109002545707,1146.5197870863226,female,0-4,291,0.03007441091360066,0.0035635497310260444
2018,E02001170,E08000006,9676,512,4321,0.11849109002545707,1146.5197870863226,male,0-4,275,0.028420835055808186,0.003367615725196434
2018,E02001167,E08000006,7124,87,3373,0.025793062555588497,183.74977764601246,female,0-4,237,0.033267827063447504,0.0008580791445360014
2018,E02001167,E08000006,7124,87,3373,0.025793062555588497,183.74977764601246,male,0-4,331,0.04646266142616508,0.0011984143326642044
2018,E02001169,E08000006,10361,787,4619,0.17038319982680233,1765.340333405499,female,0-4,319,0.030788533925296787,0.005245848928168126
2018,E02001169,E08000006,10361,787,4619,0.17038319982680233,1765.340333405499,male,0-4,318,0.030692018144966703,0.0052294042606817045
2018,E02001046,E08000003,10377,10,5023,0.001990842126219391,20.65896874377862,female,0-4,378,0.03642671292281006,7.251983460643053e-05
2018,E02001046,E08000003,10377,10,5023,0.001990842126219391,20.65896874377862,male,0-4,429,0.04134142815842729,8.230425673586959e-05
2018,E02001178,E08000006,14166,64,4287,0.014928854676930255,211.482155353394,female,0-4,245,0.017294931526189466,0.0002581935194019421
2018,E02001178,E08000006,14166,64,4287,0.014928854676930255,211.482155353394,male,0-4,243,0.017153748411689963,0.0002560858172027426
2018,E02001177,E08000006,12867,177,6312,0.028041825095057035,360.8141634980989,female,0-4,411,0.031942177663791094,0.0008957169592032673
2018,E02001177,E08000006,12867,177,6312,0.028041825095057035,360.8141634980989,male,0-4,384,0.029843786430403356,0.0008368742392556074
2018,E02001180,E08000006,6590,50,3210,0.01557632398753894,102.64797507788163,female,0-4,221,0.03353566009104704,0.0005223623067141283
