year,msoa,ltla,ppln_msoa,total_trust_patients,patients_from_msoa_to_trust,total_patients_of_msoa,tfp_msoa,etc_msoa,sex,ag,ag_ppln_msoa,agf_ppln_msoa,ag_trust_factor,msoa_frac_tp,ag_msoa_frac_tp
2016,E02004542,E07000072,6579,91767,210,2441,0.08603031544448997,565.9934453092995,female,0-4,168,0.02553579571363429,0.002196852560370013,0.0022884043283533297,5.8436225439027114e-05
2016,E02004542,E07000072,6579,91767,210,2441,0.08603031544448997,565.9934453092995,male,0-4,151,0.022951816385468917,0.0019745520036659045,0.0022884043283533297,5.2523035960077945e-05
2016,E02006925,E09000026,14129,91767,15,4942,0.003035208417644678,42.88445973290166,female,0-4,374,0.02647038006936089,8.03431204047781e-05,0.00016345745202523784,4.326780880277369e-06
2016,E02006925,E09000026,14129,91767,15,4942,0.003035208417644678,42.88445973290166,male,0-4,376,0.0266119329039564,8.077276275988385e-05,0.00016345745202523784,4.3499187459473015e-06
2016,E02000758,E09000026,6131,91767,19,2417,0.007860984691766652,48.195697145221345,female,0-4,170,0.027727939977165227,0.00021796891169472042,0.0002070461058986346,5.7409619968631354e-06
2016,E02000758,E09000026,6131,91767,19,2417,0.007860984691766652,48.195697145221345,male,0-4,187,0.030500733974881747,0.00023976580286419244,0.0002070461058986346,6.3150581965494485e-06
2016,E02004543,E07000072,7105,91767,186,2705,0.06876155268022181,488.550831792976,female,0-4,256,0.03603096410978184,0.0024775450367539456,0.002026872405112949,7.303016688373187e-05
2016,E02004543,E07000072,7105,91767,186,2705,0.06876155268022181,488.550831792976,male,0-4,231,0.03251231527093596,0.0022355972792584434,0.002026872405112949,6.589831464899243e-05
2016,E02004540,E07000072,6018,91767,700,1971,0.35514967021816335,2137.290715372907,female,0-4,173,0.028747092057161847,0.010209520263832213,0.007628014427844432,0.00021928323297060266
2016,E02004540,E07000072,6018,91767,700,1971,0.35514967021816335,2137.290715372907,male,0-4,184,0.030574941841143236,0.010858680511821544,0.007628014427844432,0.00023322609749474503
2016,E02004539,E07000072,8007,91767,1206,3000,0.402,3218.8140000000003,female,0-4,282,0.03521918321468715,0.014158111652304236,0.013141979142829122,0.00046284977123489603
2016,E02004539,E07000072,8007,91767,1206,3000,0.402,3218.8140000000003,male,0-4,343,0.04283751717247408,0.017220681903334582,0.013141979142829122,0.0005629697572112387
2016,E02004541,E07000072,11664,91767,940,4095,0.22954822954822954,2677.4505494505493,female,0-4,383,0.0328360768175583,0.00753746329878017,0.010243333660248237,0.0003363508909357917
2016,E02004541,E07000072,11664,91767,940,4095,0.22954822954822954,2677.4505494505493,male,0-4,392,0.033607681755829906,0.007714583846271089,0.010243333660248237,0.000344254697772403
2016,E02004538,E07000072,9522,91767,1339,3345,0.4002989536621824,3811.6466367713006,female,0-4,298,0.031295946229783655,0.012527734529650319,0.014591301884119563,0.0004566485991879468
2016,E02004538,E07000072,9522,91767,1339,3345,0.4002989536621824,3811.6466367713006,male,0-4,299,0.03140096618357488,0.012569773907266596,0.014591301884119563,0.00045818097703757084
2016,E02006924,E09000026,13645,91767,8,5350,0.0014953271028037382,20.403738317757007,female,0-4,469,0.03437156467570539,5.139673222535385e-05,8.717730774679351e-05,2.9964204714727855e-06
2016,E02006924,E09000026,13645,91767,8,5350,0.0014953271028037382,20.403738317757007,male,0-4,433,0.03173323561744228,4.745156727841836e-05,8.717730774679351e-05,2.766418047223275e-06
2016,E02000762,E09000026,6613,91767,15,2590,0.005791505791505791,38.2992277992278,female,0-4,166,0.02510207167699985,0.00014537879349613812,0.00016345745202523784,4.1031206768772845e-06
2016,E02000762,E09000026,6613,91767,15,2590,0.005791505791505791,38.2992277992278,male,0-4,225,0.03402389233328293,0.00019704956949777758,0.00016345745202523784,5.561458748779452e-06
2016,E02000756,E09000026,13487,91767,105,5189,0.02023511273848526,272.9109655039507,female,0-4,435,0.032253280937198786,0.0006526487759502549,0.0011442021641766649,3.690427385014082e-05
2016,E02000756,E09000026,13487,91767,105,5189,0.02023511273848526,272.9109655039507,male,0-4,460,0.03410691777266998,0.0006901573262922235,0.0011442021641766649,3.9025209128884545e-05
2016,E02004537,E07000072,8963,91767,1562,3681,0.42434121162727517,3803.370279815267,female,0-4,325,0.03626018074305478,0.015386689030331857,0.01702136933756143,0.0006171979286742681
2016,E02004537,E07000072,8963,91767,1562,3681,0.42434121162727517,3803.370279815267,male,0-4,310,0.034586633939529175,0.014676534152008848,0.01702136933756143,0.0005887118704277634
2016,E02000760,E09000026,7159,91767,25,2977,0.008397715821296607,60.11924756466241,female,0-4,235,0.03282581366112586,0.00027566185472897094,0.0002724290867087297,8.94270643617146e-06
2016,E02000760,E09000026,7159,91767,25,2977,0.008397715821296607,60.11924756466241,male,0-4,267,0.037295711691577034,0.00031319878813887333,0.0002724290867087297,1.0160436674288423e-05
2016,E02000752,E09000026,7381,91767,55,3128,0.01758312020460358,129.78101023017902,female,0-4,281,0.03807072212437339,0.0006694020833889183,0.0005993439907592054,2.2817458529106718e-05
2016,E02000752,E09000026,7381,91767,55,3128,0.01758312020460358,129.78101023017902,male,0-4,255,0.03454816420539222,0.0006074645240717943,0.0005993439907592054,2.0706234608264105e-05
2016,E02000770,E09000026,7966,91767,10,3032,0.0032981530343007917,26.273087071240106,female,0-4,300,0.03766005523474768,0.00012420862544441845,0.00010897163468349189,4.1038777812010504e-06
2016,E02000770,E09000026,7966,91767,10,3032,0.0032981530343007917,26.273087071240106,male,0-4,273,0.03427065026362039,0.00011302984915442082,0.00010897163468349189,3.734528780892956e-06
2016,E02000753,E09000026,6578,91767,68,2820,0.024113475177304965,158.61843971631205,female,0-4,246,0.037397385223472177,0.0009017809202823079,0.0007410071158477448,2.7711728564692188e-05
2016,E02000753,E09000026,6578,91767,68,2820,0.024113475177304965,158.61843971631205,male,0-4,223,0.03390088172696868,0.0008174680700120107,0.0007410071158477448,2.5120794593196575e-05
2016,E02000767,E09000026,8242,91767,24,3324,0.007220216606498195,59.50902527075812,female,0-4,301,0.03652026207231254,0.0002636842026881772,0.00026153192324038054,9.551214377014625e-06
2016,E02000767,E09000026,8242,91767,24,3324,0.007220216606498195,59.50902527075812,male,0-4,324,0.0393108468818248,0.0002838328294716592,0.00026153192324038054,1.0281041389211755e-05
2016,E02000764,E09000026,12612,91767,24,4608,0.005208333333333333,65.6875,female,0-4,385,0.030526482714874723,0.00015899209747330585,0.00026153192324038054,7.98364973418542e-06
2016,E02000764,E09000026,12612,91767,24,4608,0.005208333333333333,65.6875,male,0-4,422,0.03346019663812242,0.00017427185749022093,0.00026153192324038054,8.750909578769472e-06
2016,E02000904,E09000031,8829,91767,9,3215,0.0027993779160186624,24.71570762052877,female,0-4,383,0.04337977120851739,0.00012143637352306578,9.80744712151427e-05,4.254448122709214e-06
2016,E02000904,E09000031,8829,91767,9,3215,0.0027993779160186624,24.71570762052877,male,0-4,432,0.04892966360856269,0.00013697261974403242,9.80744712151427e-05,4.798750885144596e-06
2016,E02000757,E09000026,12711,91767,46,4091,0.011244194573453924,142.92495722317284,female,0-4,398,0.0313114625127842,0.0003520721768731541,0.0005012695195440627,1.5695481770005266e-05
2016,E02000757,E09000026,12711,91767,46,4091,0.011244194573453924,142.92495722317284,male,0-4,502,0.039493352214617264,0.0004440709366591039,0.0005012695195440627,1.979681368980564e-05
2016,E02000895,E09000031,8297,91767,64,3525,0.018156028368794326,150.64056737588652,female,0-4,245,0.02952874532963722,0.0005361247378997963,0.0006974184619743481,2.0593892151827804e-05
2016,E02000895,E09000031,8297,91767,64,3525,0.018156028368794326,150.64056737588652,male,0-4,259,0.031216102205616488,0.0005667604372083561,0.0006974184619743481,2.1770685989075108e-05
2016,E02000755,E09000026,5706,91767,39,1938,0.020123839009287926,114.82662538699691,female,0-4,186,0.03259726603575184,0.0006559821338463992,0.00042498937526561835,1.3853491727901333e-05
2016,E02000755,E09000026,5706,91767,39,1938,0.020123839009287926,114.82662538699691,male,0-4,193,0.03382404486505433,0.0006806696335072853,0.00042498937526561835,1.4374859696155686e-05
2016,E02000909,E09000031,9090,91767,9,3436,0.002619324796274738,23.80966239813737,female,0-4,395,0.043454345434543455,0.00011382104450258763,9.80744712151427e-05,4.261761950492999e-06
2016,E02000909,E09000031,9090,91767,9,3436,0.002619324796274738,23.80966239813737,male,0-4,372,0.04092409240924092,0.00010719349001256353,9.80744712151427e-05,4.013608722995938e-06
2016,E02000898,E09000031,8049,91767,44,3225,0.013643410852713178,109.81581395348837,female,0-4,256,0.03180519319170083,0.0004339313179642904,0.0004794751926073643,1.5249801131505187e-05
2016,E02000898,E09000031,8049,91767,44,3225,0.013643410852713178,109.81581395348837,male,0-4,285,0.035408125232948194,0.0004830876000774327,0.0004794751926073643,1.6977317665933513e-05
2016,E02000768,E09000026,5870,91767,11,1894,0.005807814149947202,34.09186906019008,female,0-4,184,0.031345826235093695,0.00018205073314996338,0.00011986879815184107,3.7573865178771305e-06
2016,E02000768,E09000026,5870,91767,11,1894,0.005807814149947202,34.09186906019008,male,0-4,218,0.03713798977853492,0.00021569054253636966,0.00011986879815184107,4.451686200528339e-06
2016,E02000896,E09000031,9172,91767,69,3487,0.019787783194723258,181.49354746200171,female,0-4,264,0.02878325337985172,0.0005695567775192913,0.000751904279316094,2.1642251388949934e-05
2016,E02000896,E09000031,9172,91767,69,3487,0.019787783194723258,181.49354746200171,male,0-4,274,0.02987352812908853,0.0005911308978798705,0.000751904279316094,2.2462033638531372e-05
2016,E02000906,E09000031,9601,91767,8,3487,0.002294235732721537,22.026957269859476,female,0-4,431,0.04489115717112801,0.00010299089686522055,8.717730774679351e-05,3.913490223817103e-06
2016,E02000906,E09000031,9601,91767,8,3487,0.002294235732721537,22.026957269859476,male,0-4,438,0.045620247890844706,0.00010466360284679025,8.717730774679351e-05,3.977050389865176e-06
2016,E02000914,E09000031,11395,91767,8,4814,0.0016618196925633569,18.93643539675945,female,0-4,482,0.04229925405879772,7.029373337565054e-05,8.717730774679351e-05,3.687535088543613e-06
2016,E02000914,E09000031,11395,91767,8,4814,0.0016618196925633569,18.93643539675945,male,0-4,507,0.04449319877139096,7.393967390343326e-05,8.717730774679351e-05,3.878797281932805e-06
2016,E02000759,E09000026,13358,91767,37,4510,0.008203991130820399,109.58891352549888,female,0-4,506,0.03787992214403354,0.0003107665453058184,0.00040319504832892,1.5272997039559328e-05
2016,E02000759,E09000026,13358,91767,37,4510,0.008203991130820399,109.58891352549888,male,0-4,512,0.03832909118131457,0.0003144515241039111,0.00040319504832892,1.545409977125371e-05
2016,E02000754,E09000026,6785,91767,93,2323,0.04003443822643134,271.63366336633663,female,0-4,207,0.030508474576271188,0.0012213896408063798,0.0010134362025564746,3.091839262036702e-05
2016,E02000754,E09000026,6785,91767,93,2323,0.04003443822643134,271.63366336633663,male,0-4,229,0.033750921149594694,0.0013511991678486037,0.0010134362025564746,3.420440536262825e-05
2016,E02000902,E09000031,8865,91767,23,3313,0.006942348324781165,61.543917899185026,female,0-4,409,0.04613649182177101,0.00032029559671015184,0.0002506347597720313,1.1563408544473865e-05
2016,E02000902,E09000031,8865,91767,23,3313,0.006942348324781165,61.543917899185026,male,0-4,404,0.04557247602932882,0.0003163800026183407,0.0002506347597720313,1.1422046581827485e-05
2016,E02000901,E09000031,10371,91767,27,3548,0.007609921082299887,78.92249154453212,female,0-4,366,0.035290714492334396,0.0002685595522246417,0.0002942234136454281,1.0383354487920807e-05
2016,E02000901,E09000031,10371,91767,27,3548,0.007609921082299887,78.92249154453212,male,0-4,395,0.038086973290907336,0.00028983886100746845,0.0002942234136454281,1.1206079297073001e-05
2016,E02000900,E09000031,8791,91767,27,3557,0.007590666291818949,66.72954737138038,female,0-4,307,0.034922079399385735,0.0002650818509371422,0.0002942234136454281,1.0274893412483952e-05
2016,E02000900,E09000031,8791,91767,27,3557,0.007590666291818949,66.72954737138038,male,0-4,330,0.037538391536799,0.00028494140328748184,0.0002942234136454281,1.104467370071565e-05
2016,E02000899,E09000031,8551,91767,20,3576,0.005592841163310962,47.82438478747204,female,0-4,294,0.034381943632323705,0.00019229274962149725,0.00021794326936698378,7.493313202419978e-06
2016,E02000899,E09000031,8551,91767,20,3576,0.005592841163310962,47.82438478747204,male,0-4,253,0.029587182785639106,0.0001654764137899279,0.00021794326936698378,6.448327347660729e-06
2016,E02000897,E09000031,8672,91767,55,3595,0.015299026425591099,132.673157162726,female,0-4,301,0.03470940959409594,0.0005310201745967391,0.0005993439907592054,2.0802876063021313e-05
2016,E02000897,E09000031,8672,91767,55,3595,0.015299026425591099,132.673157162726,male,0-4,326,0.03759225092250922,0.00057512484026092,0.0005993439907592054,2.2530689689518098e-05
2016,E02000751,E09000026,10694,91767,170,3604,0.04716981132075472,504.433962264151,female,0-4,270,0.025247802506078176,0.0011909340804753857,0.001852517789619362,4.677200329130613e-05
2016,E02000751,E09000026,10694,91767,170,3604,0.04716981132075472,504.433962264151,male,0-4,273,0.0255283336450346,0.0012041666813695567,0.001852517789619362,4.729169221676509e-05
2016,E02004535,E07000072,5861,91767,1353,2453,0.5515695067264574,3232.748878923767,female,0-4,165,0.028152192458624808,0.01552789090767198,0.014743862172676453,0.0004150720454686256
2016,E02004535,E07000072,5861,91767,1353,2453,0.5515695067264574,3232.748878923767,male,0-4,172,0.029346527896263436,0.016186649915876247,0.014743862172676453,0.00043268116254911276
2016,E02000476,E09000016,9672,91767,10,3920,0.002551020408163265,24.6734693877551,female,0-4,384,0.03970223325062035,0.00010128120727199068,0.00010897163468349189,4.326417257905385e-06
