loss,mean_absolute_error,val_loss,val_mean_absolute_error,method,history,ahead
3.1935536861419678,0.7951154708862305,0.5384736061096191,0.521709144115448,CNN,25,15
1.0610193014144897,0.539213240146637,0.5277267694473267,0.5144813656806946,CNN,25,15
1.13516366481781,0.5731965899467468,0.5391588807106018,0.5218166708946228,CNN,25,15
1.1266891956329346,0.5568931698799133,0.5325944423675537,0.5184025764465332,CNN,25,15
1.0211420059204102,0.5239952206611633,0.5261895656585693,0.5116056203842163,CNN,25,15
1.2770189046859741,0.6065305471420288,0.5435588955879211,0.526418149471283,CNN,25,15
1.016579508781433,0.5216038227081299,0.5293557047843933,0.5150333642959595,CNN,25,15
4.567765712738037,0.8617924451828003,0.6126266121864319,0.5644237995147705,CNN,25,15
1.0544846057891846,0.546421468257904,0.5528678894042969,0.5311036109924316,CNN,25,15
1.0284591913223267,0.5304484367370605,0.5413806438446045,0.5238166451454163,CNN,25,15
1.1091018915176392,0.5510849952697754,0.5398339033126831,0.523220419883728,CNN,25,15
1.019128441810608,0.5324426889419556,0.5592677593231201,0.531782329082489,CNN,25,15
2.019442558288574,0.7023780345916748,0.6291269659996033,0.5657269358634949,CNN,25,15
1.0385879278182983,0.5387384295463562,0.5525282025337219,0.5308301448822021,CNN,25,15
