loss,mean_absolute_error,val_loss,val_mean_absolute_error,method,history,ahead
22.40208625793457,1.456501841545105,0.642767071723938,0.5764605402946472,CNN,34,15
1.6047292947769165,0.6642430424690247,0.5637421011924744,0.5374833941459656,CNN,34,15
1.163578748703003,0.5895958542823792,0.547279953956604,0.5291679501533508,CNN,34,15
1.095426082611084,0.5680438280105591,0.5406864285469055,0.5231112837791443,CNN,34,15
1.6653120517730713,0.6746218204498291,0.8696600198745728,0.620196521282196,CNN,34,15
1.0627368688583374,0.5524909496307373,0.5345988273620605,0.519223690032959,CNN,34,15
1.1388188600540161,0.5778711438179016,0.5434078574180603,0.5238937139511108,CNN,34,15
1.2994638681411743,0.6031911373138428,0.5717150568962097,0.5402761101722717,CNN,34,15
1.0230127573013306,0.525594174861908,0.536005973815918,0.520351767539978,CNN,34,15
9.429431915283203,1.1541893482208252,1.2229136228561401,0.7174732685089111,CNN,34,15
1.164596438407898,0.5952615141868591,0.6444990038871765,0.5730094909667969,CNN,34,15
1.045143961906433,0.5467643737792969,0.5582777857780457,0.5341390371322632,CNN,34,15
1.0969207286834717,0.5540071725845337,0.5522545576095581,0.5301943421363831,CNN,34,15
1.4794182777404785,0.637479305267334,0.5856841206550598,0.5504032373428345,CNN,34,15
1.0099701881408691,0.5268847346305847,0.5555726289749146,0.5316181778907776,CNN,34,15
