loss,mean_absolute_error,val_loss,val_mean_absolute_error,method,history,ahead
8.632143020629883,1.026993989944458,0.6006653308868408,0.5562021136283875,CNN,36,15
1.0624537467956543,0.5519353151321411,0.5382612347602844,0.5226852893829346,CNN,36,15
1.7509926557540894,0.7088577747344971,0.5651424527168274,0.5374205708503723,CNN,36,15
1.0437076091766357,0.5399981141090393,0.5372605323791504,0.5205735564231873,CNN,36,15
1.0710711479187012,0.5485124588012695,0.5377628207206726,0.5209554433822632,CNN,36,15
2.084005355834961,0.7079190611839294,0.5933814644813538,0.5502535700798035,CNN,36,15
1.0256831645965576,0.5329151749610901,0.5399795770645142,0.5235630869865417,CNN,36,15
1.2187950611114502,0.5901784300804138,0.5458055734634399,0.5275593996047974,CNN,36,15
3.940040111541748,0.8517610430717468,27.875595092773438,2.2058990001678467,CNN,36,15
2.3223960399627686,0.7698293924331665,0.608485996723175,0.5550841093063354,CNN,36,15
1.0431715250015259,0.5407994389533997,0.543209433555603,0.5243616700172424,CNN,36,15
1.3808685541152954,0.6480270624160767,0.6837707757949829,0.5837634205818176,CNN,36,15
1.0294266939163208,0.5294197201728821,0.5435229539871216,0.5238237380981445,CNN,36,15
