loss,mean_absolute_error,val_loss,val_mean_absolute_error,method,history,ahead
18.012468338012695,1.279028058052063,0.5638161301612854,0.5537664890289307,CNN,24,15
1.132033109664917,0.5791915059089661,0.5150464773178101,0.5195328593254089,CNN,24,15
1.555220603942871,0.6466614007949829,0.6731696724891663,0.5962765216827393,CNN,24,15
1.5192735195159912,0.6533854007720947,0.5593653917312622,0.5476066470146179,CNN,24,15
1.0642683506011963,0.5474116802215576,0.5289707779884338,0.5286448001861572,CNN,24,15
1.0278542041778564,0.5249817371368408,0.49275583028793335,0.4993552267551422,CNN,24,15
9.137775421142578,1.0897290706634521,2.6226556301116943,1.1838122606277466,CNN,24,15
1.2616416215896606,0.6149724721908569,0.8453885316848755,0.6909856200218201,CNN,24,15
1.0648207664489746,0.5509120225906372,0.5190221667289734,0.5212612748146057,CNN,24,15
1.030700922012329,0.5320724844932556,0.5006362795829773,0.5075056552886963,CNN,24,15
1.0240037441253662,0.5215109586715698,0.49782803654670715,0.5046358704566956,CNN,24,15
1.0375406742095947,0.5358123183250427,0.4978252053260803,0.5045598745346069,CNN,24,15
1.0398362874984741,0.5411683917045593,0.4981919229030609,0.5050114393234253,CNN,24,15
1.0142090320587158,0.528001606464386,0.4968627989292145,0.5039517879486084,CNN,24,15
1.3424750566482544,0.5946869254112244,0.7630901336669922,0.6197711229324341,CNN,24,15
