msoa,ltla,ppln_msoa,patients_from_msoa_to_trust,total_patients_of_msoa,tfp_msoa,etc_msoa,sex,ag,ag_ppln_msoa,agf_ppln_msoa,ag_trust_factor
E02005785,E07000166,16439,8,6044,0.0013236267372600927,21.759099933818664,female,0-4,651,0.03960094896283229,5.2416874868077154e-05
E02005785,E07000166,16439,8,6044,0.0013236267372600927,21.759099933818664,male,0-4,721,0.04385911551797555,5.8053097972171474e-05
E02005756,E07000164,7434,9,2825,0.003185840707964602,23.68353982300885,female,0-4,235,0.03161151466236212,0.00010070925025177312
E02005756,E07000164,7434,9,2825,0.003185840707964602,23.68353982300885,male,0-4,252,0.03389830508474576,0.0001079946002699865
E02003627,E06000055,9107,25,3698,0.006760411032990805,61.56706327744727,female,0-4,276,0.030306357746788186,0.0002048834352811532
E02003627,E06000055,9107,25,3698,0.006760411032990805,61.56706327744727,male,0-4,325,0.03568683430328319,0.00024125766835643043
E02006796,E09000017,8602,10,3678,0.0027188689505165853,23.387710712343665,female,0-4,315,0.03661939083933969,9.956332473991216e-05
E02006796,E09000017,8602,10,3678,0.0027188689505165853,23.387710712343665,male,0-4,338,0.03929318763078354,0.0001068330278161597
E02004594,E07000077,8053,104,2589,0.04016994978756277,323.48860563924296,female,0-4,194,0.024090401092760463,0.000967710202258435
E02004594,E07000077,8053,104,2589,0.04016994978756277,323.48860563924296,male,0-4,224,0.027815720849372904,0.0011173561098241724
E02004913,E07000099,14828,10,4717,0.00211999152003392,31.435234259062963,female,0-4,556,0.03749662800107904,7.949253339215399e-05
E02004913,E07000099,14828,10,4717,0.00211999152003392,31.435234259062963,male,0-4,603,0.04066630698678177,8.62122259630735e-05
E02004520,E07000071,8666,189,3689,0.051233396584440226,443.988614800759,female,0-4,436,0.05031156242787907,0.0025776322306503507
E02004520,E07000071,8666,189,3689,0.051233396584440226,443.988614800759,male,0-4,511,0.05896607431340872,0.003021032270326443
E02006801,E09000022,8146,11,2671,0.0041183077499064025,33.547734930737555,female,0-4,142,0.01743186840166953,7.178979873394417e-05
E02006801,E09000022,8146,11,2671,0.0041183077499064025,33.547734930737555,male,0-4,187,0.022956052050085933,9.454008706512365e-05
E02004523,E07000071,9042,17,3395,0.005007363770250369,45.27658321060383,female,0-4,286,0.031630170316301706,0.0001583837688886978
E02004523,E07000071,9042,17,3395,0.005007363770250369,45.27658321060383,male,0-4,353,0.03904003539040035,0.00019548765880318293
E02003248,E06000031,10418,3493,3922,0.890617032126466,9278.448240693524,female,0-4,440,0.04223459397197159,0.03761484873638367
E02003248,E06000031,10418,3493,3922,0.890617032126466,9278.448240693524,male,0-4,446,0.042810520253407564,0.03812777849187981
E02003609,E06000056,10274,185,3826,0.0483533716675379,496.78254051228436,female,0-4,330,0.032119914346895075,0.0015531061563449004
E02003609,E06000056,10274,185,3826,0.0483533716675379,496.78254051228436,male,0-4,345,0.03357991045357212,0.001623701890724214
E02002867,E06000017,8414,582,2639,0.22053808260704813,1855.607427055703,female,0-4,185,0.021987164250059425,0.004849007045674341
E02002867,E06000017,8414,582,2639,0.22053808260704813,1855.607427055703,male,0-4,210,0.024958402662229616,0.005504278268062765
E02003734,E07000009,11895,403,3945,0.10215462610899874,1215.12927756654,female,0-4,440,0.036990332072299285,0.003778733542493438
E02003734,E07000009,11895,403,3945,0.10215462610899874,1215.12927756654,male,0-4,493,0.04144598570828079,0.004233899173748329
E02003610,E06000056,7176,12,2516,0.0047694753577106515,34.225755166931634,female,0-4,196,0.027313266443701228,0.00013026995124181825
E02003610,E06000056,7176,12,2516,0.0047694753577106515,34.225755166931634,male,0-4,175,0.024386845039018952,0.00011631245646590915
E02004966,E07000102,7240,69,2680,0.025746268656716417,186.40298507462686,female,0-4,138,0.019060773480662985,0.0004907437948379648
E02004966,E07000102,7240,69,2680,0.025746268656716417,186.40298507462686,male,0-4,143,0.019751381215469613,0.0005085243671147027
E02003702,E06000060,8430,22,2540,0.008661417322834646,73.01574803149606,female,0-4,227,0.026927639383155396,0.00023323152221630658
E02003702,E06000060,8430,22,2540,0.008661417322834646,73.01574803149606,male,0-4,226,0.026809015421115065,0.00023220407057658718
E02006650,E06000054,11557,37,3676,0.010065288356909684,116.32453754080522,female,0-4,380,0.032880505321450204,0.0003309517673812997
E02006650,E06000054,11557,37,3676,0.010065288356909684,116.32453754080522,male,0-4,391,0.033832309422860606,0.00034053195012128464
E02003744,E07000010,12687,377,5518,0.06832185574483508,866.7993838347227,female,0-4,348,0.027429652400094585,0.0018740447544102316
E02003744,E07000010,12687,377,5518,0.06832185574483508,866.7993838347227,male,0-4,386,0.030424844328840545,0.0020786818252941076
E02004879,E07000242,7707,8,2315,0.0034557235421166306,26.633261339092872,female,0-4,184,0.023874399896198262,8.250332577519918e-05
E02004879,E07000242,7707,8,2315,0.0034557235421166306,26.633261339092872,male,0-4,186,0.02413390424289607,8.340010105536439e-05
E02006293,E07000244,10870,111,3359,0.03304554927061625,359.2051205715987,female,0-4,307,0.02824287028518859,0.0009333011615528233
E02006293,E07000244,10870,111,3359,0.03304554927061625,359.2051205715987,male,0-4,297,0.027322907083716652,0.0009029004722514285
E02006271,E07000203,8715,100,3008,0.03324468085106383,289.7273936170213,female,0-4,227,0.026047045324153757,0.0008659257089146861
E02006271,E07000203,8715,100,3008,0.03324468085106383,289.7273936170213,male,0-4,264,0.030292598967297763,0.00100706778481708
E02005472,E07000140,9811,90,4778,0.018836333193804938,184.80326496442024,female,0-4,225,0.022933442054836408,0.00043198195582571714
E02005472,E07000140,9811,90,4778,0.018836333193804938,184.80326496442024,male,0-4,273,0.02782590969320151,0.0005241381064018701
E02005567,E07000146,9989,20,4696,0.004258943781942078,42.542589437819416,female,0-4,239,0.023926318950845932,0.0001019008473204682
E02005567,E07000146,9989,20,4696,0.004258943781942078,42.542589437819416,male,0-4,299,0.029932926218840725,0.0001274826499950627
E02003725,E07000008,14821,11,2725,0.004036697247706422,59.82788990825688,female,0-4,201,0.013561837932663114,5.474503385662174e-05
E02003725,E07000008,14821,11,2725,0.004036697247706422,59.82788990825688,male,0-4,185,0.012482288644490925,5.038722021629364e-05
E02003605,E06000056,8355,9,2639,0.0034103827207275484,28.493747631678666,female,0-4,237,0.02836624775583483,9.67397611983757e-05
E02003605,E06000056,8355,9,2639,0.0034103827207275484,28.493747631678666,male,0-4,245,0.029323758228605626,0.00010000523836962889
E02003607,E06000056,8531,13,2945,0.004414261460101867,37.65806451612903,female,0-4,243,0.028484351189778455,0.0001257373736730458
E02003607,E06000056,8531,13,2945,0.004414261460101867,37.65806451612903,male,0-4,258,0.030242644473098112,0.00013349893994915973
