msoa,ltla,ppln_msoa,patients_from_msoa_to_trust,total_patients_of_msoa,tfp_msoa,etc_msoa,sex,ag,ag_ppln_msoa,agf_ppln_msoa,ag_trust_factor
E02006016,E06000051,7494,1680,2850,0.5894736842105263,4417.515789473684,female,0-4,144,0.01921537229783827,0.011326956301883611
E02006016,E06000051,7494,1680,2850,0.5894736842105263,4417.515789473684,male,0-4,172,0.0229516946890846,0.013529420027249868
E02006173,E07000195,6944,233,2530,0.09209486166007905,639.5067193675889,female,0-4,122,0.017569124423963134,0.0016180260833136009
E02006173,E07000195,6944,233,2530,0.09209486166007905,639.5067193675889,male,0-4,146,0.021025345622119815,0.001936326296424473
E02003837,E06000049,12065,9,4333,0.0020770828525271175,25.060004615739672,female,0-4,332,0.0275176129299627,5.715636195930402e-05
E02003837,E06000049,12065,9,4333,0.0020770828525271175,25.060004615739672,male,0-4,378,0.031330294239535844,6.507561692956903e-05
E02003840,E06000049,10040,58,3966,0.014624306606152295,146.82803832576906,female,0-4,200,0.0199203187250996,0.00029132084872813337
E02003840,E06000049,10040,58,3966,0.014624306606152295,146.82803832576906,male,0-4,208,0.020717131474103586,0.0003029736826772587
E02003810,E06000050,7976,57,2593,0.021982259930582337,175.33050520632472,female,0-4,154,0.01930792377131394,0.00042443179906089266
E02003810,E06000050,7976,57,2593,0.021982259930582337,175.33050520632472,male,0-4,169,0.021188565697091273,0.0004657725587096809
E02006027,E06000051,5307,1455,2022,0.7195845697329377,3818.8353115727004,female,0-4,101,0.019031467872621066,0.013694750620506258
E02006027,E06000051,5307,1455,2022,0.7195845697329377,3818.8353115727004,male,0-4,112,0.021104201997361974,0.01518625811382872
E02006177,E07000196,9847,8,2169,0.0036883356385431073,36.31904103273398,female,0-4,202,0.02051386208997664,7.566200863061924e-05
E02006177,E07000196,9847,8,2169,0.0036883356385431073,36.31904103273398,male,0-4,243,0.024677566771605566,9.101914899623998e-05
E02006180,E07000196,6697,9,2506,0.003591380686352753,24.05147645650439,female,0-4,152,0.02269672987905032,8.151259733098679e-05
E02006180,E07000196,6697,9,2506,0.003591380686352753,24.05147645650439,male,0-4,179,0.026728385844407943,9.599180869899102e-05
E02006175,E07000196,6665,14,879,0.015927189988623434,106.15472127417519,female,0-4,205,0.03075768942235559,0.0004898835630409308
E02006175,E07000196,6665,14,879,0.015927189988623434,106.15472127417519,male,0-4,240,0.03600900225056264,0.00057352222014548
E02006124,E07000192,7290,11,740,0.014864864864864866,108.36486486486487,female,0-4,255,0.03497942386831276,0.0005199644088532978
E02006124,E07000192,7290,11,740,0.014864864864864866,108.36486486486487,male,0-4,254,0.03484224965706447,0.0005179253327401475
E02002932,E06000020,8674,2879,3270,0.8804281345565749,7636.833639143731,female,0-4,377,0.04346322342633156,0.03826624472306072
E02002932,E06000020,8674,2879,3270,0.8804281345565749,7636.833639143731,male,0-4,375,0.04323264929674891,0.03806324077227526
E02002947,E06000020,6952,2187,2479,0.882210568777733,6133.1278741428,female,0-4,303,0.04358457997698504,0.03845077709143457
E02002947,E06000020,6952,2187,2479,0.882210568777733,6133.1278741428,male,0-4,317,0.045598388952819334,0.04022738065341504
E02002944,E06000020,7811,2709,3031,0.8937644341801386,6981.193995381062,female,0-4,343,0.043912431186787865,0.03924736921313373
E02002944,E06000020,7811,2709,3031,0.8937644341801386,6981.193995381062,male,0-4,366,0.04685699654333632,0.041879117002935694
E02006184,E07000196,5455,49,1666,0.029411764705882353,160.44117647058823,female,0-4,158,0.028964252978918425,0.0008518897934976007
E02006184,E07000196,5455,49,1666,0.029411764705882353,160.44117647058823,male,0-4,161,0.029514207149404215,0.0008680649161589475
E02002938,E06000020,6734,2395,2680,0.8936567164179104,6017.884328358209,female,0-4,244,0.03623403623403623,0.03238078984347641
E02002938,E06000020,6734,2395,2680,0.8936567164179104,6017.884328358209,male,0-4,249,0.036976536976536974,0.03304433061895748
E02006202,E07000197,8659,323,1067,0.302717900656045,2621.2343017806934,female,0-4,196,0.02263540824575586,0.006852143264647744
E02006202,E07000197,8659,323,1067,0.302717900656045,2621.2343017806934,male,0-4,204,0.023559302459868346,0.007131822581572142
E02006199,E07000197,8173,15,683,0.021961932650073207,179.49487554904832,female,0-4,195,0.023859048085158447,0.000523990807141108
E02006199,E07000197,8173,15,683,0.021961932650073207,179.49487554904832,male,0-4,180,0.022023736693992414,0.00048368382197640735
E02002005,E08000027,8131,8,3257,0.002456248081056187,19.971753147067854,female,0-4,324,0.039847497232812695,9.787533861298789e-05
E02002005,E08000027,8131,8,3257,0.002456248081056187,19.971753147067854,male,0-4,322,0.03960152502767187,9.727116985611759e-05
E02006183,E07000196,7527,267,2281,0.1170539237176677,881.0648838228848,female,0-4,162,0.021522518931845355,0.002519295289260285
E02006183,E07000196,7527,267,2281,0.1170539237176677,881.0648838228848,male,0-4,189,0.02510960542048625,0.002939177837470333
E02006201,E07000197,12183,10,975,0.010256410256410256,124.95384615384616,female,0-4,268,0.021997865878683413,0.00022561913721726577
E02006201,E07000197,12183,10,975,0.010256410256410256,124.95384615384616,male,0-4,310,0.02544529262086514,0.00026097736021400144
