msoa,ltla,ppln_msoa,patients_from_msoa_to_trust,total_patients_of_msoa,tfp_msoa,etc_msoa,sex,ag,ag_ppln_msoa,agf_ppln_msoa,ag_trust_factor
E02001059,E08000003,9809,10,4393,0.0022763487366264513,22.32870475756886,female,0-4,456,0.046487919257824445,0.00010582271627094115
E02001059,E08000003,9809,10,4393,0.0022763487366264513,22.32870475756886,male,0-4,511,0.05209501478234275,0.00011858642108432222
E02001017,E08000001,10879,8,4163,0.0019216910881575786,20.906077348066297,female,0-4,330,0.030333670374115267,5.829194402904687e-05
E02001017,E08000001,10879,8,4163,0.0019216910881575786,20.906077348066297,male,0-4,387,0.03557312252964427,6.836055254315498e-05
E02001157,E08000006,7258,8,3712,0.0021551724137931034,15.642241379310345,female,0-4,343,0.04725819785064756,0.00010184956433329215
E02001157,E08000006,7258,8,3712,0.0021551724137931034,15.642241379310345,male,0-4,318,0.04381372278864701,9.442612669967028e-05
E02000992,E08000001,5780,12,2404,0.004991680532445923,28.851913477537437,female,0-4,141,0.024394463667820068,0.00012176936939011681
E02000992,E08000001,5780,12,2404,0.004991680532445923,28.851913477537437,male,0-4,152,0.02629757785467128,0.00013126910742764365
E02000987,E08000001,7186,13,3031,0.004289013526888816,30.820851204223032,female,0-4,196,0.027275257445032005,0.00011698394813111716
E02000987,E08000001,7186,13,3031,0.004289013526888816,30.820851204223032,male,0-4,200,0.027831895352073477,0.0001193713756439971
E02000990,E08000001,7649,9,2896,0.003107734806629834,23.7710635359116,female,0-4,216,0.028238985488299125,8.775927810590197e-05
E02000990,E08000001,7649,9,2896,0.003107734806629834,23.7710635359116,male,0-4,246,0.032161066806118445,9.994806673172168e-05
E02001308,E08000010,5992,10,2791,0.0035829451809387316,21.469007524184878,female,0-4,155,0.025867823765020028,9.26829945002509e-05
E02001308,E08000010,5992,10,2791,0.0035829451809387316,21.469007524184878,male,0-4,178,0.029706275033377836,0.00010643595497448167
E02001177,E08000006,11701,10,5440,0.001838235294117647,21.509191176470587,female,0-4,384,0.032817707888214684,6.0326668912159344e-05
E02001177,E08000006,11701,10,5440,0.001838235294117647,21.509191176470587,male,0-4,371,0.03170669173574908,5.828435980836228e-05
E02001036,E08000002,7280,8,2935,0.00272572402044293,19.84327086882453,female,0-4,264,0.03626373626373627,9.88449370050733e-05
E02001036,E08000002,7280,8,2935,0.00272572402044293,19.84327086882453,male,0-4,290,0.03983516483516483,0.00010857966564951231
E02001147,E08000005,9059,9,3861,0.002331002331002331,21.116550116550115,female,0-4,359,0.03962909813445192,9.237552012692757e-05
E02001147,E08000005,9059,9,3861,0.002331002331002331,21.116550116550115,male,0-4,360,0.03973948559443647,9.263283355346497e-05
E02001232,E08000008,8254,11,3954,0.00278199291856348,22.962569549822966,female,0-4,312,0.03779985461594378,0.00010515892786428469
E02001232,E08000008,8254,11,3954,0.00278199291856348,22.962569549822966,male,0-4,359,0.043494063484371216,0.00012100017661307117
E02001007,E08000001,10279,8,4164,0.0019212295869356388,19.74831892411143,female,0-4,297,0.02889386127055161,5.551174115379752e-05
E02001007,E08000001,10279,8,4164,0.0019212295869356388,19.74831892411143,male,0-4,292,0.028407432629633234,5.4577200056932245e-05
E02000984,E08000001,7791,8,2535,0.003155818540433925,24.58698224852071,female,0-4,179,0.02297522782697985,7.250564994707645e-05
E02000984,E08000001,7791,8,2535,0.003155818540433925,24.58698224852071,male,0-4,198,0.025413939160569887,8.020178038838622e-05
E02001045,E08000003,7938,10,4105,0.00243605359317905,19.337393422655296,female,0-4,308,0.03880070546737213,9.452059797167388e-05
E02001045,E08000003,7938,10,4105,0.00243605359317905,19.337393422655296,male,0-4,296,0.03728898966994205,9.08379772714788e-05
E02005315,E07000127,8063,10,3814,0.0026219192448872575,21.140534871525958,female,0-4,141,0.017487287610070693,4.5850255925722844e-05
E02005315,E07000127,8063,10,3814,0.0026219192448872575,21.140534871525958,male,0-4,178,0.022076150316259455,5.788188336722458e-05
E02001410,E08000013,5830,8,2953,0.0027091093802912294,15.794107687097867,female,0-4,158,0.027101200686106348,7.342011699588581e-05
E02001410,E08000013,5830,8,2953,0.0027091093802912294,15.794107687097867,male,0-4,169,0.028987993138936536,7.853164412851077e-05
E02005305,E07000127,7292,20,3405,0.005873715124816446,42.83113069016152,female,0-4,133,0.018239166209544706,0.00010713166642904379
E02005305,E07000127,7292,20,3405,0.005873715124816446,42.83113069016152,male,0-4,163,0.02235326385079539,0.0001312967039694296
E02005266,E07000123,8182,95,3848,0.02468814968814969,201.99844074844077,female,0-4,392,0.04791004644341237,0.0011828103981611682
E02005266,E07000123,8182,95,3848,0.02468814968814969,201.99844074844077,male,0-4,418,0.05108775360547543,0.0012612621082432865
