year,msoa,ltla,ppln_msoa,patients_from_msoa_to_trust,total_patients_of_msoa,tfp_msoa,etc_msoa,sex,ag,ag_ppln_msoa,agf_ppln_msoa,ag_trust_factor
2011,E02000750,E09000025,10778,8,3037,0.0026341784655910436,28.391175502140268,female,0-4,456,0.04230840601224717,0.00011144789203094412
2011,E02000750,E09000025,10778,8,3037,0.0026341784655910436,28.391175502140268,male,0-4,511,0.04741139357951382,0.00012489007199081677
2011,E02006786,E09000011,6919,32,728,0.04395604395604396,304.13186813186815,female,0-4,255,0.036855036855036855,0.0016200016200016202
2011,E02006786,E09000011,6919,32,728,0.04395604395604396,304.13186813186815,male,0-4,318,0.04596039890157537,0.0020202373143549616
2011,E02006926,E06000034,8112,143,2148,0.06657355679702048,540.0446927374302,female,0-4,399,0.04918639053254438,0.003274512963758774
2011,E02006926,E06000034,8112,143,2148,0.06657355679702048,540.0446927374302,male,0-4,398,0.04906311637080868,0.003266306164350857
2011,E02006929,E09000011,7536,8,1084,0.007380073800738007,55.61623616236162,female,0-4,304,0.040339702760084924,0.00029770998346926144
2011,E02006929,E09000011,7536,8,1084,0.007380073800738007,55.61623616236162,male,0-4,289,0.03834925690021231,0.0002830203461270281
2011,E02000493,E09000016,6259,22,2144,0.010261194029850746,64.22481343283582,female,0-4,231,0.03690685413005272,0.00037870839125986935
2011,E02000493,E09000016,6259,22,2144,0.010261194029850746,64.22481343283582,male,0-4,248,0.039622942962134526,0.00040657870576817144
2011,E02000065,E09000004,7776,80,777,0.10296010296010295,800.6177606177606,female,0-4,441,0.056712962962962965,0.005839172505839173
2011,E02000065,E09000004,7776,80,777,0.10296010296010295,800.6177606177606,male,0-4,428,0.055041152263374485,0.00566704270407974
2011,E02000316,E09000011,10817,19,1075,0.017674418604651163,191.18418604651163,female,0-4,461,0.04261810113709901,0.0007532501596324477
2011,E02000316,E09000011,10817,19,1075,0.017674418604651163,191.18418604651163,male,0-4,499,0.046131089951003054,0.0008153401944828447
2011,E02000314,E09000011,13206,63,1233,0.051094890510948905,674.7591240875912,female,0-4,799,0.06050280175677722,0.0030913840313681793
2011,E02000314,E09000011,13206,63,1233,0.051094890510948905,674.7591240875912,male,0-4,822,0.062244434348023625,0.0031803725579282144
2011,E02000481,E09000016,7800,10,2928,0.0034153005464480873,26.63934426229508,female,0-4,181,0.023205128205128205,7.925248703937229e-05
2011,E02000481,E09000016,7800,10,2928,0.0034153005464480873,26.63934426229508,male,0-4,163,0.0208974358974359,7.13710242398767e-05
2011,E02000320,E09000011,6658,43,701,0.06134094151212553,408.4079885877318,female,0-4,322,0.04836287173325323,0.0029666240863479155
2011,E02000320,E09000011,6658,43,701,0.06134094151212553,408.4079885877318,male,0-4,329,0.04941423851006308,0.0030311159143120007
2011,E02000492,E09000016,6278,22,2215,0.009932279909706547,62.3548532731377,female,0-4,146,0.023255813953488372,0.00023098325371410572
2011,E02000492,E09000016,6278,22,2215,0.009932279909706547,62.3548532731377,male,0-4,139,0.022140809174896463,0.00021990871415247053
2011,E02000319,E09000011,11021,28,1039,0.026948989412897015,297.004812319538,female,0-4,502,0.04554940568006533,0.0012275104514358319
2011,E02000319,E09000011,11021,28,1039,0.026948989412897015,297.004812319538,male,0-4,505,0.04582161328373106,0.0012348461712651294
2011,E02000323,E09000011,10720,13,1082,0.012014787430683918,128.7985212569316,female,0-4,487,0.04542910447761194,0.0005458210334648385
2011,E02000323,E09000011,10720,13,1082,0.012014787430683918,128.7985212569316,male,0-4,579,0.054011194029850745,0.000648933015146081
2011,E02000327,E09000011,6964,8,793,0.01008827238335435,70.2547288776797,female,0-4,394,0.056576680068925904,0.0005707609590812197
2011,E02000327,E09000011,6964,8,793,0.01008827238335435,70.2547288776797,male,0-4,356,0.0511200459506031,0.0005157129477992746
2011,E02000136,E09000006,5723,19,579,0.03281519861830743,187.80138169257341,female,0-4,167,0.029180499737899702,0.0009575638946806467
2011,E02000136,E09000006,5723,19,579,0.03281519861830743,187.80138169257341,male,0-4,159,0.027782631486982352,0.0009116925703845678
2011,E02000092,E09000004,6457,233,911,0.2557628979143798,1651.4610318331502,female,0-4,245,0.037943317330029425,0.009704492796813234
2011,E02000092,E09000004,6457,233,911,0.2557628979143798,1651.4610318331502,male,0-4,250,0.03871767074492798,0.009902543670217584
2011,E02005034,E07000107,7666,1667,2310,0.7216450216450216,5532.130735930736,female,0-4,212,0.02765457865901383,0.019956789014967988
2011,E02005034,E07000107,7666,1667,2310,0.7216450216450216,5532.130735930736,male,0-4,205,0.02674145577876337,0.01929783843428508
2011,E02005035,E07000107,7992,2222,2909,0.763836369886559,6104.58026813338,female,0-4,251,0.031406406406406406,0.02398935546065144
2011,E02005035,E07000107,7992,2222,2909,0.763836369886559,6104.58026813338,male,0-4,241,0.030155155155155156,0.02303360424707967
2011,E02005062,E07000109,6991,1701,2398,0.7093411175979983,4959.003753127607,female,0-4,184,0.02631955371191532,0.01866954164469056
2011,E02005062,E07000109,6991,1701,2398,0.7093411175979983,4959.003753127607,male,0-4,223,0.03189815477041911,0.022626672754163014
2011,E02005033,E07000107,6580,1868,2431,0.7684080625257096,5056.125051419169,female,0-4,248,0.03768996960486322,0.02896127652072583
2011,E02005033,E07000107,6580,1868,2431,0.7684080625257096,5056.125051419169,male,0-4,253,0.038449848024316106,0.029545173224772722
2011,E02003327,E06000035,7344,57,2719,0.02096358955498345,153.95660169179845,female,0-4,238,0.032407407407407406,0.0006793755874300192
2011,E02003327,E06000035,7344,57,2719,0.02096358955498345,153.95660169179845,male,0-4,271,0.03690087145969499,0.0007735747235022489
