msoa,ltla,ppln_msoa,ppln_ltla,patients_from_msoa_to_trust,total_patients_of_msoa,tfp_msoa,etc_msoa,sex,ag,ag_ppln_msoa,agf_ppln_msoa,ag_trust_factor
E02003971,E07000026,7901,97213,98,3275,0.029923664122137403,236.42687022900762,female,0-4,167,0.021136564991773195,0.000632483471509549
E02003971,E07000026,7901,97213,98,3275,0.029923664122137403,236.42687022900762,male,0-4,135,0.01708644475382863,0.0005112890338550246
E02005785,E07000166,16717,53699,28,7303,0.0038340408051485693,64.09366013966863,female,0-4,790,0.04725728300532392,0.00018118635138286593
E02005785,E07000166,16717,53699,28,7303,0.0038340408051485693,64.09366013966863,male,0-4,837,0.05006879224741281,0.00019196579254108706
E02003970,E07000026,8044,97213,100,3282,0.030469226081657527,245.09445460085314,female,0-4,177,0.02200397812033814,0.0006704441840444284
E02003970,E07000026,8044,97213,100,3282,0.030469226081657527,245.09445460085314,male,0-4,168,0.0208851317752362,0.0006363538018048812
E02004008,E07000030,6304,52779,513,2671,0.19206289779108948,1210.7645076750282,female,0-4,119,0.018876903553299493,0.0036255527977696145
E02004008,E07000030,6304,52779,513,2671,0.19206289779108948,1210.7645076750282,male,0-4,86,0.01364213197969543,0.002620147400068797
E02001730,E08000021,19074,295842,78,3636,0.02145214521452145,409.17821782178214,female,0-4,144,0.007549543881723813,0.0001619539116541412
E02001730,E08000021,19074,295842,78,3636,0.02145214521452145,409.17821782178214,male,0-4,152,0.007968962986264025,0.00017095135119048237
E02004006,E07000029,8729,68689,46,3710,0.012398921832884097,108.23018867924529,female,0-4,176,0.02016267613701455,0.00024999544536460086
E02004006,E07000029,8729,68689,46,3710,0.012398921832884097,108.23018867924529,male,0-4,238,0.0272654370489174,0.0003380620227089489
E02004012,E07000030,5491,52779,107,2259,0.04736609119079239,260.087206728641,female,0-4,101,0.018393735203059553,0.000871239338967407
E02004012,E07000030,5491,52779,107,2259,0.04736609119079239,260.087206728641,male,0-4,99,0.018029502822800948,0.0008539870748294385
E02004013,E07000030,9804,52779,153,4382,0.03491556366955728,342.31218621633957,female,0-4,179,0.018257853937168503,0.000637483261612684
E02004013,E07000030,9804,52779,153,4382,0.03491556366955728,342.31218621633957,male,0-4,255,0.026009791921664627,0.000908146545872818
E02004014,E07000030,7705,52779,40,3440,0.011627906976744186,89.59302325581395,female,0-4,191,0.024789097988319273,0.00028824532544557296
E02004014,E07000030,7705,52779,40,3440,0.011627906976744186,89.59302325581395,male,0-4,171,0.022193380921479558,0.0002580625688544135
E02004007,E07000029,9985,68689,8,5271,0.0015177385695313982,15.154619616771011,female,0-4,249,0.024937406109163746,3.7848463075945734e-05
