ltla,sex,12-15,16-17,18-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+
E06000018,male,6403,3479,31392,13370,12086,9900,9812,9338,8545,6938,6389,5391,3629,3154,2292,1196,547
E06000019,female,4131,2122,6471,4809,5029,4710,6214,7082,6690,6559,6487,6728,4916,4157,3247,2269,1484
E06000019,male,4255,2233,6964,5373,5257,4800,5966,6876,6724,6073,6206,6415,4662,3635,2577,1382,528
E06000020,female,4125,2177,7475,5368,5497,4882,6161,6432,5740,5002,4804,4645,3403,2594,1879,1102,727
E06000020,male,4208,2356,8189,5225,5406,5247,6305,6425,5615,4828,4685,4314,3168,2238,1383,676,261
E06000021,female,5439,2820,12831,9073,8352,7085,8475,8351,7844,7297,6712,6612,5015,4192,3349,2054,1193
E06000021,male,5563,3009,13020,9108,8607,7537,8790,8858,8220,7221,6801,6473,4636,3463,2354,1175,384
E06000022,female,3876,1972,12552,4829,4789,4918,5989,6527,5952,5324,5139,5264,3841,3372,2905,2037,1297
E06000022,male,3923,2107,12777,5431,4835,4651,5860,6242,5743,5045,4732,4984,3408,2900,2118,1223,565
E06000023,female,8566,4340,29733,20628,18666,14553,13607,13375,12259,10427,9483,8641,6688,5816,4998,3583,2478
E06000023,male,8717,4427,29114,21591,20018,15999,14465,13823,12063,10537,9402,8550,6198,4641,3598,1916,929
E06000024,female,4537,2340,6741,5265,5763,6001,7372,7978,7232,6656,6949,7492,5315,4494,3703,2590,1859
E06000024,male,4680,2494,6869,4968,5473,5710,7275,7733,7012,6270,6446,7105,4885,3853,2689,1484,776
E06000025,female,6005,3346,11161,8056,8408,8313,10026,10977,9431,7855,7386,7773,5905,4910,3811,2296,1501
E06000025,male,6397,3553,12677,8112,8282,8189,9670,10630,9689,7735,7193,7414,5369,4200,2951,1458,613
E06000026,female,5151,2870,16063,8953,8368,7118,8540,8999,8448,7308,7082,7200,5263,4603,3597,2264,1539
E06000026,male,5504,2999,17991,9239,8555,7044,8247,8604,8334,7331,6611,6821,4864,3751,2631,1349,587
E06000027,female,2734,1456,4628,3505,3389,3319,4281,4851,4876,4394,4766,5168,3796,3246,2626,1980,1416
E06000027,male,2854,1645,4873,3476,3057,3008,4012,4613,4538,4252,4364,4986,3444,2750,1945,1126,587
E06000030,female,4941,2499,8322,7725,7949,7356,8097,8183,7466,6126,5361,5165,3693,3086,2560,1632,965
E06000030,male,4933,2689,8451,7303,7916,7737,8771,8612,7815,6209,5298,4848,3386,2663,1933,998,424
E06000031,female,4376,2426,7730,7669,7288,6328,6607,6584,5867,5153,4598,4228,3063,2715,2346,1489,848
E06000031,male,4572,2395,8159,7528,7586,6541,6769,6441,5835,4795,4473,4048,2805,2289,1615,845,355
E06000032,female,5261,2610,10265,8955,8583,6897,6669,6880,6052,4898,4190,3657,3036,2838,2123,1131,780
E06000032,male,5205,2770,10790,9625,9006,7179,6866,6702,6148,4910,4154,3504,2699,2544,1561,809,296
E06000033,female,3948,2129,6627,5728,5940,5798,6562,6585,5883,4857,4872,5179,3755,3158,2768,2129,1492
E06000033,male,4042,2263,6891,5340,6078,5635,6515,6481,6082,4928,4720,4814,3192,2737,1950,1144,507
E06000034,female,3850,2037,6568,5948,6307,6036,6187,6000,4969,4176,3972,3830,2662,2100,1670,1198,662
E06000034,male,4006,2151,6633,5546,5728,5834,6242,6257,5206,4328,4084,3614,2262,1756,1181,649,254
E06000035,female,6488,3445,13641,9147,9143,8453,9493,10005,9432,7645,7134,7127,4814,4116,3001,1877,1262
E06000035,male,6933,3725,13970,9538,8910,8363,9586,10029,9057,7769,7012,6780,4538,3365,2182,1056,429
E06000036,female,2811,1495,4296,3769,4622,4334,4657,4696,4233,3363,2828,2685,1790,1619,1146,759,539
E06000036,male,3124,1592,4571,3992,4124,4218,4549,4767,4247,3479,2861,2488,1577,1402,894,464,195
E06000037,female,4046,2059,5156,4119,4706,5374,6158,6227,5752,4953,4631,4471,3094,2470,1955,1245,825
E06000037,male,4144,2115,5583,4236,4492,4913,6133,6319,5933,4961,4459,4425,2871,2205,1480,786,336
E06000038,female,3230,1601,9699,7227,7472,5862,5267,5073,4250,3537,3042,2915,2153,1920,1585,1057,700
E06000038,male,3163,1681,9561,7049,7834,6503,5891,5251,4572,3641,3040,2780,1975,1640,1113,690,297
E06000039,female,3465,1751,5645,6442,7405,5749,5081,4498,4061,3338,2585,2053,1619,1428,1184,691,430
E06000039,male,3692,1883,5868,5547,7169,6465,5535,4749,3994,3424,2841,1886,1496,1132,770,411,212
E06000040,female,3499,1756,4595,4226,4983,5173,5828,5770,5085,4214,4023,4131,3009,2600,2141,1407,1030
E06000040,male,3990,1941,4779,4336,4704,5118,5529,5751,5182,4192,3832,3930,2684,2139,1599,844,415
E06000041,female,3753,1866,5145,4134,5060,5801,6358,6527,5811,4821,4394,4489,3102,2662,1959,1187,852
E06000041,male,4106,2065,5635,4187,4381,5511,6225,6216,5958,4976,4103,4152,2855,2330,1598,770,355
E06000042,female,6217,3046,9309,9592,10839,9986,9644,9343,8327,7375,6748,5566,3753,2980,2250,1479,1022
E06000042,male,6353,3287,9393,9159,10582,10194,9598,9341,8295,7111,6409,5287,3363,2312,1624,872,383
E06000043,female,5180,2608,20018,11048,10770,9913,10648,10432,8552,6641,5796,5454,4151,3570,3233,2354,1689
E06000043,male,5571,2829,19339,11935,11713,10293,11134,10814,8563,6676,5864,5720,3743,3033,2262,1342,646
E06000044,female,4130,2207,14515,8096,7148,6096,6709,6886,6274,5046,4391,4490,3316,2980,2434,1693,1220
E06000044,male,4424,2258,16923,8727,7574,6428,7079,6976,6541,5043,4460,4421,3011,2377,1657,928,439
E06000045,female,4400,2506,19240,9932,9348,7233,6803,7193,6574,5662,5186,5009,3630,3233,2885,1912,1286
E06000045,male,4694,2492,21235,10720,9863,8273,7536,7440,6772,5777,5152,4734,3356,2569,1951,1106,477
E06000046,female,3003,1644,4687,3298,3152,3304,4641,5248,4987,4807,5073,5783,4086,3248,2832,1980,1416
E06000046,male,3220,1847,5140,3463,3286,3211,4090,5014,4748,4608,4710,5482,3900,2942,2012,1112,576
E06000047,female,10728,5824,25162,15021,15060,13951,17852,19883,18999,17340,16684,16454,12096,10307,7630,4727,2694
E06000047,male,11230,6051,25855,14890,15067,13196,17277,19511,18284,16571,16087,15987,10972,8726,5576,2767,1075
E06000049,female,8415,4328,12888,9427,10123,10964,14184,15245,14210,11970,12016,12638,9190,7837,6119,4097,2812
E06000049,male,8534,4650,14001,9269,9793,10387,13282,14559,14010,11795,11867,12122,8487,6711,4528,2441,1064
E06000050,female,7198,3841,14083,9253,9766,9700,12226,12996,12385,10695,10527,10651,7907,6760,5138,3433,2107
E06000050,male,7608,3983,13527,9089,9174,9068,11612,12477,11906,10362,10222,10280,7345,5648,3775,1989,846
E06000051,female,6979,3775,10520,7620,7904,8048,10542,11810,11217,10360,10748,11195,8381,6638,5296,3528,2436
E06000051,male,7234,4002,12845,8795,8069,7966,10549,11719,11538,10034,10082,10606,7623,5947,4037,2102,894
E06000052,female,11611,6263,20581,13504,14023,14354,18662,20278,19554,18948,19994,21332,14605,11848,9480,6509,4371
E06000052,male,12313,6674,21591,13436,13592,13344,16873,18922,18502,17383,18465,20273,13736,10473,7276,3896,1654
E06000053,female,51,16,71,74,80,52,99,81,82,63,67,92,61,45,34,29,21
E06000053,male,36,14,65,81,65,69,61,99,64,82,83,100,61,40,28,27,10
E06000054,female,11497,6103,16215,12559,13149,14159,18083,19102,17539,15196,14897,15193,11036,9003,7351,5035,3425
E06000054,male,11619,6206,19235,14233,13368,13151,17092,18341,17461,14873,14150,14497,10174,8056,5502,2977,1392
E06000055,female,3799,2035,6687,5098,5714,5168,5855,6159,5600,4719,4439,4223,3038,2791,2297,1509,928
E06000055,male,4203,2312,7033,4705,5239,5153,5631,6066,5489,4684,4242,4187,2857,2319,1610,940,391
E06000056,female,5993,3146,9291,7853,8903,8830,10118,10634,9866,8172,7788,7522,5282,4299,3213,1978,1192
E06000056,male,6337,3414,10069,7954,7983,8363,9821,10477,9862,8242,7487,7415,4831,3967,2578,1323,516
E06000057,female,6779,3548,10899,8210,8563,8240,10771,12346,12743,11765,11689,11662,8238,6842,5243,3344,2114
E06000057,male,7182,3904,11883,8171,8012,8073,9949,11621,11942,11161,10919,11145,7561,6011,3906,2087,853
E06000058,female,7410,3980,17956,12534,13029,11198,12480,13284,12333,10979,11114,11876,8697,8043,7379,5150,3781
E06000058,male,7848,4137,18619,12564,13963,12108,13204,13859,12363,10581,10376,11329,7915,6834,5231,3150,1658
E06000059,female,8121,4237,11337,7709,8139,8711,11779,13609,13605,13014,13963,15316,11190,9479,7928,5403,3714
E06000059,male,8537,4798,13644,8400,8045,8551,11339,12939,13167,12041,12665,14252,10321,8439,6141,3489,1559
E06000060,female,12699,6522,18789,14009,15630,16448,19734,20681,18871,15882,14707,14756,11032,9404,7258,4804,3263
E06000060,male,13478,6831,19101,13247,14445,16098,18763,20555,18740,16010,14132,13910,9748,7976,5534,2873,1255
E07000008,female,2071,1019,11318,5407,5096,3955,3584,3452,3028,2808,2481,2233,1605,1563,1331,1015,778
E07000008,male,2115,1133,12937,6658,5788,4366,3853,3746,3139,2692,2422,2034,1490,1246,937,618,323
E07000009,female,1838,1014,2683,2487,3047,2905,3299,3304,3041,2569,2580,2629,1763,1494,1273,848,533
E07000009,male,2011,954,2841,2322,2762,2886,3328,3251,2968,2551,2463,2544,1746,1387,925,515,181
E07000010,female,2148,1165,3591,2865,2765,2546,3308,3526,3385,3149,3181,3219,2421,2076,1671,1094,715
E07000010,male,2222,1165,3774,2923,2762,2595,3240,3602,3236,3059,3085,3210,2254,1869,1308,662,265
E07000011,female,4005,2069,6106,5108,5404,5394,6566,6838,6227,5320,5326,5238,3737,2840,2129,1429,987
E07000011,male,4234,2216,6700,5253,5166,5292,6527,6766,6339,5332,5128,5262,3395,2693,1623,856,397
E07000012,female,3555,1858,4785,3906,4858,5236,5955,6134,5501,4648,4473,4512,3196,2559,2102,1437,927
E07000012,male,3665,1929,5103,3867,4538,5101,5729,5972,5363,4608,4378,4424,2894,2347,1663,942,428
E07000026,female,2059,1150,3238,2364,2511,2431,3525,3842,3663,3310,3504,3386,2604,2158,1668,1091,665
E07000026,male,2214,1208,3680,2435,2414,2369,3170,3756,3525,3309,3392,3411,2546,1864,1250,602,242
E07000027,female,1561,831,2637,2025,1789,1871,2477,2708,2408,2163,2137,2241,1730,1375,988,633,458
E07000027,male,1604,861,2889,2014,1833,1716,2279,2703,2564,2125,2130,2203,1713,1171,765,353,154
E07000028,female,2225,1237,5026,3197,3268,3001,3761,3994,4062,3554,3408,3313,2539,2226,1721,1166,694
E07000028,male,2142,1226,4661,3124,3186,2958,3827,3881,4098,3432,3399,3137,2341,1814,1270,642,322
E07000029,female,1466,795,2426,1908,1960,1893,2442,2770,2641,2413,2326,2215,1749,1486,1073,675,390
E07000029,male,1504,870,2871,2005,1953,1760,2347,2743,2884,2541,2367,2428,1683,1291,854,375,145
E07000030,female,1112,600,1707,1079,1229,1269,1881,2145,2009,1917,1994,1963,1481,1234,959,676,419
E07000030,male,1160,658,2006,1258,1218,1184,1722,2089,2019,1827,2002,1994,1462,1058,749,380,160
E07000031,female,2047,1211,2805,2197,2487,2625,3542,4088,4064,3776,3993,4276,3065,2568,2236,1550,954
E07000031,male,2297,1293,3469,2259,2329,2414,3272,3837,3796,3694,3811,4255,3004,2286,1586,896,390
E07000032,female,2797,1516,4585,3396,3528,3570,4695,4974,4505,4081,4137,4268,2906,2393,1805,1277,914
E07000032,male,2834,1479,4701,3157,3328,3437,4594,4843,4564,4098,4124,4223,2913,1923,1416,707,312
E07000033,female,1697,989,3035,2330,2297,2082,2999,3088,2611,2408,2334,2452,1740,1426,1125,757,474
E07000033,male,1780,979,3225,2195,2209,2137,2878,3069,2776,2409,2311,2406,1699,1236,799,398,157
E07000034,female,2223,1278,4222,3093,3091,3096,3779,4143,3674,3333,3182,3358,2439,2048,1609,1181,727
E07000034,male,2404,1332,4322,3027,3134,2808,3823,4038,3823,3347,3234,3115,2250,1655,1178,625,276
E07000035,female,1631,849,2153,1348,1400,1727,2490,2940,2822,2659,2755,2879,2031,1698,1307,907,634
E07000035,male,1739,881,2438,1544,1476,1596,2399,2921,2822,2595,2714,2829,1858,1484,985,517,228
E07000036,female,2395,1339,4612,3539,3501,3432,4295,4656,4065,3383,3309,3512,2532,2226,1779,1133,736
E07000036,male,2541,1433,4643,3181,3240,3168,4154,4536,4200,3404,3272,3354,2345,1870,1259,589,301
E07000037,female,2191,1099,3560,2346,2482,2528,3392,3889,3655,3027,2923,2953,2136,1652,1264,801,574
E07000037,male,2164,1146,3906,2395,2317,2346,3387,3770,3566,3152,3034,2918,1865,1378,896,432,208
E07000038,female,2069,1160,3461,2488,2457,2686,3593,3983,3682,3490,3475,3836,2803,2179,1683,1024,651
E07000038,male,2204,1201,3815,2530,2357,2499,3378,3842,3693,3469,3329,3669,2551,1935,1275,666,306
E07000039,female,2374,1180,3522,2892,3180,3071,3925,3937,3514,3002,2948,2869,1917,1546,1206,779,429
E07000039,male,2584,1310,3677,2671,2880,3052,3767,4100,3432,2984,2929,2812,1904,1271,896,468,180
E07000040,female,2729,1553,3802,2665,2857,3107,4402,4900,4710,4690,5156,5962,4484,3965,3390,2480,1735
E07000040,male,2974,1548,4840,3084,2707,2860,3927,4507,4363,4224,4626,5345,4116,3372,2552,1508,790
E07000041,female,2132,1086,10565,4572,4337,3506,3603,3927,3534,3165,2944,2907,2245,1920,1822,1312,935
E07000041,male,2084,1212,10497,4836,4466,3667,3718,3830,3467,2923,2720,2567,1868,1576,1131,643,299
E07000042,female,1837,990,2572,1953,2039,2115,2775,3062,2966,2701,2714,2772,2031,1612,1343,912,602
E07000042,male,1929,1090,2748,1913,1856,1930,2637,2833,2765,2531,2712,2788,1909,1443,1002,586,246
E07000043,female,2006,1124,3109,2326,2380,2380,3129,3545,3422,3211,3257,3652,2646,2100,1738,1245,871
E07000043,male,2101,1153,3614,2384,2371,2344,2929,3314,3260,2961,3072,3435,2417,1920,1335,711,351
E07000044,female,1840,924,2350,1639,1811,2002,2739,3447,3427,3281,3523,3725,2485,2032,1608,1164,692
E07000044,male,1848,1094,2895,1875,1614,1739,2378,3031,3099,2991,3248,3479,2325,1828,1251,697,334
E07000045,female,2593,1397,4049,2854,3022,3149,4283,5017,4852,4490,4798,5085,3646,2938,2453,1945,1316
E07000045,male,2913,1572,4248,2960,2889,2915,3888,4686,4538,4179,4314,4847,3282,2581,1834,1057,519
E07000046,female,1322,705,2165,1505,1477,1610,2116,2344,2478,2437,2666,2746,1856,1550,1163,798,542
E07000046,male,1436,836,2313,1383,1424,1446,1957,2367,2251,2238,2457,2619,1955,1399,977,478,213
E07000047,female,1149,620,1546,1165,1245,1302,1769,2080,2229,2005,2140,2249,1557,1277,1008,710,508
E07000047,male,1212,674,1726,1210,1232,1166,1665,2017,2072,1883,1963,2250,1503,1130,803,401,189
E07000061,female,2112,1166,4059,2818,3074,2890,3269,3569,3290,3066,3137,3461,2504,2409,2246,1665,1230
E07000061,male,2287,1188,4329,2829,2951,2654,3112,3361,3181,2739,2823,3131,2185,1923,1479,988,503
E07000062,female,2084,1149,3935,2894,2714,2552,3168,3521,3195,3033,2803,2767,1872,1585,1241,961,780
E07000062,male,2107,1142,3860,2792,2733,2661,3197,3535,3104,2675,2607,2783,1692,1366,907,497,265
E07000063,female,2129,1138,3220,2253,2529,2717,3441,3914,3633,3338,3410,3708,2770,2394,2032,1430,1098
E07000063,male,2371,1247,3524,2400,2487,2284,3151,3760,3582,3110,3248,3292,2386,1948,1525,860,412
E07000064,female,1937,1020,2748,1731,1792,1922,2712,3317,3364,3217,3660,4279,3115,2714,2349,1665,1302
E07000064,male,1986,1134,2992,1776,1644,1626,2552,3115,3127,2966,3205,3907,2729,2336,1651,1070,517
E07000065,female,3553,1818,4791,3069,3464,4072,5393,6221,5843,5294,5481,6187,4395,3584,2995,1992,1543
E07000065,male,3707,1819,5077,3259,3232,3300,4926,5870,5644,5047,4923,5663,3956,3128,2235,1275,567
E07000066,female,4283,2234,7172,5904,6221,5844,6554,6809,6260,5338,4848,4997,3625,3257,2539,1564,959
E07000066,male,4420,2320,7408,5556,5663,5593,6336,6521,6033,4963,4537,4546,2967,2594,1820,869,392
E07000067,female,3415,1794,5421,4423,4501,4748,5628,5973,5231,4728,4593,4837,3074,2426,2055,1484,1043
E07000067,male,3669,1893,5566,4167,4291,4494,5549,5715,5213,4612,4357,4375,2976,2201,1553,850,392
E07000068,female,1814,972,2524,2048,2237,2420,2711,3153,2869,2332,2126,2323,1676,1604,1354,891,584
E07000068,male,1818,929,2859,2053,1993,2246,2592,2901,2826,2293,2046,2161,1414,1285,958,575,258
E07000069,female,2015,1074,3325,2183,2124,2363,3050,3295,3072,2922,3215,3656,2674,2107,1563,949,610
E07000069,male,2141,1197,3582,2297,2060,2202,2855,3248,3159,2800,2863,3317,2236,1880,1239,553,262
E07000070,female,3716,1950,6759,5325,5589,5554,6307,6656,5866,5277,4908,5287,3540,3103,2419,1587,1003
E07000070,male,3992,2119,6749,5492,5428,5464,6301,6400,5813,5121,4638,4855,3164,2714,1899,1014,433
E07000071,female,3836,1864,9520,6035,5982,5643,6296,6587,5635,4958,5046,5129,3526,2852,2283,1544,1071
E07000071,male,4001,2146,10378,6205,5866,5699,6263,6185,5617,4574,4586,4718,3163,2581,1755,980,368
E07000072,female,2844,1416,4707,3618,4098,4098,4917,5168,4741,3957,3787,3907,2781,2394,2040,1434,975
E07000072,male,2877,1584,4895,3381,3609,3840,4418,4870,4531,3877,3498,3717,2425,2035,1542,818,391
E07000073,female,1880,1018,3314,3120,3250,2770,2993,3053,2940,2486,2071,1893,1519,1532,1339,741,410
E07000073,male,2014,1047,3376,2735,3072,2705,2786,2946,2787,2461,1930,1754,1218,1048,848,443,154
E07000074,female,1433,724,1985,1273,1485,1686,2284,2625,2341,2287,2251,2531,1622,1255,958,583,456
E07000074,male,1523,823,2224,1331,1332,1526,2103,2518,2385,2214,2284,2413,1576,1222,770,385,176
E07000075,female,2032,1061,3008,1838,2214,2394,3210,3364,3130,2682,2748,3063,2165,1867,1465,960,524
E07000075,male,2059,1119,3230,1993,1946,2333,3016,3314,3005,2696,2546,2883,1913,1610,1149,556,211
E07000076,female,2957,1558,4772,2999,2997,3202,4279,4852,4847,4655,5233,6375,4686,3913,3223,2227,1468
E07000076,male,3169,1657,5146,2965,2752,2844,3914,4568,4531,4314,4600,5684,4261,3547,2433,1357,592
E07000077,female,2070,1099,2638,1869,2284,2562,3291,3557,3236,2698,2423,2505,1763,1385,1163,782,578
E07000077,male,2284,1115,2934,1939,2013,2326,3127,3338,3216,2756,2427,2553,1616,1331,860,480,244
E07000078,female,2507,1437,6026,4372,4198,3404,3748,4187,3787,3250,3116,3143,2400,2069,1767,1326,915
E07000078,male,2485,1368,5734,4338,4586,3722,4032,4145,3777,3168,3029,2745,2022,1694,1261,799,364
E07000079,female,1827,972,2873,1749,1892,2191,3055,3551,3342,3025,3074,3178,2336,1946,1638,1151,792
E07000079,male,1957,956,3101,1678,1831,2013,2925,3294,3059,2900,2870,2941,2221,1672,1254,641,304
E07000080,female,1820,1143,3026,1826,1925,2008,2944,3317,3178,2948,3150,3065,2198,1786,1360,916,617
E07000080,male,1936,1187,3461,1919,1812,1942,2850,3221,3121,2800,2931,2960,2260,1575,970,554,221
E07000081,female,2837,1470,5666,4542,4439,3778,4433,4800,4239,3516,3232,3152,2320,1894,1587,1123,697
E07000081,male,3028,1621,5789,4229,4388,3929,4496,4664,4412,3519,3063,2833,2136,1660,1141,608,253
E07000082,female,2691,1322,3628,2563,2751,3204,4325,4635,4532,3916,3931,3946,2840,2367,1844,1254,782
E07000082,male,2842,1439,4162,2524,2797,3149,4251,4547,4293,3943,3775,3687,2700,2021,1398,708,317
E07000083,female,1836,924,2767,2204,2447,2496,3021,3362,3153,2731,2825,2878,2227,1771,1420,979,626
E07000083,male,1967,982,2919,2058,2360,2420,2972,3347,3035,2594,2618,2685,2016,1590,1033,555,268
E07000084,female,3933,2078,5891,5722,6250,5999,6777,6963,6203,4967,4705,4808,3233,2602,1933,1235,779
E07000084,male,4170,2181,6112,5111,5869,5852,6671,6961,6366,5088,4638,4433,3007,2295,1544,808,351
E07000085,female,2877,1547,3954,2484,2927,3343,4409,5055,4713,4009,3760,4031,2988,2356,1932,1338,880
E07000085,male,2932,1664,4411,2710,2561,2922,4069,4476,4612,4036,3643,3834,2571,2127,1427,798,368
E07000086,female,2826,1516,4791,3975,4310,4244,4685,4981,4682,3996,3868,3656,2684,2312,1788,1192,770
E07000086,male,3068,1642,4995,3742,3889,3938,4553,4728,4559,4026,3625,3554,2384,1957,1352,733,298
E07000087,female,2575,1295,3905,2921,2907,3257,4325,4642,4359,3640,3660,3984,3008,2490,2027,1235,869
E07000087,male,2760,1488,4661,2969,3058,2881,3990,4301,4300,3633,3347,3769,2540,2182,1598,768,349
E07000088,female,1931,1007,3348,2672,2545,2462,2980,3105,2952,2510,2442,2488,1710,1613,1306,795,524
E07000088,male,2008,1042,3598,2706,2624,2459,2832,3000,2986,2565,2285,2409,1526,1297,940,463,235
E07000089,female,2217,1125,2727,2139,2771,3272,3761,3893,3379,2829,2688,2943,2079,1643,1171,768,545
E07000089,male,2405,1193,3308,2622,2515,3089,3688,3810,3449,2782,2486,2637,1879,1448,927,511,202
E07000090,female,2792,1537,4680,3292,3189,3117,4188,4656,4550,4003,3854,4225,3225,2809,2362,1455,905
E07000090,male,2919,1576,5061,3298,3039,2901,3772,4262,4307,3856,3596,3878,2824,2307,1831,920,415
E07000091,female,3630,2001,5655,3937,4099,4628,5959,6752,6541,6185,6485,7215,5309,4782,3941,2880,2086
E07000091,male,4005,2044,5951,3899,3893,4080,5374,6223,6244,5725,5988,6700,4774,4070,3159,1803,889
E07000092,female,2148,1133,4040,3676,3765,3593,3710,3695,3084,2399,2194,2047,1499,1220,927,665,458
E07000092,male,2160,1181,4498,3675,3895,3554,3782,3693,3258,2475,2080,2086,1425,1045,640,342,174
E07000093,female,2813,1382,4075,2870,3241,3635,4619,4858,4572,3769,3866,4017,2801,2267,1769,1222,843
E07000093,male,2814,1590,4214,2856,2931,3379,4257,4780,4515,3908,3598,3792,2560,2127,1320,714,311
E07000094,female,2624,1434,6070,2739,3309,3610,4233,4600,4229,3726,3607,3751,2708,2253,1991,1390,997
E07000094,male,3026,1693,5324,2852,2975,3401,4066,4326,4184,3703,3383,3577,2471,1979,1444,802,356
E07000095,female,2224,1181,3837,3120,3257,3095,3630,3889,3364,2801,2468,2607,2018,1775,1415,865,475
E07000095,male,2405,1208,3896,2822,3111,2939,3323,3564,3191,2605,2323,2424,1688,1438,1035,490,176
E07000096,female,3559,1862,5274,4644,5160,5065,5579,5664,5528,4616,4012,3836,2719,2514,2208,1429,868
E07000096,male,3540,1868,5606,4489,4781,5031,5548,5552,5320,4664,3951,3557,2386,2021,1539,908,372
E07000098,female,2342,1294,3947,3290,3408,3456,3824,4123,3622,2990,2719,2739,1997,1790,1489,1101,742
E07000098,male,2558,1337,3815,3002,3038,3257,3414,3732,3561,2874,2567,2542,1653,1466,1078,648,308
E07000099,female,3010,1562,4075,3715,4484,4557,5043,5242,4505,3831,3639,3558,2630,2374,1957,1290,948
E07000099,male,3033,1630,4379,3623,4199,4427,4884,5085,4663,3781,3476,3438,2428,2074,1464,720,369
E07000102,female,2233,1170,3097,2465,2975,3170,3414,3639,3318,2778,2421,2467,1795,1647,1390,913,644
