ltla,sex,12-15,16-17,18-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+
E06000038,female,3481,1584,9339,6770,5737,6262,5320,4930,4971,4242,3394,2764,2729,2047,1612,1111,705
E06000038,male,3678,1611,8991,7199,6479,6628,5817,5383,5107,4449,3483,2713,2433,1737,1285,717,417
E06000039,female,4312,1781,5088,4494,6165,7042,5904,4674,4398,3753,3143,2386,1938,1432,1104,772,510
E06000039,male,4493,1874,5774,4582,5515,7067,6618,5432,4691,3745,3138,2582,1632,1250,878,503,217
E06000040,female,3929,1783,4547,3666,4454,5429,5467,5822,5808,5006,3985,3672,3890,2912,2342,1583,1184
E06000040,male,4474,2219,4861,3670,4366,5008,5321,5677,5835,5276,4042,3368,3515,2438,1846,1053,651
E06000041,female,4375,2116,5370,3932,5323,6332,6535,6463,6380,5732,4631,4060,4266,3029,2391,1588,1081
E06000041,male,4633,2002,5968,4112,4594,5474,6291,6630,6239,5859,4690,3753,3751,2726,1884,1106,512
E06000042,female,7029,3023,8271,8028,10134,11237,10207,9472,8969,8098,7095,6306,5449,3629,2678,1738,1137
E06000042,male,7357,3291,9475,7842,9198,10891,10503,9558,8917,7873,6702,5801,4808,3091,1983,1039,523
E06000043,female,5450,2655,22431,13664,10129,9514,9104,9752,10014,8559,6248,5334,5075,3717,2971,2151,1611
E06000043,male,5787,2794,21049,15028,11556,10406,9311,10163,10267,8372,6212,5153,5019,3254,2278,1471,805
E06000044,female,4563,1958,14376,8710,7499,6870,5728,6297,6676,6167,4952,4116,4368,2985,2468,1625,1076
E06000044,male,4760,2187,17358,10570,8010,7217,5999,6582,6440,6292,4973,3891,3951,2572,1820,1025,536
E06000045,female,4863,2139,19324,11653,8761,8239,6732,6474,6876,6486,5462,4838,4654,3350,2619,1821,1286
E06000045,male,5152,2395,21445,14012,9543,8629,7308,7171,6922,6707,5628,4570,4281,2818,1906,1153,577
E06000046,female,2783,1329,4278,3220,3299,3402,3461,4709,5580,5542,5364,5457,5772,4063,2883,1939,1395
E06000046,male,3045,1388,4831,3520,3413,3342,3389,4148,5119,5160,5070,5010,5570,3741,2346,1334,676
E06000047,female,11051,4974,24075,16732,15791,15537,14289,17249,19864,19470,17754,15976,15809,11012,8462,5036,2831
E06000047,male,11608,5348,25718,17095,14541,15287,13450,16584,19321,18756,16661,15162,14951,9793,6612,3398,1410
E06000049,female,8606,4027,11421,9511,10492,11461,11372,14163,15527,14633,12353,11748,12416,9016,6772,4507,3126
E06000049,male,8965,4185,12283,9952,9602,10506,10903,13387,14718,14389,11909,11067,11660,7926,5571,2978,1493
E06000050,female,7442,3416,13232,9664,10141,10544,10051,12013,13227,12869,10951,10162,10465,7446,5692,3573,2415
E06000050,male,7862,3541,13009,10114,9298,9515,9382,11424,12302,12239,10248,9722,9830,6638,4632,2413,1204
E06000051,female,6998,3479,9944,7965,8334,8739,8645,10858,12595,12444,11192,10883,11226,8240,5953,3899,2639
E06000051,male,7124,3496,10981,8920,9337,8693,8464,10656,12329,12503,10762,10261,10436,7391,4919,2681,1234
E06000052,female,11973,5584,20225,13663,14520,15688,15662,19647,21754,21842,20473,20022,21001,14236,10210,6734,4481
E06000052,male,12540,5978,21758,14081,13596,14463,14338,17541,19928,20378,19040,18429,19691,12683,8389,4502,2088
E06000053,female,26,3,81,70,60,84,63,91,67,71,78,66,95,51,45,23,25
E06000053,male,38,16,74,60,64,59,66,50,98,89,82,72,70,59,34,19,21
E06000054,female,11892,5579,14665,12155,14009,15170,14837,18489,19487,18254,15861,14758,15259,10965,8167,5524,3868
E06000054,male,12200,5786,16786,13576,14806,14333,14003,17228,18746,18132,14976,13899,14155,9675,6621,3819,1737
E06000055,female,4114,1943,5858,4966,5747,6342,5845,5962,6235,5774,4914,4293,4229,2934,2411,1723,1167
E06000055,male,4409,2211,6382,4841,5022,5656,5530,5920,6278,5642,4764,4031,3958,2639,1915,1085,540
E06000056,female,6565,3041,8795,8533,10606,10536,9781,10170,10811,10035,8164,7518,7455,5129,3808,2322,1382
E06000056,male,6826,3149,9883,8443,9961,9615,9210,9970,10606,9886,8205,6858,6897,4612,3235,1762,795
E06000057,female,6499,3241,9500,8061,8775,9295,8809,10738,12509,13471,12544,11689,11533,7704,5798,3664,2312
E06000057,male,7185,3366,10814,8265,8287,8286,8540,9947,11648,12443,11669,10814,10795,7017,4733,2512,1212
E06000058,female,7869,3645,17512,10844,11858,12971,11536,12576,13288,12934,11320,11167,11819,8388,6912,5285,3592
E06000058,male,8416,3794,18773,11922,12086,13264,12245,13034,13785,12762,10756,10084,10861,7353,5651,3373,1812
E06000059,female,7897,3867,9971,7778,8699,9279,9512,12135,14173,15082,14307,14660,15649,11066,8233,5678,3874
E06000059,male,8405,4276,11734,8972,8798,8433,9251,11475,13374,14208,13410,13179,14430,10111,7071,4036,2062
E06000060,female,13928,6342,16954,14154,16354,18558,18623,19818,20520,18690,15520,13746,14041,10608,8430,5545,3981
E06000060,male,14320,6752,18713,14038,14740,16736,17904,19787,20188,18704,15378,12801,12698,8921,6606,3737,1746
E07000008,female,2463,1086,12523,5128,2958,3552,3339,3446,3387,2970,2631,2346,2072,1518,1295,950,795
E07000008,male,2483,1226,13082,7234,4594,3508,3484,3427,3556,3063,2527,2120,1869,1338,1016,662,383
E07000009,female,2053,917,2611,2203,2852,3195,3092,3336,3397,3100,2649,2572,2622,1738,1310,875,683
E07000009,male,2300,1109,2886,2134,2331,2873,2952,3291,3327,3044,2542,2339,2478,1689,1150,610,274
E07000010,female,2046,1036,3368,2919,3130,3006,2650,3383,3694,3611,3249,3174,3213,2280,1753,1181,889
E07000010,male,2216,1017,3714,3078,3170,2864,2763,3224,3617,3571,3111,3056,3169,2085,1449,819,378
E07000011,female,3744,1820,5383,5057,5683,5847,5509,6378,6727,6390,5304,5039,5205,3557,2571,1625,1142
E07000011,male,4146,1947,6143,5059,5955,5532,5555,6397,6818,6339,5332,4651,5058,3244,2149,1171,529
E07000012,female,3909,1829,4538,3497,4672,5578,5771,6112,6005,5456,4445,4229,4395,3098,2323,1572,1116
E07000012,male,4159,1955,4885,3760,4514,5149,5792,5974,5939,5459,4535,3955,4185,2686,1975,1097,553
E07000026,female,1978,975,3043,2490,2495,2721,2507,3448,3970,3767,3486,3379,3265,2343,1812,1201,821
E07000026,male,2109,1059,3400,2707,2521,2503,2416,3124,3890,3710,3323,3143,3281,2278,1502,782,347
E07000027,female,1430,676,2382,2074,2065,1823,1757,2398,2615,2458,2137,2002,2057,1546,1141,598,393
E07000027,male,1543,699,2618,2098,2038,1856,1688,2142,2582,2511,2061,1927,2008,1425,868,455,177
E07000028,female,2305,1059,4012,3350,3068,3397,2937,3673,4073,4110,3672,3323,3245,2392,1860,1208,850
E07000028,male,2390,1106,3646,3120,3003,3181,2995,3618,3871,4043,3586,3221,3022,2132,1438,783,344
E07000029,female,1374,675,2090,1882,1932,1948,1843,2341,2697,2723,2438,2179,2040,1492,1176,702,439
E07000029,male,1518,689,2402,2043,1895,1824,1654,2165,2690,2748,2521,2175,2178,1478,987,473,183
E07000030,female,1052,518,1377,1221,1199,1302,1358,1883,2253,2274,2118,1933,1928,1331,1076,676,544
E07000030,male,1183,508,1663,1385,1256,1256,1231,1683,2159,2220,1990,2054,1943,1329,855,484,200
E07000031,female,2173,1091,2849,2128,2260,2686,2757,3640,4225,4434,4042,3897,4074,2963,2243,1625,1106
E07000031,male,2308,1207,3561,2408,2176,2450,2441,3296,3936,4135,3858,3678,4143,2735,1935,1013,524
E07000032,female,2635,1292,4260,3792,3921,3873,3691,4627,5181,4768,4141,3995,4146,2874,2008,1265,937
E07000032,male,2763,1347,4354,3748,3406,3571,3528,4620,5058,4783,4166,3873,3978,2594,1579,843,384
E07000033,female,1748,835,2888,2529,2630,2383,2219,3010,3276,2872,2523,2312,2274,1669,1196,714,473
E07000033,male,1780,816,2973,2596,2408,2437,2225,2770,3308,2877,2510,2268,2235,1512,911,470,158
E07000034,female,2131,963,3704,3374,3301,3113,3055,3749,4096,3787,3366,3062,3155,2267,1685,1121,782
E07000034,male,2138,1040,4005,3275,3199,3201,2805,3631,4055,3743,3328,3067,2824,2011,1283,709,287
E07000035,female,1537,751,2035,1474,1518,1617,1863,2545,3127,3090,2722,2667,2812,1978,1481,948,648
E07000035,male,1598,774,2334,1794,1581,1549,1765,2447,3109,3032,2683,2659,2646,1800,1176,595,270
E07000036,female,2450,1160,3964,3678,3858,3594,3441,4190,4669,4150,3373,3126,3377,2436,1882,1278,852
E07000036,male,2658,1198,4149,3444,3584,3303,3192,3968,4463,4238,3386,2973,3047,2131,1436,807,374
E07000037,female,1997,969,3101,2668,2616,2777,2616,3343,3864,3711,3136,2782,2830,2067,1360,885,560
E07000037,male,2105,939,3281,2711,2626,2521,2418,3235,3715,3676,3179,2928,2728,1689,1106,596,233
E07000038,female,2152,992,3185,2741,2861,2805,2787,3569,3990,3822,3530,3413,3687,2712,1943,1122,569
E07000038,male,2122,989,3388,2814,2597,2676,2503,3385,3918,3692,3430,3200,3439,2358,1584,794,362
E07000039,female,2439,1194,3586,3576,3609,3666,3409,3964,4254,3785,3142,2907,2844,1889,1372,915,543
E07000039,male,2727,1278,3936,3247,3165,3444,3262,3926,4282,3635,3061,2856,2724,1769,1068,561,241
E07000040,female,2934,1371,3692,3022,3430,3728,3728,4793,5341,5526,5443,5558,6352,4518,3498,2502,1804
E07000040,male,3106,1457,4334,3395,3436,3320,3487,4197,4993,4896,4896,5138,5567,4070,2840,1705,863
E07000041,female,2229,1064,11568,6004,4185,3878,3436,3454,3823,3427,3015,2902,2914,2165,1697,1320,1051
E07000041,male,2426,1144,11567,7003,5083,4203,3532,3651,3671,3338,2882,2522,2473,1731,1244,689,341
E07000042,female,1963,904,2528,1996,2329,2336,2366,2865,3261,3146,2793,2695,2663,1914,1367,980,651
E07000042,male,2118,981,2812,2009,1841,2179,2116,2700,2988,3013,2623,2663,2611,1769,1133,617,320
E07000043,female,2158,909,2866,2317,2486,2596,2597,3217,3775,3768,3461,3169,3548,2582,1800,1179,912
E07000043,male,2135,1032,3110,2628,2536,2549,2463,3109,3495,3575,3239,3032,3314,2196,1565,860,383
E07000044,female,1831,900,2163,1675,1940,2256,2358,2872,3575,3776,3515,3520,3640,2429,1723,1168,684
E07000044,male,1917,894,2673,1870,1834,1929,2112,2485,3139,3443,3283,3189,3345,2171,1508,793,414
E07000045,female,2650,1252,3620,3307,3578,3685,3620,4385,5278,5545,4981,4975,5129,3518,2602,1751,1492
E07000045,male,2839,1339,4136,3109,3467,3385,3378,4096,4918,5125,4526,4562,4785,3111,1972,1204,586
E07000046,female,1315,715,1810,1553,1668,1675,1787,2237,2552,2831,2788,2779,2690,1826,1290,868,573
E07000046,male,1439,679,2102,1621,1536,1554,1577,2020,2497,2595,2614,2588,2581,1754,1093,618,274
E07000047,female,1146,541,1420,1086,1288,1429,1420,1799,2273,2454,2156,2140,2277,1502,1098,743,533
E07000047,male,1302,576,1603,1208,1252,1318,1256,1722,2112,2277,2108,2003,2151,1459,919,550,234
E07000061,female,2159,992,3843,2668,2709,3172,3005,3323,3643,3584,3257,3305,3619,2462,2205,1627,1286
E07000061,male,2289,1074,4105,2778,2825,3016,2784,3140,3476,3484,2913,2807,3218,2124,1665,1037,666
E07000062,female,1962,933,3329,2741,3017,2831,2662,3125,3566,3431,3060,2699,2786,1714,1308,856,854
E07000062,male,2120,986,3559,2689,2713,2792,2642,3169,3484,3281,2648,2524,2612,1526,1039,564,361
E07000063,female,2254,1101,3146,2336,2618,2839,3059,3655,3972,3772,3467,3461,3725,2699,2152,1524,1204
E07000063,male,2534,1193,3401,2347,2458,2794,2643,3271,3914,3710,3197,3160,3313,2258,1643,985,561
E07000064,female,1843,834,2617,2027,2026,2201,2189,2917,3626,3730,3754,3907,4478,3135,2454,1620,1320
E07000064,male,1981,898,2949,2110,1978,1943,1933,2696,3394,3579,3334,3569,4028,2749,1933,1086,607
E07000065,female,3580,1728,4639,3601,3880,4305,4540,5795,6457,6359,5816,5527,6264,4300,3230,2192,1547
E07000065,male,3771,1823,5044,3633,3516,3909,3861,5231,6146,6049,5452,5001,5497,3798,2565,1476,760
E07000066,female,4377,2078,6628,6267,6957,6701,6086,6403,6733,6186,5061,4531,4715,3267,2661,1759,1058
E07000066,male,4675,2174,6977,5793,6340,5960,5805,6131,6448,5797,4890,4007,4094,2642,1932,1099,475
E07000067,female,3634,1573,4728,4249,4933,4872,4775,5496,6024,5416,4663,4356,4702,3010,2176,1455,1100
E07000067,male,3696,1784,5360,4149,4377,4605,4399,5463,5734,5201,4416,4069,4132,2792,1844,952,511
E07000068,female,1820,871,2487,2283,2331,2611,2526,2758,3006,2820,2234,1938,2140,1523,1384,1001,689
E07000068,male,1832,882,2651,2245,2231,2189,2474,2539,2905,2743,2119,1820,1967,1250,1009,638,326
E07000069,female,1934,941,3021,2427,2453,2546,2464,2953,3347,3142,2901,3084,3520,2494,1870,1102,571
E07000069,male,2013,947,3421,2548,2433,2236,2282,2756,3280,3125,2765,2657,3112,2053,1411,762,288
E07000070,female,4101,1902,6242,5419,5874,6169,5859,6329,6497,5849,5036,4524,5146,3420,2702,1749,1116
E07000070,male,4369,2046,6322,5574,5810,5845,5843,6429,6311,5780,4818,4243,4445,2858,2219,1310,572
E07000071,female,4118,1845,9614,7465,6889,6428,5875,6186,6557,5815,4878,4735,5073,3437,2458,1678,984
E07000071,male,4347,1954,11337,7750,6645,6259,6020,6332,6416,5704,4520,4219,4429,2891,2087,1138,489
E07000072,female,2901,1331,4414,3969,4265,4556,4341,4742,5283,4826,3872,3436,3578,2601,2081,1518,999
E07000072,male,3100,1394,4641,3962,3711,3995,3962,4423,4762,4542,3672,3156,3276,2181,1652,970,491
E07000073,female,1948,907,2910,3012,3473,3401,2851,2791,2966,2793,2405,1980,1792,1344,1160,856,478
E07000073,male,2204,969,3269,2638,3218,3175,2770,2590,2819,2697,2221,1732,1510,1036,787,506,220
E07000074,female,1344,667,1992,1458,1533,1653,1837,2430,2785,2534,2344,2211,2484,1588,1153,718,486
E07000074,male,1448,692,2219,1504,1430,1423,1696,2150,2672,2512,2342,2204,2339,1507,1029,527,206
E07000075,female,1927,931,2959,2271,2291,2536,2619,3204,3441,3212,2706,2684,3007,2101,1650,989,620
E07000075,male,2077,950,3185,2410,2333,2303,2503,3059,3320,3068,2705,2421,2734,1754,1281,752,280
E07000076,female,2929,1320,4398,3603,3434,3370,3606,4424,5287,5621,5366,5667,6601,4512,3304,2188,1455
E07000076,male,3084,1460,5026,3594,3199,3038,3068,3990,4925,5063,4959,4985,5804,4125,2856,1483,722
E07000077,female,2292,1135,2674,2164,2618,2974,3049,3523,3652,3428,2779,2394,2496,1768,1264,926,721
E07000077,male,2312,1144,3011,2244,2335,2615,2827,3374,3632,3321,2721,2346,2398,1616,1090,625,286
E07000078,female,2619,1364,5453,3664,3818,3820,3381,3638,3894,3913,3151,3081,3152,2353,1889,1359,925
E07000078,male,2620,1293,5205,3799,3949,4149,3580,3754,4054,3758,3124,2762,2738,1850,1494,849,458
E07000079,female,1985,905,2777,1840,2169,2446,2638,3233,3668,3703,3160,3154,3254,2390,1765,1213,798
E07000079,male,1937,849,2987,1994,1923,2156,2315,3063,3528,3328,3097,2936,2927,2134,1444,835,381
E07000080,female,1757,1012,3092,2089,2125,2247,2186,2996,3544,3418,3109,3074,3049,2078,1515,940,646
E07000080,male,1814,1008,3405,2228,2008,1953,2123,2815,3436,3322,2936,2968,2883,2084,1296,655,266
E07000081,female,2886,1386,5253,4145,4762,4492,3776,4256,4698,4265,3546,3114,3070,2269,1632,1128,803
E07000081,male,3034,1447,5592,4096,4388,4455,4003,4378,4600,4306,3502,2816,2701,1923,1360,691,317
E07000082,female,2731,1314,3469,2894,3111,3378,3659,4561,4780,4688,4044,3864,3879,2709,2078,1406,719
E07000082,male,2905,1392,4032,2856,2846,3249,3547,4491,4686,4508,3932,3592,3553,2457,1653,897,305
E07000083,female,1966,926,2772,2679,3071,3098,2815,3196,3533,3467,3045,2948,2891,2171,1600,1041,737
E07000083,male,2141,994,2924,2521,2689,2918,2783,3129,3546,3245,2814,2676,2718,1903,1331,653,310
E07000084,female,4005,1929,5719,5016,6007,6483,6099,6460,6750,6095,4870,4350,4662,3120,2309,1420,853
E07000084,male,4185,1904,6329,4841,5668,5935,5919,6329,6852,6250,4792,4129,4077,2758,1797,1012,480
E07000085,female,2925,1433,3762,2845,2923,3380,3893,4561,5053,4929,4083,3632,4100,2951,2220,1537,1071
E07000085,male,3045,1454,4118,2756,2729,2890,3264,4301,4488,4696,4004,3479,3732,2517,1793,1057,516
E07000086,female,3036,1378,4243,4113,4692,4665,4447,4669,4892,4674,3915,3645,3662,2617,2089,1362,921
E07000086,male,3307,1498,4569,3864,4172,4213,4095,4549,4655,4391,3909,3320,3366,2276,1568,902,499
E07000087,female,2444,1165,3589,2883,3367,3380,3441,4192,4638,4404,3733,3593,3856,2922,2217,1540,990
E07000087,male,2668,1249,4201,3099,3204,3359,3037,3940,4231,4306,3757,3073,3618,2394,1777,1093,464
E07000088,female,1865,907,3055,2492,2660,2607,2360,2877,3167,3012,2627,2357,2582,1644,1321,936,560
E07000088,male,2097,948,3604,2691,2670,2583,2433,2704,2904,2990,2602,2219,2355,1433,1056,583,274
E07000089,female,2432,1066,2557,2213,2647,3247,3496,3888,3764,3353,2718,2522,2846,2116,1537,944,684
E07000089,male,2553,1189,3270,2223,2862,2938,3377,3788,3762,3470,2575,2208,2441,1742,1221,691,323
E07000090,female,2767,1291,4546,3598,3643,3560,3287,4123,4881,4834,4289,3774,4245,2975,2484,1634,1034
E07000090,male,2915,1335,4813,3749,3334,3276,3036,3718,4334,4445,4040,3627,3791,2555,1848,1154,587
E07000091,female,3604,1806,5129,3976,4310,4462,4761,5912,6858,7035,6520,6649,7233,5329,4238,2971,2317
E07000091,male,3830,1787,5735,4158,3919,4013,4288,5304,6349,6576,6040,6059,6671,4601,3334,2155,1150
E07000092,female,2086,897,3303,3117,3694,3429,3338,3471,3522,2971,2304,2007,1987,1343,1065,637,532
E07000092,male,2228,1004,3660,3401,3812,3675,3355,3456,3511,3223,2353,1843,1872,1322,841,423,215
E07000093,female,2739,1313,3729,3378,3709,3968,3938,4725,4866,4709,3855,3667,3965,2793,2055,1413,950
E07000093,male,2877,1302,3988,3140,3530,3549,3772,4403,4780,4491,3912,3330,3595,2447,1845,916,433
E07000094,female,2962,1368,6166,3184,3020,3505,3960,4379,4564,4328,3721,3453,3719,2665,2077,1481,1126
E07000094,male,3286,1630,5894,2850,2912,3214,3724,4181,4455,4314,3652,3203,3413,2322,1699,1009,528
E07000095,female,2255,1042,3364,2960,3394,3675,3160,3469,3768,3315,2731,2254,2453,1783,1573,1008,545
E07000095,male,2363,1197,3778,3002,3029,3049,3015,3027,3461,3054,2500,2002,2178,1486,1157,653,273
E07000096,female,3489,1668,4752,4454,5512,5905,5469,5510,5530,5280,4556,3680,3707,2575,2119,1581,1059
E07000096,male,3764,1762,5137,4398,4958,5393,5340,5463,5389,5266,4419,3591,3261,2168,1600,1013,490
E07000098,female,2632,1263,3482,2947,3329,3859,3684,3789,3953,3615,2892,2549,2714,1985,1586,1149,808
E07000098,male,2765,1338,3540,2819,2946,3292,3302,3389,3636,3338,2796,2249,2351,1569,1216,705,382
E07000099,female,3098,1400,4065,3601,4208,5122,4724,4969,5067,4423,3681,3379,3496,2590,2121,1483,980
E07000099,male,3148,1440,4232,3717,3996,4499,4612,4841,4846,4509,3649,3207,3092,2219,1675,1002,417
