ltla,sex,12-15,16-17,18-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+
E07000098,male,2692,1336,3614,2856,2961,3281,3352,3369,3621,3394,2682,2302,2290,1474,1198,719,364
E07000099,female,2999,1464,3927,3639,4331,5058,4759,5003,5085,4299,3666,3449,3405,2488,2079,1434,950
E07000099,male,3081,1452,4288,3684,4045,4580,4639,4801,4942,4465,3562,3216,3092,2111,1696,927,396
E07000102,female,2334,1081,2847,2675,2664,3548,3394,3469,3605,3151,2617,2234,2330,1636,1391,976,707
E07000102,male,2427,1133,3111,2491,2482,3055,3351,3429,3468,3107,2444,2161,2094,1319,1111,610,322
E07000103,female,2273,1020,3291,3437,4227,4401,3597,3353,3107,2595,2124,1837,1640,1242,1074,731,494
E07000103,male,2454,1159,3388,3241,3942,4280,3848,3403,3208,2730,2172,1630,1492,1043,787,477,204
E07000105,female,3118,1549,4484,3872,4078,4078,4097,4885,4935,4194,3569,3540,3754,2476,1744,1194,862
E07000105,male,3265,1616,4368,3665,3607,3666,3778,4541,4951,4265,3354,3310,3365,2130,1430,766,400
E07000106,female,3282,1604,13496,5688,4059,4118,4065,4853,5139,4953,4571,4614,4837,3341,2566,1880,1339
E07000106,male,3579,1805,13363,7155,4300,3804,3491,4503,5054,4566,4265,4270,4254,2816,1885,1133,639
E07000107,female,2575,1141,3822,3964,4710,4536,3654,3921,3810,3162,2536,2147,2150,1541,1247,897,494
E07000107,male,2726,1225,3851,3389,4315,4357,3869,3909,3786,3282,2579,2126,1910,1274,993,570,302
E07000108,female,2552,1228,3921,3196,3181,3279,3110,3930,4460,4386,4036,3883,3958,2508,1942,1303,902
E07000108,male,2589,1253,4306,3129,3241,3031,3058,3921,4426,4217,3955,3691,3786,2340,1610,849,450
E07000109,female,2540,1237,3821,3505,3683,3646,3310,3823,3690,3455,2772,2536,2549,1886,1570,950,576
E07000109,male,2771,1366,3972,3136,3544,3364,3220,3812,3784,3488,2772,2407,2266,1569,1184,670,287
E07000110,female,3761,1873,5705,5142,5605,5821,5320,6124,6302,5455,4774,4584,4605,3230,2561,1717,1033
E07000110,male,4101,1873,6241,5161,5417,5439,5029,5950,6357,5540,4432,4145,4448,2743,1988,1098,411
E07000111,female,2932,1382,3653,2918,3182,3912,4055,4500,4749,4042,3508,3700,3632,2510,1971,1429,896
E07000111,male,2912,1393,3737,2899,2973,3543,3825,4109,4519,4104,3358,3204,3347,2104,1590,1003,398
E07000112,female,2178,1085,3603,3002,2938,3219,3031,3888,4249,4047,3763,3906,3911,2601,1887,1360,1075
E07000112,male,2396,1207,3993,3172,3080,3040,3099,3896,4239,4030,3401,3642,3884,2322,1606,864,472
E07000113,female,3383,1649,5374,4430,4727,4886,4349,5126,5630,4938,4253,4133,4287,2721,1955,1331,787
E07000113,male,3612,1727,6039,4683,4318,4394,4027,4917,5471,4875,4377,3935,3992,2505,1598,770,360
E07000114,female,3039,1461,4937,3841,4202,4295,3856,4750,5046,4925,4674,4690,4907,3280,2474,1713,1149
E07000114,male,3369,1607,5446,3929,3644,3701,3520,4291,4742,4597,4240,4342,4425,2796,1871,1067,512
E07000115,female,3251,1624,4446,3701,3805,4383,4458,5060,5092,4359,3560,3314,3616,2530,1907,1219,738
E07000115,male,3517,1734,4571,3336,3332,3850,4158,4908,4947,4403,3591,3154,3202,2134,1589,815,319
E07000116,female,3200,1550,3608,2856,3427,3824,4012,4610,4604,3940,3282,3087,3094,2160,1754,1343,1011
E07000116,male,3197,1446,3638,2829,3529,3951,3976,4705,4764,3864,3211,2796,2860,1876,1284,896,448
E07000117,female,2019,926,3181,2927,3143,2826,2586,2865,3029,2928,2578,2476,2392,1514,1189,768,569
E07000117,male,2180,1014,3454,2773,2944,2587,2556,2894,2960,2821,2565,2326,2231,1399,876,490,192
E07000118,female,2528,1126,3704,3348,3870,3667,3645,4405,4467,3943,3537,3362,3396,2307,1545,952,602
E07000118,male,2745,1287,3964,3476,3736,3743,3788,4533,4513,4090,3397,3304,3356,2042,1283,601,265
E07000119,female,1634,777,2047,1761,1900,2099,2089,2682,3165,3337,2820,2846,3029,2234,1758,1218,782
E07000119,male,1654,857,2431,1850,2022,2057,1978,2685,3111,3084,2822,2644,2898,1866,1370,742,337
E07000120,female,1826,898,3168,2617,2706,2606,2238,2855,2804,2589,2267,2120,2189,1438,1130,648,410
