ltla,sex,12-15,16-17,18-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+
E06000032,female,5260,2613,9198,8061,8935,7920,6652,6586,6545,5542,4471,3813,3218,2716,2240,1460,813
E06000032,male,5765,2576,9466,9043,9935,8556,7086,6719,6446,5628,4407,3648,2918,2329,1884,959,421
E06000033,female,3745,1957,6560,5472,6032,6356,6279,6613,6536,5616,4842,5012,4761,3285,2643,2009,1562
E06000033,male,4079,2035,6714,5117,5732,6265,6108,6641,6440,5887,4685,4620,4156,2819,2075,1245,611
E06000034,female,4026,1908,6467,5876,6916,6762,6115,6154,5766,4612,3887,3765,3261,2273,1662,1146,670
E06000034,male,4253,2030,6646,5406,6103,6179,6079,6171,6119,4871,3970,3646,2978,1792,1261,705,312
E06000035,female,6502,3155,11861,10303,9520,9307,8654,9667,9901,8735,7114,6935,6153,4118,3172,2020,1291
E06000035,male,6575,3512,12470,10177,9494,9045,8550,9684,9830,8523,7142,6509,5683,3656,2404,1258,497
E06000036,female,2826,1508,4101,3668,4421,4914,4394,4582,4560,3973,3052,2659,2388,1622,1252,799,516
E06000036,male,3025,1665,4621,3753,4199,4326,4365,4618,4653,3887,3136,2627,2076,1340,1017,521,266
E06000037,female,3978,2018,4929,4129,4476,5122,5644,6229,6192,5365,4570,4632,4087,2744,2073,1370,857
E06000037,male,3985,2212,5501,4235,4331,4676,5251,6273,6276,5565,4575,4270,3855,2423,1650,950,433
E06000038,female,3160,1628,9739,6796,6629,6316,5258,5115,4931,3893,3256,2889,2575,1946,1558,1107,733
E06000038,male,3377,1693,9131,7165,7236,6982,5712,5392,5094,4238,3324,2698,2295,1644,1228,754,348
E06000039,female,3815,1769,5254,5043,6816,7039,5328,4818,4217,3759,2972,2322,1772,1414,1157,765,468
E06000039,male,3996,1867,5775,4947,6174,7244,6303,5168,4390,3696,3030,2424,1527,1226,860,452,228
E06000040,female,3581,1771,4515,3946,4749,5350,5487,5943,5595,4720,3830,3931,3670,2695,2194,1588,1089
E06000040,male,4195,2199,4602,4089,4535,5126,5407,5772,5763,4941,3763,3613,3379,2229,1699,1034,534
E06000041,female,4131,1897,5411,3814,4976,6152,6265,6425,6297,5414,4344,4313,4033,2786,2217,1442,989
E06000041,male,4208,2086,5882,4043,4247,5467,6093,6428,6259,5503,4358,3892,3552,2458,1804,1016,398
E06000042,female,6354,3111,8537,8799,10621,11154,9944,9474,8919,7849,6920,6292,4886,3355,2452,1621,1106
E06000042,male,6676,3190,9738,8240,9947,11250,10196,9311,8856,7723,6497,5765,4422,2751,1775,1019,455
E06000043,female,5210,2701,21357,12978,10091,9806,9624,10131,10088,7654,6046,5396,4880,3548,2976,2214,1671
E06000043,male,5485,2899,20492,14565,11183,10659,9839,10605,10127,7645,5954,5508,4681,3014,2311,1395,736
E06000044,female,4258,2091,14677,8539,7697,6529,5991,6675,6773,5874,4687,4351,3975,2945,2363,1680,1174
E06000044,male,4389,2180,17607,10032,8138,6885,6211,6818,6778,6021,4568,4116,3784,2432,1714,967,525
E06000045,female,4394,2278,20718,10978,9037,8211,6731,6570,7142,6243,5254,4917,4418,3200,2549,1977,1245
E06000045,male,4741,2326,23068,12829,9656,8672,7629,7047,7281,6465,5309,4649,4038,2673,1861,1136,551
E06000046,female,2674,1459,4488,3289,3308,3401,3696,5080,5456,5273,5279,5557,5428,3594,2711,2018,1414
E06000046,male,2817,1600,5083,3466,3364,3323,3464,4374,5261,4968,4823,5220,5186,3340,2212,1187,666
E06000047,female,10219,5226,24021,16410,15392,15040,14648,18592,20083,18817,16771,16522,14659,10553,7963,4899,2858
E06000047,male,10839,5415,25499,16153,15027,14452,13812,17958,19646,17826,16096,15693,13968,9084,6223,3161,1296
E06000049,female,8066,4227,12070,9583,10224,10902,12085,14886,15179,13706,11700,12397,11548,8297,6418,4501,2970
E06000049,male,8408,4179,12886,9709,9403,10386,11355,13938,14799,13488,11369,11779,10860,7224,5150,2802,1398
E06000050,female,7050,3526,13558,9868,9826,10022,10285,12559,13242,12004,10430,10688,9533,7034,5450,3538,2310
E06000050,male,7250,3658,13827,9586,9173,9253,9772,11912,12482,11379,10069,10075,9079,6215,4164,2343,1026
E06000051,female,6780,3610,10148,7913,8161,8426,8946,11370,12476,11515,10698,11194,10460,7475,5497,3749,2658
E06000051,male,6822,3641,11419,9400,8812,8310,8676,11373,12379,11476,10240,10519,9793,6533,4581,2487,1084
E06000052,female,11193,5819,21064,13779,14321,15166,16235,20125,21594,20629,19647,20939,19530,12579,9863,6675,4446
E06000052,male,11708,6193,22080,14160,13344,14185,14901,18133,20041,19291,18224,19391,18386,11353,7915,4377,1932
E06000053,female,30,11,81,64,61,93,62,84,64,78,71,70,81,48,41,32,16
E06000053,male,37,14,67,75,59,65,65,64,102,79,95,78,82,49,29,18,21
E06000054,female,11312,5798,15049,12810,13715,14509,15846,18968,19327,17341,15131,15308,14064,9987,7690,5363,3677
E06000054,male,11688,5689,17868,14886,14397,13945,14516,17955,18881,17114,14422,14314,13164,8739,6307,3548,1605
E06000055,female,3893,1975,5971,4966,5700,6261,5639,6091,6258,5435,4535,4462,3848,2684,2403,1671,1033
E06000055,male,4238,2119,6790,4789,5224,5616,5539,6099,6202,5327,4491,4223,3616,2475,1779,1068,493
E06000056,female,6125,3032,8731,8761,9595,10128,9486,10474,10808,9438,7906,7745,6953,4508,3616,2201,1335
E06000056,male,6308,3146,9777,8621,9009,9098,9220,10189,10621,9403,7741,7201,6626,4057,2989,1629,715
E06000057,female,6467,3284,9906,8352,8564,8969,8918,11492,12877,13018,11712,12107,10343,7211,5510,3562,2262
E06000057,male,6882,3438,11110,8450,7977,8291,8604,10443,12037,12024,11101,11155,9838,6362,4500,2285,1124
E06000058,female,7416,3733,18802,11333,12425,12813,11570,12913,13512,12204,11000,11657,11018,7931,6890,5303,3620
E06000058,male,7660,4127,19129,12293,12715,13485,12137,13524,13854,11951,10344,10673,10262,6851,5428,3314,1793
E06000059,female,7578,3992,10373,8144,8359,9039,9933,12900,14376,14320,13715,15178,14547,10013,7956,5758,3785
E06000059,male,8222,4299,12458,9368,7948,8573,9532,12164,13647,13492,12519,13803,13609,9019,6522,4009,1854
E06000060,female,12969,6422,17659,14828,15860,18221,18461,20463,20391,17671,14874,14349,13418,9836,7951,5328,3699
E06000060,male,13519,6779,18960,14241,14376,16726,18119,19779,20370,17732,14696,13238,12081,8266,6226,3458,1566
E07000008,female,2169,1207,12244,4641,3671,3936,3483,3405,3374,2829,2643,2224,2011,1458,1332,948,757
E07000008,male,2261,1182,13326,7268,4786,4335,3546,3655,3515,2895,2395,2210,1693,1286,984,604,373
E07000009,female,1917,907,2608,2334,2832,3183,3077,3394,3289,2930,2543,2624,2434,1537,1261,910,616
E07000009,male,2185,960,2955,2194,2437,2935,3110,3275,3306,2845,2424,2457,2282,1530,1089,570,246
E07000010,female,2023,1077,3536,3010,3026,2780,2774,3570,3699,3366,3245,3300,3009,2101,1699,1220,805
E07000010,male,2052,1071,3864,3151,2964,2808,2795,3380,3660,3349,3089,3175,2923,1859,1379,805,336
E07000011,female,3706,1913,5597,5317,5536,5693,5704,6677,6823,6010,5130,5310,4795,3332,2316,1560,1108
E07000011,male,4017,2032,6078,5635,5576,5506,5835,6637,6895,6117,5008,5042,4699,2921,1995,1049,493
E07000012,female,3696,1773,4538,3801,4704,5576,5659,6158,6072,5091,4360,4415,4133,2809,2155,1522,1079
E07000012,male,3941,1841,4910,3910,4443,5297,5655,5911,5939,5202,4271,4214,3913,2444,1835,1075,496
E07000026,female,1915,1018,3097,2472,2507,2611,2685,3755,3910,3664,3356,3528,2984,2222,1687,1153,785
E07000026,male,2105,1034,3617,2705,2400,2481,2466,3496,3846,3554,3214,3410,3019,2109,1353,729,321
E07000027,female,1370,758,2494,2018,1940,1777,1940,2534,2694,2290,2098,2150,1997,1464,1026,627,416
E07000027,male,1465,746,2678,2091,1914,1781,1730,2420,2624,2434,2019,2075,1899,1347,780,417,167
E07000028,female,2154,1135,4364,3259,3231,3082,3202,3852,4103,3978,3450,3395,2966,2243,1841,1199,786
E07000028,male,2294,1061,4078,3084,2993,3157,3074,3796,3975,3958,3323,3250,2835,2025,1328,733,335
E07000029,female,1364,646,2223,1968,1922,1906,1985,2485,2790,2552,2292,2267,1882,1541,1104,694,432
E07000029,male,1368,725,2592,2010,1890,1761,1788,2392,2761,2749,2404,2360,1963,1360,931,494,167
E07000030,female,1022,540,1460,1156,1205,1320,1427,2072,2175,2167,1964,2032,1783,1302,948,717,516
E07000030,male,1093,549,1741,1372,1235,1209,1323,1874,2142,2108,1890,2051,1790,1221,792,461,189
E07000031,female,2079,1066,2876,2160,2330,2554,2948,3880,4290,4190,3892,4105,3868,2731,2154,1572,1019
E07000031,male,2266,1166,3599,2369,2232,2401,2653,3550,3984,3963,3759,3931,3852,2529,1740,971,470
E07000032,female,2489,1288,4494,3582,3630,3715,3896,4903,5091,4405,4066,4183,3869,2483,1931,1233,896
E07000032,male,2746,1406,4501,3434,3314,3402,3787,4913,5015,4432,3986,4169,3703,2329,1431,806,389
E07000033,female,1629,834,2960,2478,2456,2255,2376,3166,3108,2629,2426,2355,2191,1468,1184,717,480
E07000033,male,1657,901,3175,2402,2461,2205,2342,3065,3065,2744,2367,2288,2184,1369,869,430,152
E07000034,female,1984,1080,3967,3373,3098,3168,3219,3912,4136,3600,3208,3207,3053,2118,1635,1098,792
E07000034,male,2054,1127,4232,3206,3093,3109,2943,3850,4078,3607,3257,3082,2739,1814,1195,680,300
E07000035,female,1535,802,2058,1371,1486,1596,2061,2733,3159,2838,2659,2861,2624,1773,1386,925,637
E07000035,male,1559,814,2379,1748,1494,1544,1948,2665,3106,2843,2548,2782,2546,1558,1122,547,262
E07000036,female,2376,1147,4199,3871,3565,3603,3579,4478,4681,3831,3288,3305,3243,2203,1787,1242,824
E07000036,male,2503,1246,4315,3757,3250,3260,3401,4302,4554,3933,3274,3109,2917,1971,1390,754,359
E07000037,female,1936,1061,3357,2590,2499,2674,2721,3604,3904,3506,2895,2954,2665,1818,1340,870,560
E07000037,male,1986,994,3622,2739,2435,2425,2590,3531,3803,3502,3074,2934,2469,1539,989,561,228
E07000038,female,2082,1025,3335,2692,2692,2674,2964,3814,4024,3723,3375,3632,3523,2457,1762,1100,610
E07000038,male,2051,1037,3624,2740,2509,2465,2781,3629,3847,3654,3359,3327,3311,2200,1395,730,369
E07000039,female,2286,1224,3505,3264,3346,3376,3373,4146,3988,3460,3009,2948,2542,1679,1264,864,485
E07000039,male,2444,1244,3879,2954,3084,3156,3204,4094,4014,3336,2966,2842,2562,1512,900,572,200
E07000040,female,2673,1381,3659,2960,3270,3501,3819,4882,5303,5122,5271,5793,5777,4146,3354,2474,1795
E07000040,male,2882,1498,4399,3344,3154,3237,3499,4431,4812,4672,4664,5335,5244,3652,2675,1656,857
E07000041,female,2091,1127,11654,5654,4167,3810,3407,3674,3819,3333,3002,2979,2722,2030,1645,1416,1007
E07000041,male,2265,1123,11240,6765,4638,4099,3489,3777,3640,3260,2698,2610,2324,1617,1193,671,336
E07000042,female,1782,909,2533,2041,2201,2209,2333,3022,3211,2958,2731,2807,2457,1773,1302,956,658
E07000042,male,1910,943,2810,1866,1959,1990,2231,2877,2947,2814,2560,2737,2468,1546,1075,627,313
E07000043,female,1959,988,2941,2430,2368,2561,2634,3357,3717,3535,3234,3360,3379,2268,1717,1215,919
E07000043,male,2098,1035,3318,2768,2271,2456,2551,3131,3524,3351,3016,3235,3029,2005,1470,817,357
E07000044,female,1729,908,2100,1645,1892,2190,2296,3077,3674,3591,3426,3591,3382,2150,1706,1114,722
E07000044,male,1789,931,2637,1993,1722,1836,2068,2685,3225,3265,3108,3415,3102,1887,1413,819,351
E07000045,female,2537,1298,3724,3363,3364,3361,3726,4699,5352,5057,4873,5111,4705,3154,2509,1823,1446
E07000045,male,2712,1437,4230,3155,3143,3278,3340,4301,5021,4738,4438,4569,4543,2699,1884,1182,551
E07000046,female,1327,687,1892,1619,1571,1690,1838,2317,2621,2756,2637,2833,2476,1642,1251,817,577
E07000046,male,1389,722,2190,1670,1458,1545,1601,2265,2537,2504,2438,2672,2429,1608,1061,572,234
E07000047,female,1059,557,1489,1171,1255,1374,1467,1995,2274,2280,2081,2281,2060,1364,1054,739,548
E07000047,male,1219,559,1611,1260,1215,1342,1278,1847,2217,2143,1977,2103,2089,1238,903,479,196
E07000061,female,2077,1057,3885,2579,2926,3162,3023,3412,3679,3365,3213,3423,3306,2427,2123,1656,1278
E07000061,male,2098,1153,4277,2786,2936,2941,2832,3345,3432,3258,2732,3133,2954,2035,1558,1011,629
E07000062,female,1902,1057,3656,3002,2866,2796,2684,3318,3630,3199,2997,2804,2446,1583,1288,902,811
E07000062,male,1981,1045,3771,2832,2737,2689,2769,3342,3532,2976,2633,2674,2313,1403,964,537,283
E07000063,female,2155,1122,3096,2382,2505,2829,3132,3802,3998,3522,3405,3529,3578,2484,2025,1523,1189
E07000063,male,2389,1171,3506,2503,2485,2561,2763,3480,3895,3548,3074,3417,3000,2102,1538,940,502
E07000064,female,1659,963,2681,2011,1873,2127,2261,3172,3667,3563,3599,4200,4173,2907,2251,1748,1291
E07000064,male,1852,963,3105,2047,1791,1820,2104,2882,3508,3351,3255,3732,3845,2427,1852,1064,608
E07000065,female,3463,1718,4670,3655,3712,4155,4730,5923,6562,5979,5516,5925,5855,3924,3075,2166,1546
E07000065,male,3575,1792,5147,3491,3418,3705,3993,5502,6273,5684,5114,5254,5287,3371,2469,1457,675
E07000066,female,4116,2027,6962,6364,6535,6465,6093,6590,6715,5903,4963,4778,4440,3117,2633,1660,1014
E07000066,male,4352,2177,7092,5933,5964,5909,5803,6430,6404,5638,4565,4345,3898,2506,1892,1077,442
E07000067,female,3330,1673,4872,4436,4724,4779,4930,5781,6042,5011,4598,4670,4289,2698,2082,1503,1074
E07000067,male,3556,1785,5430,4207,4338,4524,4715,5670,5703,4975,4388,4252,3909,2436,1677,1005,445
E07000068,female,1784,869,2575,2193,2367,2526,2587,2831,3128,2628,2141,2043,2079,1500,1356,1019,637
E07000068,male,1803,918,2677,2244,2098,2322,2413,2745,2916,2616,2069,1960,1863,1156,1018,623,310
E07000069,female,1859,1013,3126,2362,2322,2423,2573,3227,3341,2996,2942,3349,3347,2357,1720,1011,619
E07000069,male,1888,1041,3577,2519,2231,2199,2462,2945,3272,3100,2696,2910,2982,1843,1373,703,277
E07000070,female,3853,1938,6245,5493,5731,5998,5929,6483,6401,5604,4871,4932,4736,3166,2549,1754,1057
E07000070,male,4152,2049,6512,5578,5824,5810,5859,6448,6235,5543,4750,4454,4195,2622,2163,1210,560
E07000071,female,3837,1990,9581,7414,6290,6226,5884,6422,6494,5429,4786,5109,4580,3102,2372,1599,1055
E07000071,male,4023,2053,10865,7633,6412,5959,6084,6531,6141,5382,4404,4525,4124,2675,1968,1054,477
E07000072,female,2741,1450,4575,3998,4106,4435,4394,5065,5201,4499,3763,3557,3523,2442,1957,1559,1008
E07000072,male,2870,1420,4824,3953,3636,3926,4045,4546,4863,4295,3548,3287,3215,2034,1530,966,449
E07000073,female,1881,920,3119,3045,3511,3130,2739,3016,2970,2733,2309,1926,1717,1353,1210,842,477
E07000073,male,2001,952,3517,2657,3134,3099,2719,2686,2880,2612,2173,1736,1412,1031,779,513,196
E07000074,female,1334,704,2022,1477,1456,1666,1955,2551,2618,2417,2259,2391,2272,1461,1022,723,457
E07000074,male,1405,746,2187,1628,1283,1481,1714,2335,2635,2421,2241,2318,2181,1293,968,438,190
E07000075,female,1834,1014,3009,2286,2091,2446,2733,3405,3387,3035,2635,2865,2846,1934,1553,1009,602
E07000075,male,1914,975,3224,2411,2081,2260,2621,3214,3371,2945,2614,2537,2560,1681,1245,646,261
E07000076,female,2724,1443,4582,3540,3191,3309,3731,4753,5265,5292,5199,6067,6125,4118,3229,2194,1479
E07000076,male,3012,1541,5108,3512,2919,2982,3197,4354,4818,4947,4756,5267,5598,3736,2677,1454,694
E07000077,female,2179,1025,2765,2086,2356,2908,2972,3566,3646,3153,2535,2484,2295,1538,1207,909,654
E07000077,male,2240,1163,2926,2190,2010,2536,2809,3418,3487,3109,2554,2408,2241,1400,1026,575,260
E07000078,female,2583,1364,5935,3965,4051,3705,3487,3771,4197,3563,3100,3209,2914,2202,1768,1351,954
E07000078,male,2450,1283,5319,4035,4150,4195,3639,3953,3977,3595,2963,2887,2501,1815,1372,798,481
E07000079,female,1811,882,2842,1836,1963,2390,2606,3380,3697,3437,3132,3177,3081,2118,1678,1146,797
E07000079,male,1792,962,3127,1859,1829,2052,2435,3222,3433,3186,2948,2987,2718,1883,1372,769,352
E07000080,female,1706,1059,3092,2079,2005,2131,2330,3206,3526,3306,3035,3249,2797,1903,1421,925,645
E07000080,male,1782,1082,3534,2158,1879,1944,2201,3040,3423,3231,2950,3076,2717,1810,1185,585,269
E07000081,female,2836,1437,5258,4593,4657,4333,3814,4616,4714,4077,3330,3210,2958,2021,1576,1125,771
E07000081,male,2872,1481,5926,4226,4402,4395,4010,4647,4629,4107,3274,2915,2528,1788,1259,680,313
E07000082,female,2595,1365,3527,2963,3003,3227,3842,4595,4770,4480,3826,4052,3609,2489,1982,1327,750
E07000082,male,2739,1417,3998,2860,2771,3192,3679,4587,4645,4244,3811,3752,3350,2246,1527,844,286
E07000083,female,1833,929,2686,2592,2730,2882,2762,3220,3479,3256,2868,2849,2753,2003,1475,1054,694
E07000083,male,1946,1020,2716,2458,2439,2665,2764,3280,3411,2994,2649,2737,2481,1760,1194,648,294
E07000084,female,3810,1861,5643,5389,6114,6320,6078,6826,6728,5694,4675,4596,4218,2891,2107,1286,898
E07000084,male,3935,1979,6302,5043,5762,5993,5979,6650,6819,5848,4626,4283,3895,2462,1674,933,435
E07000085,female,2808,1401,3866,2682,2676,3437,3910,4746,5149,4462,3860,3942,3720,2724,2048,1458,1022
E07000085,male,2884,1445,4049,2683,2631,2743,3446,4320,4611,4422,3762,3668,3514,2214,1702,960,469
E07000086,female,2765,1431,4269,4180,4190,4511,4430,4727,4881,4396,3802,3799,3323,2504,1906,1349,856
E07000086,male,3063,1474,4675,4022,3864,4041,4081,4670,4694,4288,3700,3469,3090,2056,1530,859,443
E07000087,female,2389,1283,3705,2996,3260,3242,3639,4506,4618,4240,3533,3733,3761,2673,2108,1449,928
E07000087,male,2536,1409,4499,3235,3041,3244,3282,4118,4454,4166,3443,3376,3422,2191,1721,979,418
E07000088,female,1821,1017,3166,2649,2694,2548,2573,2992,3131,2891,2475,2518,2342,1554,1316,865,575
E07000088,male,1965,993,3699,2868,2696,2503,2506,2820,3044,2930,2402,2406,2121,1341,993,605,248
E07000089,female,2283,1060,2657,2168,2446,3261,3669,3782,3806,3145,2602,2686,2715,1919,1383,895,626
E07000089,male,2411,1207,3065,2642,2577,2904,3587,3756,3777,3168,2484,2398,2312,1604,1146,618,309
E07000090,female,2612,1360,4681,3599,3548,3316,3419,4524,4882,4594,4033,3988,4032,2848,2363,1621,1061
E07000090,male,2729,1449,4982,3570,3256,3143,3124,3951,4452,4341,3816,3725,3583,2345,1799,1132,509
E07000091,female,3521,1799,5227,4206,4112,4425,5097,6297,7109,6659,6298,6919,6870,4835,4103,2934,2280
E07000091,male,3729,1891,5832,4348,3719,4033,4467,5697,6537,6288,5938,6295,6214,4209,3274,2053,1092
E07000092,female,1916,1009,3599,3435,3733,3591,3519,3531,3491,2751,2259,2067,1812,1336,986,642,482
E07000092,male,2120,1077,4057,3762,3846,3655,3509,3584,3544,2962,2217,1946,1827,1163,741,407,174
E07000093,female,2662,1392,3869,3369,3470,3857,4035,4760,4953,4379,3642,3861,3803,2475,1969,1346,963
E07000093,male,2747,1399,3979,3365,3207,3433,3895,4504,4821,4237,3720,3555,3429,2194,1658,874,382
E07000094,female,2708,1394,6519,3036,3041,3732,4019,4345,4711,4007,3591,3665,3433,2470,1947,1518,1032
E07000094,male,3052,1694,5761,3093,2987,3247,3883,4227,4489,3986,3458,3387,3168,2186,1552,994,468
E07000095,female,2124,1074,3523,3087,3308,3451,3174,3691,3803,3170,2524,2402,2335,1863,1433,1004,511
E07000095,male,2293,1198,3757,3162,2972,3129,2933,3336,3389,2907,2377,2165,2104,1462,1101,649,240
E07000096,female,3318,1836,4884,4747,5410,5756,5264,5637,5644,5187,4274,3780,3450,2409,2115,1566,1050
E07000096,male,3567,1789,5213,4716,5026,5239,5332,5575,5575,5023,4258,3638,3083,1963,1572,951,464
E07000098,female,2491,1173,3517,3151,3423,3744,3662,3945,3943,3334,2755,2726,2544,1797,1574,1131,766
E07000098,male,2599,1334,3624,2954,3060,3254,3291,3492,3701,3202,2669,2349,2240,1411,1166,701,365
E07000099,female,2958,1475,3958,3801,4380,5008,4760,5049,5138,4163,3648,3543,3268,2425,2070,1382,976
E07000099,male,3054,1479,4379,3813,4000,4671,4700,4881,4976,4325,3499,3310,3016,2054,1657,901,418
E07000102,female,2213,1094,2930,2688,2687,3533,3343,3499,3609,3043,2537,2381,2217,1644,1378,977,696
