catchment_year,msoa,trust_code,patients_from_msoa_to_trust,total_patients_of_msoa
2018,E02000016,R1H,1999,3851
2018,E02000016,RF4,1298,3851
2018,E02000016,RAN,10,3851
2018,E02000016,RQM,14,3851
2018,E02000016,RJ1,68,3851
2018,E02000016,RRV,43,3851
2018,E02000016,RJZ,23,3851
2018,E02000016,RQ8,28,3851
2018,E02000016,RYJ,31,3851
2018,E02000016,RQX,113,3851
2018,E02000016,RP6,69,3851
2018,E02000016,RJ2,19,3851
2018,E02000016,RAP,18,3851
2018,E02000016,RAL,17,3851
2018,E02000016,RP4,31,3851
2018,E02000016,RDD,17,3851
2018,E02000017,R1H,1643,3847
2018,E02000017,RF4,1626,3847
2018,E02000017,RDD,10,3847
2018,E02000017,RJ7,11,3847
2018,E02000017,RQM,12,3847
2018,E02000017,RAP,14,3847
2018,E02000017,RYJ,15,3847
2018,E02000017,RJ1,63,3847
2018,E02000017,RRV,36,3847
2018,E02000017,RJZ,29,3847
2018,E02000017,RQ8,37,3847
2018,E02000017,RP4,39,3847
2018,E02000017,RQX,89,3847
2018,E02000017,RP6,102,3847
2018,E02000017,RJ2,20,3847
2018,E02000017,RAL,19,3847
2018,E02000017,R1K,9,3847
2018,E02000018,R1H,959,3843
2018,E02000018,RF4,2389,3843
2018,E02000018,RAN,11,3843
2018,E02000018,RAL,12,3843
2018,E02000018,RQM,14,3843
2018,E02000018,RJZ,15,3843
2018,E02000018,RJ1,56,3843
2018,E02000018,RRV,49,3843
2018,E02000018,RP4,30,3843
2018,E02000018,RQ8,48,3843
2018,E02000018,RQX,71,3843
2018,E02000018,RP6,74,3843
2018,E02000018,RYJ,15,3843
2018,E02000018,RDD,15,3843
2018,E02000018,RJ2,12,3843
2018,E02000019,RF4,2465,3632
2018,E02000019,R1H,657,3632
2018,E02000019,RAN,12,3632
2018,E02000019,RAL,13,3632
2018,E02000019,RJ1,52,3632
2018,E02000019,RRV,48,3632
2018,E02000019,RP4,33,3632
2018,E02000019,RQ8,47,3632
2018,E02000019,RQX,95,3632
2018,E02000019,RP6,76,3632
2018,E02000019,RDD,20,3632
2018,E02000019,RJZ,17,3632
2018,E02000019,RYJ,9,3632
2018,E02000019,RDE,8,3632
2018,E02000019,RQM,8,3632
2018,E02000020,RF4,2293,5327
2018,E02000020,R1H,2191,5327
2018,E02000020,RT3,10,5327
2018,E02000020,RKE,11,5327
2018,E02000020,RAP,13,5327
2018,E02000020,RN7,14,5327
2018,E02000020,RQM,15,5327
2018,E02000020,RJ1,99,5327
2018,E02000020,RRV,79,5327
2018,E02000020,RJ2,25,5327
2018,E02000020,RAL,27,5327
2018,E02000020,RYJ,38,5327
2018,E02000020,RP4,51,5327
2018,E02000020,RQX,150,5327
2018,E02000020,RQ8,65,5327
2018,E02000020,RP6,101,5327
2018,E02000020,RJZ,20,5327
2018,E02000020,RDD,20,5327
2018,E02000020,RAN,9,5327
2018,E02000020,RJ7,8,5327
2018,E02000021,RF4,2419,3289
2018,E02000021,R1H,434,3289
2018,E02000021,RN7,10,3289
2018,E02000021,RAL,14,3289
2018,E02000021,RAN,15,3289
2018,E02000021,RJ1,42,3289
2018,E02000021,RRV,31,3289
2018,E02000021,RP4,40,3289
2018,E02000021,RQ8,44,3289
2018,E02000021,RQX,56,3289
2018,E02000021,RP6,51,3289
2018,E02000021,RDD,20,3289
2018,E02000021,RJZ,18,3289
2018,E02000021,RAP,14,3289
2018,E02000021,RYJ,8,3289
2018,E02000022,R1H,1534,3203
2018,E02000022,RF4,1187,3203
2018,E02000022,RDD,10,3203
2018,E02000022,RAN,11,3203
2018,E02000022,RAL,13,3203
2018,E02000022,RQ8,14,3203
2018,E02000022,RJZ,16,3203
2018,E02000022,RJ1,54,3203
2018,E02000022,RRV,40,3203
2018,E02000022,RJ2,31,3203
2018,E02000022,RP4,34,3203
2018,E02000022,RQX,121,3203
2018,E02000022,RP6,51,3203
2018,E02000022,RYJ,20,3203
2018,E02000022,RAP,14,3203
2018,E02000023,RF4,1529,3279
2018,E02000023,R1H,1251,3279
2018,E02000023,RAL,11,3279
2018,E02000023,RJZ,14,3279
2018,E02000023,RAP,15,3279
2018,E02000023,RJ1,54,3279
2018,E02000023,RRV,46,3279
2018,E02000023,RYJ,28,3279
2018,E02000023,RP4,36,3279
2018,E02000023,RQ8,41,3279
2018,E02000023,RQX,81,3279
2018,E02000023,RP6,53,3279
2018,E02000023,RJ2,17,3279
2018,E02000023,RAN,17,3279
2018,E02000023,RDD,11,3279
2018,E02000024,RAL,3181,4224
2018,E02000024,RRV,334,4224
2018,E02000024,RQM,15,4224
2018,E02000024,RJ1,36,4224
2018,E02000024,RWH,22,4224
2018,E02000024,RAP,40,4224
2018,E02000024,RP4,41,4224
2018,E02000024,RYJ,52,4224
2018,E02000024,R1K,59,4224
2018,E02000024,RKE,86,4224
2018,E02000024,R1H,55,4224
2018,E02000024,RT3,29,4224
2018,E02000024,RP6,97,4224
2018,E02000024,RWG,19,4224
2018,E02000024,RAN,55,4224
2018,E02000024,RQX,9,4224
2018,E02000025,RAL,2410,3223
2018,E02000025,RRV,256,3223
2018,E02000025,RT3,12,3223
2018,E02000025,RWG,13,3223
2018,E02000025,RJ1,39,3223
2018,E02000025,RP4,31,3223
2018,E02000025,RAN,33,3223
2018,E02000025,R1K,40,3223
2018,E02000025,RYJ,44,3223
2018,E02000025,RKE,62,3223
2018,E02000025,RAP,61,3223
2018,E02000025,R1H,77,3223
2018,E02000025,RP6,57,3223
2018,E02000025,RQM,8,3223
2018,E02000026,RAL,1766,2444
2018,E02000026,RRV,241,2444
2018,E02000026,RQX,10,2444
2018,E02000026,RQM,12,2444
2018,E02000026,RT3,15,2444
2018,E02000026,RJ1,28,2444
2018,E02000026,RP4,23,2444
2018,E02000026,RAN,29,2444
2018,E02000026,RYJ,30,2444
2018,E02000026,RKE,39,2444
2018,E02000026,RAP,82,2444
2018,E02000026,R1H,45,2444
2018,E02000026,RP6,51,2444
2018,E02000026,R1K,21,2444
2018,E02000027,RAL,3051,4002
2018,E02000027,RRV,305,4002
2018,E02000027,RWH,12,4002
2018,E02000027,RT3,16,4002
2018,E02000027,RJ1,40,4002
2018,E02000027,RWG,23,4002
2018,E02000027,RP4,39,4002
2018,E02000027,RYJ,46,4002
2018,E02000027,RKE,54,4002
2018,E02000027,R1K,56,4002
2018,E02000027,RAP,68,4002
2018,E02000027,R1H,72,4002
2018,E02000027,RP6,80,4002
2018,E02000027,RAN,46,4002
2018,E02000027,RQM,9,4002
2018,E02000027,RJZ,8,4002
2018,E02000028,RAL,1858,2574
2018,E02000028,RRV,256,2574
2018,E02000028,RWH,11,2574
2018,E02000028,RT3,12,2574
2018,E02000028,RJ1,25,2574
2018,E02000028,RP4,24,2574
2018,E02000028,RAN,26,2574
2018,E02000028,R1K,33,2574
2018,E02000028,RYJ,46,2574
2018,E02000028,RAP,49,2574
2018,E02000028,RKE,56,2574
2018,E02000028,R1H,50,2574
2018,E02000028,RP6,47,2574
2018,E02000028,RQX,9,2574
2018,E02000028,RQM,8,2574
2018,E02000029,RAL,2603,3456
2018,E02000029,RRV,302,3456
2018,E02000029,RWH,10,3456
2018,E02000029,RQM,11,3456
2018,E02000029,RT3,14,3456
2018,E02000029,RJ1,25,3456
2018,E02000029,R1K,29,3456
2018,E02000029,RYJ,45,3456
2018,E02000029,RP4,65,3456
2018,E02000029,RAP,77,3456
2018,E02000029,RKE,63,3456
2018,E02000029,R1H,54,3456
2018,E02000029,RP6,59,3456
2018,E02000029,RAN,29,3456
2018,E02000030,RAL,2636,3673
2018,E02000030,RRV,294,3673
2018,E02000030,RQM,16,3673
2018,E02000030,RJ1,37,3673
2018,E02000030,RAP,32,3673
2018,E02000030,RWG,46,3673
2018,E02000030,RP4,41,3673
2018,E02000030,RKE,65,3673
2018,E02000030,RAN,78,3673
2018,E02000030,R1K,89,3673
2018,E02000030,RYJ,94,3673
2018,E02000030,R1H,69,3673
2018,E02000030,RT3,36,3673
2018,E02000030,RWH,20,3673
2018,E02000030,RP6,41,3673
2018,E02000031,RAL,2126,3012
2018,E02000031,RRV,348,3012
2018,E02000031,RT3,14,3012
2018,E02000031,RJ1,41,3012
2018,E02000031,RP4,34,3012
2018,E02000031,R1K,36,3012
2018,E02000031,RAP,51,3012
2018,E02000031,RYJ,50,3012
2018,E02000031,RKE,96,3012
2018,E02000031,R1H,42,3012
2018,E02000031,RP6,56,3012
2018,E02000031,RAN,42,3012
2018,E02000031,RQM,9,3012
2018,E02000031,RJZ,8,3012
2018,E02000031,RWH,8,3012
2018,E02000032,RAL,1969,3084
2018,E02000032,RAP,272,3084
2018,E02000032,RRV,346,3084
2018,E02000032,RPY,10,3084
2018,E02000032,RJZ,12,3084
2018,E02000032,RT3,16,3084
2018,E02000032,RJ1,27,3084
2018,E02000032,RAN,25,3084
2018,E02000032,RP4,29,3084
2018,E02000032,R1K,33,3084
2018,E02000032,RYJ,44,3084
2018,E02000032,RKE,89,3084
2018,E02000032,R1H,70,3084
2018,E02000032,RP6,83,3084
2018,E02000032,RQX,9,3084
2018,E02000033,RAL,2494,3587
2018,E02000033,RAP,235,3587
2018,E02000033,RRV,309,3587
2018,E02000033,RJZ,10,3587
2018,E02000033,RT3,15,3587
2018,E02000033,RQM,16,3587
2018,E02000033,RJ1,36,3587
2018,E02000033,RAN,31,3587
2018,E02000033,RYJ,37,3587
2018,E02000033,RP4,40,3587
2018,E02000033,RKE,141,3587
2018,E02000033,R1H,68,3587
2018,E02000033,RP6,56,3587
2018,E02000033,R1K,21,3587
2018,E02000034,RAL,2472,3506
2018,E02000034,RRV,368,3506
2018,E02000034,RQX,13,3506
2018,E02000034,RJ1,39,3506
2018,E02000034,RAN,38,3506
2018,E02000034,RP4,47,3506
2018,E02000034,RAP,92,3506
2018,E02000034,RKE,143,3506
2018,E02000034,RYJ,60,3506
2018,E02000034,R1H,61,3506
2018,E02000034,RQM,19,3506
2018,E02000034,RP6,47,3506
2018,E02000034,R1K,19,3506
2018,E02000034,RT3,19,3506
2018,E02000034,RPY,8,3506
2018,E02000035,RAL,2347,3334
2018,E02000035,RRV,369,3334
2018,E02000035,RJZ,12,3334
2018,E02000035,RQM,15,3334
2018,E02000035,RJ1,46,3334
2018,E02000035,RP4,29,3334
2018,E02000035,RAN,39,3334
2018,E02000035,RAP,42,3334
2018,E02000035,R1K,49,3334
2018,E02000035,RKE,142,3334
2018,E02000035,RYJ,68,3334
2018,E02000035,R1H,52,3334
2018,E02000035,RP6,33,3334
2018,E02000035,RT3,18,3334
2018,E02000036,RAL,3263,4720
2018,E02000036,R1K,327,4720
2018,E02000036,RRV,371,4720
2018,E02000036,RWH,14,4720
2018,E02000036,RJ1,49,4720
2018,E02000036,RQM,24,4720
2018,E02000036,RAP,37,4720
2018,E02000036,RKE,55,4720
2018,E02000036,RP4,66,4720
2018,E02000036,RWG,69,4720
2018,E02000036,RAN,95,4720
2018,E02000036,RYJ,108,4720
2018,E02000036,R1H,53,4720
2018,E02000036,RT3,39,4720
2018,E02000036,RP6,56,4720
2018,E02000036,RJZ,9,4720
2018,E02000037,RAL,2526,4126
2018,E02000037,R1K,475,4126
2018,E02000037,RRV,358,4126
2018,E02000037,RJZ,10,4126
2018,E02000037,RC9,12,4126
2018,E02000037,RWH,13,4126
2018,E02000037,RAP,14,4126
2018,E02000037,RJ1,44,4126
2018,E02000037,RQM,22,4126
2018,E02000037,RKE,51,4126
2018,E02000037,RP4,66,4126
2018,E02000037,RWG,90,4126
2018,E02000037,RAN,101,4126
2018,E02000037,RYJ,123,4126
2018,E02000037,R1H,45,4126
2018,E02000037,RT3,40,4126
2018,E02000037,RP6,56,4126
2018,E02000037,RQX,10,4126
2018,E02000037,RAS,8,4126
2018,E02000038,RAL,2679,4134
2018,E02000038,RKE,367,4134
2018,E02000038,RRV,415,4134
2018,E02000038,RQX,12,4134
2018,E02000038,RJ1,45,4134
2018,E02000038,R1K,31,4134
2018,E02000038,RAN,35,4134
2018,E02000038,RYJ,48,4134
2018,E02000038,RP4,51,4134
2018,E02000038,RAP,189,4134
2018,E02000038,R1H,71,4134
2018,E02000038,RP6,59,4134
2018,E02000038,RQM,19,4134
2018,E02000038,RT3,19,4134
2018,E02000038,RWH,9,4134
2018,E02000038,RJ7,9,4134
2018,E02000039,RAL,1683,2516
2018,E02000039,RRV,253,2516
2018,E02000039,RWH,13,2516
2018,E02000039,RQM,16,2516
2018,E02000039,RJ1,26,2516
2018,E02000039,RKE,23,2516
2018,E02000039,RWG,25,2516
2018,E02000039,RAN,59,2516
2018,E02000039,R1K,119,2516
2018,E02000039,RYJ,97,2516
2018,E02000039,R1H,43,2516
2018,E02000039,RP6,41,2516
2018,E02000039,RT3,19,2516
2018,E02000039,RAP,17,2516
2018,E02000039,RP4,26,2516
2018,E02000040,RAL,1935,2868
2018,E02000040,RRV,317,2868
2018,E02000040,RT3,12,2868
2018,E02000040,RWG,16,2868
2018,E02000040,RJ1,50,2868
2018,E02000040,RAP,25,2868
2018,E02000040,RP4,29,2868
2018,E02000040,RKE,69,2868
2018,E02000040,R1K,87,2868
2018,E02000040,RYJ,98,2868
2018,E02000040,R1H,49,2868
2018,E02000040,RP6,26,2868
2018,E02000040,RQM,20,2868
2018,E02000040,RAN,49,2868
2018,E02000040,RWH,9,2868
2018,E02000041,RAL,2690,4160
2018,E02000041,R1K,579,4160
2018,E02000041,RRV,284,4160
2018,E02000041,RAS,15,4160
2018,E02000041,RJ1,45,4160
2018,E02000041,RQM,32,4160
2018,E02000041,RWG,37,4160
2018,E02000041,RAN,73,4160
2018,E02000041,RYJ,122,4160
2018,E02000041,R1H,47,4160
2018,E02000041,RT3,30,4160
2018,E02000041,RP6,49,4160
2018,E02000041,RAP,19,4160
2018,E02000041,RKE,37,4160
2018,E02000041,RP4,37,4160
2018,E02000042,RAL,3066,4458
2018,E02000042,RKE,260,4458
2018,E02000042,RRV,474,4458
2018,E02000042,RWG,11,4458
2018,E02000042,RQX,15,4458
2018,E02000042,RT3,16,4458
2018,E02000042,RJ1,54,4458
2018,E02000042,RQM,26,4458
2018,E02000042,RAN,31,4458
2018,E02000042,R1K,56,4458
2018,E02000042,RAP,79,4458
2018,E02000042,RYJ,97,4458
2018,E02000042,R1H,82,4458
2018,E02000042,RP6,60,4458
2018,E02000042,RP4,54,4458
2018,E02000042,RJZ,9,4458
2018,E02000043,RAL,1619,2526
2018,E02000043,RKE,139,2526
2018,E02000043,RRV,346,2526
2018,E02000043,RT3,14,2526
2018,E02000043,RJ1,50,2526
2018,E02000043,RQM,22,2526
2018,E02000043,RAN,34,2526
2018,E02000043,RP4,37,2526
2018,E02000043,RYJ,65,2526
2018,E02000043,R1H,38,2526
2018,E02000043,RP6,54,2526
2018,E02000043,RAP,17,2526
2018,E02000043,R1K,38,2526
2018,E02000043,RWG,8,2526
2018,E02000044,RAL,2406,3526
2018,E02000044,R1K,337,3526
2018,E02000044,RRV,263,3526
2018,E02000044,RJZ,15,3526
2018,E02000044,RJ1,38,3526
2018,E02000044,RT3,22,3526
2018,E02000044,RQM,25,3526
2018,E02000044,RWG,29,3526
2018,E02000044,RP4,34,3526
2018,E02000044,RKE,40,3526
2018,E02000044,RAN,52,3526
2018,E02000044,RYJ,107,3526
2018,E02000044,R1H,35,3526
2018,E02000044,RP6,37,3526
2018,E02000044,RAP,19,3526
2018,E02000044,RWH,8,3526
2018,E02000045,RAL,1729,4035
2018,E02000045,RKE,1190,4035
2018,E02000045,RRV,462,4035
2018,E02000045,RWH,10,4035
2018,E02000045,RJZ,12,4035
2018,E02000045,RT3,13,4035
2018,E02000045,RQX,15,4035
2018,E02000045,RJ1,66,4035
2018,E02000045,RQM,26,4035
2018,E02000045,R1K,29,4035
2018,E02000045,RAN,30,4035
2018,E02000045,RYJ,53,4035
2018,E02000045,RP4,57,4035
2018,E02000045,RAP,119,4035
2018,E02000045,R1H,88,4035
2018,E02000045,RP6,50,4035
2018,E02000045,RWG,8,4035
2018,E02000046,RAL,1578,2538
2018,E02000046,RKE,236,2538
2018,E02000046,RRV,339,2538
2018,E02000046,RAN,15,2538
2018,E02000046,RQM,16,2538
2018,E02000046,RJ1,31,2538
2018,E02000046,RAP,26,2538
2018,E02000046,RP4,30,2538
2018,E02000046,RYJ,67,2538
2018,E02000046,R1H,45,2538
2018,E02000046,RP6,43,2538
2018,E02000046,R1K,45,2538
2018,E02000046,RT3,9,2538
2018,E02000047,RAL,3174,5031
2018,E02000047,R1K,854,5031
2018,E02000047,RRV,330,5031
2018,E02000047,RJZ,11,5031
2018,E02000047,RAP,15,5031
2018,E02000047,RJ1,49,5031
2018,E02000047,RQM,34,5031
2018,E02000047,RWG,33,5031
2018,E02000047,RAN,48,5031
2018,E02000047,RKE,58,5031
2018,E02000047,RYJ,139,5031
2018,E02000047,R1H,59,5031
2018,E02000047,RT3,28,5031
2018,E02000047,RP6,42,5031
2018,E02000047,RP4,59,5031
2018,E02000047,RWH,11,5031
2018,E02000047,RJ7,9,5031
2018,E02000048,RAL,2441,3674
2018,E02000048,RRV,410,3674
2018,E02000048,RJZ,10,3674
2018,E02000048,RJ1,62,3674
2018,E02000048,RAP,25,3674
2018,E02000048,RQM,35,3674
2018,E02000048,RP4,44,3674
2018,E02000048,RAN,58,3674
2018,E02000048,R1K,119,3674
2018,E02000048,RKE,111,3674
2018,E02000048,RYJ,131,3674
2018,E02000048,R1H,63,3674
2018,E02000048,RT3,28,3674
2018,E02000048,RP6,36,3674
2018,E02000048,RWG,18,3674
2018,E02000048,RPY,9,3674
2018,E02000049,RAL,2472,3685
2018,E02000049,R1K,423,3685
2018,E02000049,RRV,273,3685
2018,E02000049,RJZ,10,3685
2018,E02000049,RQX,11,3685
2018,E02000049,RT3,16,3685
2018,E02000049,RJ1,39,3685
2018,E02000049,RWG,22,3685
2018,E02000049,R1H,25,3685
2018,E02000049,RQM,26,3685
2018,E02000049,RKE,38,3685
2018,E02000049,RP4,55,3685
2018,E02000049,RYJ,123,3685
2018,E02000049,RP6,31,3685
2018,E02000049,RAP,20,3685
2018,E02000049,RAN,38,3685
2018,E02000050,RAL,2208,3989
2018,E02000050,RKE,730,3989
2018,E02000050,RRV,457,3989
2018,E02000050,RQX,12,3989
2018,E02000050,RJ1,64,3989
2018,E02000050,RQM,29,3989
2018,E02000050,RAN,30,3989
2018,E02000050,RAP,38,3989
2018,E02000050,R1K,43,3989
2018,E02000050,RP4,59,3989
2018,E02000050,RYJ,74,3989
2018,E02000050,R1H,86,3989
2018,E02000050,RP6,61,3989
2018,E02000050,RT3,20,3989
2018,E02000051,RAL,1920,3160
2018,E02000051,RKE,264,3160
2018,E02000051,RRV,398,3160
2018,E02000051,RWG,10,3160
2018,E02000051,RJ1,59,3160
2018,E02000051,RQM,22,3160
2018,E02000051,RP4,32,3160
2018,E02000051,RAP,33,3160
2018,E02000051,R1K,72,3160
2018,E02000051,RYJ,128,3160
2018,E02000051,R1H,60,3160
2018,E02000051,RP6,40,3160
2018,E02000051,RT3,20,3160
2018,E02000051,RAN,40,3160
2018,E02000051,RPY,8,3160
2018,E02000052,RAL,1453,3553
2018,E02000052,RKE,1052,3553
2018,E02000052,RRV,523,3553
2018,E02000052,RJ1,66,3553
2018,E02000052,RT3,22,3553
2018,E02000052,RAN,24,3553
2018,E02000052,R1K,30,3553
2018,E02000052,RAP,37,3553
2018,E02000052,RP4,45,3553
2018,E02000052,RYJ,59,3553
2018,E02000052,R1H,72,3553
2018,E02000052,RP6,53,3553
2018,E02000052,RQM,17,3553
2018,E02000052,RQX,9,3553
2018,E02000052,RPY,8,3553
2018,E02000053,RAL,3114,5180
2018,E02000053,R1K,778,5180
2018,E02000053,RRV,367,5180
2018,E02000053,RYJ,264,5180
2018,E02000053,RJ1,74,5180
2018,E02000053,RT3,22,5180
2018,E02000053,RAP,27,5180
2018,E02000053,RAN,39,5180
2018,E02000053,RP4,63,5180
